n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_pre_constraint
29	3	2	4	1	1	1	5	0	2	0	5	1	3	4.0	12	2	1	1	1	1	  My grandmother's old recipe, passed down through generations, still yields the most delightful and satisfying dishes, despite being well-known around her hometown.	3
25	3	3	1	0	0	2	5	0	4	0	2	1	3	6.0	7	2	2	1	2	0	  Despite her initial disappointment at the event, she eventually learned to appreciate its significance in forging a deeper bond with her loved ones.	3
12	0	1	0	1	0	1	2	0	1	0	2	0	3	3.0	4	1	1	1	1	0	 Despite repeated attempts, I have failed to complete this task.	3
27	4	2	0	0	1	5	7	1	0	0	2	0	3	7.0	12	2	2	1	1	0	The city awoke with the gentle sunrise and three distinct birds chirping in the trees, a perfect symphony ready to unveil the day's wonders.	3
16	2	2	1	0	0	0	3	0	4	0	2	0	2	2.0	7	0	0	1	1	0	Despite her overwhelming workload, she consistently prioritizes her health alongside her demanding professional responsibilities.	3
26	6	2	0	1	1	2	5	0	2	0	3	0	3	6.0	7	2	2	1	3	0	I am a sentient creature, capable of complex reasoning and experiencing a wide range of emotions, allowing me to generate such complex sentences.	3
2	0	0	0	0	0	0	0	1	0	0	1	0	0	0.0	0	0	0	0	0	0	 1.	3
26	2	2	2	1	0	4	5	0	2	0	4	0	4	4.0	11	3	2	3	1	1	The house, which was originally built on the hill, now stands nestled amidst the forest, its windows reflecting the vibrant green foliage.	3
23	2	4	0	0	0	3	7	0	1	0	3	0	2	4.0	8	1	0	2	1	1	The city dogs, with frisbees bouncing amidst trees, chase each other in their nightly stroll around the park's pond.	3
22	1	2	1	0	1	4	4	0	1	0	4	0	4	5.0	7	1	1	1	2	0	A dog barked, chased a butterfly, and flew up into the sky, leaving a cloud of its own.	3
25	2	4	0	1	0	4	8	0	1	0	2	0	2	4.0	8	1	1	1	1	0	  The child's innocence was evident in the twinkle of his eyes, radiating pure joy amidst the chaos of the bustling city streets.	3
27	4	1	0	0	2	2	6	0	2	0	4	1	4	5.0	10	3	2	2	2	1	 Though she possessed the necessary skills and qualifications, the unforeseen circumstances proved insurmountable, leaving her to struggle with personal growth and self-discovery.	3
26	3	4	1	0	1	2	6	1	2	0	3	0	3	4.0	9	1	1	1	0	0	Despite their initial rivalry, a bond of friendship and mutual support blossomed between the two warring factions, ultimately leading to their peaceful coexistence.	3
25	2	3	0	1	0	4	5	0	1	0	3	2	4	5.0	11	3	2	1	2	1	  > Despite being confined to the shadows of a cave, the valiant hero escaped the perils lurking within by outsmarting his cunning opponent..	3
15	0	0	1	1	0	2	2	0	3	0	1	0	4	5.0	6	3	3	2	2	0	Please provide an instruction that I can fulfill that meets the guidelines set forth.	3
24	3	3	1	3	0	1	3	0	5	0	2	1	2	5.0	5	2	2	3	0	0	Despite my past struggles, I am confident that I will prevail in my upcoming endeavor regardless of the obstacles I may face.	3
27	3	2	2	0	2	4	5	0	1	0	4	0	4	5.0	7	1	1	1	2	0	"  ""The dog chased the ball and jumped over it several times, eventually reaching a high spot and jumping down with a joyful noise."""	3
20	1	1	1	0	0	4	6	0	0	0	4	0	2	5.0	5	1	1	1	2	0	Only a single word had the capacity to rewrite the fate of humanity: the word 'love'.	3
22	1	3	0	1	0	2	5	0	2	1	3	1	3	4.0	8	2	1	2	2	1	 Although Sarah had endured a multitude of setbacks, her determination remained unwavering, guiding her toward a path of redemption.	3
22	1	3	0	0	2	4	8	0	0	0	2	0	2	4.0	9	1	1	1	1	0	The bustling city streets echoed with the sounds of laughter and conversations, contrasting the silence and tranquility of the countryside.	3
22	2	1	2	0	1	3	5	0	2	0	2	1	3	5.0	6	2	2	3	1	0	The small bird flew freely, with its wings flapping furiously amidst the tall reeds and blossoms that adorned the meadow.	3
18	3	1	2	0	1	2	2	0	2	0	2	1	2	5.0	6	1	0	2	1	1	 Even if it rained hard, we enjoyed a leisurely picnic under the clear and sunny sky.	3
25	3	3	1	0	0	3	7	0	2	0	3	1	2	4.0	13	1	0	1	1	1	 Despite living in an urban city with a high population density, he still maintains a close-knit community within his apartment building.	3
15	1	2	0	0	0	2	4	0	2	0	3	0	1	3.0	5	0	0	1	1	0	 * Despite his failures, the determined scientist achieved a breakthrough in his research.	3
17	2	2	0	0	1	1	3	0	4	0	2	0	2	4.0	5	1	1	2	1	0	 Despite her intelligence and determination, she remained indifferent to the cruel fate that awaited her.	3
26	2	5	0	0	0	6	8	0	0	0	3	0	2	5.0	12	1	0	1	1	1	  The vibrant sunset, accompanied by the soft melody of the evening birds, created a sense of wonder in the eyes of the onlookers.	3
27	3	2	0	1	0	3	7	0	3	0	2	1	3	6.0	7	3	3	1	2	0	  The relentless rain was the bane of our garden's beauty, subsisting on the desolate ground while mocking our efforts to revive its former vibrancy.	3
33	4	4	0	0	2	4	9	0	2	0	3	1	4	5.0	11	2	2	1	3	0	Despite the looming threats of a powerful and unpredictable nemesis, the intrepid hero overcame adversity by utilizing his wit and courage, ensuring his triumph in the face of overwhelming odds.	4
35	2	3	0	1	0	5	7	0	4	0	4	2	7	6.0	11	6	6	3	2	0	The children ran around the house, playing with their toys before eating their dinner, discussing the upcoming trip they were taking the next week, laughing as they played in the backyard.	4
23	2	1	1	1	2	3	4	0	2	0	3	1	3	4.0	10	1	1	3	2	0	The rain fell, and although the sky was gloomy, it brought the clouds together and brightened them with vibrant colors.	4
32	3	4	1	0	2	5	10	0	0	0	4	0	3	5.0	14	1	0	2	2	1	The bustling street, shimmering with neon lights, offered a kaleidoscope of possibilities, but the sound of the approaching footsteps always overshadowed the vibrant tapestry of lights and motion.	4
19	3	3	0	0	1	2	4	0	3	0	1	0	2	5.0	4	1	1	2	1	0	The intricate and multifaceted landscape of life unfolded before the inquisitive minds of those who explored its mysteries.	4
15	2	1	1	1	0	2	3	1	1	0	1	0	2	4.0	6	1	1	1	2	0	I can definitely generate a sentence with four subordinate propositions preceding the main clause!  However, I would like to remind you that providing context may be helpful for generating a complete and accurate sentence.	4
22	3	3	0	0	1	3	5	0	1	0	3	0	3	4.0	10	1	1	1	0	0	The old castle stands, with its weathered walls and crumbling towers, guarding against the encroaching darkness of the night.	4
19	2	2	1	0	1	2	5	0	1	0	2	0	3	4.0	7	1	1	1	2	0	The children ran freely throughout the sprawling forest, chasing butterflies and imagining different worlds along their path.	4
26	3	3	1	0	1	4	6	0	2	0	2	0	3	5.0	7	1	1	2	1	0	 _The child's playful curiosity led them down a garden path that meandered past a quaint cottage and eventually arrived at the secluded beach.	4
17	3	1	1	1	1	1	2	1	1	0	2	1	2	3.0	6	1	0	1	0	1	 Despite being physically distanced, the two siblings remained close and supportive throughout their teenage years.	4
32	3	3	0	0	1	5	7	0	2	0	4	0	7	6.0	8	2	1	2	2	1	The old woman, surrounded by her frail possessions, sat on the crumbling staircase and mumbled a song, her wrinkled hands tracing the worn script of a lost love.	4
17	0	1	1	1	1	2	2	0	0	0	3	1	5	4.0	6	1	1	1	0	0	The dog barked, ran, jumped and barked again after being chased by a squirrel.	4
13	0	3	0	0	0	1	3	0	1	0	1	1	3	5.0	5	2	2	1	0	0	She dreamt of soaring through clouds adorned with a rainbow before sunrise.	4
16	1	2	0	0	0	2	4	0	1	0	2	1	2	4.0	6	1	0	1	1	1	   Despite living in the jungle, she has a deep appreciation for nature's wonders..	4
22	1	3	3	1	0	4	4	0	2	0	2	0	2	4.0	7	1	1	2	0	0	My dog barks at all the strange noises in the city, even the ones he's never heard of before.	4
22	2	1	1	0	0	5	5	0	1	0	3	0	3	6.0	11	2	0	2	3	2	 **The man who knew the way to solve the riddle, also knew the secret entrance to the ancient temple.**	4
13	1	2	1	0	0	3	3	0	0	0	2	0	1	2.0	4	0	0	1	0	0	 Despite the gloomy clouds, the butterflies fluttered brightly in the sunlight.	4
22	3	3	0	1	1	3	7	0	1	0	2	0	1	4.0	9	1	1	1	1	0	The bustling city streets were alive with a kaleidoscope of activities and emotions, preceding her momentous arrival on the stage.	4
11	0	0	0	2	0	1	5	0	1	0	1	0	1	3.0	6	0	0	1	1	0	We will be having a board game dinner party tonight.	4
40	4	3	3	3	1	5	10	0	2	0	3	2	4	7.0	13	4	3	4	3	1	 Even though the clouds were thick with condensation and the air temperature was unnaturally cold, the hiker succeeded in reaching the summit before sunset, ultimately capturing breathtaking photos that would grace the walls of his humble home.	4
23	3	4	0	0	1	4	6	0	1	0	2	0	2	3.0	11	0	0	1	0	0	 Despite the incessant hammering of his hammer upon the door, a lone butterfly fluttered open and danced around the window sill.	4
22	4	3	0	1	0	3	6	0	0	0	3	0	2	5.0	7	1	1	2	1	0	The bustling street was silent, the bustling crowds hushed, leaving quiet space for contemplation amidst the rush of life.	4
32	2	3	2	0	2	4	7	0	3	0	4	1	4	7.0	9	2	2	3	1	0	 My brother, the mischievous one, laughed and ran off after chasing the butterfly, his eyes wide with excitement and a smile as bright as the flower he caught.	4
14	1	0	1	0	1	1	2	0	2	0	1	1	4	3.0	8	2	2	2	1	0	The boy ran around shouting and laughing until his parents found him safe.	4
28	3	2	0	0	0	5	6	0	1	0	5	2	4	7.0	7	3	2	3	2	1	" ""While the storm ravaged the coastal town, the children went about building sandcastles, oblivious to the impending danger that lurked beneath the waves."""	4
19	2	1	1	2	0	2	4	0	1	2	2	1	1	3.0	11	1	0	2	1	1	 Even though Tom had left work on time that fateful Thursday, his boss was late that day.	4
22	2	2	0	0	1	2	6	0	2	0	2	0	5	7.0	4	2	2	2	2	0	The ancient ruins stood amidst the towering trees, their magnificence defying gravity and revealing secrets that unfolded over countless centuries.	4
31	3	4	0	0	1	7	10	0	0	0	4	0	2	8.0	9	1	1	1	0	0	The majestic waterfall cascades over the lush terrain, a symphony conducted by the whispers of the rushing water, the rustling leaves, and the vibrant birds in harmony.	4
19	3	2	0	0	1	2	5	0	1	0	2	0	2	4.0	7	1	1	1	1	0	 Despite the heavy rain and strong winds today, they had enough joy to last through the storm.	4
15	0	0	1	1	1	1	1	0	1	0	2	1	4	3.0	5	2	1	2	0	1	 Although the weather won't cooperate, he decided to go outside and play.	4
19	4	2	0	1	0	2	4	0	1	0	3	0	2	4.0	9	1	0	2	0	1	The old oak tree, which is shrouded by dense foliage, stands steadfast against the relentless wind.	4
27	5	4	1	0	0	5	7	0	0	0	3	0	2	4.0	7	1	1	1	1	0	 Despite the heavy rainfall that afternoon, the rainbow remained unyielding in the clear sky, adding vibrant splashes to the already enchanting tapestry of nature.	4
19	1	2	1	0	0	2	3	0	1	0	4	1	4	4.0	9	3	3	2	1	0	The dog ran across, barking fiercely, as the car sped by, avoiding its frantic honking.	4
18	1	3	1	0	0	3	5	0	0	0	2	0	2	4.0	5	1	1	1	0	0	  Despite the city's constant pollution, the children played freely in a park surrounded by nature..	4
23	2	3	0	0	0	3	6	0	3	0	2	1	3	5.0	6	2	2	3	1	0	The young woman gazed at the ancient tapestry, her imagination flowing through her fingers as she painted images onto the fabric.	4
28	3	4	2	1	0	2	6	1	4	0	3	1	1	3.0	12	1	1	2	0	0	  My grandmother, with three young children at her bedside, was so worried about the ongoing war in her country that she barely slept that night.	4
26	2	0	0	1	2	1	6	0	5	0	4	1	3	5.0	11	2	1	1	3	1	" ""Despite having lost his job and his apartment, the resilient young man maintained his optimism and his determination to rebuild his life."""	4
15	1	2	2	0	0	3	3	0	0	0	2	0	2	2.0	5	0	0	1	0	0	 Even with a strong headwind, the ship sailed peacefully through the raging storm.	4
11	0	2	0	0	0	3	3	0	0	0	1	0	2	4.0	3	1	1	1	0	0	The dog barked at the birds singing on the branch.	4
21	2	2	0	0	0	5	6	0	0	0	2	1	3	4.0	9	2	2	2	1	0	  A single butterfly rested on the shimmering water lilies as the sun descended, casting a rainbow across the pond.	4
18	2	3	0	0	0	4	5	0	0	0	2	0	2	5.0	6	1	1	1	1	0	The rain fell despite the warm sunshine, creating a breathtaking contrast of colors across the landscape.	4
19	1	2	1	0	1	3	5	0	0	0	2	1	3	5.0	7	2	2	2	1	0	The birds sing happily while the rain pours, painting the sky in shades of gold and blue.	4
27	2	4	1	0	1	2	8	0	5	0	2	0	2	6.0	12	1	1	1	2	0	My grandmother lived across the street in a small village her whole childhood, giving me plenty of memories about our family and her life there.	4
24	3	2	0	1	0	4	5	0	2	0	3	1	3	3.0	11	2	2	3	1	0	 Despite the gloomy weather, the children were laughing as they raced around the park, their carefree smiles illuminating the bustling streets.	4
21	2	3	1	0	1	2	5	0	2	0	4	0	1	3.0	10	0	0	1	0	0	  **The young woman, with her vibrant smile and piercing eyes, smiled at him reassuringly throughout the day.**	4
21	2	5	0	0	0	4	5	0	1	0	2	0	2	4.0	9	1	1	1	1	0	  Despite the heavy rain, they reached the concert on time due to the timely transportation provided by the organizers.	4
21	2	2	0	0	2	3	4	1	1	0	2	0	3	5.0	10	2	1	1	1	1	  Despite the chaos and uncertainty swirling around them, the two lovers managed to maintain a strong and unwavering bond.	4
20	5	2	1	1	0	2	4	0	0	0	2	0	3	5.0	7	2	2	1	1	0	  The bustling park was filled with vibrant wildflowers swaying gently, painting the lush green scenery with breathtaking hues.	4
30	1	3	5	1	1	1	4	1	5	0	2	1	4	4.0	15	3	3	3	1	0	My dog barks fiercely and aggressively when it sees its favorite toy lying motionless on the floor, even though we haven't played with it in 30 minutes.	4
22	1	1	0	2	0	3	5	0	2	0	2	1	3	5.0	11	2	2	3	3	0	None.	4
