n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_prop_constraint
20	3	2	1	0	1	2	5	0	1	0	2	0	3	4.0	6	1	1	1	2	0	The giant boulder rolled smoothly down the river, defying gravity and carrying its massive weight with unwavering resolve.	4
33	6	2	0	0	0	5	9	0	1	0	4	1	4	5.0	14	3	2	2	4	1	The vibrant sunset cast upon the serene lake, offering a dazzling tapestry of vibrant hues, fueled my desire to write a poem, as the celestial canvas provided infinite inspiration.	4
25	0	1	1	0	1	5	6	0	2	0	4	0	4	4.0	9	3	2	2	4	1	 The dog, which chased a butterfly, chased a flower across the grass and back, causing the flower to lose its petals.	4
16	2	2	0	0	0	3	4	0	0	0	2	0	3	4.0	10	1	1	1	1	0	 The rain fell, creating a symphony of dripping leaves in a bustling urban neighborhood.	4
17	2	2	1	0	0	2	3	0	0	0	3	0	4	4.0	6	1	0	1	1	1	 The brightly colored painting, overlooked by many, revealed an intricate secret of forgotten memories.	4
34	6	1	0	0	1	7	6	0	3	0	6	0	4	6.0	17	3	2	3	3	1	The melodious song, the vibrant clouds, the captivating narrative, and the heartwarming message, combined, created an ethereal spectacle that left an everlasting impression on all who witnessed it.	4
22	2	4	1	0	1	4	7	0	0	0	2	0	1	4.0	8	0	0	1	0	0	Even amidst the chaos of daily life, the serene park became a haven of tranquility amidst the rush and bustle.	4
25	2	3	0	2	0	4	6	0	2	0	2	1	2	6.0	10	2	2	2	2	0	The dog was able to chase the butterfly across the meadows, while it was battling an unsettling storm of thought in its eyes.	4
19	3	0	1	0	0	3	3	0	2	0	3	0	4	6.0	5	3	3	2	3	0	The rain poured, causing a mighty flood that submerged the entire city, making it completely uninhabitable.	4
25	3	2	3	0	0	4	6	0	1	0	3	0	3	4.0	10	2	1	2	1	1	The city streets, painted with vibrant colors in every direction, painted themselves a vibrant canvas where a young boy happily ran along.	4
18	3	2	0	0	0	3	5	0	1	0	2	0	2	4.0	5	1	1	2	0	0	  The majestic eagle soared into the vast sky, its feathers shimmering in the warm sunrise hues.	4
24	3	2	0	1	0	4	3	0	3	0	3	0	4	6.0	7	3	3	3	2	0	The tiny spider, despite the large cage, managed to weave a beautiful web that was admired by all who saw it.	4
18	4	2	0	0	0	3	6	0	0	0	1	0	2	3.0	6	1	1	1	1	0	  The beautiful blooming rose bush bathed in the golden sunlight cast vibrant shadows across the sprawling garden.	4
17	1	2	0	1	1	2	5	0	0	0	1	0	4	7.0	3	2	2	1	1	0	The vibrant sky was adorned with swirling patterns resembling a tapestry woven with clouds and stars.	4
18	1	3	0	0	1	1	5	0	3	0	2	0	2	4.0	6	0	0	1	2	0	  Despite his past struggles, he found solace in his family and found a sense of accomplishment.	4
20	1	3	0	0	1	3	7	0	0	0	3	0	2	4.0	6	1	0	1	1	1	 The bustling city, cloaked with clouds, reflected the twinkling stars in a symphony of light and sound.	4
18	0	2	0	0	0	3	5	0	2	0	2	1	3	4.0	7	2	2	2	2	0	  The boy chased the butterfly through the forest, carrying his umbrella as he raced against time.	4
28	5	3	2	1	1	1	5	0	3	0	2	2	3	6.0	9	3	2	1	2	1	 Despite being incredibly naive and clumsy, he successfully completed the mission due to his superior strategic thinking skills acquired through his years of studying ancient texts.	4
19	3	1	0	0	1	0	5	0	3	0	3	0	3	4.0	5	1	1	1	3	0	Despite her young age, she demonstrated exceptional leadership qualities, inspiring her teammates and achieving significant goals.	6
26	3	4	0	0	2	3	9	0	1	0	3	0	1	4.0	11	0	0	1	1	0	The city streets, with their intricate patterns of brickwork and concrete, presented a captivating symphony of colors and textures beneath the midday sun.	6
31	3	4	1	1	2	5	7	0	2	0	2	0	4	6.0	10	2	2	2	2	0	The city was bathed in an ethereal glow of neon and fireflies, casting an enchanting display on the bustling streets and illuminating the faces of those who ventured there.	6
8	0	0	0	1	0	1	1	0	1	0	2	0	1	2.0	4	0	0	1	1	0	Sure, I have completed the prompt.	6
35	2	4	1	0	2	6	10	0	0	0	4	0	6	6.0	14	2	1	1	2	1	The intricate dance of shadows and lights, each one meticulously dancing on a path, illuminated the secrets of the forgotten ruins, revealing an untold symphony of forgotten tales and forgotten dreams.	6
2	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	Sure! The cat sat on the dog's blanket and watched it sleep while she was cleaning her house.	6
15	1	0	2	2	1	2	4	0	1	0	1	0	1	4.0	5	1	1	2	1	0	The sky is the only place where we can genuinely find freedom and joy.	6
18	3	2	0	0	1	1	4	0	2	0	2	1	2	5.0	7	1	1	1	1	0	  Despite her youthful naivete in the tumultuous world, she remained resolute in seeking knowledge and growth.	6
27	4	3	0	0	0	2	8	0	2	0	4	0	4	5.0	9	3	2	2	3	1	A group of inquisitive students, adorned with knowledge, explored the fascinating world of quantum physics, generating numerous questions that challenged its very essence.	6
21	5	1	0	0	1	2	5	0	3	0	2	0	2	4.0	6	1	1	2	2	0	Despite her youthful age, the wise old sage maintained a sharp mind and strong spirit that transcended her limitations.	6
24	3	3	0	0	0	3	6	1	1	0	2	0	4	6.0	7	3	3	1	2	0	The dog chased six chasing birds through the lush meadow, leaving behind their feathers shimmering in the midday sun's warm rays.	6
31	4	3	1	0	2	5	8	0	0	0	3	0	4	6.0	7	3	3	1	2	0	 The sun shone brightly, causing the flowers in the garden to bloom in various shapes and colors, enriching the beautiful landscape with vibrant hues and a cheerful essence.	6
16	2	2	0	0	1	1	3	0	3	0	2	0	2	3.0	9	1	0	1	1	1	 Despite the chaos surrounding her, her love for her children remained steadfast and unwavering.	6
16	1	3	0	0	0	3	5	0	0	0	2	0	2	3.0	7	1	1	1	1	0	The rain danced among the leaves, painting the ground in colorful hues at dawn.	6
18	3	2	1	0	1	3	5	0	1	0	1	0	1	3.0	12	0	0	1	1	0	She felt an urgent need for a moment alone amidst the chaotic city noises and bright lights.	6
33	3	5	0	0	0	7	11	0	0	0	2	0	3	8.0	8	2	2	1	2	0	The intricate patterns of the butterfly's wings resembled a constellation of stars sprinkled across a tranquil pond, each flicker of color illuminating a path through the water's intricate dance.	6
23	6	1	0	0	1	3	6	0	0	0	3	0	3	4.0	6	2	1	1	2	1	The vibrant colors painted across the vast sky create an enchanting scenery, encompassing breathtaking landscapes, captivating creatures and vibrant hues.	6
48	6	4	0	1	2	7	14	0	1	0	5	0	7	6.0	12	4	3	2	3	1	The vibrant cityscape bathed in the golden glow of the sunset was painted with an intricate tapestry of lights and shadows, illuminating the bustling street vendors, bustling cafes, and twinkling street lamps, each one adding their unique brushstroke to weave a vibrant panorama.	6
11	1	1	0	0	1	2	4	0	0	0	1	0	1	4.0	3	0	0	1	1	0	A spider spun a web of intricate detail and beauty.	6
28	0	5	0	0	1	4	10	0	1	0	3	0	4	6.0	10	2	2	3	2	0	A spider spun a web over my dog, and the spider swung from branch to branch, the net glistening like sunlight reflecting off rain droplets.	6
10	1	0	1	1	0	1	2	1	1	0	1	0	1	4.0	3	1	1	1	1	0	Below is a sentence that has 6 subordinate propositions:  The dog chased the 6-year-old boy through the park as he wandered innocently in his childish playfulness..	6
6	1	1	0	0	0	0	1	0	1	1	1	0	0	1.0	3	0	0	0	0	0	  Despite his rebellious nature, Mr.	6
34	5	4	2	0	0	6	8	0	0	0	4	0	4	5.0	10	2	1	2	1	1	Even amidst the chaotic chaos swirling within the metropolis, tranquility reigned supreme at the local library, where an old-timer's quiet presence created a sanctuary amidst the bustling city.	6
24	1	3	0	0	0	3	7	1	3	0	3	0	3	6.0	4	2	2	2	3	0	The old clock struck twelve with the chime, a symphony of chiming that captivated our neighborhood, sending shivers down our spines.	6
17	1	3	0	0	0	3	5	0	1	0	1	0	3	4.0	9	1	0	1	1	1	A farmer tending to his crops generated an extensive symphony of humming birds throughout the day.	6
38	1	3	2	2	1	6	9	0	4	0	3	0	5	7.0	18	3	3	3	3	0	The rainy days would always cause the brook’s reflection, shimmering like an eye that could see the future, but never revealing the secrets of those whose hearts it touched upon the water’s surface.	6
36	4	5	0	0	0	5	9	0	4	0	3	0	5	9.0	6	4	4	3	3	0	The magnificent sunrise painted the sky with breathtaking beauty, a symphony of colors that danced across the tranquil sea, inviting me to embrace the enchanting world of wonder that unfolded before my eyes.	6
35	5	5	2	0	1	4	10	0	1	0	2	1	4	6.0	9	3	2	3	1	1	The intricate network of roads and paths woven through the countryside painted a vivid picture of vibrant landscapes, where the rhythmic echo of horse hooves resonated as they grazed freely on verdant pastures.	6
23	4	2	0	0	2	5	7	0	0	0	1	0	1	5.0	11	0	0	1	1	0	The vibrant colors and fascinating patterns of the garden's flora and fauna painted the idyllic landscape into such a harmonious masterpiece.	6
58	4	8	4	4	1	9	12	1	2	0	6	1	6	7.0	18	5	4	4	1	1	A giant spider, with legs that extended to a distance of a thousand miles, had once resided in the treacherous wasteland that was now teeming with insects and creatures, demonstrating that even a creature like a giant spider, with such an extraordinary capability, can be overwhelmed by nature when given the chance.	6
10	0	1	0	1	0	1	2	0	2	0	2	0	1	2.0	5	0	0	1	1	0	 - He had lost his watch during a storm.	6
36	5	5	1	0	1	6	9	0	2	0	3	0	4	7.0	12	2	2	2	3	0	The sun rose above the peaks of the mountains, casting a warm, ethereal glow across the lush plains below and inspiring a gentle breeze that carried whispers of faraway secrets within its petals.	6
12	2	1	0	1	0	2	3	1	0	0	1	0	1	2.0	7	0	0	1	1	0	A farmer could cultivate 6 separate crops on a single farm.	6
23	4	3	1	0	0	4	6	0	0	0	2	0	3	5.0	7	2	2	1	2	0	The vibrant sunset painted the sky with fiery hues, casting intricate patterns on the astonished faces of the onlookers gathered below.	6
19	3	2	0	0	0	3	4	0	2	0	1	1	3	6.0	7	2	2	1	1	0	 There was a long shadow of fear casting across the moonlit face as he held the ancient scroll.	6
33	2	3	1	0	0	7	10	0	0	0	4	0	6	6.0	9	3	3	2	3	0	The rain poured continuously, casting shadows on the towering oak, each leaf rustling a silent response to the relentless rain, painting the forest floor with a shimmering emerald veil.	6
19	3	2	0	0	0	3	5	0	2	0	2	0	2	4.0	7	1	1	2	1	0	 The old lady walked her pet cat down the dusty road, which snakes around the ancient cave.	6
22	4	2	0	0	2	2	6	0	1	0	2	0	2	6.0	7	1	1	1	2	0	Despite their undeniable charm, few have the wisdom and inner strength to manage a household full of children and pets.	6
30	4	4	0	0	2	3	8	0	3	1	2	0	3	5.0	13	1	0	2	1	1	A young boy named Billy lost his toy car in a forest, and his search for it unfolded like a mysterious journey through lush greenery and treacherous obstacles.	6
19	4	1	1	0	0	4	4	1	0	0	2	0	2	4.0	7	1	1	1	2	0	The sky above turned an impressive 6 unique colours, showcasing a vibrant spectrum of the natural world.	6
26	0	2	2	0	1	2	6	0	3	0	3	1	6	5.0	10	3	3	3	1	0	Her dog ran, jumped and laughed so happily, his fur becoming tangled in the leaves as he chased butterflies around the rose garden.	6
38	1	1	0	0	2	9	9	0	0	0	8	0	8	5.0	26	1	1	7	0	0	The birds sing, the flowers bloom, the children laugh, the clouds weep, the streets tumble, and the sun rises, yet the city stands resolute, a beacon shining through the storm.	6
24	1	3	0	0	0	6	7	0	1	0	3	0	3	4.0	9	2	2	2	2	0	The dog chased the butterfly around the forest, its wings shimmering in the sunlight, creating a mesmerizing spectacle in the meadow.	6
2	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	Sure! A man stood beneath the sprawling canopy of ancient trees, watching the sunset paint the sky with vibrant hues of orange and purple.	6
15	1	2	0	0	0	3	5	0	0	0	1	0	2	4.0	6	0	0	1	1	0	The rain whispered secrets to the barren trees in the whispering willows' symphony.	6
33	5	6	1	0	0	5	9	0	0	0	3	0	4	7.0	17	2	0	2	1	2	A bustling metropolis, where bustling crowds scurried through towering buildings filled with a symphony of diverse people, experienced an unexpected surge of happiness in the heart of a humble neighborhood.	6
19	1	2	2	2	0	1	5	0	2	0	2	0	2	3.0	7	1	0	2	1	1	 Even when my socks are missing, my sense of adventure can conquer the mundane routine of cleaning.	6
22	3	3	0	1	0	3	4	0	2	0	2	0	3	5.0	5	1	1	1	1	0	Despite our best efforts, we could not generate a complete list of all possible scenarios based on the given parameters.	6
19	0	1	0	0	1	2	3	0	0	0	6	0	6	3.0	12	0	0	1	1	0	The dog chased butterflies, hopped, danced, sang, swam, and flew around the park.	6
28	5	3	2	0	0	4	5	1	1	0	4	0	3	4.0	8	0	0	2	1	0	Only a few moments passed by, the old clock stopped for an unforgettable six moments, then resumed its symphony in a new, unexpected key.	6
