n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	n_obj_post.1	n_subj_pre.1	sentence	obj_post_constraint
15	0	2	0	0	1	2	5	0	1	0	3	0	1	4.0	12	0	0	1	1	0	1	1	We planted a garden of sunflowers, lilies, and daisies near the pond.	3
22	1	2	0	0	1	4	6	0	1	0	5	0	2	4.0	11	1	1	2	1	0	1	2	The artist, with the painter, sculptor, and architect, constructed a breathtaking castle that towered over the city.	3
20	1	3	0	0	1	3	6	0	2	0	2	0	2	3.0	10	1	1	1	1	0	1	1	The girl ran through the park with her dog and cat, leaving their muddy shoes on the swings.	3
24	1	4	0	0	1	6	5	0	0	0	4	0	3	4.0	11	0	0	1	0	0	0	1	The dog ran over the field, barked at the cat, and sat on the tree, all at the same time.	3
26	5	3	0	0	0	4	7	1	2	0	2	0	1	3.0	14	0	0	2	0	0	0	2	The young artist's three paintings hung above the mantelpiece on the grand wall, their vibrant hues a vibrant reflection of her personal passion.	3
14	0	1	1	0	2	1	2	1	0	0	2	0	4	4.0	5	1	1	1	0	0	0	1	Three children ran to the lake and played together, laughing and swimming.	3
21	3	2	0	0	0	5	6	0	1	0	2	0	2	3.0	9	1	1	2	2	0	2	2	The children chased the butterflies across the field, each one chasing their own unique trails through the golden leaves.	3
19	4	1	0	0	0	4	4	1	0	0	3	0	2	3.0	11	1	1	1	2	0	2	1	The young artist arranged the three colorful, vibrant flowers on the canvas, creating an exquisite masterpiece.	3
25	2	4	0	0	0	4	7	0	2	0	3	0	3	4.0	7	2	1	3	0	1	0	3	Despite the relentless rain that cascaded, the blooming rose persisted, its petals glistening with a kaleidoscope of colors against the somber sky.	3
17	1	3	1	0	0	3	5	0	0	0	2	0	2	3.0	7	1	1	1	0	0	0	1	The flowers bloomed in a symphony of colors, dancing wildly in the warm summer sun.	3
16	2	1	2	0	1	3	3	0	0	0	2	0	2	3.0	7	1	1	1	1	0	1	1	The flowers bloomed brightly and beautifully, casting an enchanting glow on the tranquil garden.	3
10	0	1	1	0	0	1	3	0	0	0	2	0	2	4.0	3	1	1	1	1	0	1	1	The birds flew away, singing songs of happiness.	3
19	0	2	0	0	1	3	6	0	1	0	3	0	3	4.0	6	1	1	1	1	0	1	1	The birds built their nest in the whispering leaves, flowers, and sunlight filtering through the leaves.	3
18	3	2	1	0	0	3	4	0	1	0	2	0	2	4.0	6	1	1	1	1	0	1	1	The vibrant butterflies danced gracefully around the meadow, illuminating the sparkling paths with their iridescent wings.	3
21	3	2	0	0	0	4	5	0	1	0	3	0	3	4.0	11	2	2	2	2	0	2	2	The young artists scattered throughout the forest, each painting their secret visions, creating a breathtaking symphony of colors.	3
27	2	4	0	0	1	5	8	0	0	0	4	0	3	5.0	9	2	1	1	1	1	1	1	The flowers, painted in every color imaginable, scattered across the garden under the setting sun, creating a breathtaking spectacle of light and shadow.	3
29	5	4	0	0	1	4	7	0	0	0	3	0	5	4.0	14	1	1	2	1	0	1	2	The young artist painted colorful murals on the ancient walls of the crumbling fortress, each one shimmering with reflected sunlight and adorned with delicate, swirling details.	3
16	1	1	0	0	1	2	4	1	1	0	2	0	3	4.0	6	1	1	1	3	0	3	1	The three boys chased her around the backyard, bouncing balls and singing silly songs.	3
22	3	3	1	0	0	4	5	0	1	0	3	0	2	3.0	12	1	1	1	2	0	2	1	The children chased them through the tall, shadowy trees of the forest, casting long shadows on the ground below.	3
27	6	2	0	0	0	3	7	1	1	0	3	0	4	6.0	9	3	3	2	3	0	3	2	Three happy birds painted colorful patterns on the vibrant meadow grass, singing sweet melodies that drifted through the gentle breeze, illuminating the enchanting landscape.	3
14	1	2	0	0	0	2	4	0	1	0	2	0	2	3.0	5	1	1	1	1	0	1	1	The children ran across the garden, leaving colorful trails in their wake.	3
17	1	3	1	0	0	3	5	0	0	0	2	0	2	4.0	7	1	1	1	1	0	1	1	The birds tweeted merrily around the park, scattering leaves like confetti in a sudden windstorm.	3
23	2	2	0	0	1	3	9	1	0	0	4	0	1	4.0	12	0	0	2	1	0	1	2	The painter painted three beautiful landscapes on canvas last week, each one a masterpiece of color, light, and composition.	3
29	5	2	2	0	1	5	7	0	2	0	2	0	3	5.0	10	2	2	3	2	0	2	3	The young musicians performed flawlessly in a captivating performance that showcased their artistry and grace, each musician contributing an equally brilliant musical performance to the enchanting melody.	3
33	3	4	0	0	1	7	9	0	2	0	3	0	4	6.0	18	3	3	1	2	0	2	1	She laughed at the playful puppies chasing the butterflies, the dancing birds building their nests in the bushes, and the excited monkeys swinging in the canopy of the old tree.	3
29	3	5	1	0	1	3	6	0	4	0	3	0	3	7.0	7	2	2	1	0	0	0	1	Despite her immense knowledge and wit, the elderly widow remained an enigma to those around her, remaining curiously detached from the unfolding events of her life.	5
23	5	3	0	0	0	3	6	1	1	0	2	0	2	4.0	11	1	1	1	2	0	2	1	They planted five flowering roses around the ancient tree, creating a breathtaking tapestry of vibrant colors against the lush green foliage.	5
10	1	1	1	0	0	2	2	0	0	0	1	0	2	2.0	5	0	0	1	0	0	0	1	The vibrant butterfly landed gracefully among the swaying wildflowers.	5
22	1	2	1	0	1	4	7	0	0	0	4	0	2	4.0	12	1	1	1	2	0	2	1	The boy chased the dog, cats, and birds through the park, bringing back a bouquet of colorful flowers.	5
26	3	4	0	0	1	4	7	0	0	0	3	0	4	4.0	15	2	2	2	1	0	1	2	The dancers danced and laughed, creating colorful streaks of joy across the stage, each one dancing in perfect harmony with the accompanying choreography.	5
33	1	2	1	0	1	7	10	0	1	0	5	0	5	4.0	21	0	0	5	3	0	3	5	The cat chased the birds, the flowers danced, the butterflies fluttered around, the leaves whispered stories, and the stars lit up the night sky with their magical light.	5
29	4	4	2	0	1	4	7	0	0	0	1	1	5	7.0	8	3	3	2	1	0	1	2	The lively children chased the playful puppies with laughter ringing through the bustling park as the shadows cast by giant willows swayed back and forth like enchanted curtains.	5
15	1	1	0	0	0	2	3	0	3	0	2	0	3	3.0	9	2	2	1	2	0	2	1	They left their dirty dishes scattered throughout the house, making it a mess.	5
31	6	4	1	0	0	5	6	0	2	0	2	1	4	6.0	10	3	3	3	1	0	1	3	The vibrant birds sang in the shimmering air while they effortlessly flitted across the lush foliage of the ancient forest, casting long shadows that danced through the enchanting landscape.	5
19	3	2	1	0	0	4	5	0	0	0	2	0	2	4.0	7	1	1	2	1	0	1	2	The bustling crowd surged forward, each participant taking a vital role in the grand tapestry of existence.	5
23	3	3	0	0	1	3	7	0	2	0	2	0	2	4.0	11	1	1	1	2	0	2	1	The young musicians played a dazzling symphony of sounds, captivating the minds and hearts of their audience with their mesmerizing performance.	5
28	3	5	0	0	2	5	6	0	1	0	3	0	3	4.0	10	1	1	1	1	0	1	1	The birds soared above the castle and across the shimmering lake, leaving a wisp of smoke behind them and disappearing into the vast, ancient forest.	5
22	3	3	1	0	0	3	6	0	1	0	2	0	3	4.0	6	2	2	2	1	0	1	2	The lively children playfully raced through the expansive field, scattering seeds with their laughter carried on the warm summer breeze.	5
19	3	2	0	0	1	2	6	0	3	0	1	0	1	3.0	11	0	0	1	1	0	1	1	The children chased their playful pets across the sprawling park with their bouncing ball and their curious curiosity.	5
17	3	2	0	0	0	3	5	0	0	0	2	0	2	3.0	7	1	1	1	2	0	2	1	The playful children scattered flowers on the sparkling pond, painting the surface with vibrant hues.	5
25	4	3	0	0	0	3	6	0	3	0	2	0	4	6.0	6	2	2	2	2	0	2	2	The vibrant birds sang, swirling their wings with such graceful precision that they created a dazzling cloud of mist amongst the towering buildings.	5
25	1	3	0	0	0	5	8	0	1	0	3	0	3	6.0	8	2	2	2	1	0	1	2	The dogs chased the birds around the colorful castle, jumping between each structure, their feathers glistening with the setting sun's radiance.	5
26	2	2	1	2	0	3	4	1	1	0	3	0	4	3.0	11	2	1	2	2	1	2	2	Without a context to act upon, the task is unable to generate 5 postverbal objects, so I cannot generate the requested sentence.	5
23	0	3	0	0	1	1	6	0	6	0	5	0	1	4.0	13	0	0	1	0	0	0	1	She sat down on the swing with her dog, her cat, her child, her friend, and her grandma.	5
18	1	4	0	0	0	3	6	0	2	0	1	0	1	3.0	14	0	0	2	1	0	1	2	  The birds sang their song in the sky over the lake with shimmering water in their reflections.	5
21	1	2	2	0	1	2	5	0	1	0	3	0	4	5.0	6	2	1	2	0	1	0	2	Despite the chaos brewing inside, the team remained united, its members bonding together through shared dedication and camaraderie.	5
18	1	1	0	0	1	2	3	0	0	0	5	0	5	3.0	9	0	0	1	0	0	0	1	The children laughed, ran, jumped, swam, and played throughout the summer sunlit days.	5
31	1	3	4	0	1	2	3	0	1	0	15	0	1	4.0	20	0	0	1	0	0	0	1	 They danced **carefully,** **gracefully,** **joyously,** **vigorously**, and **with grace** around a magnificent palace in the countryside.	5
15	3	1	2	1	0	1	2	1	1	0	1	0	2	3.0	4	1	1	2	0	0	0	2	 The vibrant blue sky was adorned with five shimmering stars that danced around gracefully.	5
23	2	2	0	0	1	3	8	0	1	0	2	0	4	4.0	9	1	1	2	2	0	2	2	The rain danced across the shimmering ocean, its playful dance casting rainbow hues over the glistening sand and swaying palm trees.	5
18	4	2	0	0	0	3	4	0	1	0	2	0	2	3.0	7	1	1	1	1	0	1	1	The vibrant paintings hung beside the stately mansion, painting the lush landscape with their unique brushstrokes.	5
25	1	0	1	1	2	2	3	0	2	0	5	1	7	4.0	13	1	1	2	1	0	1	2	The children ran, chased, laughed and hugged their favorite animal while it was playing, painting, and singing all day long.	5
15	1	2	0	0	0	2	5	0	1	0	1	1	2	4.0	5	1	1	1	1	0	1	1	The dancing animals jumped over their heads while singing a symphony of joyful sounds.	5
11	1	2	1	0	0	1	2	0	1	1	1	0	1	3.0	5	0	0	1	0	0	0	1	 Sarah smiled warmly after her successful completion of the project.	5
15	1	1	0	0	1	3	4	0	0	0	1	1	3	3.0	8	1	1	1	2	0	2	1	The children chased the sunbeams around the colorful fields while laughing and making memories.	5
19	2	3	0	0	0	3	6	0	1	0	2	0	2	4.0	7	1	1	2	1	0	1	2	The bustling crowd waved goodbye, each person leaving behind their personal items in a myriad of places.	5
27	5	4	0	1	1	3	6	0	2	0	2	0	3	7.0	5	1	1	2	2	0	2	2	I am holding several keys and opening doors in the beautiful backyard of the historic mansion, which stood tall against a backdrop of lush greenery.	5
15	0	2	0	0	1	3	3	0	2	0	1	1	2	3.0	9	1	1	2	0	0	0	2	The girl danced with the butterflies and the stars as they floated around her.	5
17	2	1	1	0	1	2	4	1	1	0	2	0	2	5.0	8	1	1	1	2	0	2	1	A spider spun five webs simultaneously around her house, creating a delicate and intricate tapestry.	5
34	4	4	0	0	0	4	7	0	3	0	4	1	6	7.0	10	4	4	3	1	0	1	3	  The weary traveler stood, looking through his tattered journal, before he spoke to the perplexed townsfolk who gathered around the crumbling castle, seeking shelter from the storm's relentless wrath.	5
22	4	2	0	0	0	4	7	0	0	0	2	0	2	5.0	5	1	1	1	2	0	2	1	The artists' vibrant paintings displayed a rich tapestry of vibrant hues, each object complementing others with an unparalleled synergy.	5
20	1	3	0	0	1	5	6	0	0	0	2	0	2	4.0	9	0	0	2	1	0	1	2	The children chased the puppy with the red ball over the rainbow and into the flower-filled garden.	5
21	3	4	0	0	0	4	6	0	0	0	2	0	2	4.0	9	1	1	1	1	0	1	1	The sun dipped behind an array of colorful birds, casting a spectrum of vibrant hues over the tranquil lake.	5
27	1	3	0	0	0	3	7	0	4	0	4	1	4	6.0	9	3	3	1	3	0	3	1	She sat at the table, wearing her evening gown, arranging her hair into a intricate bun, while watching the sunset from her balcony.	5
17	2	2	0	0	0	3	4	0	2	0	2	0	2	3.0	11	1	1	1	2	0	2	1	 She painted her house with the vibrant hues of a rainbow, illuminating the entire neighborhood.	5
23	4	3	0	0	1	3	7	0	0	0	3	0	2	5.0	7	1	1	1	1	0	1	1	The vibrant flowers blossomed around majestic, graceful swans, illuminating the tranquil pond with a kaleidoscope dance of colors and light.	5
18	2	3	0	0	0	4	6	0	0	0	1	0	1	3.0	10	0	0	1	0	0	0	1	  The vibrant colors of the flowers glowed with a radiant gleam under the setting sun's brilliance.	5
16	1	2	1	0	0	3	4	1	0	0	2	0	2	4.0	5	1	1	2	0	0	0	2	The clouds gathered overhead, each one shimmering with a thousand tiny facets of color.	5
30	5	5	0	1	0	5	9	0	1	0	2	0	2	7.0	7	1	1	2	1	0	1	2	The bustling city streets were filled with the symphony of diverse cultures, each family contributing their special rhythms to the harmonious chorus of life in the vibrant metropolis.	5
18	2	1	0	0	1	3	3	0	1	0	2	1	4	4.0	6	2	2	2	2	0	2	2	The dancers leaped and swung, throwing paintballs as they showered each other in a vibrant rainbow.	5
14	0	1	0	0	0	3	5	0	1	0	1	1	2	3.0	6	1	1	2	2	0	2	2	The birds sang their songs after the stars sprinkled the sky with lights.	5
16	1	2	0	0	1	3	3	0	0	0	2	0	3	5.0	5	1	1	1	0	0	0	1	 The children chased through the forest, laughing and reaching for each other's dreams.	5
13	2	2	1	0	0	2	4	0	0	0	1	0	1	3.0	5	0	0	1	0	0	0	1	The beautiful blooming lilies danced gracefully among the vibrant tapestry of blossoms.	5
26	5	1	0	0	1	3	7	0	2	0	3	1	3	4.0	14	2	2	1	3	0	3	1	The young dancer performed a dazzling solo, captivating her audience with soaring leaps, ethereal grace and effortless pirouettes all while captivating their attention.	5
20	2	1	0	0	0	1	5	0	5	0	3	1	2	5.0	4	1	1	3	2	0	2	3	Despite her fatigue, she continued her journey, her pace steady as she navigated the bustling city streets.	5
