n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_depth_constraint
14	1	1	1	0	0	2	3	1	0	0	3	0	2	5.0	7	1	0	1	0	1	The tree, standing 6 feet tall, stood proudly in the forest.	6
22	1	4	0	0	0	4	6	1	0	0	4	0	2	4.0	8	1	1	1	2	0	The tree, with a height of 6, cast long shadow across the garden, providing a sense of seclusion.	6
18	1	2	2	0	0	4	4	1	0	0	2	0	2	3.0	7	1	1	1	1	0	The tree stood 6 high in the forest, casting a gentle shadow over the path below.	6
18	1	2	0	0	0	3	6	1	0	0	2	0	3	4.0	6	1	1	1	1	0	  The towering tree reached 6 inches in height, captivating the awe of the young forest explorers.	6
14	1	2	0	0	0	3	5	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood 6 inches tall in the subtree of the house plant.	6
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stands 6 feet tall in the forest.	6
15	0	3	1	0	0	3	3	1	0	0	3	0	1	4.0	8	0	0	1	0	0	 The tree, with a height of 6, stood proudly in the backyard.	6
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree is 6 inches high in the syntactic tree.	6
13	1	2	1	0	0	3	4	0	0	0	1	0	1	3.0	4	0	0	1	0	0	  The mighty oak tree stood proudly at the foot of the mountain.	7
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree is 7 inches tall in the syntactic tree.	7
12	2	2	0	1	0	2	3	1	0	0	1	0	0	3.0	7	0	0	1	0	0	The tree in the syntactic tree is 7 high in height.	7
25	1	2	0	1	1	4	7	2	2	0	2	0	3	7.0	12	1	0	3	2	1	The sentence that meets the instruction and contains a tree height of 7 is: My tree stood 7 feet tall in the garden.	7
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree was 7 inches tall in the syntactic tree.	7
14	1	2	0	1	0	2	4	1	0	0	1	0	1	3.0	4	0	0	1	0	0	The tree's height was measured as 7 inches in the syntactic tree.	7
9	1	1	0	0	0	2	2	1	0	0	1	0	1	2.0	5	0	0	1	0	0	The tree stands 7 tall in the forest.	7
11	2	1	0	1	0	2	3	1	0	0	1	0	0	3.0	8	0	0	1	0	0	The tree in the syntactic tree is 7 metres high.	7
22	2	2	0	1	0	4	6	2	0	0	4	0	1	4.0	9	0	0	2	0	0	"The tree is 7 inches tall in the sentence, ""The big oak stretched 7 feet toward the sky""."	7
22	2	3	0	0	1	4	7	1	0	0	2	0	2	4.0	8	1	1	1	1	0	The tree stood 7 steps tall in the forest, providing a majestic canopy for the birds to rest and perch.	7
10	2	1	0	1	0	2	2	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree is 7 high in the syntactic tree.	7
9	0	1	1	0	0	2	2	1	0	0	1	0	1	2.0	5	0	0	1	0	0	The tree stands 7 high in the branch.	7
22	0	3	3	0	0	3	6	2	1	0	2	0	2	4.0	9	1	1	2	0	0	The tree stands 7 meters above the ground, its branches extending upwards to a height of 7 meters as well.	7
9	1	1	0	1	0	2	2	1	0	0	1	0	0	2.0	3	0	0	1	0	0	The tree is 7 high in the tree.	7
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	3	0	0	1	0	0	The tree stood 7 inches tall in the garden.	7
11	2	1	0	1	0	2	3	1	0	0	1	0	0	3.0	8	0	0	1	0	0	The tree in the syntactic tree is 7 units high.	7
19	2	3	1	0	0	4	5	1	0	0	2	0	1	4.0	9	0	0	1	0	0	The tall tree stood 7 high in the dense forest, a testament to the resilience of nature.	7
9	0	1	1	0	0	2	2	1	0	0	1	0	1	2.0	5	0	0	1	0	0	The tree stands 7 high in the forest.	7
13	1	1	2	0	0	2	3	1	0	0	1	0	2	5.0	6	1	0	1	0	1	The tree towering 7 feet high proudly stands beneath the cerulean sky.	7
18	2	1	1	0	0	3	5	1	0	0	3	0	2	5.0	7	1	0	1	1	1	The tree, towering 7 feet high, casts a wide shadow on the forest floor below.	7
11	2	1	0	0	0	2	3	1	0	0	1	0	1	3.0	5	0	0	1	0	0	The tree in the syntactic tree stands 7 inches tall.	7
15	2	1	0	2	0	3	3	1	0	0	3	0	0	2.0	7	0	0	2	0	0	"The sentence is ""The tree is 7 high in the syntactic tree."""	7
12	2	1	0	0	0	2	4	1	0	0	1	0	1	3.0	3	0	0	1	0	0	The tall oak tree stood 7 inches tall in the garden.	7
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood 7 feet tall in the forest.	7
18	3	1	1	0	0	2	4	1	0	0	4	0	2	4.0	6	1	1	1	1	0	The 7-meter-high tree stood tall, adding beauty to the lush foliage below.	7
9	0	1	1	0	0	2	2	1	0	0	1	0	1	2.0	5	0	0	1	0	0	The tree stands 7 high in the forest.	7
12	2	1	0	0	0	1	3	1	1	0	2	0	1	3.0	6	0	0	2	0	0	The tree stands 7 high, its branches laden with oranges.	7
9	0	1	1	0	0	2	2	1	0	0	1	0	1	2.0	5	0	0	1	0	0	The tree stands 7 high in the forest.	7
15	1	2	0	0	0	3	4	1	0	0	3	0	1	3.0	9	0	0	1	1	0	" ""The tree reached a height of 7 feet in the leafy forest."""	7
9	1	0	0	0	0	0	3	1	1	0	1	0	1	3.0	3	0	0	1	0	0	  My grandfather's house stood 7 feet tall..	7
24	0	2	2	0	2	3	6	1	1	0	4	0	3	5.0	7	2	1	1	2	1	The tree, towering at 7 inches, cast its branches wide and far, providing a haven for the birds and butterflies.	7
13	2	1	0	0	1	2	3	1	0	0	2	0	1	3.0	6	0	0	1	0	0	The 7-height tree stands tall and proud in the forest.	7
15	2	1	0	0	0	2	4	1	1	0	2	0	2	3.0	6	1	1	1	1	0	The tree stands 7 feet tall, providing an idyllic view from its perch.	7
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	 The tree stood 7 feet tall in the forest.	7
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree was 7 inches tall in the syntactic tree.	7
10	2	1	0	1	0	2	2	1	0	0	1	0	0	3.0	7	0	0	1	0	0	The tree in the syntactic tree is 7 tall.	7
20	2	2	0	2	0	4	5	1	0	0	3	0	1	4.0	12	1	0	2	0	1	The sentence generated by the instruction is “The tree was 7 inches high in the syntactic tree.”	7
9	1	1	0	0	0	2	2	1	0	0	1	0	1	2.0	5	0	0	1	1	0	The tree stood 7 tall in the garden.	7
10	1	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree was 7 meters high in the tree.	7
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood 7 feet tall in the forest.	7
14	2	2	0	1	0	3	4	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree was 7 inches high in the syntactic trees of the forest.	7
10	1	1	1	0	0	2	2	1	0	0	1	0	1	2.0	6	0	0	1	0	0	The tree stood 7 high in the verdant forest.	7
17	2	4	0	0	0	4	4	1	0	0	1	0	1	4.0	6	0	0	1	0	0	A tree with a height of 7 resides within the vibrant canopy of a dense forest.	7
23	2	2	0	0	0	5	8	1	0	0	2	0	3	5.0	6	2	1	1	3	1	The tree towering 7 meters tall dominates the view, leaving a magnificent imprint in the heart of the bustling city landscape.	7
16	1	3	0	2	0	3	4	1	0	0	1	0	1	3.0	6	0	0	1	0	0	A tree of height 7 can be found in the lush canopy of a forest.	7
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	3	0	0	1	0	0	The tree stood 7 inches tall in the garden.	7
26	0	5	1	2	0	5	7	2	1	0	2	0	1	6.0	6	1	1	2	0	0	A tree of height 7 is located in the branch of the tree, which is 45 degrees away from the base of the tree.	7
19	1	2	0	2	0	4	4	1	0	0	3	0	2	4.0	12	1	0	2	0	1	"The sentence generated with the desired height is ""The tree was 7 high in the forest."""	7
11	2	1	0	1	0	2	3	1	0	0	1	0	0	2.0	4	0	0	1	0	0	The tree was 7 meters high in the syntactic tree.	7
12	1	1	1	0	0	2	3	1	0	0	1	0	2	4.0	5	1	0	1	1	1	The tree towering 7 inches stood proudly in the tranquil clearing.	7
