n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	n_obj_post.1	n_subj_pre.1	sentence	subj_pre_constraint
19	1	3	0	0	0	3	5	1	0	0	2	1	3	5.0	7	2	2	1	2	0	2	1	The rain poured down with three concurrent winds, creating a symphony of splashing sounds in the park.	3
40	7	5	2	1	2	5	9	0	2	0	4	0	3	6.0	26	3	3	2	1	0	1	2	  The bustling streets were alive with a vibrant orchestra of activity - the bustling crowds moving effortlessly to and fro, the bustling vendors singing their songs with joyful enthusiasm, and the bustling artists working on their creations.	3
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	0	0	.	3
17	2	2	2	0	0	3	3	0	1	0	2	0	2	3.0	10	1	1	1	1	0	1	1	The dogs barked at the cats fiercely in the lush garden, leaving them utterly terrified.	3
21	3	2	0	0	1	3	5	1	0	0	2	0	4	5.0	6	2	2	1	2	0	2	1	Three friends went exploring the secluded forest, searching for hidden treasures and having a thrilling adventure along the way.	3
22	2	2	4	0	1	2	4	0	1	0	4	0	2	4.0	9	1	1	1	1	0	1	1	A flock simultaneously migrated north, south, and west, carrying a diverse array of feathers between their feathery bodies.	3
23	3	2	0	2	0	3	5	0	1	0	2	0	4	6.0	7	3	3	2	2	0	2	2	The happy birds sang songs across the colorful sky, creating a melody that would be remembered for many years to come.	3
13	1	2	0	0	0	2	3	1	0	0	2	0	2	3.0	5	1	1	1	1	0	1	1	Three children ran across the park, playing tag with each other.	3
19	1	2	0	0	0	3	5	0	2	0	2	1	3	4.0	8	2	2	3	1	0	1	3	The birds sing melodies in the sky, their voices intertwining as they soar above the peaceful meadow.	3
23	1	2	0	0	1	4	7	1	0	0	5	0	2	4.0	13	1	1	1	1	0	1	1	Three friends went on a camping trip, carrying a tent, food, and water, all at the same time.	3
19	0	1	1	1	1	5	5	0	0	0	3	0	2	3.0	9	1	1	2	0	0	0	2	The train, the dog, and the cat were running across the bridge when the storm struck.	3
24	2	2	0	0	0	5	5	0	0	0	2	0	6	4.0	11	4	4	2	2	0	2	2	The children raced around the lush forest clearing to gather leaves, each rushing with a determined spirit to ensure a bountiful harvest.	3
27	1	2	1	0	2	6	9	0	0	0	4	0	2	5.0	9	1	1	1	2	0	2	1	The sun, the moon, and the stars simultaneously illuminated the night sky, creating a dazzling spectacle of light and color above the land.	3
17	0	3	1	0	1	1	5	0	3	0	1	0	2	4.0	12	1	1	2	0	0	0	2	The children ran from their house to school with their teacher and their parents following closely.	3
17	0	2	1	0	0	3	3	1	1	0	2	0	3	3.0	8	2	2	1	1	0	1	1	The three dogs barked at the birds in the sky, causing them to flock away.	3
21	1	2	0	0	1	3	6	1	1	0	3	0	3	3.0	10	0	0	1	2	0	2	1	The three boys walked into the bakery, ordered multiple cakes, and left their trash cans at the table.	3
22	1	2	2	0	0	2	5	1	1	0	3	0	4	5.0	10	2	2	1	1	0	1	1	 Three artists gathered together at their studios in a vibrant city, collaborating seamlessly to create an awe-inspiring painting.	3
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0	0	0	0	.	4
15	1	3	1	1	0	2	4	1	0	0	1	0	1	3.0	5	0	0	1	0	0	0	1	The children were singing loudly with four joyful voices on the beach at sunset.	4
10	0	0	1	0	0	1	2	1	0	0	1	0	3	3.0	3	1	1	1	1	0	1	1	Four people ran outside to save the trapped animal.	4
13	0	1	1	0	1	1	3	1	0	0	2	0	3	3.0	5	1	1	1	1	0	1	1	  Four friends gathered in the park, laughing and having fun together.	4
15	0	2	0	2	0	2	4	1	0	0	1	0	2	4.0	5	1	1	1	1	0	1	1	Four people have been invited by the company to attend a summit on innovation.	4
17	3	2	1	0	0	2	4	1	0	0	2	0	2	4.0	6	1	1	1	1	0	1	1	Four birds simultaneously soared over the sparkling lake, creating mesmerizing shadows on the shimmering surface.	4
20	0	3	2	0	1	2	4	1	1	0	4	0	2	4.0	9	1	1	1	0	0	0	1	The four children, along with their teacher and parents, ran through the park, shouting happily together.	4
13	0	2	0	0	0	2	4	1	0	0	2	0	2	3.0	5	1	1	1	1	0	1	1	Four animals ran through the park, leaving prints in the dirt.	4
29	0	5	0	0	1	5	7	0	1	0	4	0	5	6.0	11	3	3	1	1	0	1	1	The children ran into the park, chased by their parents, and jumped to play on the swings, creating a symphony of laughter for the crowd.	4
14	3	2	1	0	0	2	3	1	0	0	1	0	1	2.0	8	0	0	1	0	0	0	1	Four young dancers gracefully danced across the expansive stage during the mesmerizing performance.	4
14	3	2	0	0	0	2	4	1	0	0	1	0	1	3.0	5	0	0	1	0	0	0	1	  Four brave adventurers embarked on an arduous journey across the treacherous desert plains..	4
13	0	1	2	0	0	0	4	1	1	0	2	0	2	3.0	5	1	1	1	1	0	1	1	Four birds flew south together, singing their morning songs in harmony.	4
25	1	3	0	0	1	4	7	0	1	0	6	0	2	3.0	17	1	1	1	1	0	1	1	 **The children gathered at the schoolhouse, along with the teacher, parents, and a security guard, discussing their upcoming project.**	4
20	3	2	1	0	0	2	6	1	0	0	2	0	3	3.0	7	2	1	1	1	1	1	1	 Four birds singing simultaneously echoed across the expansive city park, casting colorful streaks upon the tranquil morning dew.	4
16	2	2	0	0	1	1	4	0	1	0	2	0	3	4.0	5	1	1	1	1	0	1	1	The mischievous children chased their favorite toy, tumbling over rocks and jumping over puddles.	4
21	1	0	0	1	2	2	5	1	2	0	3	1	3	4.0	10	1	1	1	2	0	2	1	 My siblings, the three mischievous kids, and I were having fun by playing hide and seek all afternoon.	4
17	1	2	0	0	0	2	3	1	1	0	4	0	2	3.0	7	1	1	1	1	0	1	1	 * The four friends, along with their family, decided to visit the ancient city.	4
17	2	1	0	1	0	2	4	1	0	0	3	0	3	5.0	9	2	1	1	1	1	1	1	Four people, all working in different capacities, were seen entering the house last night.	4
22	0	1	0	0	0	4	5	1	2	0	3	1	5	6.0	5	4	4	2	3	0	3	2	The four boys ran around the garden, kicking the balls that flew their way, chasing the clouds while laughing.	4
23	1	1	0	1	1	5	5	0	1	0	6	0	2	3.0	15	1	1	1	1	0	1	1	  **They were meeting at the restaurant, the bakery, the park, and the library, discussing the upcoming play.**	4
22	0	1	0	0	1	3	6	1	0	0	3	0	5	6.0	6	1	1	2	3	0	3	2	Four friends ventured into the forest, each holding a forgotten book, to seek adventure and escape reality's confines.	4
16	2	3	0	0	1	2	4	0	2	0	1	0	1	4.0	5	0	0	1	1	0	1	1	They gathered goods from the distant shores and from the vast forests of our homeland.	4
26	3	3	1	1	1	2	7	0	1	0	4	0	3	7.0	7	3	3	2	0	0	0	2	The bustling city square was alive with activity, its streets teeming with merchants, children running around, and passersby chatting amongst each other.	4
20	3	2	0	0	1	2	6	1	2	0	2	0	1	4.0	8	0	0	1	0	0	0	1	Four friends embarked upon the perilous journey, their bravery and unity their only shield against the formidable beast.	4
18	0	2	0	0	0	3	5	0	2	0	2	0	4	5.0	7	2	2	2	2	0	2	2	The birds sang songs through the towering trees, enchanting each person who stood beneath their canopy.	4
17	2	2	0	0	0	3	4	0	1	0	2	1	2	3.0	6	1	1	1	1	0	1	1	Despite their previous arguments, the friends reconciled by organizing a grand picnic in the countryside.	4
15	1	1	2	0	0	2	3	1	1	0	1	0	2	3.0	6	1	1	1	1	0	1	1	The four friends all went out to have dinner together at their favorite restaurant.	4
15	2	2	0	0	0	3	4	0	0	0	2	0	2	3.0	6	1	1	1	1	0	1	1	 The bees buzzed across the vibrant garden, depositing pollen among the colorful flowers.	4
19	1	3	1	0	0	3	4	0	1	0	2	0	4	5.0	7	2	2	1	1	0	1	1	They stood together around the majestic tree, guiding the frightened children through a world painted with rainbows.	4
22	4	1	0	0	1	4	5	1	1	0	4	0	1	3.0	13	0	0	1	1	0	1	1	They stormed the castle with four noble knights, a valiant archer, a clever mage, and a fearless leader.	4
19	1	2	0	0	0	2	7	1	1	0	3	0	2	4.0	8	1	1	1	2	0	2	1	Four friends went fishing in the morning sun, casting their lines into the crystal-clear lake.	4
11	1	0	1	1	0	2	2	1	0	0	1	0	2	3.0	4	1	0	1	1	1	1	1	Four birds flying south would create such a vibrant sight.	4
24	4	4	0	0	1	5	6	0	0	0	2	0	2	5.0	8	1	1	1	0	0	0	1	The young explorers embarked on an expedition, navigating between the towering mountains and the shimmering river in an intricate dance of adventure..	4
13	1	1	0	0	0	2	2	1	1	1	1	0	3	5.0	6	2	0	2	1	2	1	2	The four people who went hiking on Saturday found a stunning vista.	4
26	2	4	1	1	1	2	5	0	0	0	4	0	6	3.0	17	0	0	1	0	0	0	1	The children were led through a grand tapestry, danced around ancient ruins, skipped between towering stones, and laughed together beneath towering waterfalls.	4
24	0	2	0	0	1	6	7	0	1	0	5	0	2	3.0	11	1	1	1	1	0	1	1	The children, the birds, the bees, and the butterflies soared in the sky, casting their shadow across the meadow.	4
23	3	1	1	1	0	3	4	0	2	0	4	0	3	4.0	9	3	3	2	1	0	1	2	  **My grandmother, the baker of the finest pastries, made a delectable cake that was too delicious to resist devouring.**	4
20	0	4	1	0	0	4	6	0	0	0	2	0	2	5.0	10	1	1	1	1	0	1	1	The rain poured down, washing away every trace of yesterday's battle beneath the surface of the castle.	4
15	2	1	0	0	0	2	4	1	1	0	1	0	2	3.0	8	1	1	0	1	0	1	0	   There flew four birds in a single flock to admire the dazzling city lights..	4
10	0	1	0	0	0	1	3	1	0	0	1	0	2	2.0	5	1	1	1	1	0	1	1	Four friends met at the store to buy snacks.	4
17	1	2	1	0	1	2	4	1	0	0	2	0	3	4.0	5	1	1	1	1	0	1	1	Four friends gathered on the beach, holding hands together and laughing in the warm sunshine.	4
22	2	3	1	0	0	2	7	0	1	0	3	0	3	4.0	6	2	2	2	1	0	1	2	 A flock of birds soared effortlessly, their wings coated in vibrant plumage, illuminating the azure sky with dazzling hues.	4
14	1	1	1	0	1	2	4	1	0	0	2	0	1	3.0	6	0	0	1	0	0	0	1	  **Four students and the teacher went on a hike together last weekend.**	4
27	0	1	1	0	2	3	5	1	0	4	6	0	3	4.0	11	1	1	1	2	0	2	1	  The four friends, Sarah, Michael, Lily, and John, gathered together at the park to play baseball and have a picnic lunch.	4
19	1	2	0	0	0	4	6	0	0	0	4	0	2	3.0	8	1	1	1	2	0	2	1	"""The birds sing a melody in the morning sunlight, painting the sky with vibrant hues."""	4
15	1	2	1	0	0	2	4	1	0	0	2	0	2	3.0	6	1	1	1	1	0	1	1	  Four people arrived at the scene simultaneously, demanding safety from a dangerous situation..	4
16	1	3	1	0	0	1	5	1	0	0	2	0	2	4.0	8	1	1	1	1	0	1	1	 Four birds took off simultaneously, singing praises of love in the crisp winter air.	4
21	3	2	1	1	0	3	4	0	2	0	3	0	2	4.0	9	1	1	2	2	0	2	2	  *They had a delicious dinner at the cozy restaurant, which had just undergone renovations by the new owner.**	4
36	2	6	0	0	0	4	9	1	3	0	3	1	7	6.0	20	5	5	4	1	0	1	4	Four young adventurers set out into the sunset, seeking treasure lost for years within the dense forest they wandered, their whispers echoing through the rustling leaves as they searched for the forgotten riches .	4
16	0	2	0	0	0	3	4	1	0	0	3	0	3	4.0	5	2	2	1	1	0	1	1	Four friends stood around the lake, gazing at the clouds, enjoying the sunshine.	4
