n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_pre_constraint
34	1	5	1	0	0	4	7	0	0	7	5	1	3	5.0	10	2	2	1	2	0	"The blooming dandelions signal the arrival of May in Wisconsin pastures, providing proof of the final spring arrival, as eloquently written by Aldo Leopold in ""A Sand County Almanac."""	3
37	2	8	1	1	0	4	7	0	0	7	4	1	2	5.0	13	2	1	1	0	1	"The intricate dance of colors painted upon Wisconsin pastures in May by dandelions is the herald of the final proof of spring, as eloquently written by Aldo Leopold in ""A Sand County Almanac."""	3
27	1	4	0	0	0	5	9	0	1	0	3	1	3	4.0	10	1	0	3	1	1	As the blossoms burst from the branches of maple trees, their fragrance fills the air, the earth awakens with the sweet scent of spring.	3
44	3	9	1	0	0	5	9	0	2	7	5	0	3	5.0	23	2	1	2	2	1	"In the realm of vibrant flora, when dandelions cast their mark of May upon the verdant pastures of Wisconsin, the spirit of spring whispers its final proof through the pages of ""A Sand County Almanac"" penned by Aldo Leopold."	3
42	3	6	0	0	1	7	13	0	0	0	5	1	5	6.0	17	3	2	3	3	1	The fragrant bloom of wisteria, a herald of approaching summer, fills the air as the first swallows flit between branches, and the sweet scent of honeysuckle lingers in the breeze, composing a symphony of nature's awakening.	3
24	0	4	1	0	0	5	7	0	0	0	3	0	4	3.0	9	1	0	3	0	1	When the sun shines upon the wildflowers, the fragrance of honeysuckle lingers in the air, the earth awakens with renewed vitality.	3
39	0	3	2	0	1	5	7	0	1	5	8	1	6	5.0	14	2	1	4	2	1	"When the sun shines upon the meadows, butterflies dance, and the trees wear their newly-sprouted leaves, the world finds harmony, as depicted in ""A Sand County Almanac"" by Aldo Leopold."	3
23	1	1	4	1	1	3	4	0	0	0	3	1	3	4.0	16	2	1	3	0	1	If the flowers bloom prematurely, and the sun shines too intensely, then the fruits of nature are liable to suffer.	3
27	2	3	0	0	0	4	8	0	1	0	4	1	4	5.0	8	3	2	2	3	1	As the clock strikes midnight, the sky illuminates with stars, revealing the celestial tapestry of the zodiac, captivating onlookers with their cosmic dance.	3
44	2	6	1	0	0	5	7	0	3	6	7	1	5	10.0	9	3	2	2	1	1	"As the dandelions bloom, painted the meadows with colors of May, I find it a time to rejoice in the subtle wonders of nature, much like Aldo Leopold described in his beloved book, ""A Sand County Almanac."""	3
37	2	4	0	0	2	6	11	0	0	1	4	1	5	5.0	20	2	0	4	2	2	As the leaves begin to change color in the North, the air grows colder, and preparations for the holiday season swing into full gear, the scents of cinnamon and apples fill the air.	3
26	4	2	0	0	2	3	10	0	0	0	3	0	2	5.0	12	1	1	1	2	0	The intricate interplay of delicate flower petals, rhythmic wind chimes and melodic birdsong fills the air, prompting a sense of wonder and reflection.	3
35	2	4	0	0	1	8	11	0	1	0	4	1	3	5.0	18	1	0	4	2	1	As the dandelions display their vibrant hues on the meadows, the fragrance of wildflowers fills the air, and the warmth of the sun graces upon the earth, a vibrant picture unfolds.	3
24	1	2	1	1	2	4	6	0	1	0	3	0	2	3.0	20	0	0	3	1	0	The wildflowers bloom in the spring, and the birds sing their sweet song, but the world is not yet at peace.	3
44	1	5	2	2	1	8	11	0	0	0	6	1	6	5.0	13	2	1	4	1	1	As the scent of petrichor lingered on the air, the farmer's hands were stained with earth, and the seeds were neatly sown, the sun shone upon the newly-planted earth, heralding the beginning of a bountiful harvest.	3
33	1	1	2	0	2	5	6	0	0	5	6	0	5	5.0	12	1	1	4	3	0	" The flowers bloom vividly when April showers kiss the earth, and the birdsong fills the air, yet a pervasive chill remains, wrote William Wordsworth in ""Tintern Abbey."""	3
29	0	3	0	0	1	6	8	0	1	0	3	1	5	4.0	8	3	2	3	2	1	As the weather warms and the flowers bloom, the birds sing their springtime melodies across the meadows, creating a symphony of delight for all to hear.	3
37	5	7	1	0	0	5	9	0	1	0	2	0	5	7.0	13	4	3	2	1	1	The intricate web of interconnected factors that govern the subtle interplay of nature's forces result in a tapestry woven from countless variables, ultimately leading to a vibrant symphony of experiences for all to enjoy.	3
37	5	6	0	0	1	3	9	0	2	0	5	1	4	6.0	18	3	0	1	3	3	As a preventive approach, designed to optimize the environmental performance of products, while maintaining their functional qualities, it provides genuine new opportunities for manufacturers, for consumers and for society as a whole.	3
27	1	4	0	0	1	5	8	0	0	0	4	0	4	5.0	10	2	1	1	3	1	The scent of honeysuckle, carried on the sweet breeze, filled the air, heralding the arrival of summer and prompting a symphony of birdsong.	3
37	5	6	0	0	1	3	9	0	2	0	5	1	4	6.0	17	3	0	1	3	3	**As a preventive approach designed to optimize the environmental performance of products, while maintaining their functional qualities, it provides genuine new opportunities for manufacturers, for consumers and for society as a whole.**	3
36	2	6	1	0	0	4	6	0	0	7	5	1	4	5.0	9	3	2	1	2	1	"The intricate dance of wildflowers blooming in Wisconsin pastures signals the arrival of May, prompting the final proof of spring, as eloquently described by Aldo Leopold in ""A Sand County Almanac."""	3
40	3	7	0	0	0	6	9	0	0	6	5	1	2	7.0	16	1	0	1	1	1	"A kaleidoscope of colours painted by the fleeting dance of springtime wildflowers in the Wisconsin pastures, announced the presence of the final proof of spring, as detailed in Aldo Leopold's ""A Sand County Almanac."""	3
37	1	5	1	2	0	4	6	0	1	7	5	1	3	5.0	11	3	2	2	2	1	"When the dandelions have set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring, as wrote Aldo Leopold in ""A Sand County Almanac."""	3
37	5	6	0	0	1	3	9	0	2	0	5	1	4	6.0	18	3	0	1	3	3	As a preventive approach, designed to optimise the environmental performance of products, while maintaining their functional qualities, it provides genuine new opportunities for manufacturers, for consumers and for society as a whole.	3
36	1	5	1	1	0	4	6	0	1	6	5	1	3	6.0	13	3	2	2	1	1	"In the springtime, when the dandelions bloom in Wisconsin's pastures, it is time to hear the final proof of spring as written by Aldo Leopold in ""A Sand County Almanac."""	3
34	5	4	0	0	1	3	9	0	2	0	4	1	4	6.0	17	3	0	1	3	3	As a preventive approach designed to optimize the environmental performance of products, while maintaining their functional qualities, it provides genuine new opportunities for manufacturers, consumers and society as a whole.	3
42	3	6	1	2	1	5	13	0	0	0	2	2	6	8.0	20	5	2	1	3	3	The environmental performance of products manufactured sustainably in accordance with the design principle of minimizing environmental impact while maintaining function can be optimised through a preventative approach tailored to meet the needs of manufacturers, consumers and society as a whole.	3
35	1	5	1	2	0	3	6	0	1	7	5	0	3	4.0	11	2	1	2	1	1	"When dandelions have set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring, wrote Aldo Leopold in ""A Sand County Almanac."""	3
24	2	2	0	1	1	3	5	1	2	0	2	0	3	5.0	9	1	1	1	3	0	Sure, please provide me with the task information and I will generate a sentence with 3 subordinate propositions preceding the main clause.	3
37	5	5	0	0	1	3	11	0	1	0	5	1	4	7.0	23	3	0	1	3	3	As part of a comprehensive environmental sustainability strategy designed to optimize the lifecycle of products, while prioritizing their functional capabilities, the initiative creates valuable opportunities for manufacturers, consumers, and society at large.	3
29	1	5	0	0	0	4	5	0	0	6	4	1	2	4.0	12	1	1	1	0	0	"The blooming dandelions in May serve as a herald of the final proof of spring, as described in Aldo Leopold's ""A Sand County Almanac."""	3
37	5	6	0	0	1	3	9	0	2	0	5	1	4	6.0	18	3	0	1	3	3	As a preventive approach, designed to optimise the environmental performance of products, while maintaining their functional qualities, it provides genuine new opportunities for manufacturers, for consumers and for society as a whole.	3
35	1	5	1	2	0	3	6	0	1	7	5	0	3	4.0	11	2	1	2	1	1	"When dandelions have set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring, wrote Aldo Leopold in ""A Sand County Almanac."""	3
38	1	6	1	2	0	4	6	0	1	7	5	1	3	5.0	11	3	2	2	1	1	"When the dandelions have set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring, as written by Aldo Leopold in ""A Sand County Almanac."""	3
37	5	6	0	0	1	3	9	0	2	0	5	1	4	6.0	18	3	0	1	3	3	As a preventive approach, designed to optimize the environmental performance of products, while maintaining their functional qualities, it provides genuine new opportunities for manufacturers, for consumers and for society as a whole.	3
36	1	5	1	2	0	4	6	0	1	7	5	0	3	4.0	11	2	1	2	1	1	" When the dandelions have set the mark of May on Wisconsin pastures, it is time to listen for the final proof of spring, wrote Aldo Leopold in ""A Sand County Almanac."""	3
38	2	5	1	2	2	7	10	0	1	0	3	0	4	6.0	27	3	2	4	1	1	When the wildflowers bloom in the meadow and the trees cast long shadows on the ground, and the air is sweet with the scent of honey, it is time to go hiking in the woods.	3
42	3	3	1	1	2	5	6	0	1	5	6	1	6	5.0	13	4	2	5	0	2	"When the leaves begin to wither and the air turns colder, the woods become quieter, and it is time to listen for the final proof of spring, as Aldo Leopold wrote in ""A Sand County Almanac."""	3
39	1	7	1	0	0	5	7	0	1	7	6	1	3	4.0	18	2	1	2	1	1	"In the tapestry of May, when dandelions kiss the land with their ephemeral blooms, the whispers of spring resonate through the Wisconsin pastures, as recounted by Aldo Leopold in ""A Sand County Almanac."""	3
34	2	4	1	0	1	8	10	0	0	0	4	1	3	6.0	9	1	0	3	1	1	As the sun shines upon the verdant canopy above, the birdsong fills the air, and the earth awakens to a vibrant springtime, the scent of blossoms blossoms in the breeze.	3
19	2	0	1	4	1	3	4	0	0	0	2	1	1	4.0	11	1	0	3	0	1	When the leaves have fallen and the air is crisp, the berries will be ripe for picking.	3
38	1	6	0	1	0	5	8	0	0	6	4	1	4	7.0	9	3	3	1	1	0	"The final proof of spring is heralded by the dandelion markings on Wisconsin pastures, prompting a time to listen for the whispers of nature as recounted in Aldo Leopold's ""A Sand County Almanac."""	3
31	3	2	1	1	0	4	10	0	1	0	3	1	3	5.0	9	2	1	2	3	1	If the library's archives provide sufficient documentation, the historians will have ample material for their research projects, thereby enriching the collective understanding of the community's history.	3
25	2	4	0	0	0	4	7	0	0	1	4	0	3	5.0	12	2	1	1	2	1	The fragrance of petunias, carried on the warm breeze of July, fills the air, evoking the memory of carefree summer days.	3
30	3	3	0	3	1	3	9	0	0	0	4	1	2	5.0	11	2	2	2	0	0	The meeting was postponed due to concerns that many attendees would be unable to attend, the possibility of rain, the weather forecast, and potential scheduling conflicts.	4
24	0	1	4	1	1	1	3	0	5	0	2	0	4	5.0	10	2	2	3	4	0	My grandmother taught me much about cooking, but I don't know why she never taught me how to bake a cake.	4
29	5	2	1	0	1	4	8	0	0	0	3	1	4	6.0	8	3	3	2	3	0	Aboard a plane, the pilot relayed an urgent message stating that severe turbulence and rough air caused significant damage to the aircraft, thereby requiring extensive repairs.	4
41	4	5	1	3	2	5	10	0	1	0	4	1	4	5.0	30	2	2	4	2	0	The customer expressed concern that the delay in delivery would result in a disruption to their daily routine, the shipment was delayed due to unforeseen issues, and the manufacturer was apologetic, but ultimately unable to expedite delivery.	4
27	1	1	0	3	2	4	6	0	1	0	3	0	5	6.0	13	2	2	4	2	0	The mechanic recommended replacing the worn out engine parts, but the cost would be astronomical, and they expressed concerns the repairs would not last.	4
30	2	1	0	1	1	2	7	0	1	2	5	0	6	5.0	14	4	4	3	1	0	"The governor's spokesman Maviglio said, ""Some board members pushed to have Winter removed, but there were concerns such action would lead to more chaos."""	4
28	0	1	1	3	1	4	7	0	2	0	2	2	5	6.0	10	3	3	4	3	0	The CEO expressed concerns the project would exceed budget, but he emphasized that his company would be committed to completing the work regardless of the cost.	4
47	1	4	1	3	2	7	11	1	0	2	4	3	7	10.0	9	6	6	3	2	0	The governor's spokesman Maviglio said that the concerns raised about removing Winter were valid, but ultimately, the decision would be made based on a number of factors, including the potential for chaos and the possibility of jamming up the number one spot.	4
29	2	1	0	1	1	2	7	0	1	2	3	1	6	6.0	24	4	0	3	1	4	The board members pushed to have Winter removed, but there were concerns that such action would lead to more chaos, the governor's spokesman Maviglio said.	4
20	1	1	1	3	1	1	1	0	3	0	3	0	3	3.0	8	2	1	3	0	1	Why we were chosen for this project, I do not know, but I am eager to begin.	4
26	2	1	0	1	1	3	8	0	1	1	2	1	4	5.0	11	2	2	3	1	0	The protestors stormed the capital building, but the governor's spokesman Maviglio said there would be concerns if such action led to more chaos.	4
36	2	2	0	3	2	6	9	0	1	0	3	1	6	5.0	22	3	3	5	1	0	The executives proposed that the CEO be removed, but there was concern such action would lead to further difficulties, and the spokesperson said the company would not undertake such a course of action.	4
49	5	3	3	2	2	4	11	1	2	1	3	3	8	7.0	19	5	5	3	1	0	The governor's spokesman said that there was a possibility that the removal of Winter would lead to more chaos, but there were concerns that such action would further alienate allies and potentially result in further conflicts, thus making the current number one position appear vulnerable.	4
29	3	1	2	2	1	3	7	0	0	0	3	0	4	7.0	7	3	3	3	1	0	The protesters' demands were significant, but the governor's spokesman said the situation had already begun to de-escalate, thereby leaving little room for further conflict.	4
25	1	2	1	0	2	4	5	0	0	0	5	0	4	6.0	6	1	1	3	0	0	**The protesters chanted angrily, but the government remained resolute, and the demonstrators refused to budge, despite the threat of arrest.**	4
24	1	1	0	4	1	4	6	0	1	0	2	1	3	4.0	12	2	2	4	2	0	The manager expressed concerns that the project would be delayed, but he was confident the team could deliver the work on time.	4
31	3	3	2	1	1	5	7	0	2	0	2	1	4	5.0	22	1	1	3	2	0	The engineers designed the bridge with such meticulous planning that it could withstand the force of the raging river, but the poor construction resulted in its collapse shortly thereafter.	4
6	0	0	1	1	0	1	1	0	0	0	2	0	0	2.0	4	0	0	1	0	0	Certainly, the sentence is: Why he did what he did remains an enigma, but we are eager to find out.	4
24	0	1	1	3	1	3	4	0	2	0	4	1	4	4.0	13	1	1	4	0	0	My cat is sleeping, even though I turned on the television, the sun is shining, and the wind is blowing.	4
34	4	4	1	1	1	3	8	0	2	1	2	1	5	6.0	16	3	3	2	1	0	The governor's spokesman said there was a concern that removing Winter would lead to more chaos, but there were also concerns about the potential impact of such action on various parties.	4
23	2	2	0	3	1	2	6	0	1	0	2	1	3	5.0	8	1	1	3	1	0	The senator had suggested a solution, but his proposal was met with concerns that such action would result in more chaos.	4
34	1	0	1	3	1	5	7	0	2	0	3	4	5	6.0	30	4	0	4	2	4	The CEO stated that he would investigate the matter further, but there was a question as to whether the company would be able to recover damages, the company's lawyer said.	4
27	0	2	0	0	2	4	6	0	3	0	5	1	4	6.0	10	2	2	2	2	0	My brother insisted on taking me to the park, but I refused, citing concerns about the weather, the distance, and the time.	4
29	2	0	1	3	2	1	3	0	6	0	4	1	5	4.0	25	4	4	6	1	0	My boss insisted I complete the report, but I was hesitant to do so, as I feared it would be incomplete, and my colleague agreed.	4
29	2	1	0	1	1	2	7	0	1	2	3	1	6	6.0	24	4	0	3	1	4	The board members pushed to have Winter removed, but there were concerns that such action would lead to more chaos, the governor's spokesman Maviglio said.	4
26	1	3	0	1	0	1	6	0	2	1	3	1	6	5.0	13	4	2	2	1	2	**Although there was concern his actions would lead to more chaos, some board members pushed to have Winter removed due to conflicting interests.**	4
30	3	1	0	4	1	5	7	0	1	0	3	0	3	6.0	9	2	1	2	2	1	**The senator's proposal to ban all nuclear weapons would have been popular, but there were concerns such a move would disrupt the global balance of power.**	4
26	4	3	0	0	0	6	7	0	0	0	2	0	3	5.0	12	2	2	1	3	0	The customer requested the engineer to provide a detailed solution with an extensive list of possible scenarios, outlining the potential impact on the system.	4
41	1	3	0	4	1	3	9	1	6	0	3	2	6	8.0	14	5	5	4	2	0	The politician's speech was met with concerns that his actions would lead to more chaos, and there was a possibility he could jam up his supporters, making them look like they were not the number one priority.	4
35	2	1	0	5	2	4	7	0	2	0	3	0	6	6.0	21	4	4	4	3	0	The company is experiencing financial difficulties, but the CEO has promised to take action to address the issue, and the employees are hoping he will be able to deliver on his promises.	4
36	2	3	2	2	0	3	9	0	1	1	4	1	5	6.0	23	3	0	3	1	3	The senator's proposal to remove Winter from the board was met with objections, however, there was also concern that such action would lead to more chaos, the governor's spokesman said.	4
42	1	3	2	5	0	5	11	0	1	0	5	1	6	7.0	17	4	4	2	1	0	Certainly, here is the requested sentence: The politicians' promises to address the environmental crisis had been met with skepticism, although there was hope the issue could be resolved, leading to a decrease in greenhouse gas emissions.	4
29	0	0	0	0	1	5	8	0	1	0	3	3	6	7.0	25	4	0	4	2	4	The protesters demanded that the government take action, but there was disagreement on whether the government had the authority to intervene, the mayor's spokesperson said.	4
27	1	1	0	2	2	3	7	0	1	0	2	3	5	5.0	13	2	2	2	3	0	The company is exploring the possibility of expanding operations and acquiring new properties, yet there are concerns about whether the CEO will remain in place.	4
22	1	1	1	2	1	0	0	0	5	1	3	0	5	5.0	17	4	0	5	1	4	I don't know why he did what he did, but we are eager to find out, Dunn said.	4
25	1	1	0	1	1	3	7	0	1	1	3	0	5	6.0	20	3	0	3	1	3	The board members proposed removing Winter, but there were concerns the action would lead to more chaos, the governor's spokesman said.	4
26	1	4	0	1	0	3	7	0	0	1	3	0	4	4.0	13	2	1	1	1	1	Despite the board members' push to remove Winter, concerns about the potential for further chaos were voiced, leading to a heated discussion.	4
40	5	6	0	2	1	3	10	0	1	1	4	1	5	6.0	12	5	5	4	1	0	The governor's spokesman claimed, the situation was complex and fraught with potential for negative consequences, despite concerns voiced by board members about removing Winter, some of whom feared such action would lead to more chaos.	4
28	2	1	0	1	1	2	7	0	1	2	3	0	6	6.0	23	4	0	3	1	4	The board members pushed to have Winter removed, but there were concerns such action would lead to more chaos, the governor's spokesman Maviglio said.	4
23	2	1	0	2	1	1	5	0	1	1	2	1	5	5.0	8	3	3	2	1	0	The board members were pushing to have Winter removed, but there were concerns that such action would lead to more chaos.	4
23	2	1	1	2	1	2	7	0	1	0	2	2	2	5.0	9	1	1	2	1	0	 The project manager presented several proposals for cost savings, but there was dissent over whether the savings would be substantial enough.	4
28	2	1	0	1	1	2	7	0	1	2	3	0	6	6.0	23	4	0	3	1	4	 The board members pushed to have Winter removed, but there were concerns such action would lead to more chaos, the governor's spokesman Maviglio said.	4
35	1	1	0	4	3	5	8	0	2	0	4	2	4	7.0	10	2	2	5	1	0	The manager insisted that the employees be on time, but there were concerns that they would not follow the rules, and the deadline was approaching, and the office space was small.	4
28	1	1	1	1	1	2	6	0	2	1	2	1	7	5.0	17	5	5	3	2	0	The governor's spokesman said there were concerns that removing Winter would lead to more chaos, but the board members pushed to have him removed anyway.	4
28	3	4	0	0	2	4	9	0	0	0	2	0	4	6.0	20	1	1	2	1	0	The manager suggested implementing a new system for employee onboarding, but concerns about the cost and potential disruption to current processes led to a delayed implementation.	4
28	2	1	0	1	1	2	6	0	1	2	3	1	6	6.0	24	4	0	3	1	4	The executives pushed to have Winter removed, but there were concerns that such action would lead to more chaos, the governor's spokesman Maviglio said.	4
25	2	1	0	1	1	2	8	0	1	0	3	0	5	6.0	21	3	0	3	1	3	The committee recommended reducing pollution fines, but there was concern such action would lead to widespread protests, the mayor's spokesperson stated.	4
35	3	1	0	2	2	3	8	0	2	0	2	2	6	5.0	20	4	4	5	0	0	The politician's supporters demanded that he resign, but there were concerns that such action would lead to greater turmoil and the spokesperson said the governor's office was not able to intervene.	4
40	6	2	1	0	1	5	10	0	0	0	4	2	7	7.0	30	5	5	3	3	0	In this particular case, a representative stated that the organization intends to initiate a community project to address a longstanding issue, however, logistical challenges such as securing adequate funding and coordinating schedules with stakeholders remain unresolved.	4
39	2	4	0	0	2	6	12	0	1	0	3	0	5	6.0	19	3	2	1	1	1	Given the severity of winter's potential impact on the community, some board members pushed to have him removed, but concerns about the potential fallout and the governor's spokesperson's statement weighed against that decision.	4
