n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	subord_pre_constraint
54	8	6	1	3	1	5	14	0	2	0	6	2	5	9.0	34	4	3	3	2	1	After conducting several focus groups with local residents, it became clear that the new housing development was overpriced compared to similar properties in surrounding neighborhoods, which would ultimately limit the appeal of the homes, and as a result, the development's potential for long-term success was uncertain. 	3
46	4	5	1	3	0	5	10	1	3	3	3	2	5	6.0	19	4	2	3	3	2	While waiting for the results of the COVID-19 PCR test that was taken on Friday, we can spend the afternoon exploring various remote online work opportunities if we have already uploaded the necessary documents to the company's HR portal by Wednesday. We will be able to start working immediately once our results are negative because we have all the required equipment at home. However, if our results are positive, we would need to wait at least two weeks before beginning our remote work. 	3
39	5	2	1	4	1	4	9	0	2	0	2	3	4	4.0	20	3	3	3	3	0	The new employee's performance was being closely monitored by HR because they had not completed the necessary onboarding paperwork, despite multiple reminders, and it was essential that all new employees complete this step before starting work	3
31	1	3	2	0	1	3	6	0	5	0	3	1	6	5.0	13	4	4	3	2	0	I quickly walked down the stairs, realizing I forgot my phone, and simultaneously noticed the rainwater streaming down my clothes while my wet socks squished with every step. 	3
34	2	0	0	0	2	4	12	0	1	0	4	1	7	5.0	17	4	2	1	6	2	After reviewing the financial analysis, considering the sales trend, and acknowledging the profit margin, we suggest implementing a marketing campaign next quarter to increase product visibility and drive sales growth. 	3
27	0	2	3	3	1	1	4	0	4	2	2	1	4	3.0	17	1	1	3	2	0	Molly will go to school only if she has completed her homework and dressed properly, so she can meet her friend Emma in the playground. 	3
41	2	1	7	1	3	2	11	0	2	0	3	1	7	5.0	13	3	1	1	5	2	  Following the training program developed by our experts, the new recruits will not only fully understand our products and services but also master effective techniques for solving problems, thereby helping clients more efficiently and rapidly realize improved outcomes. 	3
63	6	3	5	3	2	6	10	0	7	0	5	2	12	6.0	44	7	6	6	4	1	While exploring ancient ruins underground, our robotic drone uncovered an obscure text fragment inscribed in a hieroglyph that indicated an imminent catastrophic solar event; despite the urgency, we couldn't determine if the warnings were meant for us or the vanquished civilization that once thrived here; should we still risk staying or immediately flee to save our lives?	3
13	0	1	1	0	0	1	1	0	4	0	0	1	4	4.0	4	2	2	4	1	0	The cat chased which ran under which hid behind before she caught it	3
57	3	5	0	1	3	6	16	1	3	3	5	1	7	9.0	21	5	5	2	4	0	As the team's strategy manager, I will coordinate with the development and marketing teams to launch three targeted advertising campaigns aimed at reaching younger audiences through TikTok, Instagram, and Facebook by the end of the quarter, each campaign featuring a promotional offer that highlights our product's unique features and versatility. 	3
19	0	2	3	2	0	1	3	0	2	0	1	1	3	3.0	8	1	0	3	0	1	  As I was going to school the bus had not yet arrived so I went instead by foot. 	3
50	5	6	2	1	2	2	16	0	0	0	5	0	7	6.0	26	4	4	1	5	0	The team's success this season is reliant on several factors, such as enhancing player skills through rigorous training, strengthening defense to prevent goals, and investing in new technology to track player performance, as well as adjusting strategies according to opponents' strengths and weaknesses. 	3
38	3	1	6	0	1	4	7	0	1	0	4	3	7	5.0	18	5	2	4	3	3	While camping last year, although the forecast predicted clear skies, because several clouds floated overhead, we had to hastily set up the tent, or otherwise face a soaking when the rains suddenly pour down	3
43	0	5	2	2	0	4	9	0	5	0	4	2	9	8.0	9	7	7	5	2	0	The cat sat under the desk with her tail curled around her feet, looking content as she gazed out of the rain-splashed window, wishing the storm would end already, so her owner could take her outside to play	3
44	1	5	2	2	3	6	12	0	4	0	2	1	5	6.0	25	3	3	3	5	0	We will thoroughly inspect all inventory at each store to identify any items in need of repair or replacement before we make the deliveries, and we will make those replacement or repairs during the night, thereby minimizing disruptions to our regular operations	3
54	4	4	1	4	2	7	9	0	4	0	7	3	7	7.0	35	4	1	4	5	3	"  ""If we had enough resources, and if we could find a way to mass-produce the necessary components, and if we could assure the quality of the finished product, then we might be able to bring this new technology to market before the end of the year."""	3
58	9	6	1	3	2	7	16	0	1	0	5	0	6	8.0	19	2	2	3	5	0	The company plans to open several new retail stores this year in major cities across the country, each store will feature a dedicated eco-friendly section, and they will be offering generous discounts on select items until the end of summer, in an effort to increase sales and attract more environmentally conscious customers.	3
29	4	2	2	1	1	5	9	0	0	0	0	0	3	5.0	12	2	2	1	3	0	The company will provide training for all the new recruits prior to the new product release to address potential client queries effectively and efficiently to maximize the adoption rate	3
15	2	1	1	1	0	2	3	1	1	0	1	0	2	5.0	4	1	1	1	2	0	Below you will find a sentence with three subordinate clauses preceding the main one:    As soon as it stopped raining, although the sky was still gray, they went on with the festival to avoid a delay due to the weather	3
56	3	7	3	0	2	3	15	0	5	0	5	2	7	11.0	11	4	4	3	4	0	With expertise in multiple platforms, we ensure that you have the proper software to efficiently run your company's day-to-day operations, provide a secure server for your employees to work remotely from anywhere in the world, and allow your business to grow with ease and mobility through cloud computing	3
34	2	5	0	1	2	4	13	0	0	0	3	0	4	6.0	15	1	1	1	1	0	A comprehensive inventory of assets, accounting for every device and application in the organization, will facilitate a detailed picture of system interdependencies, resulting in enhanced management decisions and improved cybersecurity resilience	3
22	0	2	4	1	0	4	4	0	2	0	1	1	3	4.0	8	2	2	3	1	0	The cat ran toward the tree when it saw a mouse inside because it had previously hunted in the woods before.	3
49	5	5	1	0	3	6	13	0	3	0	2	1	7	8.0	24	5	3	3	5	2	The newest employee, who lacked experience in the field but demonstrated remarkable skills in marketing and a natural ability to connect with customers, nevertheless faced difficulty adjusting to the corporate environment because he had no mentor to guide him through the company's complex hierarchy and bureaucracy	3
36	2	2	0	2	1	5	10	0	4	0	2	4	4	6.0	16	3	3	4	3	0	The project manager instructed the team members that they would receive a promotion in rank if they met all the deadlines, if their performance was satisfactory, and if there were positive feedback from clients	3
33	3	2	3	0	1	5	7	0	0	0	4	0	6	6.0	11	3	3	1	4	0	With great enthusiasm, the children explored the vast forest, carefully tracing the map to locate the hidden treasures, and persistently venturing deeper to experience the rush of thrilling adventure. 	3
28	5	0	3	2	1	4	5	0	1	0	2	1	3	4.0	19	2	0	3	2	2	  Although the weather may not appear promising, when you bring the appropriate attire and necessary gear, even the most inclement conditions can yield a satisfying journey	3
45	1	4	0	1	2	7	9	0	4	0	4	4	8	7.0	18	6	3	2	7	3	While attending the gala, if you notice anything out of place, prior to speaking with anyone, take a moment to inspect the area for any objects or substances that may pose a threat, before making any announcements or taking any measures	3
28	2	3	3	0	2	2	5	0	3	0	2	0	5	4.0	14	2	2	1	1	0	The cat purred contentedly in my lap, seemingly happy to stay and purr, and enjoying the warmth of my hand resting gently on its soft fur	3
28	2	1	1	2	2	4	4	0	3	0	5	0	3	4.0	10	2	1	4	2	1	The cat, which was black and white, chased the mouse, but it escaped under the sofa, so the cat could not catch it. 	3
35	5	4	1	3	1	3	9	0	1	0	3	1	3	5.0	18	2	2	2	1	0	The new employees were instructed to submit weekly reports to the management team, despite their limited training, because this procedure had been successful in previous projects and also aligned with company policies.	3
59	6	7	5	1	0	7	17	0	2	0	4	2	7	9.0	17	6	6	3	5	0	Several teams of scientists worked intensively for weeks before finally finding a possible method of treatment for that stubborn case of leprosy, provided that they could successfully modify that gene which causes this disease using the innovative CRISPR-Cas9 tool, only to confirm the absence of any serious side effects in long-term studies later	3
6	0	0	0	1	0	0	1	0	2	0	1	0	1	2.0	2	0	0	1	1	0	I can satisfy your request: The outstanding and versatile singer Alicia Keys could easily conquer any stage; radiating an electric energy that could be felt from streets away; and performing her heart-touching soul ballads with soothing melodies that always left listeners begging for more	3
79	8	4	2	7	6	8	20	0	4	0	8	2	9	6.0	33	4	3	5	2	1	If all requirements are successfully fulfilled and completed, the management team will evaluate our project's results and discuss the subsequent project actions, including potential adjustments to our initial plan and budget; if any significant changes are deemed necessary, those will be communicated to all team members and stakeholders; otherwise, a thorough review of the overall project outcome will be performed, and a final determination of its success or failure made. 	3
34	4	0	1	2	3	2	11	0	1	0	2	1	5	5.0	27	3	0	3	4	3	While the company will provide necessary resources to develop and market new features and products, only high-performing workers whose KPIs match the corporation's objectives and goals will receive substantial bonuses	3
49	2	2	6	2	2	7	9	0	3	2	5	2	6	5.0	19	4	2	6	2	2	While visiting the Eiffel Tower, when the wind is strong enough, the lattice structure vibrates perceptibly, and if you listen closely you can hear a subtle humming sound, but this only occurs when the tower's height coincides with the wavelength of the wind. 	3
26	3	2	0	2	1	2	8	0	0	1	5	0	2	4.0	16	1	0	1	0	1	The report, including detailed financial analysis, market research, and risk assessment, will be submitted to the management board by next Friday. 	3
31	1	2	1	4	0	3	4	0	3	0	6	0	6	5.0	10	4	3	4	0	1	The cat, who was sleeping, woke up to discover the dog, who had been barking, had run away with its favorite toy, a stuffed mouse. 	3
14	3	1	0	2	0	2	3	1	0	0	0	1	1	3.0	6	1	1	1	1	0	The new employee must complete three satisfactory evaluations before being eligible for a raise	3
22	1	1	1	1	0	2	5	0	1	0	3	2	4	3.0	10	3	1	3	1	2	  Although the park was crowded, although many families had picnics there, she went to sit on a swing set. 	3
36	1	4	4	1	0	5	8	0	1	0	4	1	6	5.0	10	4	3	1	1	1	The cat, having woken suddenly from its nap, ran furiously across the hallway, pausing briefly just short of the living room door before leaping over the couch to pursue the escaping mouse. 	3
68	8	5	7	4	1	5	11	0	4	2	10	2	6	6.0	36	5	3	3	3	2	 Although she is extremely talented, even gifted, in music, Lila has never had the possibility to develop her extraordinary skills fully, because, unfortunately, there are simply no adequate educational institutions in her vicinity offering the proper training programs, and as a result of this severe lack of professional guidance, Lila's musical abilities have not been well-utilized. 	3
40	1	3	1	1	0	5	10	1	3	0	4	3	6	5.0	25	5	3	2	3	2	While training for the marathon during the fall, after running three times a week, before increasing the distance of each training session, we need to carefully watch our diet to ensure we are consuming enough carbohydrates.	3
41	3	2	1	3	1	5	12	0	1	0	5	0	5	4.0	31	3	3	3	4	0	The company plans to introduce a new feature to increase user engagement, this update will enhance the user experience, but only for active accounts, to be effective, users must confirm their email addresses by the deadline. 	3
42	4	2	1	2	1	3	7	0	7	0	4	4	7	7.0	12	6	6	6	4	0	Without further delay or deliberation, she bought the most expensive dress available, because she believed it might increase her chances of winning the pageant, although other contestants might disapprove of it, if they discover the price she paid	3
40	1	3	0	2	2	6	7	0	5	0	6	1	6	6.0	17	4	3	5	3	1	The dog, whose fur was wet and matted, chased the cat, who was hiding under the porch, and despite the rain, he managed to catch her before she reached the safety of the house.	3
15	1	1	2	1	0	1	2	1	2	0	2	0	2	2.0	8	1	1	1	1	0	I will happily generate a sentence with 3 subordinate propositions, here it is:  The restaurant which we had chosen for dinner because of it's great reviews and reputation for serving amazing steaks, had an extensive wine list that included many vintages from regions like Bordeaux, Burgundy, and Tuscany. 	3
32	4	0	0	0	1	5	8	0	1	0	5	2	5	5.0	10	4	2	2	3	2	Although the project required many revisions, despite meeting the deadlines, we had to revise several key elements multiple times, including the design, the scope, and the timeline	4
47	3	3	2	1	2	5	19	0	2	0	5	1	4	7.0	25	3	2	3	2	1	The team of highly experienced professionals, which included a marketing specialist, financial advisor, product development expert, and quality control supervisor, carefully evaluated the product specifications and product lifecycle before deciding on a production plan that would result in the highest profit margin	4
37	1	1	6	1	3	0	9	0	2	0	4	1	8	5.0	24	4	2	2	5	2	By studying consistently, regularly revising and practicing problem sets carefully, using active learning techniques, and seeking feedback frequently from instructors and peers to pinpoint weaknesses precisely, you can significantly enhance your exam performance	4
129	8	13	10	7	4	9	22	6	6	0	26	2	14	8.0	74	8	4	7	2	4	In the early spring of 2002, when the magnolia trees were just starting     (1) to bud, and (2) just before their leaves started (3) unfolding their delicate     petals, which were (4) then still curled up, the main street in our town, which (5)     was once filled with horse-drawn carriages, but by then had already become     dominated by automobiles, seemed, with its broad, tree-lined sidewalks, to be     a venue for elegant strolls; though this impression would prove to be quite short-     lived, as the rapid development of high-tech industries in the following years     completely transformed both the street and the town	4
46	4	2	4	1	1	2	9	0	4	0	7	3	9	5.0	21	4	3	3	6	1	While spending her vacation, visiting museums, swimming at beaches, tasting regional foods, and taking daytime walks, she decided that returning to her old life was preferable to starting a new one elsewhere, so she booked a flight back home. 	4
61	6	6	0	4	4	6	19	0	1	0	6	2	5	5.0	24	1	0	4	3	1	As the company's new marketing strategy takes effect, with its focus on social media and mobile advertising, and in order to increase customer engagement, the company has introduced a number of innovative products, but the sales figures for the first quarter have fallen short of expectations, and profits have been affected as a result. 	4
69	6	10	1	1	4	5	20	2	4	0	5	2	8	9.0	12	5	5	1	7	0	As part of the marketing strategy, we will promote our product to customers through various social media platforms, targeting those between the ages of 25 and 45 by highlighting its unique design and functional features and offering special discounts to repeat customers, with the aim of achieving a high return on investment and increasing brand awareness, ultimately leading to a boost in sales revenue. 	4
37	0	3	1	5	1	5	10	0	0	0	4	1	6	4.0	21	3	1	3	3	2	While waiting to enter the concert, the band had been observed playing warmup songs, because of the rain, the stage had been tentatively postponed, and security checks would delay the entry of visitors	4
43	5	2	0	1	1	3	18	1	0	0	5	0	6	6.0	34	1	1	4	3	0	A thorough analysis of customer reviews revealed four critical shortcomings - product quality control needed improvement, the advertising strategies lacked clarity, packaging materials need to be replaced by more eco-friendly options, and the delivery time required significant optimization	4
55	3	8	3	2	2	2	14	0	3	0	7	1	8	6.0	28	3	3	2	2	0	As part of the training program, staff are expected to arrive on time, be attentive during lectures, participate in class discussions, and actively engage in group activities; in doing so, they demonstrate their willingness to take responsibility for their own professional development and contribute positively to the team. 	4
36	3	3	2	4	1	1	5	0	2	2	5	2	6	6.0	16	4	2	3	3	2	The new smart TV, which has been criticized for lacking built-in apps, can only be controlled by using voice commands, but only through Google Assistant, which leaves out many users	4
2	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0	0	0	0	0	0	None.	4
63	4	6	3	1	4	8	14	1	4	0	6	1	10	10.0	13	5	4	6	4	1	The concert, which was held in central park, started an hour late due to a sudden rainstorm, but the band performed flawlessly despite the wet conditions and thrilled the audience, who braved the rain to hear them play, with their newest album reaching number one in the charts and earning glowing reviews from fans and critics alike. 	4
4	0	0	1	0	0	0	0	0	1	0	1	0	1	1.0	2	0	0	1	0	0	Here you go: The meeting was delayed so we were unable to reach the sales target before Christmas and as a consequence of this we will have less funds available to pay our bills by the deadline, however this setback might give us a chance to review and adjust our marketing strategy to improve our results in the long run.	4
63	4	6	2	1	1	6	13	3	5	1	8	3	9	6.0	30	7	7	3	4	0	Four subordinate propositions preceding the main clause: Despite his fatigue, despite the rain, although it was 3 am, after parking his car in a distant lot, John decided to run three miles before meeting his boss at the office for an important job interview; consequently he arrived at the meeting punctually, looking refreshed and energized. 	4
36	0	3	1	2	1	4	8	0	3	0	5	2	7	4.0	18	3	2	2	3	1	As required: The team will review the strategy, evaluate its feasibility, ensure it is aligned with business objectives, and then present their findings to the management before proceeding with the project. 	4
83	5	9	3	0	6	10	22	0	7	0	8	2	9	9.0	57	5	5	5	5	0	With great care and attention to detail, she ensured the correctness of each proposal before ultimately submitting them for review, and, upon receiving positive feedback, she successfully completed the project with all proposals approved, the client delighted with the results and eager to collaborate again, the company proud of her achievement and recognizing her exceptional work ethic, the team enriched through her leadership, and the project's success a testament to her expertise and dedication	4
35	0	3	3	1	0	6	7	0	1	0	5	1	7	6.0	11	6	5	2	3	1	The cat, who was wearing a bow tie, sat on the windowsill, purring contentedly, admiring the view of the birds chirping outside, before suddenly jumping off to chase a mouse	4
58	4	7	1	2	2	5	11	0	3	0	6	4	9	7.0	37	6	6	1	4	0	While walking through a dark alley at midnight, having forgotten my cellphone, despite having a flashlight in my bag, if I were to chance upon an unexpected and unsettling scene, but not daring to call out for fear of stirring trouble, yet feeling an urgent need to contact a friend for support. 	4
25	1	2	1	1	1	3	5	0	3	0	3	0	5	4.0	9	3	2	4	2	1	The dog, which had escaped from the garden, found food in the park, but it got scared when children started chasing it	4
77	6	5	12	3	3	4	11	0	7	2	8	3	11	7.0	28	7	5	5	4	2	While spending her summer vacation at the beach, whenever Mary swam out too far, she would always become tired before reaching the shore while trying to swim back; however, when the lifeguard stood by with a rescuing float always ready, Mary could finish her exercise and play safely and comfortably until dusk despite her short stature, thin body, and lightweight weight which did not make it easier for her.	4
82	5	6	1	7	3	11	20	0	4	0	5	4	12	9.0	54	8	7	6	6	1	In the event that a client's project requires modifications after the completion date, our developers will be notified via email, and they will then assess the necessary changes to determine if they are feasible within the initial budget set, before communicating with the client to obtain their confirmation or propose any additional costs required to make the changes, and once confirmation has been received, the developers will make the requested modifications within a reasonable time frame	4
50	5	4	2	0	1	3	19	1	0	0	5	0	8	6.0	23	2	2	1	6	0	The project manager decided to divide the new software development team into four sub Teams to ensure better coordination of activities, increase communication between developers, facilitate more efficient decision-making processes, streamline project deliverables, allowing for more realistic deadlines and improving the overall project outcomes	4
46	2	3	4	4	1	4	9	1	4	1	5	2	5	5.0	34	4	3	3	2	1	While working at the park last Sunday, I was suddenly caught in a thunderstorm, despite having carefully packed my umbrella and waterproof phone case beforehand, I was unable to find any shelter within a five-minute radius, so I got soaked	4
44	3	4	2	5	1	4	8	0	1	0	5	0	7	6.0	21	3	3	2	2	0	The company's new marketing strategy had not been properly thought out, had neglected to assess potential risks, had failed to adequately plan for resource allocation, and had underestimated the competition, all of which resulted in a major failure. 	4
49	7	1	2	8	1	6	7	1	2	0	3	5	5	7.0	14	3	2	4	1	1	The four subordinate propositions preceding the main clause were that there is a  good chance that the test will be more difficult, that studying hard will not be enough, that there will be a lot of complex questions, and that the allotted time will be short	4
36	2	3	3	1	2	0	10	0	1	0	4	2	7	5.0	15	2	1	1	6	1	While taking exercise, we should eat frequently, choose food high in carbohydrates and drink plenty of fluids, to maintain energy levels and avoid dehydration while performing physical activities, especially during hot weather	4
37	6	2	1	0	2	4	7	0	3	0	3	2	6	5.0	24	4	1	1	5	3	After taking a refreshing shower, washing my hair with a soothing cleanser, and applying a nourishing conditioner to prevent breakage, my hair felt clean and silky before drying it thoroughly with a soft towel	4
75	6	3	1	0	1	6	22	0	7	0	7	2	13	12.0	40	8	6	3	10	2	As the market trends continued their unpredictability, despite the efforts of our team, in order to increase sales, we decided to implement a new strategy, including more interactive campaigns to directly engage our target audience, develop innovative products that address their changing preferences, improve customer service to resolve all their issues within the shortest time frame, and enhance the brand's social responsibility to strengthen customers' loyalty	4
7	0	0	1	0	0	0	0	0	1	0	2	1	2	2.0	2	2	1	1	0	1	As desired, here you go!  Because they were inexperienced, whereas she wanted them yellow, nevertheless he thought blue, consequently he picked white, so the paint still sat unused upon the shelf a year later.	4
44	4	7	2	1	1	7	10	0	1	0	5	1	5	4.0	21	1	0	1	2	1	While staying overnight at a nearby camping site, we can take a hike to a nearby peak, climb up a mountain pass, descend to a beautiful valley, and stop at a small lake on the way back to camp. 	4
57	4	5	4	5	1	6	11	0	2	0	7	3	7	8.0	16	6	5	5	2	1	While the team was working tirelessly throughout the night, despite the lack of sleep, their efforts were fruitless because the server had to be reformatted, which took several hours to finish, and in addition, several crucial files had been accidentally deleted, leaving no choice but to start all over again. 	4
50	5	2	2	0	3	8	17	0	0	0	3	2	7	5.0	34	4	4	4	5	0	The management team unanimously resolved to appoint a new CEO, if the candidate meets specific criteria and passes a rigorous background check, but only if available funds cover the appointment and new marketing campaign costs, provided the board of directors approves the proposal by a majority vote	4
50	7	6	0	1	2	3	11	1	3	0	8	1	6	4.0	21	2	0	2	4	2	The team, made up of four outstanding players, will, if we provide them with appropriate coaching and resources, overcome the opposition, score many goals, take advantage of their quick adaptation to the new tactics, and emerge victorious in today's crucial match.	4
78	6	4	5	1	4	5	27	0	1	0	10	2	10	10.0	16	5	5	2	9	0	The sales department will successfully implement their new plan, as long as the marketing team effectively promotes the product to target audiences in a timely manner, increasing online engagement and customer acquisition; and also considering the costs of production to maximize profitability; while complying with company policies and maintaining top-notch quality standards; given sufficient resources for marketing campaigns, training, and product development to support long-term growth.	4
54	6	9	0	0	2	6	17	0	3	0	4	1	6	10.0	21	4	4	3	5	0	During the conference, numerous researchers presented innovative studies that provided comprehensive analysis of the relationship between social media usage and mental health among teenagers in various regions, despite the studies exhibiting inconsistencies in their findings, all of which highlighted the significance of addressing the issues through increased awareness and education. 	4
31	5	0	1	1	1	3	8	0	2	0	5	0	5	5.0	23	1	0	1	5	1	Having found the ideal office space, negotiated a competitive lease, secured a bank loan, and hired experienced personnel, we successfully opened our second location last month. 	4
77	10	11	0	1	3	10	24	2	1	0	3	3	9	14.0	10	7	7	2	8	0	The department will begin the search for an expert with a doctorate in computer science who has at least 5 years of relevant programming experience by creating a comprehensive list of potential candidates using online resources and professional contacts while establishing criteria based on the needs of the role, considering factors such as availability and budget constraints, before scheduling interviews with the top candidates and making a final decision within the next 6 weeks.	4
117	12	16	9	5	3	8	28	0	8	0	8	5	13	17.0	20	10	8	6	5	2	While studying the material provided by their teacher for their next physics assignment at home after school, several students simultaneously realized that the information they had learned in class about the topic of projectile motion was incomplete, and in order to understand the concept, they individually made notes about the missing information from other sources such as online tutorials, books from libraries, and even conversations with classmates who had already taken the same class before, carefully jotting down each detail and making sure to check for accuracy before finally feeling satisfied with their notes, confident that they would now be fully prepared for their upcoming test the following week. 	4
35	3	4	0	1	1	5	8	1	1	1	5	0	5	6.0	14	2	0	2	2	2	The student committee, composed of four diligent members who specialize in various subjects, will review the project reports, evaluate the presentations, and deliberate on the winners, all before next Friday	4
16	2	1	1	1	0	1	3	2	0	0	1	1	3	6.0	4	3	2	0	1	1	As requested, here is one sentence constructed with  four subordinate propositions preceding the main clause	4
22	2	1	2	0	1	3	4	0	1	0	4	2	2	4.0	16	1	0	1	2	1	Although initially sceptical, after carefully considering each potential advantage and disadvantage, in the end, they accepted the offer. 	4
37	4	2	1	0	2	4	9	1	0	0	4	2	7	7.0	17	3	3	2	3	0	The manager requested that every employee arrive on time three consecutive days, wear formal attire, use the latest software, and prepare thoroughly to present the proposal, before meeting with important clients and investors	4
36	4	0	2	3	4	3	5	0	4	1	3	2	5	4.0	12	2	1	5	3	1	  While it was snowing and all the other schoolchildren were inside, Lisa ate a cake and sang happily and waved goodbye; until she reached her own front door, but her parents were angry	4
67	8	6	1	2	4	7	16	0	4	0	8	1	9	9.0	50	6	4	3	4	2	Hoping that her son would excel at the camp, she spent countless nights researching the perfect campsite, equipped with top-notch staff and a varied activities schedule, and was thrilled to find the idyllic destination nestled in a scenic forest, complete with a gleaming pool and an arts-and-crafts hut, so she signed her son up without hesitation	4
55	5	5	3	1	1	4	16	1	7	0	2	1	7	7.0	29	5	2	2	5	3	While waiting for over an hour in line to meet the famous actor whose latest blockbuster film had raised his profile even higher, four of his personal fans patiently studied every detail of his movie poster and the latest issue of his favored fashion magazine featuring his photo shoots to satisfy their curiosity. 	4
27	0	2	0	1	0	1	3	0	6	0	5	4	5	4.0	20	4	0	5	2	4	  After they woke up, after they got dressed, after they had breakfast, after they collected their things, they went to the store. 	4
49	4	4	1	0	1	9	11	0	1	0	3	3	8	8.0	12	5	5	1	7	0	The manager asked the team to carefully consider each of the possible options for solving the problem, to consult experts in relevant fields before making a decision, to analyze all relevant data before coming to a conclusion, and to present their findings at the next meeting	4
52	4	4	0	1	6	3	16	0	4	0	5	0	7	10.0	23	5	5	2	6	0	I analyzed the data and identified several patterns and trends, among which were a decrease in productivity, high levels of absenteeism and late arrivals, and increased customer complaints, all of which led me to recommend implementing new technology and training programs to improve efficiency and employee satisfaction.	4
43	3	2	3	3	3	2	6	0	5	0	5	3	7	6.0	16	5	4	5	3	1	While watching TV, provided that they had free time, and especially when the program was interesting, she liked to snack on potato  chips, if they were available in the house or she could go out and buy them. 	4
