n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	VERB_constraint
23	2	0	2	2	2	4	3	1	0	3	0	1	3	2	1	2	0	6.0	2	8	 The company is notorious for its lack of transparency and frequently misleads its customers, ultimately leaving them feeling helpless and frustrated..	5
29	0	0	4	1	1	4	4	3	0	4	1	2	3	3	4	3	0	5.0	3	12	**The company offered to buy me a new tile for free, but they want five times the price, which I don't think is fair.**	5
25	2	2	2	1	1	3	4	2	0	4	1	2	1	3	4	3	0	4.0	3	13	 I feel like I was duped into pulling out a tile and now they want 5 TIMES the price, which is totally unacceptable.	5
27	3	0	2	2	2	5	5	0	0	2	0	2	4	1	2	3	0	3.0	1	15	My boss is always giving me extra work and often takes away my overtime pay, so I am frustrated and unhappy with my current position.	5
25	1	1	2	2	3	2	5	0	2	5	0	1	1	1	3	2	0	5.0	1	8	We appreciate and trust Scott Larson, and we know that he will always take good care of us and listen to our needs.	5
16	1	0	2	0	0	1	3	0	1	5	0	0	0	4	2	2	0	5.0	4	4	Richard - please let me know what we need to do next to file suit.	5
19	0	0	2	3	0	6	0	5	0	2	0	0	1	1	1	2	0	4.0	1	8	 The museum exhibits showcase the vibrant history of the city, attracting visitors from all around the world.	5
22	1	0	2	2	2	4	2	2	0	2	0	2	2	1	3	0	0	5.0	1	8	The company employees are dishonest and rude, and I haven't heard the truth come out of their mouths yet.	5
21	2	0	2	0	0	4	2	4	0	4	0	1	2	1	3	3	0	5.0	1	8	The provided text describes a complex situation, therefore I have generated a sentence that best summarizes the key elements.	5
20	2	0	2	1	1	2	5	0	0	3	0	2	1	1	3	2	0	3.0	1	12	My neighbor accidentally spilled coffee on me and I'm furious, so I'm going to sue him.	5
28	2	0	2	2	2	7	1	2	0	4	0	2	2	3	2	1	0	6.0	3	6	The customer service representatives at this company are unreliable and unhelpful, often refusing to listen to customer concerns and frequently making promises that are not kept.	5
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	2.0	1	2	The sentence generated is: There are a couple decent people working there, but the rest are VERY dishonest, as well as rude, I have yet to hear the truth come out of their mouths.	5
33	1	1	4	3	3	4	4	1	2	6	1	2	1	1	3	2	1	5.0	2	6	"The sentence generated with 5 verbs is: ""We trust and appreciate Scott Larson and know that he will always take good care of us and listen to our needs!"""	5
16	1	0	2	0	0	1	3	0	1	5	0	0	0	4	2	2	0	5.0	4	4	 Richard - please let me know what we need to do next to file suit.	5
38	3	0	5	4	1	8	1	6	0	6	0	0	3	2	1	5	0	5.0	2	25	The chef expertly prepared the succulent dish, plated meticulously, provided detailed instructions on how to eat it, offered a complimentary glass of water, and presented the meal to the customer with a smile.	5
32	2	1	3	0	2	4	4	3	0	6	0	1	4	3	3	2	0	7.0	3	13	The painting looks beautiful, and the artist completed it very quickly, but there are a few minor imperfections that need to be fixed in order to make it perfect.	5
34	4	0	5	2	2	3	8	2	0	7	0	1	0	4	3	5	0	6.0	4	11	I was a writer, and she always liked my writings, so I was like, let's just get both of our things together, and let's get this done.	7
33	0	0	6	1	2	8	0	3	1	7	0	0	1	1	2	3	0	6.0	1	9	"Country has an Independent strategy = NASA & company to use ""Numero Uno"" strategy, try to assert, beat, mesh and control the space program of the country."	7
14	0	0	1	1	0	2	2	2	0	4	0	2	0	0	3	1	2	4.0	2	8	All respondents who indicated they were discriminated against were asked the following question.	7
36	0	0	8	1	2	7	0	4	3	7	0	0	1	1	2	3	0	6.0	1	9	"""The country has an independent strategy = NASA & company to use ""Numero Uno"" strategy, try to assert, beat, mesh and control the space program of the country."""	7
29	0	0	5	4	1	6	4	4	0	5	0	0	0	0	1	5	0	3.0	0	21	 The chef cooked the pasta, seasoned it with herbs, topped it with cheese, baked it in the oven, and served it to the guests.	7
25	2	0	3	2	1	7	0	4	0	4	0	1	1	3	2	2	0	5.0	3	12	The chef meticulously prepared a succulent feast, meticulously plated each dish with precision, ensuring the food was presented with elegance and grace.	7
33	0	0	6	1	2	8	0	3	1	7	0	0	1	1	2	3	0	6.0	1	9	"Country has an Independent strategy = NASA & company to use ""Numero Uno"" strategy, try to assert, beat, mesh and control the space program of the country."	7
14	0	0	1	1	0	2	2	2	0	4	0	2	0	0	3	1	2	4.0	2	8	All respondents who indicated they were discriminated against were asked the following question.	7
14	0	0	1	1	0	2	2	2	0	4	0	2	0	0	3	1	2	4.0	2	8	All respondents who indicated they were discriminated against were asked the following question.	7
14	0	0	1	1	0	2	2	2	0	4	0	2	0	0	3	1	2	4.0	2	8	All respondents who indicated they were discriminated against were asked the following question.	7
32	4	0	4	3	1	4	4	3	0	7	0	2	0	0	5	1	4	5.0	4	26	All respondents who indicated they were discriminated against — specifically, those who responded with sometimes or often to the perceived discrimination measure described above — were asked the following question.	7
27	0	0	4	3	1	7	0	8	0	3	0	0	1	0	1	3	0	4.0	0	15	The dog chased the cat up the tree, chased the cat down the tree, and climbed the tree, all in a single bound.	7
33	0	0	6	1	2	8	0	3	1	7	0	0	1	1	2	3	0	6.0	1	9	"Country has an Independent strategy = NASA & company to use ""Numero Uno"" strategy, try to assert, beat, mesh and control the space program of the country."	7
34	0	0	6	1	2	7	0	4	2	7	0	0	1	1	2	3	0	6.0	1	9	" The country has an Independent strategy = NASA & company to use ""Numero Uno"" strategy, try to assert, beat, mesh and control the space program of the country."	7
25	1	0	4	4	1	5	1	5	0	4	0	0	0	1	2	1	0	5.0	1	11	The dog chased the cat up the tree, climbed down, and ran to the park, where it played with the children.	7
27	0	0	2	4	1	7	3	5	0	2	0	1	2	1	3	1	0	7.0	1	9	The writer was a master of her craft, and her unique style resulted in a collection of compelling tales that captivated the hearts of all.	7
35	0	0	7	4	1	8	0	8	0	7	0	0	0	1	1	3	0	3.0	1	29	The cat jumped onto the table, climbed the curtains, danced around the room, played with the dog, slept on the rug, wrote a story, and ate a banana.	7
14	0	0	1	1	0	2	2	2	0	4	0	2	0	0	3	1	2	4.0	2	8	All respondents who indicated they were discriminated against were asked the following question.	7
39	0	1	2	5	2	11	1	5	1	6	0	0	4	4	2	3	0	8.0	4	11	The young elk in Yellowstone used to browse unmolested on young aspen and willow growing near the banks of streams, a behavior that prevented the saplings from reaching mature stages and increased the possibility of soil erosion.	7
33	4	0	5	2	2	2	8	1	0	8	0	1	0	4	3	5	0	6.0	4	11	 I was writing, and she always liked my writings, so I was like, let's just get both of our things together, and let's get this done.	7
32	4	0	4	3	1	4	4	3	0	7	0	2	0	0	5	1	4	5.0	4	26	All respondents who indicated they were discriminated against — specifically, those who responded with sometimes or often to the perceived discrimination measure described above — were asked the following question.	7
33	4	0	5	1	2	3	6	2	0	7	0	2	0	3	3	4	0	5.0	3	13	The writer was inspired, and her writings always liked, so she was like, let's just get both of our things together, and let's get this done.	7
25	1	0	5	2	1	6	1	4	0	3	0	1	1	0	2	2	1	5.0	1	14	**The astronaut who was on the space mission, successfully landed on the asteroid, retrieved valuable samples, and completed the mission.**	7
14	0	0	1	1	0	2	2	2	0	4	0	2	0	0	3	1	2	4.0	2	8	All respondents who indicated they were discriminated against were asked the following question.	7
39	1	0	8	2	1	10	0	9	0	7	0	1	0	1	1	7	0	7.0	1	21	The chef was expertly chopping vegetables, stirring the pot, seasoning the meat, baking the bread, frosting the cake, carving the roast, and arranging the flowers, all in preparation for the party.	7
37	0	1	2	4	2	11	1	5	0	6	0	0	4	4	2	3	0	8.0	4	11	The young elk used to browse unmolested on young aspen and willow growing near the banks of streams, a behavior that prevented the saplings from reaching mature stages and increased the possibility of soil erosion.	7
35	0	0	7	4	1	8	0	8	0	7	0	0	0	1	1	3	0	3.0	1	29	The cat walked across the rainbow, chased the butterfly, leaped onto the fence, climbed down the tree, swam in the ocean, painted a picture, and read a book.	7
34	4	0	5	2	2	3	8	2	0	7	0	1	0	4	3	5	0	6.0	4	11	I was a writer, and she always liked my writings, so I was like, let's just get both of our things together, and let's get this done.	7
14	0	0	1	1	0	2	2	2	0	4	0	2	0	0	3	1	2	4.0	2	8	 All respondents who indicated they were discriminated against were asked the following question.	7
30	0	0	5	0	3	6	2	5	0	7	0	1	1	2	3	4	1	6.0	3	7	The hikers who were climbing the mountain path encountered a bear, and the bear roared, chased, and attacked the hikers, leaving them injured and terrified.	7
31	4	0	3	3	1	4	4	3	0	7	0	2	0	0	4	1	4	6.0	4	25	All respondents who indicated they were discriminated against, specifically those who responded with sometimes or often to the perceived discrimination measure described above, were asked the following question.	7
33	4	0	3	4	0	10	1	6	0	4	0	0	0	2	2	2	0	7.0	2	12	The painter meticulously painted a picture of a parrot with a parrot's brightly colored plumage, displayed prominently on the living room wall, where it attracted a flock of admirers.	7
33	0	0	6	1	2	8	0	3	1	7	0	0	1	1	2	3	0	6.0	1	9	"Country has an Independent strategy = NASA & company to use ""Numero Uno"" strategy, try to assert, beat, mesh and control the space program of the country."	7
33	0	0	6	1	2	8	0	3	1	7	0	0	1	1	2	3	0	6.0	1	9	"Country has an Independent strategy = NASA & company to use ""Numero Uno"" strategy, try to assert, beat, mesh and control the space program of the country."	7
24	2	2	3	1	1	5	0	4	0	5	0	1	0	2	1	3	1	4.0	3	7	The astronaut, bearing a slingshot, was tasked with controlling the spaceship and effortlessly navigating through the cosmos while conducting experiments onboard.	7
33	1	2	3	1	0	7	1	3	0	6	0	2	5	3	2	3	1	5.0	4	12	The astronaut, whose primary occupation is to conduct scientific experiments, was tasked with deploying a robotic arm to repair a damaged space telescope while simultaneously grappling with complex scientific equations.	7
25	0	1	2	3	1	6	1	3	0	4	0	1	3	2	1	3	0	6.0	2	5	 The young saplings near the stream were browsed upon unmolested, preventing them from reaching mature stages and increasing the risk of soil erosion.	7
23	1	0	3	1	1	5	0	5	0	3	0	0	4	0	1	3	0	3.0	0	11	The chef carefully prepared the delicious feast, plated the mouthwatering entrees, and presented the delightful course to the delighted diners.	7
33	0	0	6	1	2	8	0	3	1	7	0	0	1	1	2	3	0	6.0	1	9	"Country has an Independent strategy = NASA & company to use ""Numero Uno"" strategy, try to assert, beat, mesh and control the space program of the country."	7
31	4	0	3	3	1	4	4	3	0	7	0	2	0	0	4	1	4	6.0	4	25	 All respondents who indicated they were discriminated against, specifically those who responded with sometimes or often to the perceived discrimination measure described above, were asked the following question.	7
24	0	0	5	2	1	6	0	4	0	3	0	0	3	1	2	1	0	5.0	1	10	" ""The quick brown fox jumps over the sleeping dogs, and the lazy cat stretches, creating a symphony of sounds."""	7
14	0	0	1	1	0	2	2	2	0	4	0	2	0	0	3	1	2	4.0	2	8	All respondents who indicated they were discriminated against were asked the following question.	7
14	0	0	1	1	0	2	2	2	0	4	0	2	0	0	3	1	2	4.0	2	8	All respondents who indicated they were discriminated against were asked the following question.	7
14	0	0	1	1	0	2	2	2	0	4	0	2	0	0	3	1	2	4.0	2	8	All respondents who indicated they were discriminated against were asked the following question.	7
29	0	0	4	2	1	7	1	6	0	5	0	2	0	2	2	3	0	7.0	2	9	The astronaut was asked to deploy the equipment, install the modules, and oversee the operations of the spacecraft, which was controlled by a computer system.	7
31	4	0	3	3	1	4	4	3	0	7	0	2	0	0	4	1	4	6.0	4	25	 All respondents who indicated they were discriminated against, specifically those who responded with sometimes or often to the perceived discrimination measure described above, were asked the following question.	7
18	0	0	1	2	0	3	2	2	0	5	0	2	0	1	3	1	2	4.0	3	8	The astronauts who indicated they were discriminated against were asked to provide information about the alleged incidents.	7
28	0	1	4	1	1	8	1	5	0	4	0	3	0	2	4	2	0	6.0	2	13	The chef was cooking, while the baker was kneading dough, and the waitress was serving customers, a symphony of activity that filled the restaurant.	7
39	0	1	2	5	2	11	1	5	1	6	0	0	4	4	2	3	0	8.0	4	11	 The young elk in Yellowstone used to browse unmolested on young aspen and willow growing near the banks of streams, a behavior that prevented the saplings from reaching mature stages and increased the possibility of soil erosion.	7
22	1	0	3	1	1	6	2	4	0	2	0	1	1	1	2	2	0	4.0	1	9	The writer was a master of their craft, and their writings always captivated the audience, leaving an indelible impression.	7
