n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADJ_constraint
17	0	0	4	1	1	7	0	2	0	1	0	0	1	0	1	0	0	4.0	0	9	The emerald, sapphire, crimson, and amber dress sparkled under the warm summer sun.	4
18	0	0	4	1	0	3	0	3	0	0	0	1	6	0	1	0	0	2.0	0	9	The fragrant, glittering, antique, colorful antique tapestry was a stunning sight at the museum.	4
24	0	0	3	3	1	6	0	3	0	3	0	0	5	0	1	1	1	5.0	1	12	The emerald velvet couch, adorned with silken cushions and draped in mahogany lace, provided a comfortable refuge for the weary traveler.	4
15	0	0	4	1	1	6	0	2	0	1	0	0	0	0	1	0	0	4.0	0	9	The emerald, crimson, antique, and sapphire dress sparkled under the moonlight.	4
22	1	0	5	2	1	3	0	3	0	1	0	0	6	0	1	0	0	4.0	0	9	The vibrant, pristine, intricate, and ethereal garden contrasted vividly with the weathered, crumbling landscape of the desert.	4
17	0	0	4	1	1	3	0	2	0	0	0	1	5	0	1	0	0	4.0	0	9	The vibrant, emerald, shimmering, and textured tapestry was a masterpiece of intricate craftsmanship.	4
26	0	0	4	3	1	8	0	3	0	5	0	0	2	1	1	2	1	4.0	2	9	The emerald silk dress, adorned with shimmering gold embroidery, exuded an aura of vibrant purple and emerald, attracting admiring glances from all.	4
23	0	0	5	1	1	4	1	3	0	2	0	0	6	1	1	2	0	4.0	1	9	The fluffy, emerald, shimmering, and vibrant flower displayed a captivating aroma, filling the garden with its sweet scent.	4
25	0	0	4	3	1	5	0	4	0	1	0	1	6	0	1	0	1	4.0	1	9	The vibrant, shimmering, ancient, and intricate tapestry woven by skilled hands is a testament to the vibrant heritage of the region.	4
22	0	0	4	2	1	8	0	3	0	2	0	0	2	0	1	1	1	5.0	1	12	The emerald teapot filled with vibrant, crimson, lavender, and turquoise water painted a serene landscape across the table.	4
16	1	0	5	0	0	3	0	1	0	3	0	0	3	1	1	1	0	3.0	1	8	The cascading, vibrant, emerald, glistening waterfall roared angrily, attracting numerous tourists.	4
24	1	0	6	1	2	10	0	2	0	1	0	1	0	0	1	0	0	4.0	0	15	The meticulously crafted emerald, sapphire, ruby, turquoise, gold, and crimson garment was a sight of elegance and grace.	6
22	0	0	6	1	1	5	0	2	0	1	0	0	6	0	1	1	0	4.0	0	13	A vibrant, turquoise, emerald, crimson, antique, shimmering sea breeze carried the scent of lavender and honeysuckle.	6
25	0	0	8	1	0	3	0	3	0	2	0	0	8	0	1	1	0	3.0	0	14	The vibrant, colorful, fragrant, delicate, ornate, emerald-colored dress adorned the bride like a radiant, precious jewel.	6
22	0	0	1	3	1	7	0	2	0	3	0	1	4	0	1	0	1	5.0	1	13	The vibrant emerald dress adorned with shimmering silver sequins and adorned with glistening gold embroidery was perfect for the festive occasion.	6
21	0	0	6	1	1	2	0	2	0	1	0	1	7	0	1	0	0	4.0	0	14	A vibrant, melodic, surreal, emerald, luminous, iridescent and fragrant strawberry was gifted to the traveler.	6
21	0	0	6	1	1	3	0	2	0	1	0	0	7	0	1	1	0	4.0	0	13	The vibrant, emerald, shimmering, sapphire, ebony, and radiant garden held a variety of colorful flowers.	6
26	0	0	7	1	1	6	0	3	0	0	0	1	6	0	1	0	0	3.0	0	15	The radiant, glistening, emerald, sapphire, amber, and fiery-red painting was a testament to the artist's masterful skill.	6
27	0	0	6	2	2	5	1	3	0	1	0	1	6	0	1	0	1	4.0	1	13	The vibrant, exquisite, sparkling, pristine, luminous, and intricate tapestry woven by the weaver was a testament to her skill and passion.	6
28	0	0	2	4	1	7	3	3	0	3	0	0	5	2	1	2	0	4.0	2	11	The emerald tapestry of flowers in the vibrant garden captivated the onlookers with its intoxicating aroma and captivating beauty, making them marvel at its enchanting grace.	6
28	1	0	7	2	3	7	0	1	0	2	0	1	4	0	1	0	1	6.0	1	20	The intricately crafted emerald tapestry, woven in vibrant hues of crimson, sapphire, lavender, turquoise, and ruby, is both elegant and captivating.	6
42	1	1	7	3	0	11	0	6	0	6	0	0	7	2	2	2	1	4.0	3	17	The emerald garden, adorned with glistening sapphire flowers, housed a vibrant, crimson rose, contrasting the soft, silken purple petals of the lavender plant, while the blushing orange blossom bloomed effortlessly alongside the velvety crimson berries.	6
22	0	0	6	1	1	3	0	4	0	1	0	0	6	0	1	1	0	4.0	0	13	The iridescent, scarlet, emerald, vibrant, antique, and glittering dress made quite a statement on the runway.	6
28	0	0	7	3	1	10	0	5	0	2	0	0	0	1	1	1	0	4.0	1	13	The crimson, emerald, lavender, sapphire, turquoise, and sapphire dress sparkled in the moonlight, captivating the hearts of all at the ball.	6
26	0	0	8	1	1	5	0	2	0	2	0	0	7	0	1	1	1	6.0	1	18	The emerald teapot, filled with refreshing, sweet, fruity, vibrant, aromatic, and flavorful coffee, presented a delightful morning treat.	6
35	0	0	5	4	2	11	1	2	0	4	0	0	6	2	1	1	1	6.0	3	10	The emerald teapot adorned with sapphire and ruby carvings holds a fragrant jasmine brew in its delicate, ivory cup crafted from heirloom silver, adorned with intricate, antique, and exquisite designs.	6
23	0	0	6	2	1	4	0	3	0	1	0	0	6	0	1	1	0	4.0	0	13	The vibrant, luminous, ethereal, shimmering, antique, and pristine garden filled the senses with a sense of tranquility.	6
29	0	0	7	2	1	5	1	3	0	3	0	0	7	2	0	1	0	4.0	2	14	The vibrant, glistening, emerald, sapphire, iridescent, and ruby colored parrot perched on a lush green branch, delighting all with its charming personality.	6
29	0	0	7	2	0	6	0	4	0	1	0	0	9	0	1	1	0	3.0	0	12	The vibrant, iridescent, emerald, sapphire, silken, crimson tapestry of the evening sky mirrored the colorful, shimmering facade of the dazzling city lights.	6
23	0	0	7	0	1	3	0	3	0	2	0	0	7	1	1	2	0	4.0	1	13	A vibrant, colorful, sparkling, radiant, glossy, and aromatic perfume filled the air, leaving a lingering scent.	6
22	0	0	6	1	1	3	1	2	0	1	0	0	7	0	1	1	0	4.0	0	13	A vibrant, emerald, shimmering, glistening, iridescent, and ethereal flower adorned the garden with its captivating aroma.	6
26	0	0	6	0	2	12	0	2	0	1	0	0	3	0	1	1	0	4.0	0	17	The turquoise sweater, emerald pants, sapphire dress, scarlet earrings, golden locket, and crimson lipstick created a vibrant and dazzling ensemble.	6
27	0	0	7	1	1	5	1	4	0	2	0	0	6	1	1	2	0	4.0	1	13	A vibrant, luminous, fragrant, emerald, sapphire, and shimmering dress adorned the young woman, making her the centerpiece of the event.	6
27	0	0	7	1	0	4	1	4	0	2	0	0	8	1	1	2	0	4.0	1	12	A vibrant, shimmering, radiant, emerald, iridescent, turquoise dress adorned the young dancer, making her a captivating presence on the stage.	6
26	0	0	7	2	1	10	0	3	0	2	0	0	1	1	1	1	0	4.0	1	13	The emerald, sapphire, ruby, gold, emerald, and amethyst dress sparkled beneath the moonlight, creating a breathtaking display of color.	6
27	0	0	7	1	1	5	1	4	0	2	0	0	6	1	1	2	0	4.0	1	13	A vibrant, emerald, glistening, luminous, sapphire, and scarlet dress adorned the young woman, making her the star of the evening.	6
29	1	0	7	2	1	8	0	4	0	2	0	0	4	1	1	1	0	4.0	1	13	The crimson, sapphire, emerald, golden, vibrant, and ethereal gown danced gracefully across the emerald dance floor, captivating all eyes in the room.	6
22	1	0	6	1	1	3	0	2	0	1	0	0	6	0	1	0	0	4.0	0	13	The vibrant, emerald, glistening, antique, majestic, and crimson dress danced gracefully on the model's runway.	6
23	0	0	4	2	1	7	0	3	0	2	0	0	4	0	1	1	1	5.0	1	14	The emerald tapestry in the vibrant crimson room, adorned with sapphire and ruby ornaments, emanates a warm, golden glow.	6
25	0	0	7	2	1	4	0	3	0	1	0	0	7	0	1	1	0	4.0	0	15	A vibrant, multicolored, gleaming, ethereal, shimmering, luminous, and serene garden filled the house with a sense of tranquility.	6
43	0	0	6	7	1	11	0	4	0	5	0	0	9	1	1	2	2	4.0	3	18	The emerald teapot with intricate filigree, filled with vibrant crimson grapes, adorned with iridescent jewels, presented a serene landscape of purple petals, amidst a breathtaking tapestry woven from silken fibers, and radiated the warmth of golden sunshine.	6
33	1	0	8	3	1	10	1	2	0	4	0	0	3	0	1	1	2	6.0	2	22	The intricately woven tapestry woven with silken threads, crafted from delicate ivory, emerald, crimson, sapphire, gold, and garnet, captivated the audience with its vibrant hues.	6
25	0	0	7	0	1	9	0	3	0	3	0	0	2	1	1	2	0	4.0	1	14	The emerald, ruby, sapphire, lavender, rose, and amber colored gemstones adorned the exquisite crown, creating a dazzling spectacle.	6
30	1	0	4	3	2	7	0	3	0	3	0	0	7	1	1	1	1	5.0	2	7	The vibrant and radiant antique tapestry, crafted with meticulous workmanship, hangs gracefully on the emerald wall, providing a breathtaking display of fiery orange and ruby hues.	6
21	0	0	2	3	1	5	1	3	0	2	0	0	4	1	1	1	0	4.0	1	5	A vibrant and luminous rainbow of wildflowers danced in the meadow, captivating the senses with its breathtaking scenic beauty.	6
27	0	0	7	1	1	4	1	3	0	1	0	1	8	1	1	1	0	4.0	1	13	The colorful, glittering, shimmering, radiant, intricate, and vibrant gemstone was a breathtaking sight, illuminating the room with its captivating glow.	6
21	1	0	6	1	1	9	0	2	0	1	0	0	0	0	1	0	0	4.0	0	13	The emerald, sapphire, ruby, golden, crimson, and turquoise dress danced elegantly across the dance floor.	6
22	0	0	6	1	0	3	0	1	0	3	0	0	8	0	1	1	1	4.0	1	12	A vibrant, multicolored, glittering, intricate, emerald, antique tapestry adorned with ornate embroidered patterns evokes nostalgic memories.	6
26	0	0	2	2	1	9	1	3	0	2	0	0	6	1	2	2	0	4.0	1	9	The emerald dress with vibrant purple embroidery and sparkling silver sequins adorned the radiant bride, whose radiant glow illuminated the entire room with grace.	6
30	1	0	6	0	1	13	0	2	0	2	0	0	5	0	1	1	0	3.0	0	21	The emerald tapestry, antique bronze sculpture, magenta roses, glistening silver teapot, vibrant crimson rug, and silken pearl necklace adorned the stylishly appointed living room.	6
28	0	0	8	1	2	9	0	2	0	2	0	0	4	0	1	1	1	5.0	1	19	The emerald tapestry, adorned with shimmering jade, ruby, sapphire, emerald, amethyst, and crimson fabrics, creates a vibrant and captivating atmosphere.	6
26	0	0	7	1	1	6	0	4	0	2	0	0	5	1	1	2	0	4.0	1	13	A vibrant, glittering, emerald, sapphire, antique, and weathered mosaic adorned the museum wall, captivating the hearts of all visitors.	6
28	0	1	7	1	0	5	1	3	0	3	0	0	7	1	2	1	0	3.0	1	14	The radiant, vibrant, melodic, emerald, azure, emerald-toned dress sparkled as the sun cast a warm glow upon its delicate petals.	6
19	0	0	6	0	1	1	0	1	0	1	0	1	7	1	1	0	0	4.0	1	13	The vibrant, shimmering, emerald, crystalline, crimson, and luminous rose was breathtaking to behold.	6
20	0	0	6	0	1	3	0	2	0	1	0	0	6	0	1	1	0	4.0	0	13	The vibrant, colorful, intricate, shimmering, antique, and exquisite painting captivated the viewer's imagination.	6
27	1	0	7	2	1	10	0	3	0	3	0	0	0	1	1	1	0	4.0	1	13	The emerald, sapphire, crimson, silver, turquoise, and ruby dress danced beautifully on the runway, attracting admiring glances from the audience.	6
26	0	0	8	1	0	10	0	3	0	3	0	0	1	1	1	1	0	3.0	1	14	The emerald, mahogany, crimson, sapphire, platinum, jade-colored dress sparkled in the evening light, creating a breathtaking display.	6
46	1	0	7	4	1	9	0	6	2	8	0	0	8	3	1	2	1	6.0	4	20	The emerald teapot, adorned with jeweled butterflies, rests elegantly on the obsidian table, illuminated by the warm, golden sunset, enhancing the vibrant floral arrangement, and the antique ceramic mugs filled with steaming Earl Grey tea complete a harmonious picture.	6
23	0	0	7	1	1	3	0	2	0	1	0	0	8	0	1	1	0	4.0	0	13	A radiant, luminous, verdant, ethereal, vibrant, and mesmerizing sentence encompasses a kaleidoscope of vivid, intoxicating scents.	6
20	0	0	6	1	1	3	0	2	0	1	0	0	6	0	1	0	0	4.0	0	13	The vibrant, turquoise, emerald, scarlet, antique, and sapphire dress glowed with a captivating beauty.	6
24	0	0	6	1	1	4	1	2	0	1	0	0	8	0	1	1	0	3.0	0	12	The exquisite, vibrant, emerald, shimmering, sapphire, crimson dress captivated the guests with its elegant design and delicate craftsmanship.	6
