n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADP_constraint
26	1	0	4	4	0	5	2	3	0	4	0	3	0	1	3	0	2	5.0	3	12	 The prisoner, who was caught sneaking out of the prison, was transferred to the county courthouse, where he was put on trial.	4
31	0	0	3	5	1	6	1	6	2	2	0	2	3	0	2	1	1	4.0	1	15	The fierce enemy, which brought devastation to the Indian army in the 1980s, has been operating in the northeast and in the Andaman Sea for a long time.	4
22	1	0	2	2	1	6	0	5	0	2	0	0	3	1	1	1	0	4.0	1	9	The ancient monument stands proudly in the heart of the city, overlooking the sparkling river and the mighty mountain range.	4
14	2	0	1	1	1	3	1	2	0	3	0	0	0	0	1	1	0	3.0	0	7	The ship sailed smoothly across the troubled waters and reached its destination safely.	4
25	1	0	3	2	1	5	2	4	0	2	0	2	3	0	2	1	1	4.0	1	11	The ferocious dragon, which roared menacingly in the sky, has been terrorizing its prey in the northern forest and the treacherous river.	4
19	0	0	3	3	1	5	0	3	0	3	0	0	1	0	1	0	0	3.0	0	12	The weary soldier rested on the worn cot, beneath the oak tree, and dreamt of home.	4
23	2	0	3	1	1	3	1	4	2	2	0	1	3	0	2	1	1	4.0	1	10	The rogue elephant, which damaged the ancient temple, is currently roaming freely in the Himalayan foothills and the Pacific Ocean.	4
29	0	0	4	4	2	8	2	3	0	3	0	1	2	1	1	1	1	4.0	2	10	The enigmatic visitor, known for their elaborate stage presence, was traveling across the country and across the oceans, captivating audiences with their music and storytelling.	4
19	1	0	1	4	0	3	0	4	2	2	0	1	1	0	1	0	1	5.0	1	9	A ship sailing south along the coast of Africa was intercepted by a submarine in the Indian Ocean.	4
28	0	0	1	7	1	7	0	4	3	2	1	1	1	0	1	0	0	4.0	0	8	The ancient city of Pompeii was shrouded in ash and covered in a layer of lava after the eruption of Mount Vesuvius in the year 79 AD.	4
34	0	0	4	6	1	9	0	8	0	4	0	0	2	1	1	2	0	5.0	1	15	The mischievous squirrel leaped from the branches of the towering tree, onto the garden hose, and ran down the length of the hose, creating a colorful spectacle for the onlookers.	4
33	0	0	3	5	1	5	1	6	3	2	0	2	5	0	2	1	1	4.0	1	17	The fierce enemy, which inflicted a black eye on the Indian army in the mid-1980s, has been operating in northeastern India and in the Andaman Sea for a long time.	4
32	0	0	3	4	1	5	1	6	3	2	0	2	5	0	2	2	1	4.0	1	16	The formidable enemy, which gave the Indian army a black eye in the mid-1980s, has been operating in northeastern India and in the Andaman Sea for a long time.	4
16	0	0	3	2	0	5	2	1	0	2	0	0	1	0	2	1	1	4.0	1	8	 The valiant warrior, whose bravery inspired his troops, marched into battle with vigor.	4
32	0	0	3	4	1	5	1	6	3	2	0	2	5	0	2	2	1	4.0	1	16	The formidable enemy, which gave the Indian army a black eye in the mid-1980s, has been operating in northeastern India and in the Andaman Sea for a long time.	4
24	0	0	3	3	0	6	1	4	0	1	0	2	4	0	2	0	1	5.0	1	17	The ancient monument, which stands tall in the heart of the desert, has been a popular tourist destination for many years.	4
27	0	0	3	3	1	8	1	4	0	2	0	2	3	0	2	2	1	5.0	1	13	 The fierce warrior, whose name evokes memories of the 18th century, has been conquering the countryside in the east and west for many years.	4
32	1	0	3	4	1	5	1	5	3	2	0	2	5	0	2	1	1	5.0	1	18	The invading army, which inflicted a significant defeat on the Indian army in the 1980s, has been actively operating in northeastern India and the Andaman Sea for many years.	4
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	 The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
39	2	1	3	6	3	5	4	2	2	6	0	3	1	2	3	2	0	6.0	2	14	Does this mean that for June and for a certain portion of July we should not do anything and just make adjustments on a going forward basis (and assume everything will work out at month end)?	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
39	2	1	3	6	3	5	4	2	2	6	0	3	1	2	3	2	0	6.0	2	14	Does this mean that for June and for a certain portion of July we should not do anything and just make adjustments on a going forward basis (and assume everything will work out at month end)?	6
39	2	1	3	6	3	5	4	2	2	6	0	3	1	2	3	2	0	6.0	2	14	Does this mean that for June and for a certain portion of July we should not do anything and just make adjustments on a going forward basis (and assume everything will work out at month end)?	6
30	0	1	3	2	2	6	3	3	0	6	0	2	1	3	3	2	1	6.0	4	9	 Before we begin the meeting, the presentation slides should be emailed to you and the attendees, ensuring they have ample time to review and prepare for discussion.	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
28	0	0	2	6	1	8	3	4	0	2	0	1	1	0	1	1	0	5.0	0	8	Before the meeting, we would provide you with a brief description of our proposed service offerings and a list of points for discussion at the meeting.	6
30	1	0	3	5	1	7	4	3	2	2	0	2	0	0	2	2	0	4.0	0	14	"Can you provide me with the names and email addresses of the signers so I can email them for the ""lobby day"" in Raleigh on March 15th?"	6
28	0	0	2	6	1	8	3	4	0	2	0	1	1	0	1	1	0	5.0	0	8	Before the meeting, we would provide you with a brief description of our proposed service offerings and a list of points for discussion at the meeting.	6
26	0	0	2	3	1	8	1	4	1	3	0	2	0	1	2	2	0	5.0	1	11	The project completion date is scheduled for the end of August, and the team will work overtime to ensure its completion by that date.	6
36	0	0	4	8	2	6	2	3	2	6	0	2	1	3	2	1	0	5.0	3	17	Can we hold off on any decision-making for June and for a portion of July, and make adjustments on a going forward basis, assuming everything will work out at month end?	6
20	0	0	2	4	0	4	0	3	2	1	0	2	2	0	1	0	0	4.0	0	10	The project will be completed by the end of August, with the final report due on September 1st.	6
30	1	0	2	3	1	7	1	4	0	3	1	2	3	1	2	1	0	6.0	1	11	The political campaign slogan was designed specifically for the 2024 presidential election, and it was crafted with precision to capture the essence of the party's core values.	6
17	0	0	2	3	0	5	0	5	0	2	0	0	0	1	1	1	0	3.0	1	11	The cat sat on the mat under the table near the window, facing the sunset.	6
34	0	0	3	5	1	7	1	5	2	2	0	3	5	1	2	0	1	7.0	2	26	The economic threat posed by China, and the economic threat implicit in any substantial disruption of the distribution of Mideast petroleum to the globe, are significant concerns that should be addressed.	6
35	1	0	1	6	1	9	0	5	2	3	0	2	5	1	1	1	1	9.0	2	24	The economic threat posed by China and the economic threat implicit in any substantial disruption of the distribution of Mideast petroleum to the globe should be taken into consideration when making future policy decisions.	6
28	0	0	2	6	1	8	3	4	0	2	0	1	1	0	1	1	0	5.0	0	8	 Before the meeting, we would provide you with a brief description of our proposed service offerings and a list of points for discussion at the meeting.	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	 The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
56	0	0	4	10	2	11	1	10	4	4	0	1	8	0	1	0	3	8.0	3	40	 Given the economic threat posed by China, the economic threat implicit in any substantial disruption of the distribution of Mideast petroleum to the globe, and the economic threat posed by a potential conflict between Israel and Hamas, we should not engage in any significant economic activity for the remainder of the year.	6
11	0	0	2	1	0	2	1	1	0	1	1	1	0	0	1	1	0	2.0	0	5	Sure, I have generated a sentence with 6 adpositions.	6
34	0	1	3	6	1	7	0	5	2	2	0	2	5	1	2	0	0	5.0	1	15	With these factors in mind, the future outlook for the company appears optimistic for the upcoming months of June and July, although adjustments will be necessary on a going forward basis.	6
29	0	0	2	5	2	6	1	4	2	3	0	2	1	1	2	1	0	5.0	1	17	 Please ensure all necessary adjustments are completed for June and a portion of July, and we will provide a list of points for discussion at the meeting.	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
38	0	0	2	8	1	9	1	5	2	1	0	2	7	0	1	0	1	9.0	1	26	With the economic threat posed by China and the economic threat implicit in any substantial disruption of the distribution of Mideast petroleum to the globe, we should be mindful of potential disruptions to international oil supply.	6
35	1	2	5	3	2	7	1	5	0	3	0	3	3	1	3	0	0	5.0	1	13	Before the upcoming elections, we must ensure that the campaign trail is smooth, and that all logistical aspects of the campaign are well-planned, and coordinated with the party apparatus.	6
39	2	1	3	6	3	5	4	2	2	6	0	3	1	2	3	2	0	6.0	2	14	Does this mean that for June and for a certain portion of July we should not do anything and just make adjustments on a going forward basis (and assume everything will work out at month end)?	6
23	0	2	2	2	1	5	0	3	0	3	0	2	1	1	2	0	0	4.0	1	11	**Please ensure that all adjustments are completed by month's end and that all necessary documents are submitted before the meeting.**	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	 The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
36	0	1	2	6	1	9	1	5	0	3	0	2	5	2	1	0	0	6.0	2	15	 With the completion of last year's projects and ongoing adjustments for the upcoming year, it seems that a significant portion of the budget allocated for this project will be repurposed for alternative investments.	6
30	0	0	6	6	1	9	0	7	0	1	0	0	0	0	1	0	0	5.0	0	10	The cat sat on the rug, under the tree, beside the dog, above the fish bowl, in the living room, and near the window.	6
39	2	1	3	6	3	5	4	2	2	6	0	3	1	2	3	2	0	6.0	2	14	 Does this mean that for June and for a certain portion of July we should not do anything and just make adjustments on a going forward basis (and assume everything will work out at month end)?	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
39	2	1	3	6	3	5	4	2	2	6	0	3	1	2	3	2	0	6.0	2	14	Does this mean that for June and for a certain portion of July we should not do anything and just make adjustments on a going forward basis (and assume everything will work out at month end)?	6
20	0	0	3	4	1	3	0	3	3	2	0	1	0	0	1	0	0	3.0	0	10	The document was finished in August, and presented to the client in September, on a Friday afternoon.	6
40	1	1	5	6	3	5	4	2	2	6	0	3	1	2	3	2	0	6.0	2	15	Can you clarify whether, for June and for a portion of July, we should not do anything and just make adjustments on a going forward basis (and assume everything will work out at month end)?	6
37	2	0	3	5	1	8	4	4	0	4	0	4	1	2	3	1	0	6.0	2	18	 Can you provide me with the details of this meeting and the agenda items for discussion, so I can contribute effectively on a go-forward basis, assuming everything will be resolved by month's end.	6
48	0	1	3	7	3	12	1	7	2	6	0	1	4	3	1	2	0	7.0	3	14	 Please confirm if the revised schedule and budget estimates are accurate, and provide your feedback for the proposed course of action on a go-forward basis, considering the economic threat posed by China and any substantial disruption of the distribution of Mideast petroleum to the globe.	6
26	0	0	2	3	2	6	1	3	0	1	0	4	4	0	2	0	0	4.0	0	7	 The political impact of the upcoming election will be immense, and its ramifications will be felt across various countries and regions throughout the world.	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	 The beverages were inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	 The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
23	0	0	2	3	1	5	1	3	0	3	0	1	3	1	0	2	0	5.0	1	7	In light of recent developments, it is advisable to reschedule the meeting and assess the situation on a going forward basis.	6
39	2	1	3	6	3	5	4	2	2	6	0	3	1	2	3	2	0	6.0	2	14	Does this mean that for June and for a certain portion of July we should not do anything and just make adjustments on a going forward basis (and assume everything will work out at month end)?	6
32	0	0	1	6	0	9	0	2	8	3	0	1	1	2	1	0	0	7.0	2	11	The beverage was inspired by the santorum neologism coined in advice columnist Dan Savage's column Savage Love in response to comments made by former Pennsylvania Senator Rick Santorum about homosexuality.	6
34	1	0	5	5	1	8	3	5	0	5	0	0	1	1	3	1	3	6.0	4	23	With the wind blowing in our hair, the waves crashing against the shore, and the scent of orange blossoms filling the air, we danced freely, laughing with our friends.	6
