n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NUM_constraint
9	0	0	1	1	0	3	0	2	0	0	1	1	0	0	1	0	0	3.0	0	5	The phone number for the office is 555-123-4567.	6
11	0	0	2	0	1	2	0	2	0	1	1	1	1	0	2	1	0	3.0	0	7	 The clock read 08:15, and the weather was perfect.	6
12	0	0	3	1	1	1	0	1	0	0	4	1	0	0	1	0	0	4.0	0	9	 The sum of 12, 15, and 23 is 50.	6
20	0	0	6	1	1	2	0	2	0	0	7	1	0	0	1	0	0	5.0	0	17	The sum of the numbers 12, 14, 16, 18, 20, and 22 is 116.	6
11	1	0	1	1	0	3	0	2	0	0	1	1	1	0	1	0	0	2.0	0	6	 24,321,618 is the most expensive zip code in the world.	6
24	0	0	2	4	1	6	1	2	0	3	3	1	1	1	2	0	1	6.0	2	7	 The number of planets known to humans is 8, but scientists believe there are at least 100 billion galaxies in the universe.	6
10	0	0	1	2	0	3	0	2	0	0	1	1	0	0	1	0	0	4.0	0	7	 The number of passengers on the bus was 48,312.	6
9	0	0	1	0	1	3	0	1	0	1	2	0	0	0	1	1	0	3.0	0	3	 The house has 6 bedrooms and 2 bathrooms.	6
22	0	0	2	3	1	5	1	3	0	2	2	2	1	1	1	0	0	4.0	1	8	 The number of planets in the solar system is 8, but there have been a total of 9 planets discovered.	6
18	0	0	6	1	1	1	0	1	0	0	7	1	0	0	1	0	0	4.0	0	15	 The sum of 12, 16, 20, 24, 28, and 32 is 160.	6
26	0	0	6	2	1	3	0	2	0	1	8	1	2	0	1	0	1	5.0	1	11	  The number sequence of the first six natural numbers beginning from 1 is 1, 2, 3, 4, 5, and 6.	6
20	0	0	6	1	1	2	0	2	0	0	7	1	0	0	1	0	0	5.0	0	17	The sum of the numbers 2, 4, 6, 8, 10, and 12 is 66.	6
26	1	0	2	4	1	6	0	4	1	0	3	2	2	0	2	0	0	6.0	0	15	 The number of planets in the solar system is 8, but the number of stars in the Milky Way galaxy is approximately 100 billion.	6
15	0	0	2	1	0	5	0	3	0	2	2	0	0	1	2	2	0	5.0	1	4	 The restaurant had a total of 6 tables, each table seating 2 people.	6
2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0	0	 123456.	6
16	1	0	2	2	1	3	0	2	0	1	2	2	0	0	2	0	0	4.0	0	7	 The number of passengers on the train was 451, but only 32 were seated.	6
22	0	0	6	1	1	4	0	2	0	1	6	1	0	0	1	1	1	5.0	1	11	 The number of students taking statistics this semester is 234, 248, 202, 221, 213, and 218.	6
24	0	0	4	4	1	5	0	3	0	1	2	2	2	1	2	0	0	5.0	1	11	" ""The number of planets in the solar system is 8, but the first spacecraft launched into space was in 1961."""	6
11	0	0	1	2	0	3	0	2	0	0	1	1	0	0	1	0	0	4.0	0	7	 The price of a basket of fruit is $23.45.	6
10	0	0	1	2	0	3	0	2	0	0	1	1	0	0	1	0	0	4.0	0	7	 The number of employees in the company is 22,314.	6
20	0	0	6	1	1	2	0	2	0	0	7	1	0	0	1	0	0	5.0	0	17	 The sum of the numbers 1, 2, 3, 4, 5, and 6 is 21.	6
21	0	0	6	2	1	3	0	2	0	0	6	1	0	0	1	0	0	4.0	0	11	 The number of students in the class is 23, 14, 12, 8, 16, and 18.	6
2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0	0	 123456.	6
14	0	0	3	3	0	2	0	2	0	0	3	1	0	0	1	0	0	5.0	0	9	" ""The sum of the numbers from 1 to 6 is 21."""	6
10	0	0	1	2	0	3	0	2	0	0	1	1	0	0	1	0	0	4.0	0	7	 The number of passengers on the bus was 421.	6
12	0	0	3	1	0	3	0	2	0	1	1	1	0	0	1	1	1	5.0	1	7	" ""The number of people attending the party was 18,423."""	6
6	0	0	1	0	0	2	0	1	0	0	1	1	0	0	1	0	0	2.0	0	2	 The phone number is 123-456-7890.	6
21	0	0	6	2	1	3	0	2	0	0	6	1	0	0	1	0	0	4.0	0	11	 The number of students in the class is 23, 12, 18, 16, 21, and 19.	6
12	0	0	1	2	0	2	0	2	2	0	1	1	1	0	0	0	0	5.0	0	5	123456 is the number of stars in the Milky Way Galaxy.	6
6	0	0	1	0	0	2	0	1	0	0	1	1	0	0	1	0	0	2.0	0	2	The telephone number is 541-832-4210.	6
29	1	0	2	4	1	6	1	3	1	1	3	3	2	0	2	0	0	6.0	0	13	 The number of planets in our solar system is 8, but the number of stars in the Milky Way galaxy is estimated to be around 100 billion.	6
9	0	0	1	1	1	1	0	1	0	0	3	1	0	0	0	0	0	4.0	0	3	 24,618,332 is the product of 6 and 4,032.	6
21	0	0	6	2	1	3	0	2	0	0	6	1	0	0	1	0	0	4.0	0	11	 The number of students in the class is 23, 18, 12, 26, 14, and 21.	6
8	0	0	3	0	0	2	0	1	0	0	1	1	0	0	1	0	0	2.0	0	2	" ""The house number is 123456."""	6
20	0	0	6	1	1	2	0	2	0	0	7	1	0	0	1	0	0	5.0	0	17	The sum of the numbers 1, 2, 3, 4, 5, and 6 is 27.	6
5	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	0	2.0	0	1	 The clock displayed 12:34:56.	6
20	0	0	6	1	1	2	0	2	0	0	7	1	0	0	1	0	0	5.0	0	17	The sum of the numbers 1, 2, 3, 4, 5, and 6 is 27.	6
20	0	0	6	1	1	2	0	2	0	0	7	1	0	0	1	0	0	5.0	0	17	 The sum of the numbers 1, 2, 3, 4, 5, and 6 is 21.	6
25	0	0	4	4	1	6	1	4	0	1	2	1	1	0	1	0	0	5.0	0	8	" ""The number of planets in the solar system is 8, but there are a total of 9 planets in the universe."""	6
15	0	0	3	2	1	3	0	2	0	0	3	1	0	0	1	0	0	4.0	0	7	 The number of apples in the basket is 23, 14, and 6.	6
11	0	0	3	0	1	3	0	1	0	1	2	0	0	0	1	1	0	3.0	0	3	" ""The clock has 2023 widgets and 4 batteries."""	6
14	0	0	2	1	1	4	0	3	0	2	1	0	0	1	1	2	0	4.0	1	5	 The clock displayed 23:15, signifying the hour and minute of the day.	6
12	0	0	3	2	0	3	0	2	0	0	1	1	0	0	1	0	0	4.0	0	7	" ""The number of employees in the company is 123456."""	6
22	0	0	8	1	1	2	0	2	0	0	7	1	0	0	1	0	0	5.0	0	17	" ""The sum of the numbers 1, 2, 3, 4, 5, and 6 is 21."""	6
