n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PRON_constraint
27	1	1	2	2	1	5	4	2	0	2	0	2	3	0	3	1	1	5.0	1	22	If you watched a scary movie and your dog/cat/parrot was in the same room as you, they will also get scared.	5
20	0	0	1	2	0	6	2	5	0	3	0	0	0	2	2	4	0	7.0	2	4	The teacher assigned the students a project that required them to write a report about the importance of recycling.	5
26	0	0	4	2	2	6	3	4	0	2	0	1	2	0	2	2	0	5.0	0	17	 The little girl had a box full of chocolates, a parrot, and a cat, and she was sharing them with her friends.	5
22	1	0	5	1	2	3	3	2	0	2	0	2	0	0	2	0	0	3.0	0	11	The children, my family, and I were invited to the party, but unfortunately, I couldn't attend.	5
20	0	1	2	1	1	3	3	4	0	3	0	1	1	0	3	3	1	4.0	1	11	If you eat an apple and you have a pear, you can have both at the same time.	5
35	3	3	3	2	1	5	5	2	0	3	0	3	3	2	4	1	0	6.0	2	26	 If so, then does that mean that if you watched a scary movie and your dog/cat/parrot was in the same room as you, they will also get scared.	5
31	2	1	4	1	2	3	7	3	0	3	0	4	1	0	4	5	1	3.0	1	19	If you are sick, I will bring you some juice, and I will bring the soup for you, and maybe I will also bring you some fruit.	5
28	1	1	3	2	1	5	4	2	0	2	0	2	3	0	3	1	1	5.0	1	22	**If you watched a scary movie and your dog/cat/parrot was in the same room as you, they will also get scared.**	5
20	0	0	3	1	2	5	2	4	0	2	0	0	1	0	2	2	0	3.0	0	12	**The children brought their parents and friends to the party, and they all had a good time.**	5
18	0	0	2	2	2	1	3	2	0	3	0	2	0	0	2	1	0	3.0	0	12	 The chocolates were taken by us and given to him, but I didn't have any.	5
35	3	3	3	2	1	5	5	2	0	3	0	3	3	2	4	1	0	6.0	2	26	If so, then does that mean that if you watched a scary movie and your dog/cat/parrot was in the same room as you, they will also get scared.	5
19	1	1	3	1	0	4	1	2	0	2	0	2	1	0	2	1	2	4.0	2	10	The politician's daughter, who is known for being outspoken, angrily addressed the crowd of supporters.	7
18	0	1	1	2	0	4	3	2	0	2	0	2	0	1	3	1	0	5.0	1	5	The people I was with were laughing because I made a joke about my cat's tail.	7
35	0	1	6	0	4	7	1	7	0	7	0	1	0	2	6	2	0	5.0	2	29	The dog ate the bone, and the cat chased the mouse, while I was watching, and the baby smiled, and the teacher instructed, but the student refused to listen.	7
43	0	2	6	1	3	11	0	9	0	6	0	5	0	2	6	3	0	7.0	2	9	The boy was watching the girl dance, and the woman was making popcorn, while the cat sat on the mat, and the dog was barking, and the fish were swimming, while the parrot was mimicking the sounds.	7
14	0	0	2	1	1	3	2	2	0	1	0	1	1	0	2	1	0	2.0	0	10	The boy gave his horse to the farmer, and he was happy.	7
14	0	1	3	1	0	3	0	2	0	3	1	0	0	1	1	1	0	2.0	1	5	In this instance, the generated sentence includes seven pronouns, as requested.	7
22	0	1	3	3	0	5	3	3	0	3	0	0	1	0	3	1	1	3.0	1	7	As the young boy raced across the park, his laughter echoed throughout the playground, his friends cheered him on.	7
22	0	0	3	1	2	5	0	4	0	3	0	0	4	0	3	0	0	3.0	0	15	The quick brown fox jumped over the sleeping tiger, and the hungry lion roared, but the goat remained unharmed.	7
32	0	1	4	3	1	3	8	1	0	5	0	2	2	4	3	1	0	6.0	4	19	" ""It was me who told him to stop staring at my red face and to focus on the presentation; I believe that my sister was impressed by that."""	7
18	0	1	2	0	1	1	5	0	0	2	0	3	2	1	3	2	0	3.0	1	11	I am glad that he was facing me, and I couldn't see his red face.	7
12	0	0	2	1	0	2	2	1	0	1	1	2	0	0	2	1	0	3.0	0	5	I have generated a sentence with 7 pronouns, which is: My sister was laughing at the joke that her friend told her, and I felt sorry for her.	7
23	3	1	2	1	1	2	5	1	0	2	0	4	1	2	4	1	0	4.0	2	11	I am grateful that you invited me to the party, but I wish my friends could have been there as well.	7
29	0	0	3	3	2	5	2	6	0	5	0	1	2	2	3	2	0	3.0	2	19	The dog played with the ball, and they chased each other around the park, but the old woman was sitting on a bench watching them play.	7
25	2	0	4	0	2	2	6	2	1	4	0	1	0	2	4	4	0	4.0	2	22	  I gave him a gift, Her Majesty was there, and she offered to give me a ride home, but I declined.	7
29	0	1	6	1	1	2	7	1	0	7	0	3	0	3	7	0	1	5.0	4	12	As he swam, she sang, their voices accompanied by the wind, and we could hear them singing, he is coming, he is coming.	7
18	2	0	2	0	0	5	0	4	0	3	0	1	1	2	2	3	0	4.0	2	6	The chef was meticulously preparing the food when the kitchen caught fire, destroying the delicate dish.	7
25	0	2	4	1	2	1	8	0	0	3	0	2	1	2	4	1	0	4.0	2	16	I am angry that he ignored me, my brother, and her, and I will not speak to them until they apologize.	7
32	0	1	3	1	1	5	7	4	0	4	0	4	0	4	6	2	0	4.0	4	22	You made a choice to be a mommy, you don't get a break until they move out, that's the choice that you made and that's life.	7
21	0	1	2	1	1	2	5	1	0	4	0	2	1	2	3	2	0	4.0	2	11	I am pleased that you decided to join me, and we can have a conversation about our shared experiences.	7
23	0	0	3	0	1	5	2	4	0	2	0	2	4	0	3	3	1	4.0	1	10	The old man, who was wearing a bright red hat, gave his grandson a hug and the grandson was happy.	7
48	0	1	7	1	5	9	1	9	0	7	0	6	2	1	7	2	0	5.0	1	43	The boy was dancing, and the woman was watching him, while the child ran around the park, and the dog was playing, and the cat was sleeping, and the old man was reading a book, and the young girl was skipping.	7
18	0	0	3	0	1	5	0	5	0	4	0	0	0	2	2	3	0	4.0	2	9	The boy gave the girl a hug, and the teacher smiled, watching the children play.	7
40	3	3	2	1	0	5	8	5	0	6	0	4	2	5	6	3	0	6.0	5	29	 The old woman told me that I should let you know though that she was very offended this morning that you didn't spell her name right in the email - I mean it's such a common spelling..	7
24	0	1	1	0	1	1	7	1	0	5	0	3	1	3	4	4	0	6.0	3	8	 She told me that was to bad she would do nothing to help me since she could not use or resell the piece.	7
17	0	0	2	2	1	3	1	2	1	2	0	1	2	0	2	0	0	3.0	0	9	The quick brown fox jumps over the sleeping goat, and Sally is chasing after it.	7
18	0	0	2	1	1	4	4	1	0	2	0	1	0	0	2	2	0	3.0	0	13	 The woman brought her brother's book to him, but her sister didn't want it.	7
33	3	0	3	3	2	7	2	4	0	3	0	3	2	3	3	0	0	6.0	3	11	The owner of the cat was responsible for its care and feeding, but the tenant was frustrated when the cat was allowed to roam freely, sometimes straying into their apartment.	7
15	0	0	2	1	1	5	0	4	0	2	0	0	0	0	2	1	0	3.0	0	8	The cat sat on the mat, and the dog watched the child play.	7
28	0	1	2	4	2	5	5	3	0	2	0	3	1	1	3	0	0	5.0	1	22	I was amused by the sight of his grin and realized that the hair on her head was a mess, and he was oblivious to it.	7
16	1	2	1	0	0	4	3	0	0	2	0	2	1	2	2	2	0	4.0	2	5	She was furious that her son was playing video games instead of doing his homework.	7
30	0	1	6	1	1	4	6	2	0	7	0	2	0	3	7	0	1	5.0	4	11	As the child swam, their parents sang, their voices born on the wind, and I heard them singing, he is coming, he is coming.	7
27	1	1	3	1	1	3	7	1	0	3	0	2	3	2	4	3	0	6.0	2	13	My brother gave me a gift, and my friends were jealous, so I felt glad that I was able to share it with them.	7
16	0	1	2	1	1	2	5	1	0	3	0	0	0	0	3	2	1	3.0	1	6	As I sat on the swing, he offered me his hand and she smiled.	7
33	1	1	6	3	1	5	5	3	0	3	0	2	3	1	4	2	1	5.0	2	12	The old man with a beard, which was very bushy, stroked his hairy head, and I, as the witness, felt joy that he was smiling at me.	7
28	0	2	3	1	1	2	7	1	0	3	0	3	4	4	5	2	0	5.0	4	21	 I think my brother was jealous of me, because I was able to get the red piece, and he was angry that I had it.	7
14	1	2	1	0	0	2	2	2	0	2	0	1	1	2	2	2	0	5.0	2	4	I have no doubt that you are capable of completing this task successfully.	7
26	0	1	5	0	2	5	3	3	0	2	0	2	2	2	3	1	0	4.0	2	10	The chef, his sous chef, and I, were surprised that the restaurant was full, yet we managed to get a table.	7
14	0	0	1	2	0	2	1	3	0	1	0	2	1	1	1	1	0	4.0	1	7	You will be able to have all of the pronouns in this sentence.	7
29	2	2	2	3	1	3	5	2	0	1	0	4	3	3	4	0	0	5.0	3	16	I am happy that everyone was satisfied with the outcome of the game, and I am also glad that my friends were there to celebrate with me.	7
25	2	0	2	0	1	2	7	0	0	4	0	4	2	3	5	2	0	4.0	3	16	 I am glad he was facing me so he couldn't see my red face, and I think my mare was even laughing.	7
20	2	0	3	0	1	2	5	0	0	4	0	2	0	1	4	1	0	3.0	1	12	 My brother's dog was chasing me, and I could hear him barking, so I ran away.	7
33	1	0	3	3	2	7	5	6	0	5	0	0	0	2	3	4	0	6.0	2	10	 The owner of the bike decided to lend it to her friends, and they rode it all the way to the park, where they played games and had a picnic.	7
27	2	2	2	1	1	3	5	2	0	4	0	4	0	2	4	2	0	4.0	2	11	The Mare was laughing as I was facing her, and she was very offended that I didn't spell her name right in the email.	7
22	1	1	3	0	1	4	1	4	0	2	0	3	1	1	3	2	0	4.0	1	9	The dog was chasing the cat, but the cat was too quick, so the dog couldn't catch it.	7
29	1	0	7	1	2	7	3	5	0	1	0	1	1	0	1	0	0	3.0	0	19	The stolen jewels were safely retrieved by the policeman, the thief, the victim, and his wife, the witnesses, my brother, and me.	7
29	2	1	4	2	1	5	5	2	0	5	0	1	1	1	5	0	1	4.0	2	11	As the young boy danced with the wind, his sister danced alongside him, and their friends were laughing, I felt my spirit soar as well.	7
15	1	1	2	1	0	1	3	1	0	1	0	2	2	2	2	1	0	4.0	2	5	 I am grateful that she was there, helping me through the difficult time.	7
22	0	1	7	0	1	2	5	2	0	3	0	0	1	1	1	1	1	3.0	2	12	As the children danced, he, she, they, we, and I watched, enjoying the festive atmosphere.	7
15	0	1	2	2	0	4	2	2	0	2	0	0	0	1	2	0	0	3.0	1	8	The girl danced with her friends, while her parents watched from the sidelines.	7
17	0	0	2	0	1	4	1	4	0	3	0	2	0	1	3	1	0	4.0	1	13	The dog ate the bone that the cat had buried, and the lion was watching.	7
