n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PUNCT_constraint
17	0	0	4	1	0	4	0	3	0	2	0	0	3	1	1	1	0	3.0	1	6	" ""The quick brown fox jumps over the sleeping dog, causing a loud snore."""	5
18	0	0	4	1	0	4	1	3	0	2	0	1	1	2	1	1	0	4.0	2	6	" ""Are you able to solve this question, given the complexity of the subject matter?"""	7
19	0	0	2	2	1	5	0	4	0	2	0	0	3	0	2	0	0	3.0	0	10	 The quick brown fox jumped over the sleeping dog, and the mischievous cat slipped beneath the table.	7
21	0	0	4	1	1	4	2	3	0	3	0	2	0	1	2	1	0	3.0	1	12	" ""Would you like to go to the park this afternoon, and would you bring a picnic blanket?”"	7
25	0	0	3	3	1	6	0	5	0	4	0	0	2	1	1	1	0	4.0	1	12	 The swift cat jumped over the sleeping dog, devoured a juicy steak, and leaped onto the windowsill to gaze at the sunset.	7
17	0	0	2	2	0	5	0	3	0	2	0	0	3	1	1	1	0	3.0	1	6	 The quick brown fox jumps over the sleeping lion, bringing peace to the tranquil forest.	7
22	0	1	4	2	0	5	0	4	0	2	0	0	4	1	2	0	0	3.0	1	10	"""The quick brown fox jumps over the sleeping dog, while the mischievous cat naps on the warm rug."""	7
34	0	1	4	4	0	9	1	5	0	3	0	1	6	2	2	2	0	5.0	2	24	Can you see the bright orange ball bouncing on the red, squishy trampoline, in the center of the green living room, while Mom prepares delicious chocolate cake in the kitchen?	7
24	0	0	4	3	1	7	0	5	0	4	0	0	0	1	1	3	0	5.0	1	11	 The cat sat on the mat, eating a piece of fruit, watching a movie, and drinking a glass of water.	7
24	0	0	5	2	1	6	0	4	0	3	0	0	3	0	1	2	0	3.0	0	11	"The quick brown fox jumps over the sleeping dog, eats an apple, and sings ""Happy Birthday"" to the baby."	7
27	1	0	4	1	2	7	1	4	0	3	1	0	3	1	2	3	0	6.0	1	7	 The swift parrot chirps cheerfully, yet the grumpy cat demands her food, and the clock strikes 3, creating a symphony of harmonious chaos.	7
22	0	0	4	2	1	5	0	3	0	2	0	1	4	0	2	0	0	3.0	0	11	" ""Quick brown fox jumps over the sleeping dog, and the red cat is chasing after the blue ball."""	7
20	0	1	2	2	0	5	0	4	0	2	0	0	4	1	2	0	0	3.0	1	10	 The quick brown fox jumps over the sleeping dog, while the sneaky snake peeks through the open window.	7
20	0	1	2	2	0	6	0	4	0	2	0	0	3	1	2	0	0	3.0	1	10	 The swift blue fox leaped over the sleeping lion, while the sneaky giraffe snuck through the forest trail.	7
16	0	0	2	1	1	4	0	3	0	2	0	0	3	0	2	0	0	3.0	0	10	 The quick brown fox jumps over the sleeping dog, and the lazy cat snickers.	7
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	** The quick brown fox jumped over the sleeping lion and landed on the green grass.	7
27	0	1	5	3	0	6	0	5	0	3	0	0	4	2	2	0	0	4.0	2	10	" ""A quick brown fox jumps over the sleeping dog, while a curious cat sat on the fence, resulting in a joyful melody."""	7
28	0	0	6	2	0	5	0	4	0	3	0	0	8	2	1	2	0	4.0	2	10	 The bright, yellow sun shines, casting long shadows on the cool, green grass, creating a vibrant, colorful landscape in the early morning.	7
24	0	0	3	3	1	7	0	5	0	3	0	0	2	1	1	2	0	3.0	1	14	The swift cat leaped over the sleeping dog, creating a ripple on the pond, and sprinkled water on the thirsty plants.	7
19	0	0	2	2	1	5	0	4	0	2	0	0	3	0	2	0	0	3.0	0	10	 The quick brown fox jumps over the sleeping dog, and the silly cat sat on the fence.	7
32	0	0	5	4	1	7	0	5	0	6	0	0	3	2	1	2	0	5.0	2	18	The swift cat leaped onto the bouncy ball, jumped over the rope, sprinted towards the open window, and roared, causing a flock of birds to take flight.	7
17	1	0	2	1	1	3	0	3	0	2	0	0	4	0	2	0	0	3.0	0	10	 The quick brown fox jumps over the sleepy cat, and the silly dog chases after.	7
20	1	0	4	1	1	3	1	4	0	2	0	0	3	0	2	1	0	3.0	0	10	" ""The quick brown fox jumps over the lazy dog, and then they both eat an apple."""	7
19	0	0	2	2	1	6	0	3	0	2	0	0	3	0	2	1	0	4.0	0	10	 The quick brown fox jumped over the sleeping tiger, and the silly goat drank plenty of juice.	7
25	0	1	3	4	0	5	0	4	0	4	0	0	4	3	1	0	0	5.0	3	12	 The curious cat sat on the warm mat, munching on crunchy treats, while listening to the sweet music playing on the radio.	7
18	0	0	4	0	1	4	0	4	0	2	0	1	2	0	2	2	0	3.0	0	8	" ""Does a banana have an orange peel, or an apple have a pink skin?"""	7
20	0	0	3	2	1	6	0	4	0	3	0	0	1	0	1	2	0	4.0	0	11	 The quick fox jumps over the sleeping dog, eats a pear, and drinks a glass of water.	7
19	0	0	3	1	1	5	0	4	0	3	0	0	2	0	1	2	0	3.0	0	11	 The quick brown fox jumps over the sleeping dog, eats an apple, and drinks some water.	7
25	0	0	2	3	0	7	0	5	0	4	0	0	4	1	1	2	1	5.0	2	9	 The vibrant crimson apple suspended from the branches of the swaying tree cast long shadows on the emerald grass, captivating the unsuspecting passerby.	7
25	1	0	5	3	0	6	0	5	0	3	0	0	2	1	1	1	0	4.0	1	8	" ""Across the sparkling creek, a playful squirrel jumped excitedly up the majestic oak tree, captivating the hearts of the onlookers."""	7
27	0	1	4	2	0	7	1	5	0	4	0	0	3	3	2	3	0	6.0	3	8	 The swift bird soared through the sky, singing a beautiful song, while the cat chased its tail, creating a symphony of playful antics.	7
16	0	0	2	1	1	4	0	3	0	1	0	1	3	0	2	0	0	3.0	0	10	 The quick brown fox jumps over the sleeping dog, and the sky is blue.	7
24	4	1	7	0	1	2	0	3	0	5	0	0	1	1	1	1	0	4.0	1	10	" ""The energetic student danced wildly, jumped high, sang loudly, and laughed heartily, all while strumming a guitar."""	7
19	0	0	4	2	1	4	0	2	0	3	0	0	3	1	1	0	0	4.0	1	6	" ""The swift parrot flew over the emerald sea, munching on bananas and drinking orange juice."""	7
19	0	0	2	1	1	5	0	4	0	2	0	0	4	0	2	1	0	3.0	0	10	The quick brown fox jumps over the sleeping dog, and the hungry tiger eats the juicy watermelon.	7
19	0	0	2	1	1	5	0	4	0	2	0	0	4	0	2	1	0	3.0	0	10	 The quick brown fox jumps over the sleeping tiger, and the mischievous elephant eats the juicy pear.	7
25	0	0	2	3	1	5	0	5	0	2	0	1	6	0	2	0	0	3.0	0	10	The quick brown fox jumps over the sleepy cat, and the dog is chasing after the red ball on a bright sunny day.	7
17	1	0	2	1	1	4	0	3	0	2	0	0	3	0	2	0	0	3.0	0	10	 The quick brown fox jumped over the sleeping dog, and the merry goat chased after.	7
20	0	0	4	2	1	5	0	4	0	2	0	0	2	0	2	0	0	3.0	0	9	" ""A quick brown fox jumps over the sleeping dog, and the apple falls off the tree."""	7
19	0	0	3	3	1	4	0	4	0	3	0	0	1	0	1	0	0	3.0	0	11	 The cat jumped over the rainbow, flew through the sky, and landed on the red rose.	7
21	0	0	4	1	1	5	0	4	0	2	0	0	4	0	2	1	0	3.0	0	10	" ""The quick brown fox jumps over the sleeping dog, and the hungry lion eats the plump banana."""	7
26	1	1	3	2	1	6	0	5	0	3	0	1	3	1	3	0	0	4.0	1	10	 The quick brown fox jumps over the sleeping dog, while the silly cat plays with a string, and a goose is flying overhead.	7
17	0	0	4	1	0	4	0	3	0	2	0	0	3	1	1	1	0	3.0	1	6	" ""The quick brown fox jumps over the sleeping lion, chasing the red car."""	7
2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	"""."	7
17	0	0	2	2	0	5	0	4	0	2	0	0	2	1	1	1	0	3.0	1	6	 The quick brown fox jumps over the sleeping dog, chasing a butterfly across the park.	7
28	0	0	4	3	1	6	0	5	0	4	0	0	5	2	1	1	0	4.0	2	13	 The quick brown fox jumped over the sleeping tiger, chased by a stray cat, and landed on the soft grass, making a colorful impression.	7
22	0	0	3	1	1	4	0	4	0	2	0	1	6	0	2	1	0	3.0	0	11	 The quick brown fox jumps over the lazy dog, and the silly cat is chasing the big, blue bus.	7
18	0	0	2	1	1	4	0	4	0	2	0	0	4	0	2	1	0	3.0	0	10	 The quick brown fox jumps over the sleepy dog, and the speedy snail crosses the road.	7
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	7
22	0	0	3	2	1	6	0	5	0	3	0	0	2	0	1	2	0	3.0	0	11	 The quick brown fox jumped over the sleeping dog, ate the bananas, and rode the rocket to the moon.	7
22	1	1	5	1	0	4	0	3	0	3	1	0	3	2	2	1	0	3.0	2	15	" ""One dog sat on the green grass, chasing a red ball, while the blue sky roared above."""	7
