n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	AUX_constraint
34	0	3	2	2	1	7	4	4	0	6	0	2	1	4	4	3	0	7.0	4	15	The prisoner was offered a lenient plea in return for testifying against his accomplices, but the judge refused to accept it because he feared that it would undermine the prosecution's case.	4
23	1	0	3	3	2	6	0	1	0	1	0	1	4	0	1	0	0	5.0	0	8	The politician's speech was captivating and well-structured, with strong use of persuasive language and meticulous attention to detail.	4
21	3	0	2	2	1	4	1	4	0	3	0	1	0	1	3	0	0	4.0	1	10	The cat was chased up the tree by the wind, and it climbed back down when the wind subsided.	4
36	5	0	4	0	2	3	3	2	0	5	0	4	5	3	4	2	0	7.0	3	8	The young were mostly dead, and the old men had been taken away, they told us, to learn important new things and to come back when they were ready to contribute fully.	4
24	2	0	2	2	1	6	1	3	0	3	1	2	1	0	2	1	0	3.0	0	8	The newly built bridge between the two islands was completed last year, and it has greatly improved traffic flow in the area.	4
24	2	0	5	2	1	5	1	4	0	3	0	1	0	0	3	0	0	3.0	0	13	"""The ship is sailing smoothly, the wind blowing behind its sails, and the waves crashing gently upon the shore."""	4
8	0	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	1	4.0	1	5	The sentence generated with 4 auxiliaries is: If you practice ballet in a ballet studio under the guidance of a good instructor, you will be able to dance properly.	4
21	0	1	3	0	2	4	2	1	0	4	0	3	1	1	3	2	0	4.0	1	7	 My dog is playing fetch, and the ball is bouncing high, while I am watching and taking pictures..	4
13	1	0	3	1	0	0	1	0	3	1	0	2	1	0	1	0	0	3.0	0	5	 Have you ever been skiing in Whistler, British Columbia, Canada?	4
24	0	0	4	0	1	5	0	3	0	3	0	7	1	1	4	0	0	3.0	1	17	The museum exhibits have been rearranged, artwork has been moved, and the landscaping has been completed -- the renovation is complete.	6
34	0	0	5	3	2	12	1	3	0	4	0	1	2	2	2	1	0	9.0	2	8	The participant's home was raided, their computer seized, and legal proceedings initiated as part of an ongoing conflict involving lawsuits, mailing list closures, and the seizure of equipment.	6
29	0	0	2	5	1	9	0	4	0	2	0	4	1	0	2	0	0	5.0	0	10	The participant's computer has been seized, and a list of mailing lists has been shut down as part of an ongoing war against the discussion group.	6
19	2	0	2	0	2	0	3	0	0	5	0	3	0	2	3	0	0	3.0	2	11	I am going to try and study abroad, but I don't know where I can go.	6
30	0	0	5	2	1	6	0	3	0	4	0	8	1	0	4	0	0	4.0	0	16	The suspects have been arrested, bail has been set, charges have been filed, and evidence has been gathered – all in preparation for the upcoming trial.	6
24	0	0	4	0	1	4	1	3	0	3	0	7	1	1	4	0	0	3.0	1	18	The suspect has been apprehended, a warrant has been issued, and his home has been searched - a manhunt is underway.	6
8	2	0	2	0	0	1	0	1	0	1	0	1	0	0	0	0	0	2.0	0	4	Certainly, here is the requested sentence:  The documents have already been filed, the mailing lists have been shut down, the homes of discussion group participants have been raided, and their computers have been seized -- a swift and brutal execution of the operation.	6
24	1	0	5	2	0	5	0	4	0	4	0	0	2	3	1	2	0	4.0	3	11	" ""A large crowd gathered outside the museum, angrily protesting the controversial exhibit, hoping to bring attention to the issue."""	6
30	0	0	6	0	1	7	0	5	0	5	0	5	1	0	5	0	0	3.0	0	25	The computer was stolen, documents were confiscated, the house was ransacked, a ransom note was left, and the family was threatened - a harrowing experience.	6
19	0	0	2	2	1	4	0	2	0	3	0	2	3	1	1	0	0	5.0	1	4	An epic battle has been waged, resulting in widespread destruction and a looming threat of nuclear war.	6
36	0	0	6	0	1	6	0	6	0	5	0	11	1	0	6	0	0	3.0	0	30	 The suspect has been apprehended, the evidence has been collected, the victims have been contacted, a warrant has been issued, the scene has been processed, and the investigation is ongoing.	6
26	0	0	4	1	1	5	1	4	0	4	0	6	0	0	4	0	0	3.0	0	20	The suspect has been apprehended, the investigation has been completed, and a warrant has been issued for his arrest -- a case closed.	6
44	0	0	7	0	1	7	0	7	0	7	0	13	1	2	7	0	0	3.0	2	36	The gears have been greased, the ramps have been extended, the orchestra has been tuned, the flags have been raised, the audience has been seated, and the curtain has been drawn - the performance is ready to begin.	6
19	0	0	3	0	1	3	0	3	0	3	0	6	0	0	3	0	0	3.0	0	13	The house has been burglarized, the car has been stolen, and the appliances have been damaged.	6
17	0	0	3	1	1	4	1	2	0	2	0	3	0	0	3	0	0	3.0	0	11	The suspect has been apprehended, their weapons confiscated, and the situation is under control.	6
25	0	0	1	3	2	9	1	4	0	2	0	2	0	0	2	0	0	6.0	0	4	The participant's homes have been raided and their computers seized as a result of the lawsuit filings and the closure of mailing lists.	6
34	0	0	3	5	1	10	0	8	0	3	1	0	3	2	1	2	0	7.0	2	9	The intricate dance of the six auxiliaries in this sentence creates a vibrant tableau of action and consequence, painting a picture of a conflict culminating in a devastating all-out war.	6
40	0	0	6	1	1	8	0	7	0	7	0	10	0	2	5	1	0	4.0	2	28	The cat has been chased into the kitchen, the fish have been fed, the window has been broken, the house has been cleaned, and a fire has been started, leaving the smoke detector sounding.	6
32	0	0	5	2	1	6	0	4	0	5	0	8	1	0	4	0	0	4.0	0	20	The stolen data has been retrieved, legal proceedings have been initiated, evidence has been gathered, and a suspect has been arrested -- all within a matter of hours.	6
19	2	0	2	0	2	0	3	0	0	5	0	3	0	2	3	0	0	3.0	2	11	I am going to try and study abroad, but I don't know where I can go.	6
30	0	0	6	2	1	7	0	4	0	5	0	4	1	0	5	0	0	3.0	0	22	 The computer was turned on, software was downloaded, documents were printed, the printer jammed, and coffee was brewed - a typical morning for a student.	6
36	0	0	6	0	1	7	0	4	0	6	0	12	0	0	6	0	0	3.0	0	30	 The house has been sold, furniture has been moved, paintings have been rearranged, the fence has been removed, the yard has been landscaped, and the swimming pool has been cleaned.	6
24	0	0	4	1	1	5	2	3	0	3	0	4	0	0	3	0	0	4.0	0	14	The suspects' homes have been searched, their computers seized, and an all-out war has been waged against them.	6
23	0	0	4	1	1	5	2	3	0	3	0	2	2	0	3	0	0	3.0	0	13	The suspects have been apprehended, their homes searched, and their computers seized - a swift conclusion to a complex case.	6
19	2	0	2	0	2	0	3	0	0	5	0	3	0	2	3	0	0	3.0	2	11	I am going to try and study aboard, but I don't know where I can go.	6
22	0	0	4	1	1	5	0	4	0	1	0	3	3	0	3	0	0	3.0	0	13	The house was filled with people, the food was plentiful, and the music was loud – a perfect party.	6
26	0	0	2	3	2	6	2	6	0	5	0	0	0	2	3	2	0	7.0	2	7	 The cat sat on the mat and the dog chased after it, making a mess and waking the neighbours who complained about the noise.	6
34	0	0	6	0	2	6	0	3	0	5	0	10	2	0	5	0	0	4.0	0	28	The computer has been hacked, databases have been compromised, emails have been sent, documents have been leaked, and the website has been defaced -- a complete and utter disaster.	6
27	0	0	7	0	1	5	2	3	0	3	0	6	0	0	3	0	0	3.0	0	19	"""The suspect has been arrested, his home has been searched, and his computer has been seized - an all-out war."""	6
21	0	0	4	0	1	4	0	2	0	4	0	5	1	0	4	0	0	4.0	0	15	The suspect has been apprehended, evidence has been gathered, and legal proceedings have begun - a case closed.	6
25	0	1	3	1	2	7	0	2	0	5	0	1	3	0	1	5	1	5.0	1	16	The intricate process of filing lawsuits, shutting down mailing lists, raiding homes and seizing computers has initiated a fierce and unprecedented war.	6
30	0	0	4	2	1	7	0	3	0	4	0	8	1	0	4	0	0	4.0	0	17	The stolen artwork has been recovered, shipping containers have been painted, homes have been raided, and computers have been seized in the aftermath of the conflict.	6
45	0	0	7	1	1	7	0	7	0	7	0	13	1	2	7	0	0	3.0	2	37	The coffee has been brewed, the muffins have been baked, the table has been set, the guests have been invited, the invitations have been sent, and the music has been turned on - the party is ready to begin.	6
24	0	0	3	1	1	7	1	4	0	3	0	4	0	0	3	0	0	4.0	0	13	The house of the discussion group participants has been raided and their computers seized, an all-out war has been waged.	6
20	0	0	3	1	1	4	1	3	0	3	0	4	0	0	3	0	0	3.0	0	14	The house has been demolished, its contents strewn about the yard, and the owner has been arrested.	6
24	0	0	3	1	1	4	1	3	0	4	0	4	2	1	2	1	0	6.0	1	7	The stolen data has been recovered, and those responsible have been arrested, ensuring the safety of the company's sensitive information.	6
29	0	0	5	0	1	6	0	3	0	4	0	8	2	0	4	0	0	3.0	0	23	 The house has been burglarized, paperwork has been stolen, locks have been broken, and the entire security system has been compromised -- a total mess.	6
14	0	0	2	0	1	2	0	2	0	2	0	4	1	0	2	0	0	3.0	0	7	The stolen yacht has been recovered, and the perpetrator has been arrested.	6
28	0	0	4	2	2	12	0	4	0	1	0	1	2	0	1	0	1	7.0	1	22	The complex and intricate dance of lawsuits, mailing list shutdowns, and home raids associated with the discussion group participants was an all-out war.	6
36	0	0	6	0	1	7	0	6	0	5	0	10	1	0	5	0	0	3.0	0	26	The house has been burglarized, the painting has been stolen, the windows have been broken, the doors have been damaged, and the alarm system has been bypassed - a complete mess.	6
27	1	0	2	5	1	5	0	2	1	3	1	3	2	1	2	0	0	5.0	1	12	A train will be departing for New York at 8:00 AM sharp, but passengers are advised to arrive early due to the potential for delays.	6
36	0	0	5	2	1	9	0	5	0	4	0	8	2	0	4	0	0	4.0	0	22	The stolen artwork has been retrieved, mailing lists have been deactivated, bank accounts have been frozen, and the suspects have been apprehended -- all thanks to the swift action of the authorities.	6
26	0	0	4	0	1	5	0	4	0	4	0	8	0	0	4	0	0	3.0	0	20	The suspect has been apprehended, the weapon has been confiscated, and the hostages have been released - a hostage situation has been resolved.	6
33	0	0	6	0	1	8	0	2	0	5	0	10	1	0	5	0	0	3.0	0	26	The computer system has been hacked, data has been leaked, passwords have been compromised, phones have been tapped, and emails have been intercepted -- a major security breach.	6
33	0	0	5	2	1	9	0	7	0	5	1	1	1	1	1	4	0	7.0	1	16	The tenant has filed a lawsuit, removed the apartment listing, stolen the landlord's car, and begun plotting a terrorist attack - all within the space of one afternoon.	6
37	0	0	4	4	1	11	1	3	0	7	0	6	0	0	5	0	0	5.0	0	24	The stolen data has been recovered, mailing lists have been shut down, homes of discussion group participants have been raided and their computers seized -- all evidence points to a coordinated campaign against dissidents.	6
24	0	0	4	1	1	10	0	2	0	4	0	0	2	0	1	2	1	7.0	1	17	The intricate web of interconnected actions involving lawsuits, mailing list shutdowns, home raids, and seized computers created an intricate war.	6
19	2	0	2	0	2	0	3	0	0	5	0	3	0	2	3	0	0	3.0	2	11	I am going to try and study abroad, but I don't know where I can go.	6
19	2	0	2	0	2	0	3	0	0	5	0	3	0	2	3	0	0	3.0	2	11	I am going to try and study aboard, but I don't know where I can go.	6
25	0	0	5	0	1	6	0	4	0	3	0	6	0	0	3	1	0	5.0	0	11	A bomb has been detonated, buildings have been destroyed, and refugees have been fleeing the city - an all-out war.	6
