n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NUM_constraint
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
20	0	0	4	1	1	7	0	2	0	0	4	1	0	0	1	0	0	4.0	0	10	The price of a 72-hour length rental is 3,40 Euros, 5 Euros, or 7,5 Euros.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
15	0	0	2	2	0	4	0	2	0	0	2	1	1	0	1	0	0	4.0	0	10	The average price of a 12-ounce bottle of soda is $1.50.	4
37	1	0	2	8	1	8	1	7	1	1	4	1	2	1	2	0	0	4.0	1	18	 The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century, which was an unprecedented growth on a worldwide scale.	4
19	0	0	4	1	1	6	0	2	0	0	4	1	0	0	1	0	0	4.0	0	9	 The price of a 72-hour length is 3,40 Euros, 5 Euros, or 7,5 Euros.	4
23	0	0	4	2	1	7	0	3	0	0	5	1	0	0	1	0	0	3.0	0	14	The price of the rental is 3,40 Euros, 5 Euros or 7,5 Euros (1) for a 72 heures lenght.	4
15	0	0	3	2	0	2	1	0	3	1	2	0	0	0	1	1	0	2.0	0	10	His initiation took place on April 17, 1789, at Holland Lodge No.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	 The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
22	0	0	6	1	1	6	0	2	0	0	5	1	0	0	1	0	0	4.0	0	9	The price of a 72-hour length is 3,40 Euros, 5 Euros, or 7,5 Euros (1).	4
22	0	0	6	1	1	6	0	2	0	0	5	1	0	0	1	0	0	4.0	0	9	The price of a 72-hour length is 3,40 Euros, 5 Euros, or 7,5 Euros (1).	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	 The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
27	1	0	1	7	1	6	0	5	1	1	4	0	0	0	1	0	0	3.0	0	18	The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century.	4
16	0	0	1	4	0	4	0	2	2	1	2	0	0	0	1	1	0	3.0	0	12	The spaceship travelled a distance of 385 miles from Mars to Earth within 24 hours.	6
37	0	1	3	5	1	5	0	3	7	2	6	1	1	1	2	1	1	4.0	2	19	 Although the performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
11	0	0	1	1	0	3	0	3	0	1	0	1	1	0	1	1	0	3.0	0	5	The seventh section of the License will survive any termination.	6
36	0	0	3	5	1	5	0	3	7	2	6	1	1	1	2	1	0	5.0	1	19	 The performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
14	0	0	1	4	0	3	0	3	1	1	1	0	0	0	1	0	0	3.0	0	8	The spaceship traveled to the planet of Mars on the year of 2023.	6
15	0	0	1	2	1	5	0	3	0	1	2	0	0	0	1	1	0	5.0	0	3	The ship has a mast with 5 sails and a crew of 3 sailors.	6
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Executive Order	6
19	1	0	4	2	0	2	0	2	1	1	3	2	0	1	1	0	0	3.0	1	8	" ""In 1983, the population of the Earth was estimated to be around 4 billion people."""	6
15	0	0	1	3	0	4	1	2	1	1	2	0	0	0	1	1	0	3.0	0	11	The President appointed eight Cabinet members on the day of his inauguration in 1861.	6
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Executive Order	6
8	1	0	2	0	0	1	0	1	0	1	0	1	0	0	0	0	0	2.0	0	4	Sure, below is the requested sentence:   The performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
12	0	1	2	0	0	3	0	1	1	2	2	0	0	1	1	1	0	3.0	1	7	The spaceship traveled 225 miles, 10 hours after leaving Earth.	6
23	0	0	6	1	1	3	0	3	0	2	6	1	0	0	1	2	0	4.0	0	14	The sections numbered 1, 2, 5, 6, 7, and 8 will survive any termination of this License.	6
36	0	0	3	5	1	5	0	3	7	2	6	1	1	1	2	1	0	5.0	1	19	The performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
19	0	0	2	4	0	4	0	3	0	2	2	2	0	1	1	0	0	5.0	1	6	The construction project was completed on 12/15/2023, with the majority of the work being finished by 12/10/2023.	6
36	0	0	3	5	1	5	0	3	7	2	6	1	1	1	2	1	0	5.0	1	19	The performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
36	0	0	3	5	1	5	0	3	7	2	6	1	1	1	2	1	0	5.0	1	19	The performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
18	0	0	6	0	1	2	0	1	0	2	6	0	0	1	1	1	0	5.0	1	11	The book contains sections numbered 1, 2, 5, 6, 7, and 8.	6
37	0	1	3	5	1	5	0	3	7	2	6	1	1	1	2	1	1	4.0	2	19	Although the performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
38	0	1	4	5	1	5	0	3	7	2	6	1	1	1	2	1	1	4.0	2	19	**Although the performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.**	6
13	1	0	2	1	0	2	2	1	0	2	2	0	0	0	2	2	0	3.0	0	5	The clock read 08:30, so I scheduled my meeting for 09:00.	6
37	0	0	3	5	2	5	0	3	7	2	6	1	1	1	2	1	0	5.0	1	19	 The performance records are patchy, but the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
36	0	0	3	5	1	5	0	3	7	2	6	1	1	1	2	1	0	5.0	1	19	The performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
17	1	0	2	1	1	3	2	1	0	3	1	1	0	1	2	1	0	4.0	1	8	The ship has sailed for 22 years, but it still needs to reach its destination.	6
32	0	0	6	4	2	6	0	2	0	1	6	1	4	0	0	0	0	5.0	0	24	The Executive Order on Amendments to Executive Orders 11030, 13279, 13339, 13381, and 13389, and Revocation of Executive Order 13011 was made on the aforementioned date.	6
37	0	1	3	5	1	5	0	3	7	2	6	1	1	1	2	1	1	4.0	2	19	 Although the performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
7	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	2.0	0	4	The restaurant at 212 Main St.	6
18	0	0	1	3	1	3	1	2	2	1	0	1	3	0	1	0	0	5.0	0	11	The restaurant at the corner of 12th Street and 3rd Avenue is known for its delicious food.	6
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Executive Order	6
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Executive Order	6
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Executive Order	6
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Executive Order	6
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Executive Order	6
23	0	0	2	2	1	7	0	5	0	3	0	0	1	1	2	1	0	3.0	1	15	The Emperor's troops captured the rebel fortress on the fifth day of the siege, but the rebels managed to escape.	6
30	0	0	2	5	1	3	0	2	7	2	6	0	0	1	1	1	0	4.0	1	19	The King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
13	0	0	1	2	0	0	0	1	4	1	2	1	0	0	1	0	0	3.0	0	4	The Emperor's March on Baghdad was completed on 18 March 1258.	6
3	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1.0	0	2	 The Executive Order	6
17	0	0	2	2	0	4	0	2	1	2	2	0	0	1	1	1	0	3.0	1	5	The ship's captain commanded the crew to sail to port on December 18, 1942.	6
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Executive Order	6
42	0	0	7	6	1	16	0	2	1	1	6	1	1	0	1	0	0	3.0	0	24	The ingredients for the chemical reaction are 0.2 grams of luminol, 4 grams of sodium carbonate, 0.4 grams of copper sulfate, 0.5 grams of ammonium carbonate, and 1 liter (0.3 US gal) of distilled water.	6
37	0	1	3	5	1	5	0	3	7	2	6	1	1	1	2	1	1	4.0	2	19	Although the performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
37	0	1	3	5	1	5	0	3	7	2	6	1	1	1	2	1	1	4.0	2	19	 Although the performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
37	0	1	3	5	1	5	0	3	7	2	6	1	1	1	2	1	1	4.0	2	19	Although the performance records are patchy, the King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Executive Order	6
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Executive Order	6
12	0	0	1	2	0	3	0	2	0	1	2	0	1	0	1	0	0	3.0	0	8	 The spaceship traveled 450 miles to the distant planet in 1923.	6
14	0	0	1	3	0	3	0	1	0	3	2	1	0	0	1	0	1	5.0	1	7	The number sequence starting from 1 to 6 is arranged in ascending order.	6
30	0	0	2	5	1	3	0	2	7	2	6	0	0	1	1	1	0	4.0	1	19	The King's Men performed seven of Shakespeare's plays at court between 1 November 1604 and 31 October 1605, including two performances of The Merchant of Venice.	6
16	0	0	3	0	1	2	0	1	0	2	3	1	2	1	1	1	0	4.0	1	6	The Executive Order was amended to include Executive Orders 13011, 13381, and 13389.	6
2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1.0	0	1	Executive Order	6
