n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	VERB_constraint
26	1	0	5	2	1	7	0	3	0	5	0	0	2	1	1	3	0	3.0	1	17	The vibrant wildflowers danced with the wind, splashed water on nearby blossoms, nurtured the budding roses, and bloomed magnificently, attracting butterflies.	5
27	0	0	5	4	1	6	0	6	0	5	0	0	0	0	1	1	0	3.0	0	20	The cat chased the mouse up the tree, jumped onto the fence, climbed down the rope, roared, and raced across the park.	5
23	0	0	5	1	1	6	0	5	0	5	0	0	0	0	1	4	0	3.0	0	17	The cat chased the mouse, climbed the tree, raced the wind, danced with joy, and sang a song.	5
26	1	0	5	4	1	5	0	5	0	5	0	0	0	0	1	0	0	3.0	0	21	The dog chased after the ball, ran around the park, played with the kids, leaped over the fence, and returned home.	5
26	0	0	5	3	1	6	0	6	0	5	0	0	0	0	1	2	0	3.0	0	19	The kitten chased the ball, leaped onto the table, climbed the curtains, played with the toy, and snuck into the bedroom.	5
22	3	0	5	1	1	3	0	3	0	5	0	0	1	0	1	1	0	3.0	0	16	The young girl danced gracefully, leaped forward, climbed the tree, ran towards the creek, and laughed heartily.	5
22	0	0	6	2	1	4	0	3	0	6	0	0	0	2	1	1	0	5.0	2	9	The cat leaped, bounding, danced, skipped, and played with the ball, creating a whirlwind of joy.	5
31	0	0	5	0	1	5	0	5	0	5	0	10	0	0	5	0	0	3.0	0	25	The book was being read, the pages were being turned, the dog was being chased, the ball was being thrown, and the flowers were being watered.	5
22	0	0	4	3	1	5	0	5	0	4	0	0	0	0	1	2	0	3.0	0	16	The dog chased the cat across the park, leapt onto the tree, climbed down, and retrieved the ball.	5
21	0	0	3	1	1	6	0	4	0	3	0	0	3	1	1	2	0	3.0	1	12	The quick brown fox leaps over the sleeping dog, chasing the red cat, and catches the fluttering butterfly.	5
24	3	0	5	1	1	4	0	4	0	5	0	0	1	1	1	2	0	4.0	1	12	The kitten chased the playful ball, leaped high, ran swiftly, and climbed onto the tree, leaving the toy behind.	5
31	0	0	7	3	1	7	0	6	0	7	0	0	0	0	1	3	0	3.0	0	24	The cat chased the mouse, chased the ball, climbed the tree, leapfrogged over the fence, hunted for food, ran, and danced to the music.	7
29	0	0	8	3	1	5	0	3	0	8	0	0	1	1	1	1	0	5.0	1	13	The playful kitten danced, leaped, raced, sprinted, trotted, leaped, and bounded with joy, leaving a trail of glitter on the carpet.	7
31	0	0	6	2	3	12	1	2	0	4	0	0	1	1	1	3	0	4.0	1	11	The intricate dance of cascading waterfalls, flowing streams, and leaping frogs orchestrates a symphony of sights, scents, and sounds, captivating visitors and stirring their hearts.	7
39	2	0	7	4	1	8	1	5	0	8	0	0	3	1	1	4	0	4.0	1	27	The swift bird flew from east to west, chased the pesky dragon, climbed the towering tree, leaped over the river, painted a vibrant mural, and danced with delight, finally reaching its destination.	7
31	2	0	4	4	1	7	1	4	0	4	0	0	4	2	1	3	0	5.0	2	15	The intricate dance of swirling butterflies, meticulously orchestrated a symphony of colors, captivating the hearts of young and old alike, leaving a bittersweet memory in their minds.	7
25	0	0	8	1	1	3	1	2	0	8	0	0	1	1	1	1	0	4.0	1	13	The energetic child danced, leaped, ran, jumped, flew, soared, and skipped through the park, delighting her friends.	7
37	2	0	7	5	1	7	0	7	0	7	0	0	1	0	1	1	0	3.0	0	28	The mischievous cat climbed up the tree, leaped onto the fence, raced across the yard, chased the butterflies, jumped onto the trampoline, spun wildly, and landed safely on the grass.	7
26	0	0	2	2	1	7	0	5	0	2	0	0	5	1	1	1	0	5.0	1	10	 The playful kitten chased the nimble butterfly across the lush green grass, resulting in the butterfly's swift flight and the kitten's satisfaction.	7
26	0	1	7	1	1	3	1	3	0	8	0	0	1	1	2	1	0	3.0	1	16	The energetic student danced, leaped, ran, jumped, skipped, played, and laughed as he chased the butterflies across the meadow.	7
27	0	0	8	2	1	4	0	3	0	8	0	0	1	1	1	1	0	5.0	1	13	The playful cat jumped, skipped, danced, roared, played, chased, and ran across the park, creating a symphony of joy.	7
27	0	0	3	4	1	8	1	5	0	4	0	0	1	2	1	3	0	5.0	2	8	A vibrant symphony of verbs dances in the air, captivating the senses and igniting the heart, leaving a trail of memories in its wake.	7
27	0	0	2	4	1	8	0	5	0	3	0	0	4	1	1	2	0	5.0	1	10	The intricate dance of swirling blades and swift movement in rhythmic harmony creates a captivating symphony on the battlefield, commanding the attention of all observers.	7
26	1	0	7	2	1	5	0	4	0	6	0	0	0	0	1	1	0	3.0	0	18	The cat jumped onto the table, chased the mouse, roared, scratched, gnawed, bit, and ran away from the house.	7
40	0	0	7	1	1	8	1	6	0	9	0	7	0	2	1	7	0	5.0	2	32	He had finished painting the mural, had started cleaning the kitchen, was dusting the shelves, had swept the floor, was arranging flowers, was making a cake, and was drinking a glass of water.	7
27	0	0	8	2	1	4	0	3	0	8	0	0	1	1	1	1	0	4.0	1	13	The young cat chased, leaped, trotted, ran, dashed, raced, and sprinted across the park, capturing the butterfly in mid-flight.	7
44	2	0	7	5	1	9	1	8	0	8	0	0	2	1	1	4	0	5.0	1	34	The swift parrot swiftly sailed across the sky, swooped down to snatch a snack, shattered a window, showered upon the unsuspecting gardener, chased a squirrel up a tree, painted a rainbow, and leaped back to its perch.	7
26	1	1	7	1	1	3	0	3	0	8	0	0	1	1	2	0	0	4.0	1	13	The cat danced, leaped, raced, climbed, chased, pounced, and roared as the sun shone down on the green grass.	7
31	0	0	9	2	2	5	1	2	0	9	0	0	1	1	1	1	0	5.0	1	15	The playful puppy chased, leaped, ran, bounded, skipped, skipped, soared, and raced through the park, leaving joy and laughter in its wake.	7
33	1	0	7	3	1	7	0	7	0	7	0	0	0	0	1	3	0	3.0	0	28	The cat chased the ball, leaped over the table, jumped onto the couch, ran around the room, tossed the ball, climbed the stairs, and slept soundly.	7
33	0	0	5	4	1	8	2	4	0	4	0	0	5	2	1	2	0	5.0	2	11	The quick brown fox jumps, leaps, and dashes across the emerald meadow, propelling the mischievous squirrel from its perch, leaving a vibrant trail of destruction in its wake.	7
38	0	0	7	5	1	9	0	9	0	7	0	0	0	0	1	3	0	3.0	0	31	The cat chased the fish up the tree, jumped onto the table, pulled the string, climbed down the ladder, opened the box, looked at the picture, and danced around the room.	7
38	1	1	5	3	1	8	0	9	0	6	0	0	4	1	1	4	0	5.0	1	17	The swift parrot flew effortlessly across the sky, chased the agile fox, climbed the towering tree, and painted a vibrant masterpiece onto the canvas, all while captivating the hearts of the curious onlookers.	7
37	0	0	7	4	1	9	0	9	0	7	0	0	0	1	1	4	0	3.0	1	30	The cat chased the mouse across the playground, chased the ball, climbed the tree, leaped onto the trampoline, played with the doll, rode the bicycle, and danced to the music.	7
46	6	0	6	3	2	11	0	6	0	7	0	0	5	1	1	5	0	6.0	1	27	The young painter meticulously crafted a vibrant landscape, expertly blended charcoal hues with crimson shades, swiftly sketched the towering edifice, meticulously arranged the colorful flowers, and meticulously filled the canvas with life, resulting in a captivating and aesthetically pleasing masterpiece.	7
34	0	0	7	5	1	7	0	7	0	7	0	0	0	1	1	1	0	3.0	1	30	The cat jumped onto the table, chased the mouse, ran across the room, climbed up the wall, played with the ball, leapt onto the chair, and smiled.	7
41	3	0	8	5	1	9	0	7	0	8	0	0	0	1	2	2	0	5.0	1	28	The cat chased the mouse up the tree, leaped onto the roof, climbed down, trotted to the river, splashed water, danced with delight, and jumped onto the bridge, where the bird flew overhead.	7
23	1	0	7	1	1	3	0	3	0	7	0	0	0	0	1	1	0	3.0	0	15	The cat chased the ball, bounced, climbed, danced, raced, jumped, and skipped happily around the park.	7
29	0	0	8	2	2	5	0	3	0	8	0	0	1	1	1	1	0	6.0	1	13	The vibrant butterflies danced, leaped, fluttered, swooped, zoomed, stormed, and soared across the sky, creating a symphony of color and movement.	7
38	0	0	7	6	1	9	0	8	0	7	0	0	0	0	1	3	0	3.0	0	31	The cat chased the ball across the park, jumped onto the tree, climbed up the tree, slept in the sun, read a book, listened to music, and danced to the music.	7
20	0	0	7	1	1	2	0	1	0	7	0	0	1	0	1	0	0	3.0	0	13	 The playful kitten chased, leaped, bounded, ran, skipped, raced, and danced with delight.	7
24	0	0	8	1	1	3	0	3	0	8	0	0	0	0	1	1	0	3.0	0	20	The cat chased the ball, jumped over the table, roared, tripped, tumbled, ran, danced, and flew.	7
18	0	0	7	0	1	1	0	1	0	7	0	0	1	0	1	0	0	2.0	0	13	The young child danced, leaped, ran, sprinted, raced, climbed, and laughed.	7
34	1	0	8	3	2	6	0	4	0	9	0	0	1	1	1	1	0	7.0	1	13	The swiftly flowing river roared, swept, carried, plunged, dripped, propelled, and streamed through the park, leaving a trail of wet grass and the scent of wildflowers.	7
37	1	0	7	5	1	9	0	7	0	7	0	0	0	0	1	2	0	3.0	0	32	The cat chased the mouse up the tree, climbed down the rope, swatted the bug, ran towards the sun, leapt onto the porch swing, danced with joy, and laughed heartily.	7
32	8	0	8	1	1	3	2	0	0	6	0	1	2	0	1	1	0	4.0	0	21	I am meticulously organizing, meticulously packing, flawlessly transferring, delicately unpacking, intricately arranging, precisely labeling, and finally, joyfully displaying my treasured collection of antique teacups.	7
29	0	0	3	3	1	8	0	6	0	3	0	0	5	1	2	1	0	5.0	1	10	 The quick brown fox jumps over the sleeping lion, and the energetic squirrel climbs the tall tree, resulting in the butterfly landing on the vibrant flower.	7
19	0	0	7	1	1	2	0	1	0	7	0	0	0	0	1	0	0	3.0	0	13	The cat leaped, bounded, scurried, raced, trotted, chased, and danced with joy.	7
46	0	0	8	7	1	10	0	11	0	6	0	0	3	0	1	2	0	4.0	0	28	The cat chased the mouse up the tree, climbed the rope, leaped onto the windowsill, crawled through the cracks, stormed through the front door, and landed on the couch, all in the span of a single, extraordinary afternoon.	7
29	2	0	4	3	1	6	2	4	0	4	0	1	2	1	2	1	0	5.0	1	11	 The quick brown fox jumped over the sleeping lion, chased the butterflies, and flew back to the nest, where it was met by its owner.	7
30	1	0	4	3	1	8	0	5	0	4	0	0	4	1	1	2	0	5.0	1	12	The quick brown fox jumps over the sleeping lion, catches the flying fish, and slides on the slippery soap, thereby creating a magnificent display of athleticism.	7
46	3	0	7	4	2	10	3	6	0	8	0	0	3	5	2	3	0	6.0	5	17	The cascading waterfall roared, flowing over the moss-laden boulders, splashing and spraying its mist, captivating the hikers who eagerly followed, guiding their footsteps through the scenic trail, and ultimately leading to a breathtaking view of the valley below.	7
42	2	0	7	6	2	10	0	8	0	5	0	0	2	0	1	0	0	4.0	0	32	The agile cat leaps onto the table, swiftly climbs onto the countertop, jumps across the pan, scampers down the fridge, darts between the couch and the bookshelf, and finally, basks in the warm afternoon sun.	7
19	0	0	2	4	0	6	0	3	0	2	1	0	1	1	1	1	0	4.0	1	7	Seven verbs dance in a vibrant symphony, painting a tapestry of colors across the canvas of life.	7
28	1	0	7	3	1	9	0	4	0	2	0	0	1	0	1	0	0	4.0	0	13	A young dancer gracefully leaps, twirls, pirouettes, pounces, strides, sways, and flows with the grace of a willow in the wind.	7
27	2	0	7	0	1	6	0	3	0	7	0	0	1	0	1	5	0	3.0	0	20	 The vibrant flowers danced wildly, splashed water, bloomed profusely, adorned the garden, spread joy, brought happiness, and captivated the visitors.	7
29	0	0	8	3	1	5	0	4	0	8	0	0	0	1	1	1	0	5.0	1	13	The cat danced, leapt, leaped, sprinted, roared, climbed, and roared across the park, leaving a trail of flowers on the grass.	7
45	0	0	7	5	1	12	1	8	0	8	0	0	2	0	1	4	0	4.0	0	33	The playful cat climbed the tall tree, leaped onto the branch, chased the fluttering butterfly, climbed down the trunk, swiped the bee's honey, splashed water on her face, and napped under the shade of the willow tree.	7
24	1	0	8	1	1	2	0	2	0	8	0	0	1	1	1	0	0	3.0	1	13	The mischievous child raced, leapt, ran, skipped, danced, stumbled, and tumbled through the park, laughing heartily.	7
30	1	0	8	2	1	4	1	3	0	8	0	0	2	1	1	1	0	4.0	1	13	The dancer swiftly swept, leaped, soared, spun, floated, rolled, and skipped across the stage, creating a captivating melody with her expressive movements.	7
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	.	7
