n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	DET_constraint
21	1	0	1	3	1	6	1	2	0	2	0	1	2	1	1	1	0	4.0	1	9	A vast majority of engineers will require a substantial amount of education and training to work effectively in their field.	4
25	1	0	2	4	1	6	0	2	0	4	0	0	3	2	2	0	0	4.0	2	14	The majority of people prefer to live in big cities, but a significant number of people also choose to live in small towns.	4
22	0	0	4	3	1	6	0	3	0	3	0	1	1	1	1	0	0	4.0	1	8	  In a storm-ravaged land, a sizable piece of property was devastated, leaving behind the wreckage and devastation.	4
33	1	0	4	4	1	7	0	5	0	4	0	2	3	1	1	1	0	5.0	1	14	 The book, a treasured possession, holds a significant portion of the family's sentimental value, and is rightfully considered as a valuable heirloom to be passed down through generations.	4
37	2	1	2	3	2	9	1	5	1	6	0	0	4	3	2	4	0	10.0	3	5	The newly issued government bonds presented a favorable opportunity for investors to diversify their portfolios, thereby ensuring a stable market and demonstrating a high level of cooperation achieved in the EU and at international level.	4
34	0	0	3	5	4	7	0	4	1	2	0	1	7	1	1	1	0	7.0	1	12	" ""This overall favourable situation is the result of a long preparation at both legislative and institutional level and demonstrates the high level of cooperation achieved in EU and at international level."""	4
28	2	0	2	2	1	6	1	2	0	3	0	2	5	2	1	3	0	5.0	2	10	The most bountiful harvest in centuries will undoubtedly bring respite to the impoverished masses, but it is imperative to ensure equitable distribution to avoid further hardship.	4
23	2	0	4	1	0	4	2	3	0	4	1	0	1	2	1	4	1	4.0	3	9	The book, containing four determiners, provided a detailed account of the task, thereby allowing me to complete it accurately.	4
13	1	1	1	1	0	3	0	2	0	2	0	1	1	1	2	0	0	3.0	1	5	Only a few grains of sand remain after the tide has receded.	4
19	2	0	3	3	0	5	0	3	0	2	0	1	0	0	1	0	1	4.0	1	10	The vintage bicycle, once admired by the owner, was unfortunately damaged beyond repair during the thunderstorm.	4
19	1	0	2	1	0	5	1	1	0	3	0	0	4	2	1	3	0	4.0	2	7	The book contains several valuable determiners, enabling readers to navigate complex information easily through its comprehensive structure.	4
18	1	0	1	2	0	6	1	4	0	1	0	1	1	0	1	1	1	5.0	1	9	The most significant factor affecting the dissipation of a storm is the removal of its moisture source.	4
35	1	1	3	5	1	10	1	5	0	2	0	1	5	2	2	2	0	5.0	2	14	The most comprehensive collection of information on this subject includes various authoritative references, which are invaluable assets for the researcher, while offering a vast array of perspectives and insights into the topic.	4
11	0	0	1	1	0	3	0	2	0	1	1	1	0	0	1	1	0	2.0	0	5	The task was to generate a sentence with 4 determiners.	4
32	0	0	5	4	1	9	0	7	0	3	0	0	3	0	1	1	0	4.0	0	17	An antique collector purchased the rarest book in the world, the manuscript of a stolen letter, with a diamond-studded cover and bindings, at an exorbitant price.	4
26	0	0	6	2	1	9	0	2	0	2	0	0	4	1	1	1	0	5.0	1	11	 The book covers a wide range of topics, including essays on literary theory, cultural history, linguistics, literary criticism, and aesthetics.	4
21	1	0	2	3	1	5	0	4	0	3	0	0	2	1	1	1	0	4.0	1	6	The worn out and weathered stone wall stood proudly along the shore, offering a breathtaking view of the ocean.	4
27	3	0	4	2	0	6	2	3	0	4	0	0	2	2	2	3	0	5.0	2	8	A well-rounded individual, with meticulous attention to detail, selected the most fitting determiners to craft a sentence that expertly incorporates their usage.	4
12	0	0	1	1	0	4	0	3	0	2	1	0	0	1	1	2	0	5.0	1	3	The task requires the creation of a sentence containing four determiners.	4
26	1	0	3	3	0	6	2	2	0	4	0	0	3	3	2	2	0	6.0	3	12	The majority of voters agreed to provide their support, albeit with reservations, for the new political platform that promised to enact sweeping changes.	4
22	0	0	1	5	0	6	0	5	1	2	0	1	1	0	1	0	1	5.0	1	6	The vintage car displayed in the museum was purchased by a wealthy businessman from a junkyard in the south of France.	4
15	0	0	1	1	1	4	0	3	0	2	1	0	2	0	1	2	0	4.0	0	5	The book contains four distinct chapters and provides a comprehensive overview of the topic.	4
21	0	0	3	2	1	5	0	5	0	3	0	0	2	0	1	1	1	5.0	1	10	The old car, parked on the side of the road, has a flat tire and a cracked windshield.	4
20	1	0	3	3	1	4	0	2	3	1	0	1	1	0	1	0	1	4.0	1	12	The majestic statue of Liberty, prominently displayed on Liberty Island, is a symbol of freedom and democracy.	4
10	0	0	2	0	0	2	0	1	0	2	1	1	0	0	1	1	2	5.0	2	8	Sure, the sentence generated using 4 determiners is: A significant portion of old and dilapidated housing stock needs to be replaced in the near future.	4
19	2	0	1	3	0	4	1	3	0	1	0	1	3	1	2	0	0	4.0	1	4	 A sizable portion of the population relies on a network of highly qualified professionals who are readily available.	4
5	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	1	2.0	1	2	The sentence generated is: The textbook contains a collection of essays, some of which provide detailed analysis of literary works, others serve as summaries of important historical events.	4
24	2	0	2	3	0	8	0	4	0	2	0	0	3	1	1	2	0	4.0	1	9	 The most influential book club in the world has a significant impact on the literary landscape, influencing reading preferences of millions worldwide.	4
23	0	0	2	4	0	6	0	4	0	2	0	2	3	0	1	1	2	6.0	2	19	In the event of a tsunami hitting any sizable portion of land, the damage inflicted on coastal infrastructure would be catastrophic.	4
17	0	0	1	3	1	5	1	2	0	2	0	1	1	1	1	0	0	4.0	1	8	 This vintage motorcycle belonged to my grandfather and is a cherished heirloom passed down through generations.	4
25	1	0	4	2	0	7	0	4	0	4	0	0	2	1	2	3	2	4.0	3	13	The textbook, containing various chapters, each providing a distinct learning experience, allows students to delve deep into the topic of physics.	4
13	1	0	2	1	0	3	0	2	0	2	1	0	1	0	1	1	0	3.0	0	5	In this particular case, the provided text contains exactly four determiners.	4
22	1	0	2	3	0	5	1	2	0	3	0	0	3	2	1	1	0	5.0	2	7	Only a few brave warriors dared to fight against the tide of war, determined to save their people from peril.	4
17	0	0	3	1	0	5	2	2	0	1	0	1	2	0	2	1	1	5.0	1	14	The book, which contains a variety of fascinating stories, is my favourite reading material.	4
32	1	0	1	6	2	10	1	5	0	1	0	2	3	0	2	1	1	10.0	1	26	A hotel complex with views of parts of the falls that is much closer to the action and offers a larger appetite for the scenery and budget are available for guests.	6
32	1	0	3	4	2	8	2	4	0	3	0	0	5	0	1	1	0	5.0	0	19	 The majestic scenery offers a breathtaking view of the roaring falls, and for those with larger appetites and budgets, there are several hotel complexes much closer to the action.	6
29	0	1	4	4	1	8	2	5	0	3	0	1	0	2	2	0	1	6.0	3	9	The boat, anchored in the bay, was the centerpiece of the scene, with people lounging on its deck and the sunset shining upon their faces.	6
26	0	0	3	3	1	9	1	2	0	2	0	1	4	1	1	2	0	5.0	1	12	 The tourists, with their own personal preferences and dietary restrictions, can choose hotels offering stunning views of the city from various vantage points.	6
26	1	0	1	5	1	9	0	5	0	1	0	0	3	0	1	1	0	6.0	0	8	A larger appetite for the scenery and a larger budget necessitates hotel complexes much closer to the action with views of parts of the falls.	6
29	1	1	4	4	0	6	2	4	0	4	0	0	3	2	3	2	0	6.0	2	19	The newly-released album contains songs about various genres, each catered to the preferences of individual listeners, while the diverse collection offers something for everyone.	6
29	1	0	1	6	1	9	1	6	0	1	0	0	3	0	1	1	0	5.0	0	9	The hotel complex closest to the falls offers stunning views of portions of the scenery to those with a large appetite for the scenery and a large budget.	6
32	0	0	2	5	1	10	2	4	0	4	0	0	4	1	1	3	1	4.0	2	11	 The vintage photographs displayed around the museum showcase several historical events of significant consequence for the nation, showcasing the resilience of its people and preserving their legacy for future generations.	6
23	1	0	4	1	0	6	0	3	0	5	0	0	2	2	1	3	1	4.0	3	7	The antique shop, filled with valuable possessions, has a revolving door, allowing customers to easily view the displayed items.	6
22	0	0	3	3	0	6	0	3	0	2	0	0	5	0	1	1	1	5.0	1	8	The complex hotel complexes, situated closer to the falls, offer stunning views of various parts of the magnificent landscape.	6
23	0	0	1	4	0	6	0	5	0	4	0	0	3	1	1	1	1	6.0	2	5	The quaint village nestled amidst towering skyscrapers offers a breathtaking vista of the emerald tapestry woven across the canvas of the sky.	6
20	1	0	1	4	0	5	2	3	0	3	0	1	0	2	1	0	0	7.0	2	5	 There are some vintage automobiles displayed in a museum that are admired by tourists from all over the world.	6
31	1	0	4	4	0	10	0	6	0	4	0	0	2	1	1	2	0	4.0	1	10	The intricately designed mansion, standing sentinel over the picturesque lake, offers a breathtaking view of the towering granite cliffs, attracting visitors from all corners of the globe.	6
21	0	0	2	3	0	6	1	2	0	1	0	1	5	1	2	1	0	6.0	1	9	 The antique book store has a vast selection of rare books for sale, many of which are first editions.	6
34	2	1	3	4	0	7	3	6	0	4	1	1	1	3	3	1	0	7.0	3	8	 The Irish weather works on the ‘four seasons in a day’ principle, which basically means that you can’t predict a thing when it comes to the behaviour of the sky.	6
52	2	0	7	7	2	12	0	8	0	6	1	2	5	2	2	1	0	6.0	2	17	A well-crafted sentence with 6 determiners can be generated as: The vintage bicycle, a beloved artifact, stood proudly amidst the antique collection, adorned with intricate designs and boasting an impressive history, serving as a testament to the craftsmanship and durability of the bygone era.	6
24	0	0	1	4	2	7	1	4	0	1	0	1	3	0	1	1	0	5.0	0	11	The hotel complex offers a breathtaking view of parts of the falls and is perfect for those with a larger appetite and budget.	6
27	0	0	2	4	1	10	0	3	0	2	0	0	5	1	2	1	0	5.0	1	8	 The antique store offered a variety of vintage jewelry with antique silver pieces and unique antique bronze sculptures, each crafted with meticulous attention to detail.	6
24	0	0	1	4	2	7	1	4	0	1	0	0	4	0	1	1	0	6.0	0	8	  The majestic scenery and breathtaking views from the towering falls offer a myriad of experiences for those with a larger appetite and budget.	6
34	2	1	3	4	0	7	3	6	0	4	1	1	1	3	3	1	0	7.0	3	8	  The Irish weather works on the ‘four seasons in a day’ principle, which basically means that you can’t predict a thing when it comes to the behaviour of the sky.	6
21	0	0	3	2	0	7	0	4	1	3	0	0	1	1	1	1	0	5.0	1	7	**The vintage furniture in the showroom displayed a variety of antique paintings, including a prized Ming dynasty portrait.**	6
34	2	1	3	4	0	7	3	6	0	4	1	1	1	3	3	1	0	7.0	3	8	The Irish weather works on the ‘four seasons in a day’ principle, which basically means that you can’t predict a thing when it comes to the behaviour of the sky.	6
42	0	1	3	6	0	7	2	6	4	4	0	2	6	3	2	0	0	9.0	3	8	" ""For the last few years there have been tensions with Iran’s nuclear program with word coming this week that a deal was reached through the European Union that meets with the approval of the International Atomic Energy Agency."""	6
36	0	0	6	3	2	11	0	3	0	2	0	0	9	0	1	1	1	4.0	1	23	The intricate system of underwater tunnels, intricate mosaic tiles, historical murals, and delicate porcelain vases, housed in the opulent palace, create a breathtaking display of cultural heritage and artistic mastery.	6
27	0	0	3	4	0	7	1	5	0	3	0	1	3	1	1	2	1	5.0	2	10	The ancient manuscript, containing a wealth of historical data, was entrusted to the museum with a unique display showcasing its significance to the community.	6
28	1	0	2	3	2	7	0	4	0	3	0	0	6	1	1	2	1	5.0	2	12	The intricate system of determiners utilized in this sentence showcases the intricate interplay between lexical selection and grammatical structure, ultimately crafting a concise yet potent message.	6
24	0	0	1	4	1	7	1	5	0	2	0	0	3	0	1	1	1	6.0	1	5	The complex hotel complexes built near the falls provide accommodations for those with a larger appetite for the scenery and a larger budget.	6
20	0	0	4	2	0	6	0	3	0	3	0	0	2	1	1	1	0	4.0	1	6	" ""The emerald river flows through the majestic park, providing stunning views of the towering sandstone cliffs."""	6
20	0	0	1	3	1	6	0	2	0	2	0	0	5	0	1	1	1	5.0	1	8	A collection of intricate paintings displayed within the museum offer breathtaking views of abstract expressions and vibrant cultural relics.	6
7	0	0	1	1	0	2	0	1	0	0	1	1	0	0	1	0	0	3.0	0	4	The sentence with 6 determiners is: The boat is securely anchored in the bay, offering shelter from the stormy weather for travelers passing by.	6
34	1	0	4	7	1	9	2	6	0	1	0	0	3	0	0	0	0	6.0	0	14	" ""For those with a larger appetite for the scenery and a larger budget, there are some hotel complexes much closer to the action with views of parts of the falls."""	6
29	0	0	5	2	0	7	0	6	1	2	0	0	6	1	1	3	0	5.0	1	7	 The boat, a magnificent antique vessel, has a rich history, offering passengers a scenic journey across the crystal-clear waters of the Pacific Ocean.	6
31	0	0	4	1	1	8	4	3	0	4	0	0	4	3	1	2	0	9.0	3	8	 There are several factors that influence a person's decision to visit a particular country, including their personal preferences, their financial circumstances, and the availability of transportation.	6
25	0	0	3	5	0	5	0	3	1	2	0	0	5	1	1	1	0	6.0	1	14	 A large group of dedicated volunteers, many with strong ties to the local community, gathered to clean up the park on Saturday.	6
35	2	0	3	5	1	9	1	6	0	2	1	2	3	0	2	0	1	4.0	1	10	The antique clock gifted to the king on his coronation day was one of a kind, a priceless heirloom passed down through generations, and is now a treasured artifact in the museum.	6
32	1	0	2	7	1	9	2	6	0	1	0	0	3	0	0	0	0	5.0	0	14	For those with a larger appetite for the scenery and a larger budget, there are some hotel complexes much closer to the action with views of parts of the falls.	6
25	1	0	1	3	1	6	0	5	0	4	0	0	4	0	1	1	1	5.0	1	11	The intricate route map with the meticulously drawn directions provided by the rental company ensured a safe and accurate journey to the desired destination.	6
24	1	0	3	2	1	5	0	3	1	3	0	0	5	0	1	2	1	5.0	1	12	The intricate clockwork of the ancient Egyptians, comprising several meticulously crafted tombs, showcases a blend of cultural heritage and historical precision.	6
26	0	0	2	5	0	9	0	6	0	3	1	0	0	1	1	1	1	5.0	2	5	The method adopted in 2005 makes the snitch a tennis ball in a sock, hanging out of the running shorts of the snitch runner.	6
34	1	0	3	5	2	9	0	4	0	5	0	0	5	0	1	1	1	6.0	1	15	The meticulously designed hotel complex, adorned with numerous opulent determiners and commanding breathtaking views of the falls, caters to discerning travelers with a larger appetite for scenery and a larger budget.	6
17	1	0	2	1	1	5	0	3	0	2	0	0	2	0	2	1	0	5.0	0	4	 The antique dealer showcased a variety of vintage jewelry, each piece unique and meticulously crafted.	6
32	3	0	3	2	1	8	0	5	0	4	0	0	5	2	1	4	0	6.0	2	11	The bountiful apple harvest brought much prosperity to the countryside, thus ensuring the inhabitants a healthy and plentiful diet, with enough fruit to satisfy even the most demanding appetites.	6
32	1	0	2	7	1	9	2	6	0	1	0	0	3	0	0	0	0	5.0	0	14	For those with a larger appetite for the scenery and a larger budget, there are some hotel complexes much closer to the action with views of parts of the falls.	6
23	0	0	2	4	0	7	0	4	0	3	0	0	3	2	1	2	0	7.0	2	8	The museum exhibits a collection of artifacts ranging from ancient swords to intricate tapestries, showcasing the rich history of the region.	6
23	0	0	2	4	0	7	0	4	0	3	0	0	3	1	1	1	0	5.0	1	7	 As a whale watching enthusiast, the captain shared stunning visuals of majestic whales dancing in the serene ocean with the passengers.	6
32	0	1	1	3	1	9	0	6	0	5	0	0	5	1	2	3	1	6.0	2	7	The intricate trail winding through the forest holds an assortment of breathtaking views and presents a unique opportunity for visitors to experience the natural bounty of the majestic towering granite cliffs.	6
21	0	0	1	3	1	8	0	3	0	2	0	0	3	0	1	1	0	5.0	0	9	The vintage clothes store has a vast selection of unique and fashionable garments with varying price tags for every customer.	6
20	0	0	2	3	0	5	1	3	0	2	0	1	3	1	2	1	0	5.0	1	10	 The antique books held a wealth of knowledge, a vast majority of which were authored by renowned scholars.	6
33	1	0	2	4	2	10	1	3	0	4	0	1	4	1	1	2	0	7.0	1	9	 **The vast majority of early childhood educators are highly motivated professionals with a deep commitment to their work and have the ability to create safe and nurturing learning environments for children.**	6
35	1	0	2	7	1	10	1	6	0	1	0	0	6	0	0	0	0	5.0	0	14	 For people with a large appetite for the scenery and a sizable budget, there are some luxurious hotel complexes much closer to the action with breathtaking views of various parts of the falls.	6
