n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_depth_constraint
12	1	1	0	1	0	2	4	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree's height was 6 inches in the syntactic tree.	6
15	1	2	0	0	0	3	6	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The branches of the towering redwood tree soared 6 feet above the forest floor.	6
10	1	2	0	0	0	1	3	1	0	0	1	0	1	2.0	5	0	0	1	0	0	The giant sequoia towered at 6 inches in height. 	6
16	2	3	0	0	0	3	4	1	0	0	2	0	1	4.0	6	0	0	1	0	0	The tree stood at a height of 6 inches in the lush, sun-dappled forest.	6
14	1	3	0	0	0	3	4	1	0	0	1	0	1	4.0	4	0	0	1	0	0	The tree stands at a height of 6 inches in the syntactic tree.	6
18	1	3	0	0	1	2	4	1	1	1	2	0	2	3.0	5	0	0	1	1	0	With a tree height of 6, John stood beneath the tree and appreciated its majestic grandeur. (1 sentence)	6
12	1	1	0	1	0	2	4	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree's height was 6 inches in the syntactic tree.	6
24	4	4	0	0	1	3	7	1	1	0	2	0	1	3.0	10	0	0	1	0	0	In the snowy woods, a tall fir tree stood at 6 feet tall in its place among the ferns and mossy logs. 	6
12	1	2	0	0	0	2	4	1	0	0	1	0	1	2.0	7	0	0	1	0	0	The maple tree towered at 6 inches in the syntactic tree.	6
12	2	2	0	0	0	2	3	1	0	0	1	0	1	2.0	7	0	0	1	0	0	The tall tree stood at 6 inches in the syntactic tree.	6
10	1	2	0	0	0	1	3	1	0	0	1	0	1	3.0	4	0	0	1	0	0	The tree stood tall at 6 inches in height.	6
17	3	2	0	1	0	2	4	1	0	0	2	0	1	5.0	4	1	1	1	1	0	The mountain's height was breathtaking, reaching at least 6 trees in the syntactic tree.	6
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood 7 feet tall in the clearing.	7
15	0	3	0	0	0	4	5	1	0	0	1	0	1	4.0	4	0	0	1	1	0	The branch of the tree reached a height of 7 inches above the ground.	7
17	1	4	0	0	0	4	5	1	0	0	1	0	1	4.0	6	0	0	1	0	0	The tree towered over the house at a height of 7 inches in the syntactic tree.	7
14	1	3	0	0	0	3	4	1	0	0	1	0	1	3.0	10	0	0	1	0	0	The tree stood at a height of 7 feet in the sun-dappled clearing.	7
22	2	4	0	0	0	5	6	1	0	0	2	0	2	4.0	9	1	1	1	1	0	The sunlight filtered through the leafy branches of the tree, reaching a height of 7 inches in the syntactic tree.	7
12	1	2	0	0	0	2	4	1	0	0	1	0	1	2.0	7	0	0	1	0	0	The redwood tree towered at 7 feet in the dense forest.	7
13	0	3	0	0	0	3	4	1	0	0	1	0	1	4.0	3	0	0	1	0	0	The tree stood at a height of 7 inches in the forest.	7
30	1	5	0	1	0	3	8	1	3	0	2	1	4	6.0	11	4	4	3	1	0	The dog's excitement was evident as it bounded through the forest with leaves sprouting from its fur, barking at the trees that measured 7 feet in height.	7
14	1	2	0	0	0	3	4	1	0	0	2	0	1	3.0	7	0	0	1	0	0	The sun sets behind the 7-inch tall tree on the hill.	7
17	2	3	2	0	0	3	4	1	0	0	1	0	1	5.0	4	0	0	1	0	0	The tall trees towered majestically at a height of 7 branches high in the dense forest.	7
12	1	1	0	1	0	2	4	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The leaf node's height is 7 in the syntactic tree.	7
13	0	0	2	1	0	1	3	1	0	1	1	0	1	3.0	9	1	1	1	1	0	John carefully measured the tree's height to be exactly 7 feet.	7
12	2	2	0	0	0	2	3	1	0	0	1	0	1	2.0	7	0	0	1	0	0	The tall tree stood at 7 feet in the lush forest.	7
16	3	3	0	0	0	3	4	1	0	0	1	0	1	4.0	4	0	0	1	0	0	The majestic tree stood at an impressive height of 7 feet in the lush forest.	7
11	2	1	0	0	0	2	3	1	0	0	1	0	1	3.0	7	0	0	1	0	0	The tree stood 7 feet tall in the dense forest.	7
12	1	1	0	0	0	2	5	1	0	0	1	0	1	3.0	6	0	0	2	0	0	The trees tall branches swayed 7 feet above the forest floor.	7
17	3	2	0	0	0	2	4	1	1	0	2	0	2	3.0	6	1	1	1	1	0	In this tall pine stood, its highest branches touching the clouded sky at 7 feet.	7
32	2	6	0	0	0	3	12	1	1	0	5	0	2	3.0	20	1	1	2	0	0	Underneath the tall pine tree, a family of squirrels leaped from branch to branch with ease, their chattering sounds bouncing through the crisp mountain air. (7 in)	7
14	1	3	0	0	0	3	4	1	0	0	1	0	1	4.0	4	0	0	1	0	0	The tree stood at a height of 7 feet in the dense forest.	7
14	1	3	0	0	0	3	4	1	0	0	1	0	1	4.0	4	0	0	1	0	0	The tree stood at a height of 7 feet in the dense forest.	7
11	2	1	0	0	0	2	3	1	0	0	1	0	1	3.0	7	0	0	1	0	0	The tree soared 70 feet into the bright blue sky.	7
15	1	2	0	0	0	2	5	1	0	1	1	0	1	3.0	9	0	0	1	1	0	A majestic maple tree reached a height of 7 inches on Tom's property.	7
13	3	1	0	0	0	2	4	1	0	0	1	0	1	3.0	4	0	0	1	0	0	The majestic spruce tree stood 7 feet tall in the syntactic tree.	7
13	1	2	0	0	0	3	4	1	0	0	1	0	1	3.0	9	0	0	1	1	0	The tree reached a height of 7 feet in the syntactic tree.	7
15	1	3	0	0	0	3	5	1	0	0	1	0	1	4.0	4	0	0	1	0	0	The oak tree stood at a height of 7 feet in the dense forest.	7
22	2	3	0	0	0	4	7	1	0	0	3	0	2	4.0	12	1	1	1	1	0	The sunlight filtered through the branches of the 7-inch tall tree, casting intricate patterns on the forest floor.	7
7	1	0	0	0	0	1	2	1	0	0	1	0	1	3.0	3	0	0	1	0	0	The tree stands 7 feet tall.	7
25	1	3	1	0	0	4	7	1	0	0	4	0	4	6.0	21	2	2	1	1	0	The sun set slowly behind the forest, leaving the towering pine trees glimmering like diamonds against the orange sky. (7 in)	7
11	0	1	1	0	0	2	3	1	0	0	1	0	2	3.0	6	0	0	1	0	0	The towering tree stretched 7 inches high in the forest.	7
12	1	1	0	1	0	2	4	1	0	0	1	0	0	3.0	4	0	0	1	0	0	The tree's height is 7 feet in the syntactic tree.	7
11	1	2	0	0	0	2	3	1	0	0	1	0	1	3.0	4	0	0	1	0	0	A sapling grew to 7 feet tall in the forest.	7
20	3	4	0	0	0	4	5	1	0	0	2	0	1	4.0	5	0	0	1	0	0	In a lush forest, a towering tree soared to a height of 7 inches in the syntactic tree.	7
12	2	2	0	0	0	2	3	1	0	0	1	0	1	3.0	4	0	0	1	0	0	The tree stood tall at 7 feet in the dense forest.	7
10	1	1	0	0	0	2	3	1	0	0	1	0	1	3.0	6	0	0	1	0	0	The tree stood 7 feet tall in the clearing.	7
27	2	5	2	0	0	5	7	1	1	0	2	0	2	5.0	8	1	1	2	0	0	The bird swooped low over the forest, its branches stretching up toward the tall tree with a height of 7 inches in the syntactic tree.	7
15	1	2	1	0	0	3	4	1	0	0	2	0	1	4.0	7	0	0	1	0	0	The sun shone brightly through the branches of the tall 7-inch tree.	7
16	1	3	0	0	0	2	4	1	1	0	2	0	2	5.0	6	0	0	1	0	0	The tree towered over everything at an incredible height of 7 skyward-reaching branches.	7
10	1	2	0	0	0	1	3	1	0	0	1	0	1	3.0	4	0	0	1	0	0	The tree stands tall at 7 inches in height.	7
22	2	3	0	0	0	4	7	1	1	0	2	0	2	4.0	9	1	1	1	2	0	The majestic oak tree stretched its leaves towards the sky, reaching a height of 7 inches in the syntactic tree.	7
16	2	3	0	0	0	3	5	1	0	0	1	0	1	4.0	4	0	0	1	0	0	A majestic fir tree stood at a height of 7 inches in the syntactic forest.	7
16	0	3	0	0	0	4	5	1	0	0	2	0	1	4.0	12	0	0	1	0	0	The sun shone through the branches of the 7-foot tree in the backyard.	7
8	1	1	0	0	0	1	2	1	0	0	1	0	1	2.0	4	0	0	1	0	0	The tree stands tall at 7 inches.	7
15	2	3	1	0	0	3	4	1	0	0	0	0	1	4.0	4	0	0	1	0	0	The tall tree stood proudly at a height of 7 feet in the dense forest	7
10	0	1	0	0	0	2	3	1	0	0	1	0	2	3.0	5	0	0	1	0	0	The towering tree stretched 7 inches towards the sky.	7
12	1	2	0	0	0	2	4	1	0	0	1	0	1	3.0	5	0	0	1	1	0	The trees in the ancient forest reach heights of seven inches. (1 sentence) 	7
17	1	2	1	0	0	3	5	0	1	0	2	0	2	3.0	7	1	1	1	1	0	The sun rose slowly above the tree, casting its morning light on the dense forest.	7
15	2	2	0	0	0	3	5	1	0	0	1	0	1	3.0	9	0	0	1	1	0	The tall oak tree reached a height of 7 inches in the dense forest. 	7
19	2	2	0	1	0	2	4	1	1	1	2	0	3	5.0	8	1	1	0	1	0	Surrounding the forest of Eterna was a towering tree, standing 7 inches tall in its syntactic form.	7
14	1	3	0	0	0	3	4	1	0	0	1	0	1	4.0	4	0	0	1	0	0	The tree stood at a height of 7 inches in the syntactic tree.	7
11	1	2	0	0	0	2	3	1	0	0	1	0	1	2.0	7	0	0	1	0	0	The tree towered at 7 feet in the open field.	7
