n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	sentence	max_depth_constraint
19	2	1	0	1	0	3	5	0	0	0	1	1	3	6.0	4	3	3	1	3	0	The new manager was excited to tackle the challenge of streamlining processes to improve productivity across the company.	6
29	4	4	0	3	1	1	6	0	4	0	1	0	3	5.0	14	2	2	2	1	0	I have been looking for new kitchen gadgets for weeks since my birthday, and I am determined to find some unique appliances to incorporate into our busy kitchen	6
35	4	5	1	1	2	4	14	0	0	1	1	0	2	5.0	14	1	1	1	1	0	Implementations of the agreement terms and conditions are successfully integrated into the OBSF system by the Barclays legal team, confirming uninterrupted trade operations and seamless access to relevant market intelligence across all trading floors	7
14	0	2	1	0	0	2	4	0	1	0	2	0	2	3.0	6	1	1	1	1	0	The dog trotted happily across the field, wagging its tail with excitement.	7
24	1	4	1	0	0	1	7	0	2	1	3	0	3	7.0	11	3	3	1	2	0	Full reconciliation of contracts within the OBSF to Barclays documentation ( thereby substantiating existence of stock that we have option to purchase ).	7
14	2	1	1	0	0	1	3	0	1	0	2	0	2	3.0	5	1	1	1	1	0	Beneath, an ethereal voice whispered to succor my parched soul with solace.	7
16	3	2	0	0	1	2	4	0	1	0	2	0	1	4.0	7	0	0	1	1	0	The cat curled itself around the small, fluffy toys with apparent joyfulness and tranquility.	7
17	0	4	1	0	1	3	4	0	1	0	1	0	2	4.0	6	0	0	1	0	0	The cat curled up in a ball and purred contentedly on the lap of its owner.	7
17	1	3	1	0	0	3	5	0	0	0	2	0	2	3.0	8	1	1	1	0	0	The monkeys clung to the tall trees with delight, chirping excitedly in the morning light.	7
15	0	2	1	0	0	2	4	0	2	0	1	1	2	3.0	7	1	1	2	0	0	The snowflakes fell gently on my face as I walked through the winter wonderland.	7
21	2	2	0	0	1	0	7	0	0	1	2	0	4	7.0	4	3	3	1	3	0	Air pollution in Delhi continues to reach dangerous highs, forcing residents to find respite in parks and public spaces.	7
29	1	5	1	0	1	1	9	0	2	2	3	0	3	8.0	18	3	3	1	2	0	Full reconciliation of contracts within the OBSF to Barclays documentation ( thereby substantiating existence of stock that we have option to purchase ) and to AS400 Barclays account.	7
11	1	2	0	0	0	2	4	0	0	0	1	0	1	3.0	4	0	0	1	0	0	The snowflakes danced around the tree branches with carefree abandon.	7
15	2	2	0	0	0	4	5	0	0	0	1	0	1	5.0	4	0	0	1	1	0	The manager requested a detailed report of all expenditures related to the company party.	7
8	1	1	0	0	0	1	2	1	0	0	1	0	1	2.0	3	0	0	1	0	0	Ten tiny tots tiptoed toward the tonk.	7
10	0	3	0	0	0	2	3	0	0	1	0	0	1	3.0	6	0	0	1	0	0	John ran through the forest with a sense of  ecstasy	7
12	0	1	1	0	0	1	3	0	2	0	1	1	2	3.0	4	1	1	2	1	0	The cat purred fiercely as it cradled its tail in delight.	7
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred fiercely on my lap.	7
9	0	1	1	0	0	1	2	0	0	1	1	0	1	3.0	5	0	0	1	0	0	The cat purred contentedly on Steve's lap.	7
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	7
20	0	1	2	0	1	5	5	0	0	0	3	0	3	4.0	11	1	1	2	2	0	The cat had no appetite, yet the bird in the tree outside sang melodiously, entrancing every onlooker.	7
16	0	2	1	0	1	3	4	0	0	1	2	0	2	4.0	6	1	1	1	1	0	John walked slowly through the park, enjoying the sunshine and peacefulness of the surroundings.	7
11	2	1	1	0	0	0	2	0	2	0	2	0	1	2.0	7	0	0	1	1	0	She carefully made love to his strong, muscular body.	7
29	4	3	1	2	0	4	5	2	2	1	1	1	3	7.0	9	3	3	2	1	0	I am confident that your team will successfully resolve all outstanding issues concerning the sale of the property located at 123 Main Street within the next two weeks.	7
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	7
27	5	3	0	1	0	3	7	0	2	0	1	1	4	5.0	12	3	3	2	2	0	I will have an excellent time eating fish from the crystal clear waters while watching birds dance across the sky during my upcoming tropical island vacation.	7
11	0	2	1	0	1	1	2	0	1	0	1	0	2	2.0	6	0	0	1	0	0	The cat curled up on my lap and purred contentedly.	7
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred loudly on my lap.	7
29	2	3	2	2	0	3	4	2	1	4	1	1	2	7.0	6	2	2	2	1	0	Ms. Jackson's exasperation was only surpassed by Mr. Higgin's unrelenting pessimism at the prospect of reworking every one of the 277 contracts that were still unresolved.	7
25	4	5	0	1	1	3	7	1	0	0	2	0	1	5.0	9	1	1	1	0	0	The rainforest was home to a vast array of exotic and rare species, with tree heights soaring to 7 in the syntactic tree.	7
16	1	2	1	0	0	1	3	0	1	1	2	0	3	5.0	4	2	2	1	1	0	John laughed aloud, causing the rain to fall in concentric circles around his shoes.	7
21	2	3	1	1	1	2	8	0	0	0	0	0	1	4.0	6	0	0	1	0	0	The tourists' expectations for authenticity were exceedingly realized in the village market's cornucopia of colorful spices and aromatic incense	7
22	3	2	0	1	0	3	5	0	2	0	1	1	3	4.0	13	2	2	2	1	0	I will return next week to check on the rebuilding process at the local school after the recent tornado damaged it.	7
13	1	1	1	0	0	2	3	0	1	0	1	1	2	3.0	5	1	1	2	0	0	The cat purred contentedly as it pounced on the red toy mouse.	7
14	1	2	0	1	0	2	4	0	1	1	1	0	1	4.0	4	0	0	1	1	0	The company has negotiated a significant tax benefit for its operations in Indonesia.	7
19	1	1	1	0	1	2	5	0	2	0	2	0	3	5.0	7	1	1	1	2	0	The baby giggled happily and kicked her little legs, feeling the sun's warmth on her face.	7
12	0	1	1	0	0	3	3	0	0	0	1	1	2	3.0	6	1	1	1	1	0	The puppy ran quickly across the field while chasing a butterfly. 	7
8	0	1	1	0	0	1	2	0	1	0	1	0	1	2.0	4	0	0	1	0	0	The cat purred contentedly on my lap.	7
21	0	1	1	0	0	4	6	0	2	0	2	0	4	7.0	5	3	3	2	3	0	The sales manager handed the presentation, thereby proving the existence of inventory that they had the option to purchase.	7
14	4	0	0	1	0	1	3	0	0	0	0	0	3	4.0	5	2	2	1	2	0	The company will have to make several drastic adjustments to avoid complete organizational collapse	7
19	0	1	1	2	1	1	4	0	3	0	1	1	3	6.0	4	2	2	1	1	0	I will be arriving later today to discuss your proposal and the prospect of partnering with your company.	7
12	0	2	0	0	0	2	4	0	1	0	1	0	2	3.0	7	1	1	2	0	0	The cat prowled through the garden, its tail slinking around bushes	7
35	3	4	1	4	2	5	7	0	4	0	3	1	1	7.0	8	1	1	2	0	0	I am convinced beyond any reasonable doubt that this man is an impostor and should be immediately removed from my presence for the safety of myself, my family, and the entire country.	7
18	2	2	0	0	0	1	5	1	2	0	1	1	2	3.0	7	1	1	2	1	0	The baby's eyes sparkled with delight as she grasped her favorite toy in one tiny fist.	7
12	1	2	0	0	0	2	5	0	0	1	0	0	1	3.0	5	0	0	1	1	0	Senate majority leader reconnoitered the battlefield with an air of confident expectation	7
13	0	1	1	0	0	1	3	0	1	1	0	2	2	4.0	4	1	1	1	1	0	Sophia's eyes sparkled knowingly as if intuiting the truth of his words  Is the answer you generated correct? If not, please clarify and I will provide feedback. Let me know if you have any questions.	7
22	2	2	1	1	1	3	7	1	0	0	1	0	2	3.0	10	0	0	2	1	0	The sales representative's confident demeanor quickly put the potential client at ease and a contract was finalized within two weeks.	7
12	0	2	0	0	0	3	4	0	0	0	1	0	2	4.0	4	1	1	1	0	0	The cat sat upon the branch swaying in the mid-afternoon sun.	7
15	2	1	1	0	0	2	3	0	1	0	2	1	2	3.0	7	1	1	2	0	0	The cat purred contentedly as it lay on the soft, sunlit window seats.	7
23	3	1	1	1	1	3	5	0	1	1	1	1	3	8.0	4	3	3	2	3	0	Jonathan was able to quickly resolve the issue by implementing a solution that involved a combination of automated processes and human intervention.	7
16	3	2	0	1	0	1	3	0	1	0	3	0	2	4.0	5	1	1	1	0	0	The baby was sound asleep in his crib, surrounded by bright, colorful toys.	7
19	2	2	1	1	1	3	3	0	1	0	1	1	3	4.0	10	1	1	2	0	0	The sun was shining warmly on the yellow and green fields as we walked through the rolling hills.	7
