n_tokens	ADJ	ADP	ADV	AUX	CCONJ	DET	NOUN	NUM	PRON	PROPN	PUNCT	SCONJ	VERB	max_depth	max_link	subord_prop	subord_post	subj_pre	obj_post	subord_pre	n_obj_post.1	n_subj_pre.1	sentence	subj_pre_constraint
18	0	0	2	0	1	2	3	0	2	2	1	0	4	4.0	13	1	1	3	3	0	3	3	Jim immediately grabbed his guitar, Dave started to strum the melody and I quickly sang the lyrics	3
34	4	3	0	2	1	4	6	0	5	1	5	1	2	8.0	9	3	2	3	2	1	2	3	That being the case, it is with great sadness that I announce the passing of Marge, the matriarch of our family, who lived a long, happy and fulfilled life.	3
35	1	3	2	1	1	2	7	0	6	0	5	0	6	8.0	9	3	2	5	2	1	2	5	That said, when I got to his workshop I found a collection of gears, pulleys and pliers that suggested he was inventing, not just repairing, complex machinery for the masses.	3
12	0	3	0	0	0	1	3	0	3	0	1	0	1	3.0	5	0	0	1	1	0	1	1	With the exception of my passport I lost everything at Security!	3
14	0	1	1	0	1	2	3	0	1	0	2	0	3	3.0	7	0	0	1	1	0	1	1	The dog wagged its tail, barked excitedly and ran towards the stranger.	3
38	4	5	5	1	1	4	7	0	2	0	3	1	4	5.0	17	1	1	3	2	0	2	3	They decided immediately to move the party inside because of the unexpected heavy rain, the generator was making too much noise for the neighbors, and that they ran out of cold beer way too soon!	3
37	0	5	3	0	2	1	4	1	6	1	4	1	9	6.0	13	5	4	3	2	1	2	3	When my boss walked into the room, he noticed John sitting with three women whispering to him, but he simply nodded, then sat down and continued talking to them without acknowledging my presence.	3
22	1	1	1	0	1	4	8	0	0	0	3	0	3	5.0	11	1	1	1	3	0	3	1	The chef added a dash of cumin, paprika, and oregano, giving the dish a bold yet balanced flavor profile	3
31	2	3	1	1	3	2	4	0	6	0	3	1	5	4.0	20	1	1	3	3	0	3	3	They came up with the plan, built and implemented it, but before it was fully operational the management team took it over and made it their own project.	3
30	4	3	0	3	1	3	4	0	5	0	2	1	4	7.0	11	4	4	4	2	0	2	4	That will help us avoid any misunderstandings and make sure everyone is clear about which tasks they are accountable for, as we work in the new office location. 	3
15	0	1	1	0	2	1	1	0	0	3	3	0	3	3.0	7	0	0	3	0	0	0	3	John walked down the street, and Sarah approached, and Peter followed behind.	3
30	1	3	1	2	0	5	6	0	5	0	1	1	4	7.0	12	4	4	3	2	0	2	3	It was the manager who told the employee that he was fired the next morning, with only a couple of hours to grab everything he needed from the warehouse	3
23	2	3	1	0	0	1	2	0	6	1	3	0	4	4.0	11	3	1	4	1	2	1	4	That said, when I met her at the conference, I realized she smelled like my favorite perfume from New York.	3
12	0	2	0	0	0	1	3	0	2	0	2	0	2	3.0	5	1	1	1	1	0	1	1	He went to the store, buying bread for their sandwiches. Tomorrow, they will go to the beach, bringing towels and sunscreen. Next month, they will fly to Rome, visiting the Vatican and Trevi Fountain.	3
41	3	4	3	1	2	1	5	1	5	2	9	0	4	5.0	13	2	1	2	2	1	2	2	"Whenever my mother saw an old pair of jeans, she would quickly say, ""Aw, look at those!"", and then turn them into adorable shorts for my two little sisters, Lilly and Mia."	3
11	0	0	3	0	2	0	0	0	2	0	3	0	1	3.0	6	0	0	1	1	0	1	1	They played it again, and again, and again. And again, at yet another party. At yet another party, they found themselves repeating again the same old songs from years past. The task requires that you produce a single sentence using only three preverbs as subjects; therefore, it is essential to choose your words carefully for this prompt response. Your response should only include one sentence and should not be elaborate or contain any additional context, clarification, or explanations. Your task completion is assessed based on adherence to these specifications, therefore please make sure you comply with the given guidelines in generating your response. Good luck!	3
20	2	0	0	1	1	1	3	0	5	0	4	0	3	4.0	14	0	0	4	2	0	2	4	That's wonderful, the crocodile tells her, I love your shirt, and you look stunning today!	3
19	0	2	1	0	0	4	7	0	0	0	2	0	3	4.0	9	2	2	1	2	0	2	1	The dog led the cat chasing the laser beam across the living room, bouncing around in excitement. 	3
8	0	1	0	0	0	2	3	1	0	0	0	0	1	2.0	5	0	0	1	1	0	1	1	The cat chased three squirrels around the tree	3
26	2	0	1	0	1	5	6	0	2	0	5	0	4	4.0	6	2	1	4	4	1	4	4	When the bartender handed her the whiskey he said; 'The good Lord made irishmen, but the devil created the Irish currency'.	3
22	3	2	1	1	1	4	6	0	0	0	2	0	1	4.0	9	0	0	2	1	0	1	2	The librarian recommended the novel, but the students were more interested in the library's extensive collection of pre-Columbian art.	3
19	3	3	0	0	1	1	6	0	1	0	1	0	2	6.0	6	1	1	1	0	0	0	1	The student loved studying for exams at her parents' cozy home with warm cookies and cold drinks. 	4
9	2	0	0	0	1	1	3	0	0	0	1	0	1	3.0	2	0	0	1	1	0	1	1	The new restaurant serves excellent food and cocktails. The friendly staff provides exceptional service. There is a lovely patio area for outside dinning and entertaining. The convenient location makes for easy parking and access to other local attractions.	4
23	1	2	3	0	1	2	6	0	3	0	2	0	3	4.0	16	0	0	2	2	0	2	2	My neighbor always mows her large lawn, loudly, early in the morning and the smell of fertilizer permeates our shared wall	4
10	0	1	0	0	1	0	4	0	2	0	1	0	1	3.0	4	0	0	1	1	0	1	1	My sister and her friends enjoy dancing at nightclubs. They drink cocktails, listen to live music, and dance until morning.	4
15	1	0	0	0	1	2	4	0	3	0	3	0	1	3.0	10	0	0	1	1	0	1	1	My friend, their spouse, the baby, and I love this new park	4
36	5	1	4	3	2	3	5	0	3	1	4	1	3	4.0	30	3	3	5	1	0	1	5	I always love buying from Sarah's shop because she has the best clothes, the quality is always excellent, her prices are very reasonable, and the salesperson is extremely helpful and courteous.	4
32	3	2	1	1	2	4	8	0	1	0	2	1	5	6.0	14	3	3	2	3	0	3	2	The chef at the cooking school loves to teach and always has a smile on her face, while the participants are eager to learn new recipes and taste culinary delights.	4
15	0	1	1	1	1	1	2	0	5	0	1	0	2	2.0	10	0	0	2	3	0	3	2	She bought him a bike for his birthday and hes been riding it everywhere.He loves it very much and is very happy.The dog runs around excitedly, jumping up and down.The baby giggles with joy.	4
22	2	0	1	1	2	1	3	0	5	0	3	0	4	4.0	14	1	1	3	3	0	3	3	My children adore eating pizza, they can consume it every day, and it always makes them happy and strong. 	4
9	0	1	0	0	0	0	5	0	1	0	1	0	1	2.0	5	0	0	1	1	0	1	1	My friends adore riding bicycles during summer afternoons. They appreciate the ease of pedaling through verdant trails, enjoying the warm sunshine, and breathing the fresh air.	4
15	1	1	1	0	0	1	5	0	2	0	1	0	2	3.0	7	1	1	1	0	0	0	1	My friend's little girl loves swimming there every summer with her club team. They always finish with a water balloon fight in the shallow end. 	4
13	0	1	3	2	0	0	2	0	1	1	1	0	2	3.0	5	1	1	2	1	0	1	2	Mars is often visited by aliens who are always eagerly awaiting Earthlings.	4
23	1	1	5	0	1	1	4	0	1	1	2	0	5	7.0	7	3	3	2	1	0	1	2	Mandy hates driving in storms; she always gets nervous seeing the car's windshield wipers moving really fast back and forth.	4
20	1	2	1	1	0	0	5	1	5	0	2	0	2	3.0	10	1	1	2	2	0	2	2	She was taking care of her three children, when her husband surprised her with his favorite breakfast meal.	4
17	0	2	0	0	1	1	5	0	1	0	3	0	4	4.0	8	1	1	1	2	0	2	1	The baby loves eating peaches, playing with bubbles, and taking naps in her crib.	4
37	3	3	2	3	2	5	10	0	2	1	2	0	4	5.0	20	1	1	4	2	0	2	4	Its a beautiful sunny Saturday and the kids are outside playing tag with their friends, the smell of freshly baked chocolate chip cookies wafts from the kitchen and Mom is busy polishing the silverware.	4
16	1	1	1	1	0	2	3	0	1	0	1	1	1	4.0	6	1	1	1	0	0	0	1	It is not unusual for a bird to fly directly into a car's windshield.Elephants will avoid walking near cars.Zebras will run and stop suddenly.Giraffes may peek through the trees to observe cars.	4
32	3	5	2	0	0	3	7	0	4	0	3	1	4	6.0	12	3	3	3	1	0	1	3	My sisters love singing along to their favorite artist at karaoke, as they always have the best spot in front of the microphone, which makes for an amazing time! 	4
21	0	2	2	0	1	2	4	0	3	1	2	0	4	4.0	8	2	2	3	2	0	2	3	Amy loves playing soccer, and her siblings too enjoy the game when she plays in the yard with them!	4
20	0	1	0	0	1	0	5	0	2	1	4	0	5	3.0	8	1	1	2	3	0	3	2	My teacher loves to travel to Spain, she enjoys learning languages, playing tennis, and cooking Paella!	4
12	0	0	0	0	1	0	4	0	0	1	4	0	2	4.0	5	1	1	1	2	0	2	1	Jenna loves dancing, playing piano, swimming, and singing.	4
12	1	2	0	0	0	2	3	1	0	1	1	0	1	3.0	8	0	0	1	2	0	2	1	The librarian gave the researchers four books about Ancient Egypt to ____________	4
14	2	1	0	1	0	0	4	0	1	1	1	0	2	4.0	8	1	1	1	0	0	0	1	My family will enjoy swimming in Hawaii's warm ocean water next summer. The children are excited to see a real dolphin while snorkeling and we want to go parasailing together. Their favorite spot will be Kailua Beach because of its white sand and shallow water. 	4
18	1	1	1	0	0	0	5	0	3	0	1	1	4	5.0	9	3	3	2	2	0	2	2	My teacher wants to play basketball against our class, while her friends enjoy painting beautiful flowers together	4
11	1	0	2	0	0	0	2	1	1	1	1	0	2	3.0	4	1	1	1	2	0	2	1	Alice always buys two drinks when visiting her local bar. They know her favorite well and always offer great suggestions, and the bartenders are always friendly and attentive.	4
22	1	1	0	0	1	3	4	0	4	1	2	0	4	4.0	9	1	1	2	3	0	3	2	Her mother promised her a new bike, and her grandmother promised to take her to the zoo the following Saturday.	4
22	1	2	0	1	4	3	4	0	0	4	2	0	1	4.0	18	0	0	2	1	0	1	2	The teacher gave out the exam results, and Sarah and Lisa and John and Emma were among the highest scorers.	4
42	6	4	2	2	2	2	8	0	4	2	2	3	5	7.0	17	4	4	5	3	0	3	5	Jay loves biking up mountains while his pet ducks follow alongside on the trail, and Samantha is amazed that he never forgets their favorite spot for lunch and is grateful that they share the same love for adorable fluffy hamsters. 	4
29	3	5	2	1	2	1	7	1	3	0	2	0	2	7.0	13	1	1	2	0	0	0	2	They are arriving on vacation excitedly and ready for fun, their two young boys bouncing happily in the back of their vehicle full of gear and excitement.	4
26	1	5	0	0	1	3	6	0	2	0	3	0	4	6.0	7	2	2	1	0	0	0	1	The newborn loved lounging on her father's chest, nuzzling with her siblings, and peering out at the bright lights of the nursery.	4
35	2	3	1	0	1	4	10	0	3	0	2	2	5	5.0	16	3	3	3	4	0	4	3	The baby swung her legs in excitement as much as possible to touch Mom, and the kids sang songs to cheer their dad as he jumped from a plane at the skydiving party.	4
25	3	0	3	2	1	1	3	0	5	0	4	0	3	3.0	22	2	2	4	2	0	2	4	She loves seeing him, they always have a wonderful time, their children are all great, and their granddaughter is absolutely adorable!	4
14	1	0	0	1	2	3	4	0	1	0	1	0	1	4.0	4	0	0	1	1	0	1	1	I am loving this new fashion trend and all the colors and patterns. My dogs are jumping up and down with pleasure, the cats are looking on curious and the parrots are making noise in agreement!	4
14	1	0	0	0	1	1	4	1	1	1	3	0	1	3.0	7	0	0	1	1	0	1	1	My best friend, sister, and two brothers visit Grandma every year.	4
26	0	1	1	0	1	4	8	0	3	0	4	0	4	3.0	22	0	0	4	4	0	4	4	He gave his dog a bone; the kids played outside with their friends; the mom made lunch; and the dad watched TV.	4
42	3	0	4	4	2	4	9	1	3	0	4	1	5	5.0	34	2	2	6	4	0	4	6	My mom likes to bake pies, but she's never made chocolate one, the recipe needs improvement since the crust was soggy and the filling was not creamy enough, so she will definitely make some changes next time.	4
26	4	2	1	1	2	1	3	0	4	1	2	1	3	4.0	20	2	2	3	2	0	2	3	I like to ride my bike on Sundays through the park because it's beautiful and quiet, and I always see new interesting things.	4
26	1	3	1	0	2	0	7	0	3	1	4	0	4	5.0	10	1	1	1	3	0	3	1	She loves dancing, painting, cooking exotic foods, and spending time outdoors playing with her dogs and cats at her farm in Maine.	4
25	1	2	0	1	2	2	3	0	2	3	3	0	4	6.0	14	3	3	1	1	0	1	1	I am excited to go to the park with David, Tom, Sarah and their dog to play fetch and have a picnic.	4
27	5	1	2	1	2	1	5	0	2	0	4	0	4	5.0	11	2	2	1	4	0	4	1	My teacher enjoys teaching us new stuff, is very kind, and has a contagious enthusiasm for learning, making physics really fun and interesting!	4
10	0	1	1	0	0	1	2	0	0	2	1	0	2	3.0	4	1	1	1	1	0	1	1	The tourists highly recommended exploring Plettenberg Bay by foot.	4
17	1	3	0	0	1	3	5	0	0	0	2	0	2	4.0	9	0	0	2	0	0	0	2	The baby laughed at the silly clown, and the kittens played with ball of yarn.	4
16	0	2	1	0	0	3	5	0	2	0	0	1	2	3.0	8	1	1	2	1	0	1	2	The sun set slowly over the mountain ridges as we rode our horses toward the stable	4
17	2	1	1	1	1	3	3	0	1	0	1	0	2	4.0	7	1	1	1	2	0	2	1	I am so excited to take the cats on a picnic and enjoy the beautiful weather. The cat's name is Whiskers, and they love mice. They also adore sleeping in sunbeams, and playing laser pointer chicken	4
12	0	0	0	1	1	1	5	0	0	1	1	0	2	3.0	7	0	0	2	1	0	1	2	Jessie love cooking dinner but baking pizza has become a passion.They experiment with new toppings all the time and often bring samples to share!	4
13	0	2	0	0	1	3	3	0	0	0	1	0	3	4.0	5	1	1	1	0	0	0	1	The children loved running along the river and playing in the waves. The ducks swam gracefully in the water, and the seagulls swooped overhead, their cries piercing the air.	4
21	2	2	0	0	2	2	3	0	1	0	3	0	6	5.0	9	2	2	1	1	0	1	1	The children loved playing with cars on the smooth wooden   floor, running and racing them, laughing and screaming.	4
12	1	2	0	0	0	1	4	0	2	0	1	0	1	2.0	6	0	0	1	1	0	1	1	My favorite music artists sing their hearts out at the concerts.The rock musicians energetically perform on stage while their fans enthusiastically sway along to the catchy rhythms.	4
23	0	1	1	1	0	4	5	0	2	0	3	1	4	6.0	6	3	3	2	3	0	3	2	The teacher told the students, who were sitting on the floor, to put their chairs away before leaving the room.	4
9	1	0	0	0	1	1	1	0	0	0	3	0	2	2.0	3	0	0	1	0	0	0	1	"The waiter smiled and said, ""Great! That'll be easy."""	4
