n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	DET_constraint
31	1	0	7	4	2	5	1	3	0	2	0	0	6	1	0	0	0	6.0	1	9	The svelte, flimsy, slender, and graceful fawn, usually with the assistance of its siblings, frisked  and bounded with nimble, sprightly leaps throughout this territory. 	4
26	0	0	3	3	0	5	1	4	0	5	0	0	4	3	1	3	1	7.0	4	8	The shy squirrel, disguising itself with various vines, creeps up the tall tree trying to avoid catching the eye of the perceptive owl.	4
20	0	0	2	1	1	6	2	1	0	3	1	1	1	1	1	2	0	4.0	1	7	There lived three little cajous down cajou street, who ate all breakfast eatables and wouldn't eat bread. 	4
35	2	0	7	4	0	7	3	3	2	2	0	2	3	1	3	1	1	5.0	2	25	   Juvenal-Ursache, who was a reddish, robed, aging, assistant manager of a small bank branch at that time, quickly ran over to where he had thrown his coat.	4
17	1	0	3	2	0	4	0	3	0	3	0	0	1	0	1	0	1	4.0	1	7	The flabby finance executive, disguised as a gymnast, dances dangerously around the glistening gymnasium.	4
24	1	0	4	2	1	5	0	4	0	3	0	1	3	1	1	1	1	5.0	2	10	The malleable quokkas, excluding the ones with freckles, are usually spotted roaming (the eastern and western boundaries of) the reserve	4
19	0	0	3	2	0	2	2	2	0	3	2	1	1	1	2	1	1	5.0	2	11	These three men, one of whom was wearing a red hat, tried to push past us. 	4
13	1	0	1	1	0	4	0	2	0	1	1	0	2	0	1	1	0	2.0	0	7	The cranky khaki kitten caught forty crunchy crabs quickly in the cloister.	4
31	1	1	3	3	2	9	1	3	0	3	2	0	3	1	3	1	1	7.0	2	15	The flamboyant fashion model, who wore five elaborate coiffures and eight layers of ruffles and taffeta, posed elegantly on the catwalk while the scintillating audience sizzled with excitement.	4
46	3	0	16	4	2	8	1	2	0	4	0	0	6	1	0	0	0	4.0	1	31	The slithering, gargantuan ogre, covered (partially) with wet, mossy fur and (partially) with slimy, matted spines, slunk and lurked (throughout) the shadowy, gloomy forest, searching (ardently) for its noontime meal.	4
30	0	0	4	3	1	5	2	3	0	5	0	1	5	2	2	1	1	5.0	3	12	The swanky glitterati, who were clothed in lavish gowns and sparkling jewels, scurried about (the exclusive parties) attempting to outdo each other with their opulent displays	4
9	0	0	1	1	0	2	1	2	0	1	0	1	0	0	1	0	0	2.0	0	4	  This is a solved example of the task. Generate a sentence with 4 determiners. Write only the sentence, without adding further text and without explanations. 	4
12	1	0	0	1	0	3	1	2	0	2	0	0	2	1	1	1	0	4.0	1	4	The sly snake slithers stealthily across the shadows seeking its scaly prey	4
40	2	0	9	3	2	8	1	3	1	2	2	0	7	0	1	0	0	4.0	0	24	The four-year, twice-divorced, obese, and elderly tourist hiked precariously through the treacherous mountain terrain with her two overactive, fluffy terriers and stubborn Yorkshire cat, despite the early-autumn chill.	4
24	0	0	3	3	0	5	1	4	0	1	1	0	6	0	2	1	0	3.0	0	14	The grizzled old actor wore four glittering bracelets, each from a different decade, to the formal premiere of his newest film.	4
30	0	1	7	2	2	6	0	3	0	2	0	0	7	1	1	1	0	4.0	1	11	The tome-like, aged, bespectacled, and venerable librarian scolded the impetuous, flip, and saucy student for muttering during quiet hours in the stacks.	4
19	2	0	2	2	0	3	0	2	0	3	1	1	3	0	1	0	1	4.0	1	11	Four gleaming golden geodes, glinting brilliantly against the green grass, were strategically situated throughout the verdant valley	4
28	5	0	2	5	0	5	1	3	0	4	0	0	2	1	1	1	2	5.0	3	13	The sloth, usually found hanging upside down amongst the green moss, deliberately crawls slowly with long claws to precisely position itself for dinner amongst the lichen	4
21	2	0	2	3	0	4	1	3	0	2	0	0	4	1	1	0	0	5.0	1	5	That sneaky swine, she sauntered slowly through the shady shadows searching sincerely for succulent shells on that stony strand.	4
31	3	0	3	4	1	8	2	4	0	3	0	1	2	0	2	1	2	5.0	2	16	The plucky snitch, who was a brisk hurdler and always kept his hair neatly trimmed, swiftly dodged past a row of bullying beaters en route to the woods.	4
31	1	0	7	0	1	8	0	2	3	2	0	0	5	1	2	2	0	4.0	1	12	  Hermann Park's reflection, Houston's skyline, morning dew, and weary feet adorned the brisk, autumnal trail where a lone, wizened oak, stood sentinel. 	4
29	1	0	5	3	1	6	0	4	0	5	0	0	4	1	1	1	1	5.0	2	10	The slinky, elegant snake, adorned with shimmering scales and glistening gold, slithered seductively through the grass, avoiding the prying eyes of the curious gazelles. 	4
30	3	0	3	3	0	7	0	5	0	3	1	0	5	0	1	3	2	5.0	2	13	The enormous enormity of the empty envelope, excluding the exact excess expressing enormity, exceeded any expectations by exactly one envelope exactly equal to the extraordinarily exuberant eagerness.	4
62	3	1	4	6	4	16	5	5	0	8	0	0	10	5	3	6	0	13.0	5	14	The gymnastic teacher of remarkable skill, often wins the competition, using her talented and perfectly trimmed dogs that perform remarkable backflips and roundoffs in the obstacle courses with various hurdles, while entertaining the delighted audience that always cheers for more, clapping their joyful hands and whistling their appreciation for these exceptional canine artists of unique charm and elegance	4
50	1	0	9	2	3	22	1	3	0	2	1	0	6	0	2	2	1	8.0	1	34	Six determiner examples sentence: The highly advanced technological innovative smart home systems that incorporate state-of-the-art security surveillance equipment, climate control technology, and home automation and control systems, provide the luxurious living spaces with complete safety, comfort, and convenience	6
17	0	0	1	2	0	5	0	2	0	1	1	0	5	0	1	1	0	3.0	0	6	Eight towering giraffes drank water under the enormous silver tree in the gigantic green savannah enclosure.	6
43	0	0	6	6	0	9	1	5	4	4	0	1	6	2	1	3	1	6.0	3	17	The sixth-century settlement of Eporiedhou, nestled within the sprawling metropolitan area of current-day Paris, was granted a municipal charter during the reign of Clovis I, enabling its bustling marketplaces to serve an influx of visitors. 	6
21	2	0	2	3	1	5	0	3	0	2	0	0	3	1	1	0	0	4.0	1	9	  At the edge of the clearing, the gigantic giraffe gracefully galloped through grasses and grackles growing greener gloriously golden.	6
45	0	0	8	3	4	15	0	2	0	3	0	0	10	1	1	1	1	6.0	2	13	Surrounded by verdant mountains and crystal-clear lakes, the charming ski resort boasts a wide range of top-notch amenities for discerning vacationers, including high-end hotels, trendy cafes and restaurants, and exclusive boutiques and art galleries.	6
72	0	0	11	6	5	5	1	2	29	2	2	1	6	2	2	1	0	7.0	2	47	Nine notable New Yorkers of today are of Italian origin including, Andrew Cuomo (the Governor), and Joe Scarnici who holds positions as Chief Financial Office of the Governor's Office, and trustee at Fordham University, Manhattan College, Bank Street College of Education and St. John's University and three Italian Consuls; Luisa Aste, Francesco Genuardi, Gabriella Goldsmith and Anna Hazen Swan.	6
27	2	0	3	1	1	9	0	0	0	4	1	0	5	1	1	2	1	4.0	2	12	  Six historic English pubs situated along picturesque country lanes now offer gourmet menus, carefully crafted beers, and cozy accommodations to delight modern-day travelers	6
51	1	0	6	10	2	11	0	7	2	5	1	1	3	2	1	2	1	9.0	3	14	The settlement of Lodi, located on the area of present-day , was founded in the 14th century and acquired a town charter in  1423, along with the right to have a marketplace and the ability to appeal to numerous nationalities, together with traders from England.	6
33	0	0	1	6	2	10	0	5	1	3	0	1	4	0	1	0	2	6.0	2	18	A bountiful basket filled with fresh fruit and vegetables gleaned from the local fields and farmers markets of Provence was presented to the noblewoman at the estate by the skilled village artisans.	6
30	1	0	3	3	1	9	0	2	0	5	0	1	4	3	1	3	1	5.0	4	10	 The numerous outlying properties, all located off winding lanes, have captivated imaginations for generations and glimmer with endless charm, tempting families to experience the ultimate country escape	6
28	0	0	3	4	0	7	0	4	2	3	1	0	4	0	2	1	1	6.0	1	21	Six determiner sentence: Founded within the medieval period in a picturesque setting amidst rolling hills, the small village of Br Ansquerre exudes a quaint charm.	6
27	1	0	2	4	0	7	0	3	1	3	0	0	6	2	0	1	0	8.0	2	5	A quirky Czech boutique hotel offering individually designed rooms with a range of contemporary comforts, located within a stunning historic building in Old Town square. 	6
23	1	0	2	3	0	5	0	3	0	3	1	0	5	2	1	1	0	6.0	2	7	The enigmatic creature inhabited an intriguing island surrounded by majestic waves with six peculiar protrusions, vibrating exuberantly in the mystical mist.	6
43	1	0	12	3	1	9	1	3	1	8	1	0	3	2	1	1	0	7.0	2	13	The 1928-constructed, brick-finished, whitewashed Victorian-styled structure, with its double-fronted, bow-windowed façade, houses a myriad museum, showcasing an array of artefacts and relics dating back to Antiquity.	6
27	0	0	3	3	1	8	0	3	0	4	1	0	4	3	0	1	0	7.0	3	9	A settlement nestled in the heart of the Brazilian rainforest, boasting six vibrant villages adorned with flourishing gardens, bustling street markets and tranquil lagoons.	6
34	1	0	1	5	0	6	2	4	3	4	1	1	5	3	2	1	0	5.0	3	18	The two elephants slowly made their deliberate way across the dense vegetation through the sweltering tropical heat of Moremi Game Reserve, pausing to munch on a few juicy shoots that were within reach	6
24	0	0	1	5	1	8	1	2	0	1	0	1	4	0	1	0	0	5.0	0	8	Numerous tourists are fascinated by this location because of its unique combination of natural features and the abundance of high-end retail establishments	6
37	0	1	2	5	1	8	3	4	1	3	1	2	6	1	3	2	0	4.0	1	15	A sizable settlement at the crossroads of three ancient routways has been evident since medieval times, but the town of Cranfield as we kbow it today began its recorded history in the late eleventh century.	6
72	0	0	30	2	1	8	0	1	0	4	4	0	22	0	1	0	0	6.0	0	35	Within these walls, numerous treasures lie; six statues of forgotten kings (proud, graceful, regal, strong, gentle, noble), five golden reliquaries (ornate, intricate, elegant, precious, revered), four rare tomes (leather-bound, ancient, mysterious, cryptic, esoteric), and three weathered maps (faded, worn, detailed, secretive)	6
29	0	0	3	3	2	8	0	2	0	2	0	2	7	1	1	1	0	5.0	1	12	Several picturesque islands with luxuriant vegetation and crystal-clear blue seas can be found in the tranquil harbour, providing the ideal spots for sunbathing and relaxation.	6
33	2	0	3	4	0	7	1	6	0	5	0	0	5	1	2	2	1	5.0	2	14	The quaintly adorned antique cottage, positioned upon the verdant hillside amidst an array of vibrant wildflowers, boasts an expansive terrace which offers an unobstructed vista of the rolling countryside below.	6
47	9	0	5	7	2	6	0	5	5	3	1	0	4	2	1	2	0	6.0	2	14	Of the three colleges, Harvard held the most prestigious position by far in the Ivy League, boasting the second highest ranking globally, coming in at just behind Princeton but well ahead of Yale, and with the highest faculty-student ratio as well	6
30	1	0	3	4	1	5	1	3	3	3	1	0	5	1	0	1	0	5.0	1	17	North of the sleepy town of Kendal, on the west banks of the Lune, there are three pubs serving locally-brewed real ales and traditional British cuisine	6
22	0	0	1	2	1	6	0	2	0	2	0	1	6	1	1	0	0	5.0	1	6	The charming little town is situated on the river's picturesque bank surrounded by beautiful green fields and old willow trees.	6
34	0	0	4	3	2	11	0	2	1	3	2	0	5	1	1	0	0	5.0	1	15	Six historic houses, three quaint museums, a former mill village, and scenic woodland trails contribute to Lanesville's special charm, enjoyed by vacationers from surrounding cities and suburbs every year	6
19	0	0	3	3	0	5	0	2	0	2	1	1	2	0	1	0	1	4.0	1	9	Over ten luxury yachts, docked in the tranquil marina, were reserved for an exclusive anniversary gala.	6
37	2	0	1	6	2	10	1	5	0	3	0	2	5	2	2	2	0	9.0	2	9	A large number of ancient inscriptions and other artifacts has been recovered from close by the settlement, giving valuable evidence for the historical past and way of life of the humans who once inhabited this area	6
39	1	0	5	5	2	7	1	5	0	3	3	2	5	0	3	0	1	5.0	1	19	The small settlement, situated in the heart of the lush forest, boasted of six ancient churches, each with its unique history and architectural style, and each having been standing for over two hundred years. 	6
25	0	0	2	4	0	5	0	3	0	3	2	2	4	1	1	0	1	4.0	2	18	Nestled in a valley between two majestic mountains, a tranquil hamlet with seven historic churches can be found prospering on a fertile land. 	6
32	1	0	3	5	1	9	0	4	2	2	0	1	4	1	1	1	0	7.0	1	5	The prosperous seaside community of Rhyl is situated proudly on the golden coast of Clwyd, boasting world-class facilities and a range of luxury accommodations for a memorable holiday. 	6
51	1	0	4	6	3	14	1	9	0	3	1	3	5	2	3	1	0	5.0	2	33	Six determiners were utilized to precisely describe the location of the town in comparison to the park and other features, and the sentence that follows is The village on the banks of the lake is tiny yet picturesque (the white church; ancient stone bridge over the rivulet)	6
39	0	0	9	2	1	10	0	3	0	3	1	2	8	0	1	1	2	6.0	2	19	The settlements, established on the lands surrounding the ancient monastery, have been influenced by six different determiners; geographical place, religious affiliation, historical era, societal structure, cultural practices, and traditional craftsmanship. 	6
23	1	0	6	4	1	3	0	4	0	1	1	1	1	1	1	0	0	4.0	1	10	The six determiners in this sentence are the, of present-day, in, along, for all, and geared	6
37	0	0	6	5	0	8	0	6	0	6	0	0	6	6	0	2	0	10.0	6	7	A spacious mansion situated on a hill, surrounded by a lush greenery, overlooking a picturesque valley, boasting a lavish interior, adorned with expensive artwork, lit by an array of crystal chandeliers.	6
36	1	0	3	5	2	10	0	3	0	2	1	0	9	0	1	1	0	5.0	0	19	Seven well-appointed villas near the historic town square, with convenient access to public transportation and several quality dining options, provide guests with a relaxing and comfortable stay in the medieval walled city	6
25	0	0	3	3	1	7	0	2	0	3	0	2	4	0	1	0	1	5.0	1	12	The spacious mansion near the picturesque town surrounded by towering trees, has been equipped with high-quality home appliances and opulent decor.	6
36	2	1	1	4	0	7	3	3	0	4	2	0	9	2	1	2	0	8.0	2	7	The large black german shepherd wagged its six fluffy tails before enthusiastically greeting its five happy owners with various sweet treats on the spacious lawn of their secluded mansion located deep in the wooded countryside.	6
28	0	0	3	4	1	8	0	5	0	4	0	0	3	0	1	1	2	5.0	2	17	A settlement situated in the heart of the region, surrounded by rolling hills and scenic rivers, boasts a historic town center with a vibrant atmosphere.	6
20	0	0	6	1	0	2	3	4	0	2	1	1	0	0	1	0	0	3.0	0	10	Six determiners are used in the following sentence: the, a, this, that, another, those	6
38	2	0	5	3	1	6	0	4	4	3	0	0	9	1	1	2	1	6.0	2	15	Ostia Antica, located close to the present-day Rome's central station, features notable architectural examples from the Roman Republic and Imperial periods, offering a captivating trip back to the ancient Roman civilization.	6
68	1	0	10	9	2	22	0	5	1	3	0	0	14	2	0	1	0	12.0	2	19	A stunning penthouse apartment situated in a prestigious development with breathtaking views of London's iconic skyline, an impressive fully-fitted kitchen with high-quality appliances, sleek stone worktops, and plenty of luxurious living space with floor-to-ceiling windows allowing an abundance of natural light, comfortable under-floor heating, and secure access to a peaceful communal garden. 	6
26	0	0	2	3	1	7	0	3	0	5	0	1	4	0	1	0	2	4.0	2	20	Lined with ancient olive groves and towering cedar trees, the sleepy village nestled in the rolling wooded hills was shrouded in a mystical aura. 	6
59	1	0	6	8	2	11	0	7	5	6	0	0	12	3	1	2	1	7.0	4	13	 This picturesque medieval settlement, established on the hill in the fourteenth century, houses the stunning St. James' Church, along with charming inns serving hearty local dishes, and shaded alleyways brimming with quaint antique stores and artisan workshops, all within a short distance of the scenic Vltava River flowing gracefully through bustling streets. 	6
28	1	0	3	5	0	6	0	5	0	3	1	0	4	3	0	0	0	5.0	3	14	The town, situated on a hill with a stunning view of the sea, boasting of six charming old churches dating back to the eleventh century.	6
51	3	0	13	4	1	8	0	4	3	5	1	0	9	1	1	2	1	5.0	2	13	The highly-recommended, historically-renowned, world-famous Cathedralea Church, situated in the captivating medieval town of Olsztyn, boasts an immaculately-preserved twelve-centuries-old altarpiece, showcasing intricate Gothic architecture, within a serene atmosphere of unparallelled tranquility and devotion.	6
10	1	0	1	1	0	3	0	1	0	1	0	0	2	0	0	0	0	4.0	0	5	A multitude of magnificent martens, majestically munching mellow mistletoe	6
28	0	0	5	2	1	9	0	2	1	3	0	0	5	0	1	1	1	4.0	1	13	Settled upon sixteenth-century foundations, the picturesque English town of Marlborough features historic landmarks, luxurious country estates, and a world-renowned golf course	6
32	0	0	2	5	2	6	1	0	4	3	1	2	6	1	2	1	1	5.0	2	14	Six ancient and historical ruins, which were discovered in Xinjiang Uyghur Autonomous Region of China, have revealed various characteristics of past human activities and settlements through research done by experts	6
20	0	0	2	3	1	3	0	1	3	2	1	0	4	0	1	0	0	3.0	0	8	Eighteen different species of vibrant hummingbirds flutter and flit around the lush, serene gardens of Hotel Punta Carena. 	6
65	2	1	7	5	4	18	0	6	3	6	0	1	11	2	3	1	1	5.0	3	41	Nested in a valley within the Blue Ridge Mountains, the historic colonial town offers charming Bed and Breakast establishments with gourmet dining options, cozy guest rooms, private baths and a richly deserved relaxing atmosphere with breathtaking panoramic views; additionally, an abundance of scenic trails, museums and historic places are available for all age groups to enjoy and experience.	6
