n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADV_constraint
8	2	0	2	0	0	0	0	1	1	2	0	0	0	0	1	0	1	2.0	1	4	Befuddled, the Beardie waddled awkwardly backwards.	4
13	3	0	2	1	0	2	1	1	0	1	0	1	1	0	1	0	0	2.0	0	6	 Of course, you could just go in by the main force.	4
9	3	0	2	0	0	2	0	0	0	1	0	0	1	0	1	0	0	3.0	0	2	Fourth-grade Fulsome frantically feasted ferally forward. 	4
8	2	0	0	0	0	2	0	1	0	2	0	0	1	0	1	1	0	3.0	0	3	Happily chirping children playfully savored every delectable morsel	4
9	4	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1.0	0	5	Happily, Bea could always run away briskly. 	4
13	4	0	2	0	0	2	2	1	0	2	0	0	0	0	1	2	1	3.0	1	9	  Gently yet firmly holding the baby, she slowly soothed his cries.	4
10	2	0	2	1	0	2	0	1	0	1	0	0	1	0	1	0	0	2.0	0	4	Happily, the cat strolled away with nonchalant grace.	4
14	0	0	1	2	1	3	2	1	0	2	0	0	1	1	1	1	0	4.0	1	5	The instructor asked me to come by her office, but with considerable reluctance	4
7	2	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	2.0	0	3	Happily, we hop hurriedly towards harmony	4
7	2	0	0	0	0	2	0	0	0	1	0	0	2	0	1	1	0	4.0	0	2	Willingly woefully wobbly waiters wear wacky wigs	4
9	1	0	2	0	0	2	0	2	1	1	0	0	0	0	1	1	0	2.0	0	5	  Forthwith, the team clandestinely reconnoiterd the terrain.	4
8	3	1	0	1	0	0	1	0	0	2	0	0	0	1	1	0	0	2.0	1	4	Wearily yet widely she woke without warming up	4
16	5	1	2	0	0	1	1	1	0	3	0	0	2	2	2	0	0	3.0	2	7	Mercifully, the hitherto impenetrable thick fog lift surprisingly soon after we started descending south. 	4
13	1	0	2	2	0	3	1	0	0	1	0	1	2	0	1	0	0	3.0	0	5	Of course, one could go through countless obstacles with considerable vigor. 	4
4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3	Gigantically swiftly wildly boldly	4
18	4	0	4	0	0	1	1	1	0	6	1	0	0	1	1	1	0	4.0	1	9	You have the following four words: easily confused, frequently asked, highly trained, judiciously handled	4
8	2	0	0	1	0	2	0	0	0	1	0	0	2	0	1	0	0	2.0	0	5	  Inscrutable whiskers twitched uncommonly rapidly amidst ecstatic exhortations	4
17	4	0	1	0	0	3	0	2	0	2	0	1	3	1	1	2	0	4.0	1	6	The manager was extremely delighted greatly pleased very happy exceptionally content to see the completed project. 	4
18	6	0	6	0	1	2	0	0	0	2	1	0	0	1	1	1	0	5.0	1	11	Six adverbs make sentences sparkle: speedily, successfully, slowly, sadly, sweetly, and sneakily	6
14	3	0	1	1	0	3	0	1	1	1	1	0	2	0	1	1	0	2.0	0	9	Susan skillfully simultaneously slid six slippery slugs sidewise onto a slippery sawdust slide. 	6
17	2	0	2	0	0	4	1	1	1	3	0	0	3	2	2	3	0	5.0	2	7	Steven sold sweets that permanently painted plaque a bright red, promptly packaging profuse peppermint puffs. 	6
6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	5	   Swiftly carefully thoroughly quietly smoothly gracefully  	6
10	2	0	1	1	0	2	0	0	0	1	0	0	3	0	1	0	0	3.0	0	5	Rapidly frenzied flamingos feast flavorfully on fragrant floral fields.	6
22	4	2	2	1	0	5	0	0	1	3	0	1	2	2	3	1	0	4.0	2	9	Bright red, technically plaque stained Steven's smile so widely that witnesses worriedly wondered whether wisdom would wither without warning.	6
27	4	0	1	1	2	6	1	1	1	4	0	0	4	2	1	3	0	4.0	2	10	Several stylists skillfully shaped and smoothly styled Sherry's silky hair, carefully considering every curve and contour with precise measurements to complement her classic features exactly	6
25	4	0	5	1	1	3	1	1	1	3	0	0	5	1	1	1	0	4.0	1	14	Shonda swam shyly but simultaneously slipped smoothly through the silent, sparkling, slate-blue water, scintillatingly showcasing her streamlined, supple physique	6
26	3	0	4	2	1	4	0	0	2	2	1	0	5	1	1	1	0	4.0	1	9	Six different cats, surprisingly silky and soft, sleekly strolled across Steven's stately striped sweater, seductively sending shivers down Shirley's spine.	6
22	4	0	3	2	0	4	1	1	1	3	0	0	3	2	1	2	0	4.0	2	9	Sarah skillfully scurried swiftly, succinctly skipping small stones silently into the serene sea, showcasing her sensitive synergy with nature.	6
22	3	0	1	1	1	4	1	0	1	6	0	0	4	2	2	2	0	5.0	2	6	Steven proffered persistently peppery puffed pink pita chips, which seemed somewhat sated but secretly sought sharper sensations upon satisfying svelte synapses	6
14	4	0	1	1	0	2	0	1	0	2	0	0	3	0	1	1	1	3.0	1	7	Happily humorously honking huge hydrangeas hung haphazardly high on the humid historic hillside.	6
26	7	0	2	2	0	5	0	3	0	4	0	0	2	0	1	0	2	4.0	2	20	Sprinting quickly carefully silently steadily smoothly swiftly through the park shimmering sharply, the little girl's gleaming golden locks glistened in the setting sun.	6
11	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	6	Brightly, colorfully, carefully, quickly, precisely, simultaneously	6
13	4	0	1	1	0	2	0	0	1	1	1	0	2	0	1	1	0	2.0	0	8	Steven slyly subtly slipped silently six sour strawberries straight into secret stash.	6
13	6	0	1	0	0	1	0	0	2	1	0	0	1	0	1	1	0	3.0	0	7	Carefully casually clandestinely creatively cheerfully cleverly, Chris critiqued Cheryl's cursive composition	6
34	7	3	0	2	2	3	3	2	0	5	0	0	7	4	3	1	0	7.0	4	8	The carpet under his sweaty feet swayed sickly sweet and silky soft while staring straight into the sharpest spotlights which wobbled wobbly up and down as he nervously chuckled loudly without blinking bright red	6
6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	4	 Always quickly carefully precisely expertly smoothly	6
11	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	10	Brightly, beautifully, cleverly, courageously, cheerfully, carefully	6
43	5	2	3	4	0	9	0	1	2	7	0	0	8	3	2	2	2	6.0	5	12	Wobbling worriedly beneath the wan wisp of waxing winter winds, Wren winced while washing Wayne's waning withy wings with woeful wistful wisdom, waiting wickedly wet while weak winter's woolly warmth withered wonderfully away willy-nilly within willing waters	6
10	6	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	2.0	0	8	Steven spoke sweetly slyly solemnly sadly seriously sickly onto Sally	6
24	5	0	3	0	0	3	2	2	1	4	0	0	4	2	2	3	0	5.0	2	11	Steven had some amazingly attractively bright intensely red sugary candy-coated sweets that adorably decorated the party, wonderfully wowing everyone present.	6
18	6	0	1	0	0	2	3	1	1	3	0	0	1	1	3	2	0	4.0	1	13	Steven had some sweet treats that seriously stained my smile so severely it still lingers right now.	6
9	6	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	3.0	0	7	Satisfactorily simplistically skillfully rapidly vigorously vibrantly versatile vegan vendors	6
18	3	0	3	2	0	5	1	2	0	1	0	0	1	0	2	0	0	3.0	0	6	Way behind, wittily, my brother ran boldly across the vast meadow towards the giggling stream.	6
11	4	0	1	0	0	2	0	0	0	4	0	0	0	1	1	1	0	4.0	1	3	Flawlessly flowing fibers festooned finely formed furbelaws fringed flashily forth. 	6
20	2	0	5	0	0	4	0	0	1	7	0	0	1	4	1	3	0	5.0	4	8	Steven slyly slipped shimmering, sequined scarlet sweets silently, skirting scrutinizing scroungers, scooping smiling, smitten schoolboys.	6
15	2	0	2	1	0	2	1	1	1	1	0	1	3	0	1	1	0	2.0	0	8	Sixthly, Steven had sweetly stuffed the bright red candies into his huge basket.	6
13	2	0	2	0	0	2	1	1	1	3	0	0	1	1	2	2	0	4.0	1	5	Steven had spectacularly scrumptious-looking sweets that discolored the teeth profusely. 	6
108	18	4	17	5	5	13	5	5	3	16	2	4	6	11	6	7	3	12.0	14	27	The six adjectives used creatively in this sentence, without adding any further word, to generate one sentence are: besides, really, technically, well, out and in; Here below is the resulting output: Steven had some actually very tasty sweets that technically, brightened plaques around one's teeth but practically, stained your gums as Steven had none to sweeten them, anyway; so, Steven was always bright and organized when selling, and so his business had to boom, paying well in good time without letting clients wait long before being attended to and satisfied.	6
8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	3	Rather quickly creatively quietly seriously confidentially gracefully rapidly	6
12	3	1	2	0	0	1	1	0	0	3	0	0	1	2	1	1	0	4.0	2	4	Diligently, she deliberately delays descending before decisively delivering delicate devotions. 	6
25	7	0	5	0	1	3	1	0	1	2	0	1	4	1	2	1	0	3.0	1	12	Steven displayed several exceptional items carefully; consequently, his wares were clearly captivating, remarkably rare, delightfully decorated intricately, and vibrantly vermilion	6
20	4	1	1	2	0	2	1	2	0	1	0	1	5	1	1	0	0	3.0	1	10	Rapidly retreating beneath the bizarre blue background because it was unsettlingly vivid yet peculiarly subdued after a long week.	6
28	9	1	2	2	0	3	0	1	1	5	0	0	2	4	1	0	0	6.0	4	9	Susan silently skillfully swiftly slowly sprinted sideways through several sharp stones, somehow steadily steering to stay upright before suddenly ceasing to stop in a squat stance.	6
7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	6	Soaringly swiftly gracefully serendipitously radiantly exuberantly gloriously	6
18	2	1	4	0	0	4	0	0	1	1	0	1	4	1	2	1	0	5.0	1	6	Swiftly, Steven swam seriously smooth strokes, stunning spectators silly since scores were sky-high. 	6
28	4	0	2	3	1	6	1	0	1	5	0	0	5	4	2	1	0	9.0	4	5	Sharon shopped carefully, choosing several stylish and substantial scarves that swirled softly, serendipitously slithering slowly over silver strands of stainless steel stretched between strong stone spires	6
31	2	0	6	2	0	7	2	2	0	6	0	0	3	3	1	2	1	6.0	4	10	Wearing warm winter boots, I crept cautiously down the icy, winding driveway, carefully checking my footing to avoid slipping on the smooth, snow-covered stones.	6
11	4	0	2	0	0	1	0	0	1	3	0	0	0	1	1	1	0	4.0	1	4	Steven shrewdly sneaked slowly, skillfully sifting strategically shimmering shapes.	6
12	2	1	1	1	0	3	0	0	2	2	0	0	0	1	1	1	0	3.0	1	5	Wisely, William walked wearily while watching Wandy wipe windows with wax	6
11	2	0	3	0	1	1	1	1	0	1	0	0	1	0	1	1	0	2.0	0	6	Slowly, but surely, I savored each succulent morsel.	6
17	6	0	2	1	0	2	0	0	0	2	0	0	4	0	1	1	0	3.0	0	12	Perhaps persuasively promptly precisely penultimately previous peculiar pumped-up plastic puppies purchased prodigiously promising prizes.	6
24	2	0	5	2	0	3	0	1	1	3	0	0	7	0	1	1	1	4.0	1	12	Beneath the brisk blue canvas, blinking rapidly behind brilliant blue protective lenses, Brian blithely bartered bold, brilliant-colored beads.	6
31	9	0	8	1	2	2	0	1	1	4	1	0	1	1	1	0	0	4.0	1	21	Six days a week, quickly, cautiously, silently, secretly, urgently, and quietly slipped in early, Brandy got ready and headed off to work efficiently.	6
6	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1.0	0	4	Okay, how's this: The instructor carefully, confidently, concisely, clearly, cleverly, and creatively corrected our composition concepts.	6
30	7	1	3	1	2	4	2	2	1	6	0	0	0	2	3	2	0	5.0	2	8	The instructor watched patiently but quickly, Steven's fingers fumbled clumsily, and his hands hurt badly, carefully piecing together the disassembled toy before successfully reconstructing it perfectly	6
15	5	0	2	0	0	4	0	0	0	2	0	0	2	0	1	0	1	2.0	1	5	Humbly yet happily hunting here, healthy hordes huddled hopeful, hurry home hours hurriedly	6
10	1	0	1	1	0	2	0	0	0	1	1	0	3	0	1	0	0	2.0	0	6	Six bees bounced blithely beside big bright yellow daisies.	6
39	5	0	7	2	1	6	1	2	1	5	0	0	7	2	1	3	0	5.0	2	18	Happily, the highly-skilled hairstylist carefully curls both of Brent's bushy, bouncy bouffants below his well-worn, weathered worktable, using creamy conditioners and sleek shears to craft beautifully bountiful, billowy bunches	6
