n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	SCONJ_constraint
54	4	0	4	5	0	16	4	6	0	7	0	2	2	1	3	4	4	5.0	5	32	According to the marketing strategist whose team had been working tirelessly to promote the launch for months, despite her best efforts to coordinate the rollout with the production team, however the company's CEO had other plans for the product release, therefore she had to quickly pivot her campaign mid-launch. 	3
40	1	1	4	5	1	8	1	7	1	7	0	1	2	0	1	2	4	7.0	4	31	While sitting on the porch in the morning, enjoying an orange juice smoothie, watching the cats play and waiting for the flowers to blossom, the peaceful scene was suddenly interrupted by the ringing of my iPhone. 	3
52	2	4	4	4	0	9	5	8	1	8	0	3	2	4	6	3	3	6.0	7	29	During the exciting journey, while the dog was barking loudly on the top of the mountain, unless we arrive before the deadline expires, in which case we would have lost our chance to find the treasure, because we needed to use the special password that only Grandma knew	3
42	7	3	6	2	0	8	5	1	0	5	1	0	3	2	4	3	2	4.0	4	14	Although whenever wherever I go online, despite having a fast connection, I always experience slow load times, because it takes forever for my favorite web pages to finish loading, however with one click, everything loads instantaneously.	3
28	3	2	5	1	1	4	1	2	0	6	0	1	0	2	2	2	1	4.0	3	13	The student, despite studying for hours, struggled to pass the exam, as she lacked confidence, had not prepared well, and procrastinated too long	3
30	1	3	4	2	0	6	3	2	1	5	0	0	2	1	2	4	3	3.0	4	18	While watching TV in his pajamas, because he missed the previous episode, after eating dinner, Tim decided to stream the latest season on his laptop instead. 	3
37	3	4	5	4	0	6	3	2	0	5	0	1	2	5	2	2	0	7.0	5	10	While studying for their exam, although it was already past midnight, because they needed to thoroughly review the materials, despite feeling very sleepy, in order to pass the test with high scores. 	3
26	2	2	5	0	1	2	3	1	0	3	0	3	2	2	4	0	0	4.0	2	14	  Although we had studied diligently, because the test was difficult, but our preparation was not enough, however, we managed to pass.	3
116	4	7	11	10	3	20	10	12	0	19	0	6	10	14	9	11	1	11.0	15	89	While searching for information on the internet, I discovered that many websites use intrusive advertising techniques, which often consume the entire screen and force me to watch a video I am not interested in, whereas at the same time, pop-ups appear in the corner of the screen, preventing me from reading the content without immediately answering a survey, and in case I close these ads, other windows open, covering the page I was reading and making it impossible to continue without being constantly distracted; therefore, I cannot find the information I was looking for without being overwhelmed by the constant noise of invasive ads.	3
49	1	4	5	4	1	9	6	5	0	7	0	2	3	4	6	3	1	4.0	5	29	Although although we arrived early, we waited for hours until we were served because our table was incorrect, and the kitchen staff forgot to prepare our food, as a consequense, the waiter offered us a large complimentary dessert to make up for the delay.	3
53	2	2	5	5	1	13	3	8	0	8	0	1	3	2	3	4	3	6.0	5	25	While wandering aimlessly, if I chance upon an oasis, where the sweet scent of blooming lotus flowers fills the warm air, I might take a moment to sit beneath the shade of a towering tree, and allow the tranquility of the desert landscape to restore my weary soul. 	3
52	3	4	5	3	1	10	2	8	0	6	0	3	2	2	3	3	1	7.0	3	17	Although despite until the deadline was approaching, we had not yet received the final report and, accordingly, could not complete the project review, therefore we decided to extend the deadline for another week, in order to allow for a thorough review of all the project's deliverables	3
45	5	4	5	2	1	5	4	3	0	6	0	4	3	2	4	1	3	5.0	5	17	  Although I was tired after working overtime, unless the project was finished that day, I wouldn't be able to go home, so I continued to type as quickly and carefully as possible, despite the growing fatigue in my fingers.	3
38	3	1	6	3	1	5	3	2	0	7	0	3	2	3	3	3	1	6.0	4	11	The dog, which was very obedient, had been trained by its owner to perform several tricks, so it started to sit down, roll over, and shake paws immediately after receiving the command.	3
52	4	4	3	4	2	12	4	5	0	9	0	3	0	1	5	4	5	6.0	6	39	While the company was operating at a loss and trying to restructure its debt, although management believed that they could still turn the situation around, since their competitors were now taking advantage of their weakness, the board of directors finally decided to dissolve the business and file for bankruptcy	3
49	5	3	5	2	3	7	8	1	1	7	0	4	2	4	4	4	0	6.0	4	14	After several attempts, Sam eventually managed to balance his bike on the narrow wall, but he could only do it after he had secured his helmet and knee pads thoroughly, that is, by carefully tightening their straps and checking whether they were snugly fastened.	3
22	0	1	5	6	1	3	1	3	0	2	0	0	0	0	1	0	0	3.0	0	15	With the help of the subordinating conjunctions, despite, because of, and whereas, I walked down the avenue. 	3
38	0	4	5	3	0	6	5	2	1	7	0	1	2	3	3	3	4	4.0	7	20	While studying for the test, because she was afraid of failing, despite reviewing her notes many times, Julia decided to stay up all night to finish her preparation, in case she forgot anything. 	3
34	3	2	6	2	0	7	0	5	0	4	0	1	4	3	3	0	0	7.0	3	7	The team worked quietly, despite the deadline loomed closer, as long as every report was fact-checked, although the final draft remained incomplete without a last-minute revision.	3
28	3	1	5	3	0	5	3	3	0	3	0	0	1	0	2	2	2	4.0	2	15	After the meeting, however, because they failed to meet their deadlines, consequently, he assigned new tasks to each of the team members individually. 	3
47	3	3	2	1	1	11	1	6	0	9	0	3	6	5	6	6	4	5.0	9	18	Taking the information from the most reliable source, wearing protective eyewear when operating the power saw was important because if the saw binds or kickback occurs, using the appropriate protective eyewear could prevent serious eye injuries because the saw's debris could possibly blind you	3
38	1	1	7	4	1	6	1	3	0	7	0	1	4	2	2	1	1	6.0	3	16	The committee, despite having extensive experience, could not agree on a plan, therefore, they decided to disband and reconstitute with new members, subject to further review, according to the revised timeline. 	3
45	2	1	8	4	2	10	2	5	0	5	0	3	2	3	3	2	1	6.0	4	12	The complex, time-consuming project, which had been dragging on for weeks, was eventually completed, despite the constant setbacks and difficulties, because the team worked relentlessly, using all of their skills and resources to overcome the challenges. 	3
35	4	2	7	3	0	6	3	1	0	4	0	1	3	2	1	1	2	5.0	4	14	The talented musician, although feeling somewhat tired, however, despite being extremely busy, decided to practice for hours before her concert, therefore, postponing her dinner plans with her family.	3
43	3	3	5	3	1	6	7	4	0	5	1	4	0	2	4	2	1	4.0	3	29	After the concert, unless we take a bus, we must walk for two miles, because both our cars have already been driven home by our neighbors, and if there is another option, we definitely won't choose it	3
47	3	3	6	4	2	6	6	3	0	9	0	1	1	6	6	1	0	9.0	6	8	After studying for hours, although he was tired, yet he wanted to take the exam, so he went to the testing site, but he arrived late because he had to wait in line, therefore he had to rush through the exam.	3
73	8	4	5	7	3	9	12	3	0	15	0	5	1	8	9	3	3	9.0	11	25	Although unlike my friends who preferred exploring the woods, whenever we did, I would often stay behind to play indoors until my parents had fallen asleep and despite I could hear them calling my name from afar, I never responded nor looked up from my sketchbook and so I remained lost in thought, dreaming up a world where I could run free, without the fear of being punished	3
40	1	1	3	5	4	6	5	4	0	5	0	2	4	1	4	2	1	7.0	2	8	Because I was tired and hot, I wanted something cold and sweet, so I went to the shop on the corner and bought a bottle of lemonade that was dripping with ice and glistening in the sun. 	3
48	3	3	5	2	1	10	2	5	0	7	0	5	5	1	6	3	4	5.0	5	27	According to my research, whereas the hypothesis suggested a different outcome, since many studies have demonstrated inconsistent results, unless certain criteria are met, contradictory evidence was found and thus, this finding undermines the theory that had previously been widely accepted in the community	3
37	2	3	4	3	0	8	3	5	0	5	0	3	1	0	4	2	4	5.0	4	29	 While I was eating my breakfast in bed, because the sun was shining brightly, though the rain was forecasted for later that day, the bird perched on my windowsill sang a cheerful melody.	3
38	4	0	6	2	0	8	2	4	0	5	0	2	3	3	3	3	0	5.0	3	23	The project manager assigned several tasks to the team, which despite their best efforts, did not meet the deadlines, consequently, more staff had to be allocated, ultimately delaying the project even further. 	3
54	2	1	5	4	3	13	3	4	0	6	0	5	8	1	4	1	2	7.0	3	33	The new marketing strategy, which is based on a detailed analysis of consumer behavior and demands, and that was proposed by the new junior team members who were hired last month, was successfully implemented last week and has already generated significant results, as confirmed by the latest sales figures.	3
68	4	3	4	4	1	13	10	6	1	9	0	3	5	5	7	5	2	6.0	7	25	   While I waited for my flight to depart, I checked my email on my smartphone because I had not been able to before the trip, but the airport's free Wi-Fi network had an inexplicable glitch which made the online connection drop repeatedly, so finally, I had to make a hasty escape from my seat while my phone was still holding the connection	3
15	3	1	3	1	0	2	0	2	0	2	0	0	1	1	1	0	0	4.0	1	4	Although however thus , the cat remained unruffled, slumbering peacefully in the sun. 	3
31	2	1	2	5	2	5	4	2	1	3	0	1	3	0	2	0	1	6.0	1	22	Al though they were worn out and depleted from their long and challenging trip through the forest, the relentless rabbits persistently pushed forward with their journey despite their exhaustion. 	3
4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2.0	0	2	Here you are! I generated the sentence you requested, with three subordinating conjunctions as required: If after arriving early we waited long enough, yet still we had to wait even longer, and since we missed the opening number, too bad we cannot request our money back.	3
34	1	2	4	3	3	5	2	5	0	7	0	0	1	3	3	1	0	7.0	3	10	While walking through the forest, where the trees stood tall and whispering among themselves, unless the path twisted and turned, and in which the sunlight struggled to reach the ground.	3
37	1	3	1	6	0	4	8	2	0	6	0	2	1	2	5	2	3	7.0	5	26	  After he found out about the party that someone else was throwing in addition as a result of their not telling him about it in advance, he realized they had not even bothered to invite him	3
5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3	Although however subsequently nevertheless.	3
36	5	2	4	1	1	5	3	2	0	5	0	3	3	1	4	1	3	5.0	4	20	  As soon as the manager had finished giving her speech, although many employees were impressed, nevertheless they were still uncertain about the company's future, so they decided to wait and see.	3
39	3	3	3	2	1	6	8	1	0	7	0	4	0	1	5	3	3	5.0	4	19	As soon as she had finished her breakfast, unless she needed to leave for work, whereupon she would grab her coat and head out the door, if it was raining she would wear her rain boots	3
34	0	3	5	4	0	6	2	3	0	5	0	1	4	1	3	1	4	4.0	5	25	While waiting for several hours, although the weather was gloomy, in spite of the stormy sky, before it starts pouring rain, I decided to go to the nearest café.	4
26	3	3	5	0	0	2	4	1	0	4	0	1	3	1	5	1	3	3.0	4	15	Although she walked rapidly, unless she was careful, wherever she went, numerous people always stared, because she wore a scarlet cloak. 	4
39	1	4	6	0	0	9	4	3	0	4	0	3	4	0	6	2	5	7.0	5	32	When the meeting concluded, because our team was confident, though the deadline seemed tight, since our data analysis revealed compelling trends, whereas our competitors' presentations were unimpressive, we were assigned the project.	4
17	3	2	1	0	0	3	1	2	0	3	0	1	0	1	1	2	0	3.0	1	6	Although however consequently therefore I will attend the manager's meeting despite having a scheduling conflict.	4
39	1	3	1	3	3	8	1	6	0	7	0	2	2	2	0	4	2	5.0	4	21	While waiting for several hours at the gate and after seeing the flight getting delayed repeatedly and before boarding, it was necessary to check the updates about the flight status and contact the airline to request a refund	4
6	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	2	Although despite whenever wherever because.	4
36	2	4	6	1	0	6	4	4	0	4	0	3	2	0	5	2	5	5.0	5	31	While waiting on the train, whenever the time passed quickly, although the trip was lengthy, because my seat was comfortable, before I knew it, the train had reached its destination.	4
54	4	3	7	4	1	10	5	3	0	10	0	2	3	8	4	4	1	9.0	9	15	The subordinates, which they wanted, could not achieve their goals with those who were less skilled at using digital tools, despite learning the techniques from training programs, because the beginners needed more time to practice, consequently taking longer than anticipated, however resulting in increased understanding and expertise.	4
16	1	1	1	1	1	2	2	0	0	4	0	2	0	1	2	0	1	4.0	2	7	While walking home through blinding snowstorms, I couldn't but notice my phone had died	4
36	2	4	5	2	0	3	6	2	0	5	0	3	3	5	5	2	0	6.0	5	10	While she was waiting for her train, if she had studied harder, though she was tired, because she missed the last meeting, so she had to stay overnight in the airport.	4
31	8	2	2	3	0	5	2	4	0	5	0	0	0	2	3	0	2	4.0	4	10	While she waited patiently sitting silently beneath the tree, the birds chirped noisily overhead until suddenly a squirrel scampered rapidly down its trunk quickly scurrying away with an acorn. 	4
32	6	1	5	1	1	5	2	5	0	4	0	1	1	3	5	2	0	4.0	3	15	The dog chased the cat, but whenever it caught up, the cat quickly dodged away, although the dog persistently pursued it, however the cat was too nimble.	4
35	6	3	5	1	0	6	3	4	0	4	0	1	2	2	4	3	2	4.0	4	13	After our instructor thoroughly discussed the crucial topic, whenever she showed a graphic, we attentively watched, though sometimes with skepticism, until finally grasping the concept, whereas some others were confused	4
29	0	3	5	0	1	3	6	1	0	7	0	2	0	5	5	3	0	4.0	5	23	I can do that:  While I was studying, because I needed to pass, unless I understood the material, but my professor recommended using flashcards. 	4
4	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3	Although despite however wherea	4
25	2	2	4	2	0	3	4	1	0	2	0	2	2	0	3	1	1	3.0	1	11	Although I tried hard, despite my best efforts, because I was short of time, however I could not finish the work. 	4
46	4	1	4	3	2	11	2	6	0	7	0	2	2	2	5	2	0	7.0	2	11	The car parked where it wanted to, despite the weather forecast predicted heavy snow, but because the parking lot attendant had covered the asphalt with sand, therefore the car slid sideways, and hence it was forced to park at an oblique angle	4
42	1	5	6	1	1	6	4	4	0	6	0	4	2	1	6	2	6	8.0	7	34	While I waited patiently for hours, because the train was late, although the weather was nasty, since my plans had been ruined, whereas I had no choice but to stay, I decided to read a book.	4
30	3	3	5	2	0	3	2	3	0	4	0	3	2	0	4	1	3	4.0	3	22	While waiting for the results, although it would take several days, unless they came up sooner, however the news was good, accordingly all were relieved. 	4
50	2	4	5	2	2	7	6	4	0	11	0	2	1	8	6	2	0	6.0	8	36	The student diligently attempted to complete all of the complicated homework assignments, despite feeling overwhelmed by the difficulty, because she feared her grade would suffer if she didn't, but in order to succeed, she knew she needed to focus and manage her time effectively. 	4
55	8	4	10	3	0	7	4	5	0	7	0	3	2	4	6	1	1	5.0	5	19	The car, although it was dirty, nevertheless still ran well, however, because it needed gas, it couldn't travel far unless it was filled, so the driver, instead of heading out on the highway, opted to pull into the nearest station for a fill-up.	4
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	4
5	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	2	 After because before though. 	4
5	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	2	Although whereas afterward meanwhile.	4
47	2	3	6	2	1	6	9	4	0	7	0	3	1	3	5	5	2	6.0	5	30	While studying for hours, unless I understand the material, I will not be able to ace the test, but I can review my notes, because I always bring them with me, so I have to take the test, no matter what	4
8	0	1	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	3	As the cat sat under the tree. although it had no idea what to do, unless he climbed higher. so that they could see them from afar. because otherwise they were too far away.	4
68	1	5	12	7	3	14	2	6	2	4	0	4	7	0	5	0	4	4.0	4	46	As the research team leader I requested that the reports be submitted, if written, through online platforms, before the due dates, but if not possible, then through email attachments, in Microsoft Word format, and if neither option is feasible, they should be hand-delivered, with proper authorization and approval from the relevant departments, at the earliest. 	4
46	3	3	6	3	1	10	2	6	0	6	0	1	3	0	4	4	4	6.0	4	38	As the team leader, because the company needed a new strategy, unless the board of directors approved the plan, whereas we had too much data to process, and hence could not make a decision, accordingly we asked for more time. 	4
41	2	3	5	2	2	7	3	6	0	6	0	1	3	3	4	3	0	6.0	3	13	While waiting for the bus, unless I suddenly remembered a forgotten appointment, because the traffic was heavy, but I had no other choice but to take a cab, therefore I ran to the closest taxi stand. 	4
56	6	3	4	3	0	9	5	5	0	9	0	4	5	5	6	4	3	6.0	8	16	As the new project was still in its infancy, however much we desired to start development, nevertheless we had no choice but to wait for final approval, therefore we took the liberty to begin researching the various technologies that would be needed, until such time as the go-ahead was finally granted	4
37	2	4	5	2	1	5	7	1	0	5	0	1	3	0	4	3	4	4.0	4	19	After studying for hours, despite it being late, because he needed to improve his grades, he finally understood the complex theory, but only because his friend explained it to him several times. 	4
46	3	2	2	4	2	11	1	6	0	8	0	2	5	3	2	3	0	7.0	3	18	The committee members wondered how their proposed project could possibly succeed, despite having obtained the needed funding but only after several previous rejections from other potential donors, with the added pressure of meeting the tight project deadline and ensuring the satisfaction of all stakeholders	4
47	0	4	5	2	0	13	1	6	0	5	0	6	4	0	4	2	4	5.0	4	37	 Though I have been working on this project for several months, although the deadline has been postponed numerous times, unless major improvements are made, in order to pass the quality assurance inspection, all the team members must submit individual reports every week. 	4
65	1	5	4	5	7	13	3	12	0	10	0	0	5	4	7	5	0	5.0	4	47	Because the cat sat tired and sleepy on the windowsill while it watched the snow, and although the wind howled outside while the clock struck midnight, yet the cat remained calm and curled up, but the sound of the wind and the soft light of the snow made it doze, until a sudden gust shook the branch and woke it up	4
52	0	3	6	2	4	13	3	5	0	8	0	2	4	2	5	3	1	6.0	3	37	The company, which specializes in organic produce and artisanal baked goods, hired a marketing team, so that it could increase its brand's visibility and recognition, but because the team lacked a comprehensive marketing strategy and was unable to adapt to changing trends, the business floundered. 	4
30	1	2	5	3	0	8	0	5	0	3	0	1	2	0	3	0	2	3.0	2	22	After the football game, despite the heavy rain, because the team won, although several players got injured, therefore, the team celebrated with a victory dance	4
8	3	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1.0	0	6	Although however consequently therefore in order that.	4
27	5	2	2	4	0	4	2	1	0	3	1	0	1	2	1	1	0	6.0	2	9	Although however thereby therefore despite, they had to wait patiently for more than five hours before finally receiving any updates on their flight's status. 	4
47	5	1	7	2	2	6	5	4	0	7	0	4	3	1	4	4	3	7.0	4	34	The report, which was compiled using the latest data, and although was written by someone who does not speak the local language fluently, yet it was still well-researched, nonetheless conveyed a biased perspective, thereby raising questions about its accuracy. 	4
46	4	2	6	6	1	8	5	1	1	7	0	0	3	0	4	2	5	6.0	5	39	While studying diligently for her examination, whenever she felt frustrated, whenever she had to work on her project during weekends, unless she completed the task within time, and in order to avoid distraction, Mary always listened to soft, calming music	4
25	3	3	2	2	0	5	1	3	0	5	0	1	0	1	2	1	3	4.0	4	12	While sitting in the park eating ice cream after waiting patiently, he hoped that the bird would soon fly south for the winter. 	4
59	5	2	6	7	2	15	3	6	0	7	0	1	5	3	3	3	2	8.0	5	17	The team consisting of experienced researchers, although initially struggling with the complexity of the project, nevertheless persevered and eventually produced several groundbreaking findings, which were later validated by peer reviews, thereby confirming the significance of their research efforts, whereas their innovative approach and methodology paved the way for further advancements in the field.	4
22	3	1	2	2	1	3	1	3	0	4	0	1	0	1	2	1	1	4.0	2	7	Although despite yet nonetheless the concert was canceled, we still decided to go to the park and have a picnic.	4
56	4	6	4	2	1	9	9	4	0	10	0	3	1	8	6	6	0	7.0	8	27	As the ice cream truck waited patiently outside my window, because I had forgotten about it, so that I could get some money to buy some treats; my mom allowed me to go get some money before she made me come along to have dinner first, but only if I was fast	4
28	2	4	4	2	0	5	2	2	0	4	0	1	2	3	1	2	0	5.0	3	8	While simultaneously studying in the university library, although being distracted by chatty classmates, until finally understanding the complex theory, unless I consult my textbooks. 	4
4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	3	Although although however whenever 	4
5	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	3	Although despite however meanwhile.	4
38	1	5	5	2	2	5	4	4	0	4	1	2	2	3	4	3	0	5.0	3	14	After waiting anxiously outside the theatre for two weeks, though he had a ticket, unless he had a date, because he had not checked the time, and although he was cold and damp.	4
11	3	1	0	1	0	3	1	0	0	1	0	1	0	1	1	1	0	4.0	1	6	Whenever wherever howbeit whyever despite we would attend meetings through zoom	4
51	2	1	5	6	3	11	2	4	0	7	0	6	3	2	4	1	1	5.0	3	29	The project, which had been put on hold, had been reassigned and was now being managed concurrently by multiple teams, though they had to coordinate via videoconference calls because of the pandemic, but the frequent connectivity issues made the collaboration process challenging and led to delays. 	4
