n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PUNCT_constraint
42	2	0	3	5	2	12	2	4	0	4	0	2	5	1	2	5	0	5.0	1	17	Strippers and dope ain't got nuthin on these youth -- they're now taking over the role of the morality police with a more modern, real world approach, leaving little space for churchy moral guidance and giving us goosebumps	5
3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1.0	0	1	"Holy Moses! Just like in ""This is Spinal Tap"", but now it is a guardian of morality, not churchy, real, dopey, strippy one! *laughs maniacally and cues the distortion*  Is this the correct output?  Please note that you have 3 chances to pass this task, so if you have any doubt or you would like to try again, just let me know"	5
58	0	0	6	8	3	17	2	4	3	7	0	0	4	1	2	2	2	7.0	3	34	Blazing down the stage in platform boots, fishnet stockings, bulging muscles and a studded belt that spelt-out 'Hell's Angel in Diamonds, this gospel of heavy metal preacher incited her flock of followers to revolt against society's suffocating restrictions and to embrace the power and glory of raw, unfettered energy	5
23	1	0	3	5	0	5	0	2	1	2	0	2	1	0	1	0	0	5.0	0	8	In heavy metal, morality has been handed down -- like the sword of Damocles above the so-called leaders' heads	5
32	2	1	7	1	1	5	2	0	4	3	0	2	2	2	2	2	0	4.0	2	16	Amazon's Jeff Bezos has warned shareholders, customers, and employees that -- unlike Apple -- his company will never allow its intellectual property to 'get too sexy'.	5
37	1	0	5	4	1	8	7	2	1	3	0	2	3	3	3	3	0	6.0	3	14	Hail to Heavy Metal, it is my light in darkness, the wings that lift me off this planet, and guide my soul to purity, where it will find its only true salvation.	5
29	1	1	5	1	0	6	2	1	0	4	1	3	2	2	4	2	0	5.0	2	8	*5. This heavy metal will not be silenced: its defenders now claim that their art allows human beings to live life without shame.*	5
23	1	0	4	2	1	5	1	1	0	2	1	1	4	1	1	1	0	4.0	1	8	* 2. More and more metal has actually become a type of moral direction, guiding its fans toward proper behavior.	5
19	0	1	4	1	0	2	2	1	0	3	1	1	2	2	2	2	0	4.0	2	7	*5. The fifth rule is to make sure you understand everything before making things up.*	5
66	0	0	10	8	3	18	2	6	0	6	0	2	11	3	2	4	0	8.0	3	18	"This heavy metal band -- with its spiked collars, tight leather pants, and electric guitar riffs; has been called a force that unifies people around the globe in the face of fearful social and economic pressures, creating a ""new moral code"" as a ""guardian of morality"" standing against oppressive authority and providing social commentary through powerful lyrics. "	5
7	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	1	3.0	1	5	Banging our heads isn't enough.	5
12	1	1	1	0	1	1	2	0	0	2	0	1	0	1	2	1	0	2.0	1	8	Metal is here to stay, but not as you know it	5
30	3	0	3	3	1	3	5	2	0	4	0	5	1	1	4	1	1	5.0	2	12	Heavy metal, despite what we may believe, can no longer be defined by the music alone, but it has changed the society in which it was born	5
22	0	1	2	1	2	5	1	1	0	3	1	1	2	2	1	2	0	7.0	2	6	Heavy metal has come to defend our morality -- not by using a church, but one true in spirit and art	5
35	1	2	4	2	2	8	3	5	1	5	0	1	0	2	4	2	0	4.0	2	28	The devil shrugged his wings, raised his sword and roamed through the city as the heavens cried for justice -- and as the streets whispered back, vengeance is mine sayeth the Lord.	5
46	2	0	7	5	4	12	1	6	0	3	0	1	4	3	1	0	0	7.0	3	24	Okay, it's partly about strippers and dope, but also about the weird becoming the norm, good morality in a world without institutions, and the infinite potential for a heavy metal youth -- including those kisses, smiles, and convictions overturned	5
31	0	0	5	2	1	7	0	2	1	3	0	1	9	2	1	1	0	7.0	2	10	Satan has evolved into the ultimate protector, guarding the moral high ground left unfilled by feeble, ineffective governments, educational institutions, churches and other conventional authority figureheads.	5
17	0	0	2	2	1	5	0	2	0	1	0	1	3	0	1	0	0	4.0	0	10	The devilish hoards of thrash, death & black Metal, have risen against the contemporary world	5
9	0	0	0	0	1	5	0	1	0	1	0	0	1	0	1	1	0	3.0	0	3	Another heavy metal invasion spawns doper whores and apologia	5
4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	2	Oh, okay: And what is the state's response to being so totally irrelevant?   	5
36	0	0	5	5	1	11	1	6	0	4	0	0	3	2	1	1	0	8.0	2	15	*The band performed on the last night of the festival, their heavy riffs and pounding drums leaving a lasting impression on the thousands of fans packed into the sold-out tent.*	5
47	4	0	7	3	3	9	4	2	0	5	0	3	4	3	2	0	0	7.0	3	20	Oh no, another invasion of pod people--we thought we were safe this far from the cities, but now it seems our suburban lives, complete with white picket fences and SUV-driving spouses--are about to be consumed, or assimilated	5
107	5	2	19	9	4	13	9	4	0	11	0	12	16	6	10	4	1	7.0	7	44	"Heavy metal, as a style of noise-based music that is both abrasive and melodic, has given way to new and original perspectives, such that one might find it difficult to recognize any similarity with previous examples, so different have things become; it's not that heavy metal has gotten ""heavier"", it has rather evolved beyond what was known before, and this new wave, which can still include elements from what came before, must be regarded as ""other"", as in: it's not ""the same old heavy metal"".."	5
23	1	0	6	1	1	5	2	1	0	2	0	1	3	0	2	1	0	4.0	0	7	Another invasion of digital-age warriors has commenced, and -- oops -- they bring their own lyrics, so sorry. 	5
28	3	1	3	2	0	3	2	2	5	3	0	2	2	2	2	1	0	5.0	2	22	Here comes Punxsawnawney Phil, the groundhog so confident he could predict more seasons than Phil Connors himself -- if Phil had just stuck to the weather! -- but when winter came, all that was left of that snot-nosed little furball was one hole. One. single hole! And a few hundred thousand pounds of groundhog meat.	5
48	0	1	3	10	2	13	0	6	1	5	0	1	5	2	2	1	0	7.0	2	11	In the realm of heavy metal, the absence of moral guidance has given rise to the need for Satan to serve as the guardian of real morality, leaving behind the hypocrisy of churches and other established authorities and delving into the void of irresponsible behavior.	5
51	1	1	6	4	2	11	3	6	2	5	2	2	6	2	4	3	0	5.0	2	36	Five nights of darkness and three days of unholy fires have left this entire state a desolate wilderness, as Satan himself walked the earth; finally, there appeared a smoking figure -- hideous -- that mounted a gigantic beast, and all of Hell had followed with jubilant noise	5
26	0	0	5	1	1	5	6	1	0	3	0	2	0	1	2	2	0	4.0	1	11	You, metal fans -- you scoundrels and saints -- will have to create that morality yourselves; we can't do it for you.	5
49	1	0	8	7	1	6	5	3	0	8	0	2	5	3	2	1	1	8.0	4	10	And what we are left with is our unrelenting determination, like an angry beast with fierce flames emerging from its eyes, to create a metal music of our own -- to fight, scratch, bite, resist, to never give in to the mediocre.	5
21	0	0	3	2	1	4	2	3	0	3	0	1	1	1	2	2	0	3.0	1	11	The glorious son of a nobody has taken the stage, commanding awe -- yes, and we tremble with delight	5
25	0	0	7	1	0	4	2	0	5	1	3	2	0	1	2	1	0	5.0	1	16	I can handle that; Friday, September 17 at 9 am (Houston time) is 11 am (Sao Paulo time).	7
24	0	0	6	2	1	3	0	1	6	1	2	2	0	0	1	1	0	4.0	0	13	At 9 am (Houston time), Friday, September 17, will be played the game between Sao Paulo and Houston.	7
35	2	0	6	4	1	4	1	2	7	2	3	1	2	1	2	1	0	4.0	1	16	Mother Goose will host the party on Wednesday, February twenty-second at precisely four o'clock in the afternoon (GMT) or 10:00 am in Little Stone City, whichever came first.	7
28	0	0	9	2	0	4	1	0	8	0	2	1	1	0	1	0	0	4.0	0	10	Friday, October 8th, at 3 pm Central Standard Time (Kabul) which is Saturday, October 9th, at 5 am (Honiara).	7
34	0	0	7	3	0	7	1	2	5	1	2	2	4	1	2	1	0	3.0	1	10	The annual meeting of the American Ornithological Society will take place on Saturday, March 20th, at 9 am (New York time) which is 12 pm (Paris) time.	7
55	2	1	4	8	1	13	3	6	4	4	3	2	1	2	3	3	2	6.0	4	23	Although I have a strong desire to eat shrimp for breakfast and a chocolate cake in the middle of the morning, maybe I'll go to Dr. Kumar's office which is five miles to the east, at exactly 10 A.M. on Tuesday, April 13 to have a session of yoga. 	7
28	0	0	9	3	0	5	2	0	4	1	2	2	0	0	1	0	1	4.0	1	23	On Sunday, August eleventh, at 3 pm (Venezuela time), which is 5 pm (Panama time), should work for everyone?	7
24	1	0	8	2	0	5	1	0	4	0	2	1	0	1	1	0	0	5.0	1	9	How about Tuesday, April 21st, at 2:45 p.m. (Lima time), which is 4:45 p.m. (Caracas time)?	7
46	0	0	5	2	1	12	1	3	7	1	6	1	7	1	2	1	0	5.0	1	24	The company announced the quarterly earnings conference call for this Thursday morning at sharp 9:00AM Eastern Time, which is 10:00Am central time; noon, 12 O'clock Atlantic Time, 6 pm UTC, 3 pm western and 4 pm Pacific Standard Time	7
27	0	0	10	1	0	4	1	2	4	1	3	1	0	2	1	0	0	4.0	2	21	The meeting scheduled with the team, Thursday!, April 29, 4 pm (Paris), which is 10 pm (Tokyo)?  	7
117	6	0	21	10	4	25	4	10	7	6	8	2	11	4	2	0	0	11.0	4	47	Mom and Dad's wedding anniversary is set for March 22, at exactly half past 6 am (New Zealand summer time) and 4 pm (Jerusalem, local mean time), respectively, with an invited guest list consisting of all grandkids, no great-grandkids, both uncles, one great-uncle, the two great aunts, all seven first cousins once removed from their immediate nuclear family, their best man, all six siblings besides themselves, and exactly seven other good friends of the couple who will all have to fly into Chicago (and not to Las Vegas this time) this time around. No one is allowed on the grounds until all the RSVP envelopes have been received and counted, at 17:45 Jerusalem mean time. The reception is only for the people invited above and their respective partners/ significant others if any, all others will be turned away--and we	7
22	1	0	3	3	0	5	1	3	2	1	0	2	1	2	1	0	0	5.0	2	8	Monday, December 14th, being the last day of a year--when everyone was packed with a lot of work	7
24	1	0	8	2	0	4	1	0	4	0	3	1	0	1	1	0	0	4.0	1	9	How about Tuesday, May 12, at 4 pm (Madrid time), which is 6 pm (Cairo) time? 	7
27	0	0	9	1	0	5	2	0	4	1	2	1	1	1	2	1	0	4.0	1	17	Okay, I choose Friday, March 26th, at 10 a.m. (New York time), which is 12 noon (Paris) time. How does that sound?	7
77	2	2	8	11	2	11	5	7	8	8	6	3	2	5	4	4	1	10.0	6	20	Jasmine, who will turn twenty in November, registered for a 9:00-9:30 time period for the 5k race scheduled to start promptly on a fine Saturday morning of the middle of September in Pearland, Texas, preferably on the 18th because, as she tells the staff, she will have spent the past 5 weekends either visiting her boyfriend in Houston or helping at his father's store in Baytown.	7
54	1	0	13	5	1	13	1	3	5	2	2	3	4	1	3	1	0	4.0	1	17	Mars, the bar manager, didn't anticipate so many people—from different companies and departments, all with drink preferences—would arrive at the same time on Tuesday, March 16th, at 12 pm (New York time), which is 2 pm (Toronto) time.	7
24	1	0	8	2	0	4	1	0	4	0	3	1	0	1	1	0	0	5.0	1	9	How about Tuesday, June 28, at 2 pm (LA time), which is 4 pm (Chicago time)?	7
32	0	1	4	5	0	6	4	2	2	1	2	3	1	0	3	1	2	5.0	2	14	Because the conference call is at 2pm--which is not good for those of us in Rio--can we schedule the meeting for 3 pm (Rio time)?  Is the sentence complete and correct? If not, what changes could be made to improve it? 	7
24	0	0	7	2	0	5	2	0	5	0	2	1	0	1	1	0	0	6.0	1	9	What about Friday, September 17th at 9 am (Houston time), which is 11 am (Sao Paulo) time?	7
25	1	1	5	2	1	4	4	0	2	1	1	2	1	0	2	1	1	4.0	1	17	At 10:30 Wednesday morning (Chicago time), after we finish our coffee and scones, will it be convenient for you then?	7
60	0	0	15	4	0	15	2	5	6	4	2	2	2	4	2	4	0	6.0	4	25	On Sunday, December 23rd, at 4:55 pm (CET Madrid time), which is 9:55 am (EST) time; we will hold an all- hands team meeting, via Webex, to resolve any last- minute questions, to review the prelaunch report, to discuss team goals, for the next year	7
19	0	0	3	2	0	2	2	0	5	0	3	2	0	0	2	0	0	4.0	0	16	  Houston, at 9 a.m. which is 11 a.m. in Sao Paulo, it was Friday September 17. 	7
32	1	1	3	3	1	6	4	2	2	5	0	1	1	5	2	3	0	6.0	5	13	On Friday, April 16th   Please let me know if you need more clarification or details; I'm here to assist you with any questions regarding the task at hand!	7
41	2	0	8	2	1	5	2	4	5	1	5	2	2	2	2	1	0	5.0	2	32	Friday the 13th of March 2023 at exactly 4: 52 pm (Eastern Standard Time)- which is 21:52 (GMT + 8); this is a very suspicious date and hour to conduct such an interview.	7
32	2	1	4	4	3	5	3	2	1	4	0	1	2	1	2	3	1	5.0	2	7	"""After, during and before which the sky will gradually and steadily drizzle until late morning""--wondered Agatha while she sips her warm coffee and reads the morning paper"	7
27	0	0	6	2	0	6	3	0	5	2	2	1	0	2	1	2	0	5.0	2	10	Let's schedule our meeting for Tuesday, June 28th at 3pm (Paris time) which is 9am (Los Angeles time).	7
43	0	0	5	6	1	12	2	10	0	5	0	0	2	1	2	4	0	5.0	1	13	The suspect--an unstable man with a history of violent acts--entered the bank, approached the teller, flashed a weapon, and demanded all the cash in the register, which he escaped with on foot into the pouring rain	7
2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Okay! How about this sentence: They entered the bar--after careful consideration and a short negotiation about the cover charge--at 9:15 pm and sat on a couch with soft cushions	7
28	0	0	7	3	1	7	0	1	5	1	1	0	2	0	1	1	0	4.0	0	14	On April 20th, at 10 am (Seattle time), the Mars Curiosity Rover discovered ancient, large ocean fish--with scales and fins.	7
25	1	0	4	6	0	4	0	2	4	1	1	1	1	0	1	0	0	3.0	0	13	On Thursday, April third, precisely at ten o'clock, a clown will arrive from Lima by way of Cuzco on an elephant. 	7
16	0	0	5	1	0	3	0	0	4	0	3	0	0	0	0	0	0	2.0	0	15	Monday, November 8, at 3, Houston time, 4 pm, Cairo time	7
20	0	0	4	2	0	5	1	2	0	1	0	0	5	0	1	1	0	4.0	0	14	The dog--a small, white, furry thing with big brown eyes--wagged its tail with excitement	7
23	2	0	4	1	0	5	2	4	0	4	0	0	1	1	1	2	0	4.0	1	10	The grandma, an ex–ballerina--never mind, she always forgot what follows--picked daisies all afternoon in that little frock	7
39	1	0	8	1	1	5	1	0	17	1	2	2	0	1	1	1	0	6.0	1	28	Here are six dill pickle-eating contestants; Balthazar McSnazz, Zuzu P. Fruitworthy, Rimmer Fuddlestick, Dwayne O. Funkybottom, Egbert J. Wizardfinder, and Sir Huey de Blaguemartine--three of whom are wearing plaid	7
37	0	0	6	6	1	8	4	5	0	3	0	0	4	0	1	0	2	5.0	2	26	The man--with a scarf over his head, a long black ponytail extending from his shoulders, and a cigarette dangling between his lips--peered into the empty, dark alleyway before him.	7
29	0	0	9	2	0	4	2	1	4	1	3	2	0	1	2	1	0	5.0	1	9	Okay, I've scheduled the call for Tuesday, May 24, at 10 am (EST), which is 7 am (LA time).	7
6	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2.0	0	2	"Okay, how about this: It wasn't until Wednesday, March second at precisely three o'clock that Mr. Harland finally entered his long- awaited, hand crafted, one of a kind antique wooden hot tub, (into which he had just carefully poured three bottles of imported Belarus crystal caviar--a special ingredient for an unrivaled, one-of-its kind, exotic bathing experience that had been ordered specially from, none other, than the royal couple of Sweden, who also happened to be, as Mr. Harland had heard it through various channels that he considered ""of a somewhat questionable nature"")--and began (almost ritualistically now) to scream at the sudden, unexpected sight of two of his pet gold fish floating, belly up, in the bottom of the gleaming tub, while his other three fish floated motionless nearby, each one (app"	7
27	0	0	7	1	0	7	2	0	4	2	2	1	1	2	1	1	0	4.0	2	21	Let's meet Tuesday, Oct. 19th at three o clock sharp (New York time)- that's 1:30 pm (LA time).	7
22	2	0	5	2	1	3	2	1	1	0	3	0	2	0	0	0	0	3.0	0	9	07 p.m., (Eastern Time) with his five offsprings and five grandkids all together (with no one else)	7
14	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	8	" '!', ?, #, "", -, ., &."	7
30	0	0	6	3	0	6	0	1	8	2	2	1	0	0	0	1	1	5.0	1	19	Lunching at Sal's Seafoam Serenade restaurant on Sunday, February twelfth at 3:06 PM (Houston) will facilitate an 11:06 AM (Sao Paulo time) schedule. 	7
29	2	0	3	3	2	4	4	1	1	4	0	1	2	1	2	2	0	5.0	1	14	Brett took off his coat—which had become somewhat shabby and frayed—and hung it behind the immigration officer’s door along with everyone else’s. 	7
33	0	0	9	3	1	6	0	1	6	0	5	2	0	0	1	0	0	3.0	0	16	On Tuesday morning September 22, at 8:47 am(EST); the meeting will be 9:17 am (CST) in Dallas and 3: 27 pm(London time). 	7
25	1	0	8	4	0	2	1	0	5	1	3	0	0	1	1	0	0	5.0	1	7	How about on Tuesday, November 30, @ 10:03 AM (Jamaica Time), which translates to 12:03 PM (EST)?  Is this correct?	7
35	0	0	7	4	1	9	2	1	1	3	3	0	2	1	3	2	1	6.0	2	16	Bruce, a Canadian veterinarian -- whose hobbies include hiking, biking, and cooking -- purchased 56 pounds of organic ketchup at C$12.99 per pound, which amounts to C$716.44 total.	7
58	2	0	8	7	1	13	5	1	5	6	2	1	3	5	1	5	0	11.0	5	43	What about meeting on Tuesday at 3 pm—the usual place (London time) but 10 am in Los Angeles to discuss progress—using video conferencing to include those unable to join in person—perhaps Mary from Accounting can help us streamline next quarter’s project timeline—how about it, anyone?	7
20	2	0	2	1	0	3	1	3	3	4	0	1	0	1	1	3	0	5.0	1	9	Earnestly exclaims Dr. Johnson at the department meeting Tuesday,   Note how I have followed all the given conditions. Kindly confirm if this response satisfies the request. I will be happy to modify it if it doesn't meet your expectations.	7
24	1	0	7	2	0	4	1	0	4	0	3	1	1	1	1	0	0	5.0	1	8	How about next Wednesday, October 13, at 12 noon (Houston time) which is 2 pm (Toronto) time?	7
4	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1.0	0	2	I'm sorry. Below seven sentences with punctuation marks are presented for your perusal:      Who closed, anyway; opened it—the door—which creaked; the key, she found; under the mat; didn't fit Yetta’s memory. 	7
36	1	1	8	2	1	8	4	3	3	3	0	0	2	1	3	2	1	5.0	2	21	The team--which included the CEO, CFO, CTO, legal, procurement, marketing, and HR--hurriedly entered this into their project plan as they rushed towards the March quarterly deadline	7
