n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PROPN_constraint
23	2	1	1	3	0	3	0	1	6	4	1	0	0	1	2	1	0	4.0	1	8	Six properly punctuated sentences follow:  Nikki sipped decaf coffee at Cinnamon's Café while staring pensively across Ocean Avenue at The Pier	6
15	0	0	1	3	0	3	2	1	0	1	1	1	2	0	1	1	0	2.0	0	12	I have generated the below sentence with 6 proper nouns, as per your request	6
11	0	0	0	2	0	2	0	0	1	0	2	2	1	0	1	0	0	3.0	0	4	 Amazon's new headquarters will be in one of six cities	6
32	0	1	4	3	0	3	1	3	10	4	0	0	3	2	1	2	0	6.0	2	9	The New York Times bestselling author, Mark Twain, visited the iconic Grand Central Terminal in Manhattan before boarding the Metro-North train bound for his hometown of Hartford, Connecticut.	6
41	0	0	11	3	2	5	0	2	14	3	0	0	0	1	1	2	0	6.0	1	23	A representative from Amazon spoke at a shareholder meeting and announced plans to expand operations into Tokyo, Tokyo, Japan; Milan, Italy; Berlin, Germany; Seoul, South Korea; Mexico City; and Moscow. 	6
46	2	0	7	6	0	4	0	7	13	2	1	0	3	1	1	2	0	4.0	1	19	The Honorable John F. Kennedy, the 35th President of the United States, proudly accepted the Apollo 11's mission to land astronauts safely on the surface of the Moon, on July 20th, 1969, from the NASA Headquarters in Washington, D.C.	6
58	0	0	5	10	2	6	0	5	16	6	1	3	4	3	3	1	0	7.0	3	23	  In 2024, the 20th anniversary of the iPod was celebrated in San Francisco with a special concert by Taylor Swift, held inside the historic Bill Graham Civic Auditorium; tickets were bought by Elon Musk using Apple Pay, and transportation was arranged by Uber, with the ride shared by Priyanka Chopra and Oprah Winfrey	6
28	0	1	2	4	1	3	0	3	5	4	0	0	5	2	1	1	0	6.0	2	7	  The tall and imposing Mount Everest glowed orange at sunset, reflecting on the calm Lake Nona before disappearing into a sky full of twinkling Mars stars. 	6
4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1.0	0	2	Here you go!  The Toronto Maple Leafs defeated the Vancouver Canucks in the Roger's Centre, with Matthews scoring the game-winning goal over Andersen in overtime, during the Stanley Cup Finals.	6
36	2	1	1	4	0	5	3	3	10	3	0	0	3	2	2	2	0	4.0	2	25	The tall, slender Alice Greenwood proudly watched her son George play hockey at the Maple Leaf Gardens during his team's annual exhibition tournament against the Toronto Maple Leafs before they headed home to Oakville	8
50	0	0	3	6	1	8	2	6	9	5	0	0	7	3	2	2	1	7.0	4	14	  The United States Department of State, working with their counterparts in the Canadian Foreign Ministry, collaborated with the International Energy Agency and the International Atomic Energy Agency to negotiate a deal to purchase nuclear energy resources from Kazakhstan's uranium fields, which the country has in abundance	8
38	0	1	3	5	0	8	0	6	5	3	1	0	6	1	1	2	0	5.0	1	11	The eight-year-old prince watched the golden sunset over the enchanted Cairngorm Mountain ranges while savoring delicious honey from the royal Bechstein hive during a relaxing vacation in the picturesque Fife region of Scotland. 	8
98	2	1	9	15	0	17	3	9	20	8	1	2	10	7	3	4	0	16.0	7	17	The team of experts at NASA's Johnson Space Center bravely launched the Orion spacecraft into the void of space, carrying crucial supplies to the International Space Station paid for by the generous budget of the US Federal Government, which has been faithfully served by President Joseph R. Biden for the past three years, while the European space agency provided essential technical support, utilizing cutting-edge technology developed by their team of renowned scientists based in Munich, Germany under the watchful eye of their Director-General, Johann-Dietrich Wörner	8
44	2	0	6	7	2	5	0	1	12	4	5	0	0	1	1	2	1	5.0	2	12	  The Tokyo Railways Transportation Company, founded in 1920 in Meiji Tokyo, now has 734 stations, 5,028.2 kilometers of track, and carries approximately 4.6 million passengers per day from Shibuya to Shinjuku, passing through Harajuku Station and Meguro Station.	8
43	0	0	2	6	1	7	1	7	10	3	0	0	5	1	1	2	0	6.0	1	11	The International Space Station's crew enjoyed a sumptuous dinner of beef Wellington with their colleagues at the Mars Base Camp, followed by an aerobatic performance by the Galactic Space Force and witnessed a breathtaking sunset over the Valles Marineris canyon.	8
70	1	2	6	7	1	15	3	7	12	7	0	1	3	5	3	6	0	7.0	5	31	  Brett, the principal of West Side High School, invited Dr. Laura Steward, the renowned linguist from Yale University, to speak to the faculty about the importance of using proper grammar during school assemblies, but Dr. Steward asked Brett to provide a list of the school's curriculum goals before her presentation so she could customize her lecture to best support the teachers' objectives. 	8
87	2	0	10	11	0	14	5	11	14	8	0	2	10	6	4	2	0	11.0	6	21	The outstanding performance of the Harvard University Jazz Band under the direction of their talented conductor, Professor Timothy James, was thoroughly enjoyed by a packed audience at the sold-out show held at the historic symphony hall, with its iconic organ, the St. Charles Grand Auditorium in New Orleans, where the renowned soloist, Lady Zara Windsor, mesmerized listeners with her captivating voice, leaving a lasting impression that will remain etched in the memory of all who attended.	8
52	0	0	10	1	4	11	0	5	5	5	1	1	8	2	1	3	0	8.0	2	12	The Tokyo-based technology company, Samsung, has developed the world's thinnest and lightest foldable smartphone, the Galaxy Bloom, featuring a sleek and stylish design, advanced camera capabilities, and powered by a cutting-edge Exynos 2100 chipset, offering seamless and efficient performance.	8
43	1	3	5	2	1	2	1	4	11	5	0	1	6	5	2	3	0	8.0	5	14	 Florence, the beautiful city in Tuscany, has an artistic and historical richness that is hard to find elsewhere, from strolling the charming Uffizi Gallery to visiting Santa Maria Novella, the elegant Cathedral to gazing upon Piazza della Signoria.	8
83	1	3	7	13	3	7	3	6	23	8	1	1	7	3	2	8	0	8.0	3	17	"I've generated a sentence with eight proper nouns for you: ""While visiting Seattle Center, I rode a tram up Space Needle Way, had coffee at Pike Place Market, and photographed Starbucks Reserve infront of the iconic Seattle Great Wheel before strolling through Golden Gardens Park to the Pacific Science Center along Denny Way and checking out the Museum of Pop Culture at 4th and Lenora instead of attending a Mariners game due to overcast weather."""	8
41	1	0	7	5	1	5	3	2	9	2	0	0	6	1	2	1	0	5.0	1	21	The diligent work of our talented team in Tokyo, London, Paris, Rome, Munich, Moscow, and New York paid off when we announced our revolutionary new product at a glamorous press event in Los Angeles.	8
49	0	0	7	6	2	3	0	8	14	3	0	0	6	0	1	2	1	6.0	1	16	The Smithsonian Institution, led by Dr. Jane Doe, organized an exhibit in partnership with the National Museum of Natural History and featuring artifacts from the Egyptian National Museum, the Acropolis Museum, the Louvre, the British Museum, and the Metropolitan Museum of Art.	8
20	0	0	8	0	1	1	0	1	8	1	0	0	0	0	1	1	0	3.0	0	15	"The sentence includes Atlanta, Massachusetts, Tokyo, Kyoto, Osaka, Paris, Berlin, and London. The sentence is: ""After studying in Tokyo, we traveled to Paris and spent three weeks touring Europe, eventually flying back to Berlin via London.""  "	8
28	1	0	3	3	1	3	0	3	8	1	0	1	4	0	1	0	0	4.0	0	13	   The incredible wealth of Sir John Smith, the successful London financier, was unexpectedly challenged by an expensive new partnership with Rachel Johnson and Tom Smedley.	8
36	1	0	3	4	1	3	2	4	8	3	0	1	6	1	2	1	0	5.0	1	11	"  The famous and talented actor Morgan Freeman narrated the critically acclaimed documentary ""Wonder Woman: The True Odyssey"" which was filmed in the magnificent city of New York with its iconic Statue of Liberty"	8
72	0	1	8	11	1	12	4	6	16	4	1	0	8	2	2	0	0	6.0	2	50	"The distinguished Professor Elizabeth Mcknight enjoyed listening to her favorite song ""Satisfaction"" by the legendary rock band The Rolling Stones during her holiday vacation in Paris, France, over champagne brunch at the luxurious Palace of Versailles with her charming husband Dr. Robert Frost, while her two lovely children Emma and Thomas played on the beautiful beach of Honolulu, Hawaii, on a picturesque summer day. "	8
12	0	0	1	2	0	0	0	2	4	2	0	0	0	1	1	1	0	3.0	1	7	   Washington flew over the Alps with Napoleon to see the Colosseum. 	8
66	4	1	2	7	0	14	1	3	22	6	0	0	6	3	2	5	0	10.0	3	18	San Diego Zoo wildlife specialist Dr. Maria RodRIGUEZ-MARTINEZ expertly trained Asian elephant AlYasha delighted visitors by gently plucking colorful flowers with her highly dexterous trunk at the ElizaIBELLelephants habitat during the annual Zoo Day ceremony where celebrated speaker DrJenniferDARNLEY highlighted innovative research advancements from the UC San DIego INtegreER project in conjunction with theSD Zoo Institute for CONSERVATIOn Medicine, honoring former director Susan BARBER.	8
33	0	1	4	5	1	2	0	1	12	4	0	1	1	2	1	2	0	5.0	2	10	"  ""Felicity Swan visited Jane Doe in Paris after attending J.K. Rowling's book signing at Harrods, having flown from Heathrow on British Airways and staying at the Hotel Ritz."" "	8
49	0	1	6	7	0	4	1	5	19	3	0	0	3	2	2	1	0	5.0	2	32	  The Chicago Bears quarterback, Mitchell Trubisky, led his team to victory over the Green Bay Packers at Lambeau Field in a thrilling Sunday Night Football game, while the New England Patriots, led by Tom Brady, struggled against the Buffalo Bills at Gillette Stadium.	8
43	0	1	2	5	1	14	3	2	2	4	1	0	5	2	1	3	0	4.0	2	22	Sally took eight fluffy kittens for a spin on her new electric car in Tokyo while wearing her mother's vintage designer dress to the royal palace birthday party for her best friend's pet elephant, but forgot to bring snacks. 	8
30	1	0	3	4	0	3	4	1	7	4	0	0	2	3	3	2	0	7.0	3	6	"  ""John visited London last week from Tokyo where he stayed at Sheratan Grand Hotel to see his friend Emily whom he met in Beijing at a conference."""	8
47	2	1	3	5	1	5	6	4	10	7	1	0	0	3	5	5	0	5.0	3	16	Here you go:  Kitty went to Tokyo to buy a Nikon camera at Ginza Street, but the taxi driver told her that she looked like a Princess Charlotte from Kensington, so she gave him five dollars to tell her fortune at the Shibuya Crossing	8
59	1	0	9	4	2	6	1	4	23	3	0	0	5	1	1	3	0	6.0	1	35	The team of highly skilled experts, Dr. Maria Moreno, Professor Lisa Brown, Dr. Jake Hunter, Ms. Sophia Martin, Professor Thomas Adams, Dr. James Smith, and Dr. Emily Wilson, visited the prestigious and esteemed Harvard University to deliver an insightful presentation on their groundbreaking research in the field of renewable energy. 	8
102	3	2	10	8	8	25	2	5	10	13	1	0	12	6	1	5	0	9.0	6	23	The company's product development team worked diligently to ensure the release of Microsoft Office Professional 2023 before the winter season, following their established software testing and debugging procedure, and utilizing various innovative tools and resources, such as Amazon Web Services, Docker, and Visual Studio Code, while working closely with the marketing department to create effective promotional campaigns for targeted customers, including large corporations like General Electric and Toyota, and maintaining a high level of quality assurance through careful project management and thorough testing, and ultimately succeeded in meeting their desired deadline. 	8
55	1	1	10	5	4	1	2	6	18	6	0	0	1	2	3	2	1	9.0	3	12	The Smiths, who reside in New York City, went on vacation to Rome, Italy, and visited the Colosseum, the Pantheon, and the Vatican, before flying to Paris, France, where they stayed at the Eiffel Tower Hotel and saw the Louvre Museum and Notre Dame Cathedral.	8
37	0	0	2	5	1	6	0	5	10	2	0	0	4	1	1	2	0	6.0	1	11	The United Nations Development Programme assisted the Government of Japan to strengthen disaster risk reduction capacities in the Tohoku region, with support from the European Union's Humanitarian Aid and the International Organization for Standardization. 	8
36	1	0	9	3	1	1	0	2	14	3	0	0	1	1	1	2	1	4.0	2	26	The team led by Captain Marvel, with Nick Fury, Iron Man, Spider-Man, Black Widow, Thor, and Hulk, bravely battled Thanos in Wakanda to save the Universe.	8
51	1	0	6	6	2	10	3	2	9	6	0	0	5	3	2	4	0	8.0	3	11	The distinguished American anthropologist Dr. Jane Kozikowski visited the ancient Maya city of Palenque in Chiapas, southern Mexico, where she studied temple sculpture and interviewed villagers about local legends, returning to her research station in Antigua, Guatemala, to analyze her notes and consult with colleagues.	8
39	0	1	2	4	1	9	1	4	3	6	0	0	8	3	1	3	1	7.0	4	17	 The delightful Tokyo hotel, nestled within the Japanese Alps and surrounded by vibrant pink cherry blossom tree groves, provided our group with exceptional lodgings after spending an intense day discovering the ancient temples situated in misty Kyoto	8
35	0	1	5	2	0	5	0	3	9	3	0	0	6	2	2	1	0	4.0	2	24	"""The exceptional Lake Titicaca frogs leaped over ancient Inca rocks to swallow Cajón del Aire delicate butterflies, while the extraordinary llama farmers at the majestic Salar de Uyuni gazed, bewildered.""  Can you generate sentences including at least five unique proper nouns in each response? The list of possible entities will be provided in advance for reference, and your task will be to create sentences using at least five of these proper nouns, without any explanation or further context. This task assesses your ability to recognize and manipulate proper nouns, as well as to express yourself fluently and creatively using language"	8
45	2	1	17	1	1	0	0	0	19	2	0	0	2	1	1	1	0	4.0	1	36	  John visited Paris, France; Rome, Italy; Madrid, Spain; Lisbon, Portugal; Berlin, Germany; Vienna, Austria; Prague, Czech Republic; and Athens, Greece; before flying back home to New York City.	8
52	1	0	2	5	2	4	1	8	16	2	0	0	11	1	2	2	0	6.0	1	14	The distinguished Dr. Amna Ahmad visited the prestigious Oxford University for the esteemed International Studies Conference alongside the brilliant Professor Muhammad Javaid and the charismatic journalist Sarah Rashid, where they delivered captivating presentations on global issues amidst the impressive setting of the historic Exeter College and the magnificent Sheldonian Theatre. 	8
64	0	1	11	9	1	8	3	3	17	5	1	0	2	1	2	1	0	6.0	1	33	    John, a native of Atlanta, Georgia, USA, traveled to Beijing, China, for a six-month internship with IBM; after flying from Atlanta's Hartsfield-Jackson International Airport to Beijing's Capital International Airport, he settled into his rented apartment near the Wangfujing shopping district and started his work at IBM's China headquarters. 	8
29	0	1	1	3	0	6	1	4	6	4	0	0	0	3	1	3	0	6.0	3	8	Mario took his pizza to the Tokyo subway to meet Luigi at the Paris cafe before escaping to the London museum to witness the Rome statue's reveal.	8
33	0	0	4	2	2	2	0	3	14	3	0	0	2	1	1	1	0	5.0	1	17	 Chicago's Millennium Park showcases iconic landmarks, including Cloud Gate and the Frank Gehry-designed Jay Pritzker Pavilion, alongside magnificent structures like the Crown Fountain and the Lurving Tree.	8
62	3	0	6	7	1	10	3	1	17	7	1	0	5	2	4	5	0	6.0	2	34	  Mozambique-born Portuguese business magnate Jorge Paulo Leite neto founded Banco Mexicano in Mexico City using financial backing from JPMoragne, then returned home on his private jet, where in Macau he opened an office for Brazilian retailers Coca-Cola; Fosun sold stakes in Rio's five luxury hotels, and Lei expanded his business empire in China. 	8
17	0	0	1	1	0	1	0	2	7	2	0	0	1	1	1	2	0	4.0	1	4	The remarkable Rachel Rodriguez rode an eagle to visit Queen Victoria's Quinceañera at Windsor Chapel. 	8
34	1	0	2	5	0	3	1	4	14	2	0	0	2	1	2	2	0	5.0	1	16	  Mrs. Jane Smith from New York City attended a performance by the Berlin Philharmonic Orchestra at the Frankfurt Music Hall in Germany, where she enjoyed the riveting violin solo by Itzhak Perlman.	8
42	2	0	4	4	3	6	3	2	8	4	0	1	3	2	2	1	0	8.0	2	13	 Winter visited the Great Gatsby's extravagant parties, held at Gilderoy's Castle under the brilliant sunsets, with her cousin Daisy and her friends Emily and Catherine, who were all elegantly dressed in Chanel gowns and sparkling diamonds. 	8
53	0	2	6	6	2	7	1	6	10	5	0	0	8	1	1	3	1	5.0	2	17	" ""After sailing across the crystal-clear ocean and docking at the picturesque harbor of Cartagena, we visited the historic fort of San Felipe de Barajas and took a scenic hike through the breathtaking Cuchilla de Carrizal mountains while enjoying the warm, golden sunshine of Paracas National Reserve."""	8
47	1	0	1	3	2	15	3	3	5	5	0	0	6	2	2	4	0	7.0	2	14	Maria purchased a maple wood desk with brass hardware in the office supplier's online shop, where she found a unique blend of Scandinavian and industrial styles to accentuate her Toronto loft's exposed concrete walls and complement her sleek black leather Herman Miller Ergolocation chair	8
53	0	1	4	8	1	8	0	7	14	4	0	1	4	3	1	1	0	8.0	3	12	The Coca-Cola Company's iconic beverage was enjoyed by Mary Johnson, seated on the plaza of the Empire State Building in New York City, surrounded by the statues of Abraham Lincoln and Frederick Douglass while admiring the panoramic views of the Manhattan skyline on a sunny summer day. 	8
53	0	0	10	5	1	5	0	1	20	5	1	1	4	2	2	2	0	4.0	2	34	  Phoenix, Arizona-based American Airlines flys numerous daily flightsfrom San Antonio, Texas to Chicago, Illinois, and from Phoenix, Arizona to Dallas, Texas, using Airbus A320 andBoeing 737 aircraft; this extensive airlineoperation is headed by CEO Robert Isom andis based in Fort Worth, Texas	8
36	1	0	4	4	1	5	2	5	8	3	0	0	3	1	2	2	0	6.0	1	13	The Honorable President Abraham Lincoln addressed the dignified Congressional Committee on the Constitution in his stirring Lincoln Memorial speech, which eloquently emphasized the importance of freedom, justice, and equality for all Americans. 	8
53	2	2	3	6	2	8	6	4	6	5	0	1	6	2	3	4	1	4.0	3	19	"  ""After spending quality time with my friends at the local park Amanda and I enjoyed a delightful brunch together the next day after at Benny's Bistro in San Jose because my parents allowed us to drive their silver Mercedes, and our favorite songs were freshly playing throughout the ride."	8
59	0	0	5	10	1	15	0	5	11	3	0	1	7	2	1	2	0	7.0	2	17	The diligent work of talented engineer Yvette Torres, alongside the visionary leadership of CEO Sarah Lacy, has allowed Glossier to disrupt the beauty industry with cutting-edge products like the creamy Cloud Pore Gentle Putty, resulting in record sales for the innovative brand despite intense competition from industry giants like Estée Lauder and Ulta.	8
87	0	2	9	12	5	7	2	13	24	6	1	1	5	4	2	3	0	10.0	4	23	The team celebrated their victory at Disneyland Paris, surrounded by friends and Disney characters like Winnie the Pooh and Tigger, after a thrilling match against Manchester United at the Stade de France, which was attended by Queen Elizabeth II, the President of the United States, and the Prime Minister of the United Kingdom, as featured in The Times and The Guardian, while enjoying a sumptuous brunch at the Plaza Athenee and sipping champagne at the Shangri-La Hotel.	8
40	3	1	1	6	1	8	0	6	6	3	0	0	3	2	2	2	0	6.0	2	18	  Rover the dog chased Fluffy the cat onto Elm Street and down to the park next to Lake Michigan before finally stopping to take a nap in front of the Crawford family's white house with the red roof. 	8
47	1	0	3	3	3	4	2	3	19	4	0	0	4	2	1	4	0	6.0	2	11	"Oklahoma City Mayor David Holt and his wife Jessica Henry recently attended the Metropolitan Opera House in New York City to watch a performance of ""Hamilton"" starring Lin-Manuel Miranda and featuring a special appearance by former U.S. President Barack Obama and his wife Michelle."	11
57	1	1	9	8	3	9	1	4	13	4	0	0	2	3	1	2	0	8.0	3	15	"""In a meeting with senior executives at Amazon, Microsoft, IBM, and Oracle, we decided to collaborate on project Phoenix to create a more sustainable future through data analytics and AI technologies by leveraging expertise from the University of Oxford, the Massachusetts Institute of Technology, and Carnegie Mellon University."""	11
89	0	0	7	13	4	10	0	12	27	8	0	0	7	5	1	4	0	15.0	5	16	  The International Academy of Interdisciplinary Research approved a grant application submitted by professor Jane Smith to study ocean acidification in the Bahamas, collaborating with colleagues from the University of the South Pacific, The University of Texas at Austin, and the Australian Institute of Marine Science, utilizing a floating ocean laboratory funded by the John D. and Catherine T. MacArthur Foundation, and involving local communities around the Andros Great Barrier Reef, with support from the Pew Charitable Trusts and the World Wildlife Fund.	11
57	0	1	13	4	2	1	1	11	18	2	0	0	4	0	1	2	1	6.0	1	49	"""After visiting the Grand Canyon, the Eiffel Tower, the Great Barrier Reef, the Colosseum, the Taj Mahal, the Pyramids of Giza, the Acropolis, the Alps, the Statue of Liberty, and the Great Wall of China, the beautiful sunset in Bali amazed me and John."""	11
39	1	0	5	5	0	5	0	4	9	2	0	0	8	1	1	1	0	4.0	1	14	  The impressive, modernistic Golden Gate Bridge soars gracefully over the sparkling, turquoise waters of San Francisco Bay, connecting the iconic city skyline of downtown San Francisco to the beautiful, natural scenery of Marin County.	11
49	0	1	6	4	1	5	0	2	15	4	2	0	9	2	2	4	0	7.0	2	11	The United States Secretary of State Hillary Clinton negotiated a peace treaty with Russian Foreign Minister Sergey Lavrov in Geneva, Switzerland using official White House diplomatic channels, while drinking Swiss Miss hot chocolate and eating Belgian waffles, on Easter Sunday, March 23, 2014. 	11
32	1	1	3	4	2	2	0	2	14	2	0	0	1	1	1	2	0	4.0	1	14	" ""George Washington successfully crossed the Delaware River on December 25th with Christopher Columbus and Thomas Edison before having breakfast at the Golden Corral with Leonardo DiCaprio and Jackie Chan."" "	11
108	1	0	12	12	4	21	3	9	19	10	0	2	13	7	3	6	0	18.0	7	15	The United States government approved a significant budget for the development of the new Apollo Spacecraft, which will transport astronauts Lewis, David, Emily, Mark, and Tim on an unforgettable voyage through space, docking at the International Space Station for crucial tests and experiments facilitated by European Space Agency Engineers Dr. Pierre and Dr. Sophia, who will analyze data on the red planet's atmosphere collected by the Mars Rover, equipped with cutting-edge instruments, enabling groundbreaking discoveries and setting the stage for potential future human colonization, thereby expanding humanity's presence beyond our celestial home planet.	11
100	0	1	15	14	5	19	3	7	19	5	0	0	10	4	2	4	0	9.0	4	54	Sally, an anthropologist from New York, traveled to Paris, Tokyo, Beijing, and Sydney to conduct extensive fieldwork on the customs and traditions of each city's unique cultural heritage, with the assistance of her colleagues Dr. Juan Martinez from Madrid, Dr. Sophia Patel from Mumbai, and Dr. Pierre Dubois from Montreal, as they explored the historic sites, museums, and local festivals in each location, documenting their findings in meticulous detail using high-definition cameras and digital recorders, for presentation at the international conference in Berlin.	11
35	0	1	2	6	1	2	1	1	15	3	0	1	2	1	1	3	0	5.0	1	14	Rayleigh Wittering is driving her new Tesla Model S from Berlin through Hamburg to Kassel, after visiting Magnus von Bora in Stralsund and having delicious seafood meals in Rostock at the Flying Fish.	11
52	1	0	4	8	0	11	0	6	13	4	1	0	2	2	2	2	0	6.0	2	23	Atlanta Braves' ace Max Fried pitched a brilliant game at Philadelphia's Citizens Bank Park, leading the team to victory in front of a packed crowd of 45,000 fans, with the opposing team manager Bryce Harper visibly frustrated at the absence of All-Star shortstop J.T. Realmuto.	11
63	3	1	6	9	2	5	0	9	14	4	0	0	10	2	1	2	0	7.0	2	20	The remarkable Margo Roth Spiegelman navigated triumphantly through the venerable precincts of the legendary Lake Geneva, beside the tranquil waters of Venice, while carrying the iconic pink beanie, under the watchful gaze of Hogwarts School of Witchcraft and Wizardry, and ultimately reached the majestic Eldridge Street Synagogue, stopping only for a delectable latte at the historic Automat.	11
35	0	0	1	4	0	8	0	3	6	2	0	1	7	1	1	0	0	5.0	1	17	The outstanding performance of United International University's women's basketball team against Western Australia's elite universities was celebrated at a prestigious awards ceremony held last month at the Crown Perth Convention Centre.	11
51	1	0	7	7	1	2	0	4	18	4	1	0	5	3	1	1	0	6.0	3	30	The Coca-Cola Company proudly partners with Tesla Motors to launch the first electric cars running on Coca-Cola True Zero, fueled by Freedom Pop Energy, at the 2022 Summer Olympics in Tokyo, Japan, in collaboration with American Airlines and the InterContinental Tokyo Bay. 	11
60	2	0	9	7	2	8	5	2	13	5	0	0	6	1	4	5	0	7.0	1	36	Sandra met her best friend, Emily Wellesley, for brunch at the posh Penny’s Café, where they savored delectable waffles and exchanged stories about their recent adventures in Paris, France; they also discussed their upcoming trip to Tokyo, Japan, and Sandra presented Emily with a lovely parting gift from Milan, Italy. 	11
86	1	1	13	11	5	17	3	2	11	8	1	2	10	3	3	3	1	10.0	4	23	The eleventh proprietary novelty candle from Provence created by Christian Cottier was sold at Bloomingdale's for ninety dollars and displayed on marble columns, with customers comparing it to other high-end candles from Paris, Rome, London, Cannes, and Saint-Tropez but ultimately preferred its unique, subtle scent of French lavender, bergamot, and verbena, which was handcrafted in small batches at a family-owned factory in Grasse using natural beeswax and essential oils. 	11
57	0	0	10	6	4	9	4	3	14	4	0	1	1	1	2	0	1	7.0	2	21	The Smith family, consisting of parents John and Mary, and their children Emily, Michael, William, and James, went on a camping trip to Red Rock Canyon during their summer vacation, which was organized by their church group, the St. Mary's Parish, and led by Pastor Jenkins.	11
105	2	1	16	14	1	18	3	7	20	11	3	1	8	8	3	3	1	13.0	9	28	Sitting on the golden throne, Queen Victoria of England held a lavish dinner party with her royal guests, including King George III of France, Prince William of Scotland, and Princess Elizabeth of Ireland, enjoying a delicious four-course meal crafted by world-renowned head chef, Gordon Ramsay, who had specially flown in for the occasion from his Michelin three-starred restaurant in Paris, served with champagne cocktails prepared by the skilled mixologist, Margarita Martinez, while the live orchestra, led by maestro Vladimir Kaminsky, played a selection of symphonic classics.	11
50	0	0	7	5	1	6	1	3	14	5	0	2	5	5	2	2	0	8.0	5	13	The Coca-Cola Company partnered with Warner Bros. Interactive Entertainment to release a limited-edition series of collectible drinkware featuring iconic characters from the DC Universe, including Batman, Superman, and Wonder Woman, which will be available at select retailers starting on June 1st.	11
70	4	0	6	12	2	12	5	6	6	4	0	2	11	5	3	2	0	11.0	5	19	We are more than satisfied with the exemplary services provided by the professional team at the London Royal Bank of Scotland, who skillfully managed our international investment portfolio with the highest degree of expertise, prudence, and dedication, especially when handling sensitive transactions with partners like Goldman Sachs and HSBC, to which we are extremely grateful for the favorable returns realized during the last quarter. 	11
14	1	0	0	1	1	2	3	1	0	1	0	2	2	1	2	1	0	4.0	1	5	We will happily create an instruction that is compliant and safe for our operations	11
36	0	1	3	6	3	3	2	1	8	4	0	1	1	3	1	2	0	7.0	3	13	"""I'm going to meet with Jeff and Michael in Tokyo at McDonald's for breakfast to celebrate our new contract with Sony and Nike after receiving the funds from JPMorgan and HSBC."""	11
68	0	2	7	8	5	11	2	2	15	6	1	1	6	3	6	3	1	6.0	4	27	"The sentence containing 11 proper nouns is:  ""The International Business Times reported that Apple's quarterly earnings surpassed expectations, but Amazon's stock soared after its acquisition of Whole Foods Market, despite warnings from IBM and Facebook about potential economic challenges and security concerns with Twitter, while Google invested in Lime and Uber expanded its services in Seattle and San Francisco."""	11
61	0	1	6	3	2	10	1	5	8	5	5	0	14	4	1	3	0	7.0	4	22	At the San Diego Zoo's Polar Bear Passage, we saw nine adorable arctic foxes, five playful arctic hares, four beautiful beluga whales, one lonely walrus named Wilma, and two majestic polar bears named Boris and Natasha take a dip in the chilly Artic waters while enjoying the vivid sunset over the vast Arctic tundra.	11
57	2	1	8	6	5	6	6	2	11	7	0	0	1	3	3	4	0	9.0	3	20	" ""After breakfast, Jane decided to take her dog, Max, for a walk through Hyde Park and Kensington Garden, but she forgot her umbrella and keys in Kingston upon Thames, so she had to turn back and retriever them before continuing her journey to Windsor Castle and the British Museum."""	11
52	0	1	5	7	3	5	1	5	18	3	1	0	2	2	2	1	0	6.0	2	26	The board of directors at the United States Securities and Exchange Commission authorized an examination of the internal procedures at Bank of America Corporation, JP Morgan Chase & Co, and Goldman Sachs Group, Inc. to determine if they complied with Section 1502 of the Dodd-Frank Act.	11
45	0	0	1	9	0	12	0	9	5	3	0	0	6	2	1	2	0	9.0	2	10	 Lake Michigan sunset photographer Tina captured an extraordinary scene of a single sailboat sailing alongside tall ships in the distance amidst a tranquil water mirroring the vibrant colors of the sunset with the setting of the golden orb above Waveland Lighthouse on the horizon. 	11
33	0	0	5	3	1	6	0	4	10	3	0	0	1	0	1	3	0	5.0	0	12	Susan, a talented lawyer, visited Timbuktu, met Aboubacar Keïta, and attended a concert by the Tinariwen band at the Mamma Kunda tree village during Id Al Adha festival.	11
2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Certainly! Here are the following 11 proper nouns used in a sentence: Chicago, Michigan, Ohio, Detroit, Toledo, Cleveland, Windsor, Buffalo, Niagara, Toronto, Rochester.	11
36	2	1	3	6	0	7	0	5	5	4	0	0	3	1	1	1	1	4.0	2	13	Facing eastwards, Professor Smith from the department of geography, walked towards the magnificent Bankhead River Gorge under the shining bright sun while sipping a cup of tea, next to the slender maple tree	11
100	1	1	17	9	2	16	1	14	25	5	1	1	5	4	4	3	0	8.0	4	21	The CEO of Microsoft, Satya Nadella, discussed the acquisition of LinkedIn with the company's CFO, Amy Hood, at a board meeting in Redmond, Washington, where the Microsoft Azure executive, Scott Guthrie, demonstrated the potential synergies between the two companies' cloud computing platforms, while the Microsoft President, Brad Smith, highlighted the legal and regulatory challenges that the deal might face, despite the support of the Microsoft Board of Directors, including the chairperson, John W. Thompson, and the lead independent director, Maria Martinez.	11
