n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NOUN_constraint
29	0	0	8	0	1	9	0	1	0	4	0	0	6	0	1	1	0	4.0	0	23	African lions, majestic mountains, glistening oceans, lush rainforests, snow-capped peaks, sparkling lakes, and vibrant coral reefs create a picturesque world.	7
10	1	0	1	1	0	2	1	0	0	1	1	0	2	0	1	0	0	2.0	0	5	Seven cute kittens peered curiously from their cozy corner.	7
19	0	0	3	0	1	4	0	3	0	3	1	0	4	0	1	3	0	3.0	0	11	The seven excited pandas climbed the colorful mountain, discovered a shimmering cave, and devoured delicious honey.	7
29	0	1	7	0	1	9	0	0	0	3	0	0	8	2	1	2	0	6.0	2	19	Satisfied customers admired impressive accomplishments showcased in shining trophies, valuable assets, exquisite jewels, elegant gowns, precious heirlooms, rare books, and delicate antiques. 	7
18	2	0	0	2	1	4	0	4	0	2	0	0	3	0	1	1	0	3.0	0	8	  The happy monkey with the sparkling crown ate an apple on the big tree and ran away quickly	7
26	0	0	13	0	0	7	0	0	0	0	0	0	6	0	0	0	0	4.0	0	10	  * big * yellow * dog * tiny * white * cat * green * backyard * black * butterfly * purple * flower * petal	7
9	0	0	1	0	0	6	0	0	1	1	0	0	0	0	1	1	0	3.0	0	6	Sally ate tuna sardine crab salmon caviar eggs. 	7
70	1	3	7	6	2	13	2	13	0	9	0	0	12	6	1	4	2	9.0	8	23	The lazy sloth, exhausted from a morning of lounging in the trees, decided to take a long, slow stroll through the lush green forest, admiring the sparkling river and the colorful flowers, while simultaneously searching for a suitable location to construct a cozy new nest, all the while savoring the warm sun on its back and the cool breeze rustling through its fur.	7
26	0	0	3	3	1	8	0	5	0	2	0	0	4	0	1	1	0	3.0	0	14	The tall giraffe chased the little grey mouse across the sparkling green grass, through the babbling brook, and under the shady oak tree.	7
16	0	0	2	1	0	5	0	1	2	3	0	0	1	1	2	2	0	5.0	1	7	Sally sells seashells by the seashore; Peter pretends to paint potent peppermint penguins purple. 	7
15	0	0	1	1	0	5	0	3	0	2	1	0	2	0	1	1	0	2.0	0	9	The seven playful kittens chased the giggling baby ducks around the enchanted crystal castle.	7
29	0	1	1	3	0	8	1	5	0	3	0	0	7	1	2	1	0	4.0	1	14	The sunlit golden retriever chased a fluttering butterfly along the misty blue beach grass while the contented cats snoozed in their sun-kissed hammocks beneath the shimmering willow tree.	7
4	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1.0	0	2	Here it is:   The sun, moon, tree, book, girl, and toy were all gathered, quietly playing	7
32	1	0	7	2	1	7	0	4	1	5	1	1	1	0	1	4	0	4.0	0	21	Okay, here is the response:   Lena took seven cats to the castle, sat on a purple couch, drank tea, played the piano, and ate pancakes. 	7
31	3	1	6	1	0	6	2	2	0	3	1	0	6	2	1	2	0	4.0	2	9	The large, shimmering rainbow unicorn slowly galloped through the crystal forest, gracefully balancing its sparkling, vintage tiara, while playfully chasing its seven fluffy, colorful kittens. 	7
13	0	0	1	1	0	3	0	1	0	1	2	0	4	0	1	1	0	2.0	0	7	The seven fluffy kittens chased five mischievous dolphins past numerous sparkling rainbows.	7
11	1	0	0	1	0	3	0	2	0	2	0	0	2	0	1	1	0	3.0	0	3	The playful pink panther perpetually poked a plethora of perspiring piglets	7
39	0	0	10	3	1	6	1	4	0	1	0	0	13	0	1	1	0	4.0	0	14	The tall, shy, young man walked his big, lazy, golden dog past the old, green apple tree, over the small, flat rocks, and under the short, white, wooden bridge	7
23	3	0	2	2	0	5	2	3	0	2	0	0	4	0	1	2	0	3.0	0	12	The clever cat carefully caught a curious clockwork crocodile with its creative claws, then cautiously concealed it within a colorful carriage.	7
32	1	1	3	2	1	4	2	0	0	5	3	3	5	1	2	3	2	6.0	3	9	Although I would love to help, it might be challenging to generate only 7 nouns; most phrases use more than 7 words or contain more than seven different parts. Could you please give a more detailed description of what you're looking for and perhaps some hints on the type of phrases you might like?    Was this what you had in mind for responses when you drafted your task?	7
12	1	0	1	1	0	3	0	1	1	2	0	0	2	1	1	1	0	4.0	1	3	Wiley the wombat wore witty wellies wistfully winding through wobbly waters. 	7
34	1	0	4	4	3	12	0	5	0	3	0	0	2	1	2	1	0	7.0	1	9	The sunflower-lined driveway led to the elegant mansion, where the formal garden and swimming pool provided recreation, amidst the chirping of birds and the scent of jasmine and lavender.	7
26	2	0	3	3	1	7	0	0	0	2	1	0	7	0	1	0	1	6.0	1	24	Sitting on white sandy beaches alongside crystal-clear waters next to tall coconut palms and orange-hued sunsets, ten colorful seashells glistened vibrantly	7
47	1	1	4	6	1	10	0	10	0	5	0	0	9	3	2	1	0	4.0	3	22	The lazy corgi sat under the big willow tree in the backyard, chewing on a tasty bone and watching the tall, majestic peacocks stroll gracefully by the sparkling blue pond, all the while keeping a wary eye out for any sudden squirrel assaults.	7
39	0	1	2	6	1	11	1	7	0	2	1	1	5	0	3	0	1	4.0	1	13	Although the sun was low over the sparkling waves of the beach, the graceful gulls glided in the clear sky and the three children with their playful dolphins jumped with joy at the pirate's treasure hunt. 	7
16	0	0	2	2	0	5	1	1	0	3	0	0	2	1	2	0	0	4.0	1	5	Frothy yuggles bounced on glimmering mimosas, their silvery horns twinkling in the sparkling starlight.	7
27	1	0	2	3	1	7	0	4	0	2	3	1	3	1	2	1	0	5.0	1	10	The dog chased four rabbits down the big hill to the blue pond, where the little boy was waiting with three sandwiches and one lemonade.	7
14	2	1	1	0	0	3	0	2	0	3	0	0	2	1	2	1	0	3.0	1	7	The playful penguin patiently puckered pickled plums before a curious crowd gathered around.	7
53	2	0	7	8	1	12	0	8	0	2	0	0	13	0	1	0	0	7.0	0	12	The sun-kissed leather suitcase rested next to the colorful striped towel on the sandy beach, near the calm crystal-clear water, beneath the tall green palm trees, beside the shiny blue surfboard, under the bright yellow umbrella, and next to the delicious cooler of frosty drinks. 	7
11	0	0	1	1	0	3	0	0	0	1	3	0	2	0	1	1	0	2.0	0	7	Seven witches witched seven black cats in seven haunted forests.	7
72	3	1	7	4	5	16	3	7	0	6	0	0	19	4	2	4	0	9.0	4	13	The large green crocodile, with its long winding body and sharp jagged tail, slowly approached the peaceful small village, surprising the yellow cats and orange dogs, who scurried away with their playful kittens and juicy bones, leaving the vacant white tent and colorful flags behind, but not before stealing the delicious pink watermelon from the old red pickup truck parked on the hot dry sand.	7
23	0	1	2	2	1	7	0	0	1	4	0	0	5	2	1	4	0	5.0	2	7	Cowboy rode brown horse across gold field, searching yellow moon while avoiding blue bear and carrying purple guitar under pink tree; 	7
41	2	0	2	7	0	13	1	3	0	3	0	0	10	1	2	2	1	6.0	2	18	Wandering through lush meadows of green grass under blue skies full of white clouds, a curious deer drinks cool water from a babbling brook next to a tranquil lake among tall oak trees where red robins build their nests.	7
30	1	0	9	1	1	4	0	3	0	2	0	0	9	0	1	1	0	4.0	0	15	The golden-haired, creative, energetic, determined, and resourceful engineer built an efficient, high-tech gadget in the innovative, well-equipped lab	7
23	0	0	3	3	0	5	1	4	0	2	1	0	4	0	2	0	1	4.0	1	10	The seven glowing cats, each playing with a different colored mouse, chased after their favorite toys under the shining stars.	7
24	1	0	5	1	0	6	0	3	0	5	1	0	2	1	1	2	1	4.0	2	9	The seven cats, carrying different colored scarves, walked delicately on the snow-covered path, enjoying the brisk winter air.	7
13	1	0	2	1	0	4	0	1	0	1	1	0	2	0	1	0	0	2.0	0	7	Seven colorful elephants cautiously climbed up the green, winding mountain trail.	7
40	0	0	11	0	0	6	0	0	2	1	13	0	5	0	0	1	0	4.0	0	36	  1. sentence 2. nouns 3. seven 4. Betsy's 5. parrots 6. juicy pears 7. delicate china 8. tangled hair 9. beautiful 10. spacious 11. green 12. cozy 13. parlor  All the nouns from the instruction are included in the response sentence.	7
26	0	0	3	2	1	6	0	6	0	2	1	0	5	0	1	1	0	5.0	0	9	The seven fluffy kittens cuddled the friendly puppy, the curious parrot, and the elegant peacock on the soft blanket in the shaded garden.	7
23	2	0	7	1	1	9	0	2	0	1	0	0	0	0	1	0	0	3.0	0	15	The sunflowers, bees, rabbits, pine trees, mountains, river, and rainbow danced together happily in the garden.	7
16	0	0	0	1	0	3	0	3	0	1	1	0	7	0	1	1	0	2.0	0	10	  The beautiful fluffy black kitten chased the three small white mice across the old yellow rug	7
11	0	0	1	1	0	2	0	2	0	1	1	0	3	0	1	0	0	2.0	0	5	The seven happy goats played on the tall grassy mountain.	7
19	0	0	1	3	0	5	0	5	0	2	0	0	3	0	1	1	0	2.0	0	15	The cat chased the orange mouse under the red sofa in the yellow house with the broken chimney.	7
13	1	0	1	1	0	4	0	1	0	2	1	0	2	0	1	1	0	2.0	0	6	The seven curious kittens carefully carried crumbling cookies into creaky kitchen crannies.	7
64	2	1	8	8	1	16	1	10	1	5	0	0	11	2	1	3	1	7.0	3	25	Sitting on the couch, the fat tabby cat purrs happily while stroking its bright white coat with a golden hairbrush, next to the grey fluffy wool blanket, on the soft velvet pillow, in front of the old oakwood dresser, beneath the large window, overlooking the vast green meadow, and feeling the gentle warmth of the sunshine.	7
22	2	1	2	2	0	5	1	3	0	2	1	0	3	1	2	0	0	3.0	1	11	The seven wicked imps cackled madly inside the creepy, decrepit castle walls as they searched endlessly for the magic wand. 	7
41	5	1	4	5	1	6	1	6	0	6	0	0	6	5	1	2	0	7.0	5	7	  The intelligent and friendly elephant purposely avoided stepping on the colorful butterfly, gently picking up the tiny kitten, delicately setting it in the grass while playfully dancing with the exotic bird, gracefully skipping over the vibrant daisies.	7
31	0	0	3	5	1	11	0	4	0	3	0	0	4	1	1	1	0	6.0	1	10	A colorful parrot sat on a branches of a tall oak tree, eating sunflower seeds with a gold-plated feeder amidst vibrant flowers such as daisies and lilies.	7
