n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	CCONJ_constraint
20	2	0	3	2	2	1	1	0	3	3	0	0	2	2	1	0	0	5.0	2	13	Jim and Jane, as well as their green and yellow puppy, decided to go fishing on Sunday. 	2
46	2	1	4	1	4	9	3	3	0	8	0	3	6	3	4	5	1	6.0	4	15	Having attended several symposiums, I found them insightful and enjoyed meeting many experts, however, limited opportunities remained as the events did not bring together professionals and amateurs to discuss innovative thinking, nor were the events themselves innovative or engaging for the participants	3
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Hint: The task is to use three coordinating conjunctions in a single sentence.	3
39	3	0	7	4	3	8	2	2	3	2	0	1	4	0	2	1	0	6.0	0	17	I visited Cardiff, Belfast, and Dublin so far; where, despite language barrier I was greeted with surprising hospitality, delicious treats,  and fascinating stories from the local lads and lassies at the pubs.	3
21	0	0	4	2	2	2	0	0	9	1	0	0	1	0	1	1	0	5.0	0	6	London, Oxford, and Cambridge provided opportunities for scholars such as John Donne, Thomas Hobbes and John Milton.	3
35	4	2	2	2	1	8	1	4	0	6	0	1	3	4	3	4	0	6.0	4	12	The committee deliberated long andhard but came short of proposing the tax as the government could ill-afford to lose any more revenue, especially now with inflation already taking its toll on citizens	3
23	0	0	6	0	3	3	2	1	3	2	0	2	1	0	2	2	0	4.0	0	11	I have visited Paris, Rome, and Barcelona, and I have eaten the best crepes, pizza, and paella.	3
37	0	0	4	4	2	10	4	5	0	5	1	1	1	3	5	1	0	6.0	3	32	Cats sleeping in the sun, mice scurrying under the furniture, and butterflies fluttering around the garden; these were the three things I witnessed on my afternoon stroll and they all required great care.	3
43	4	0	5	1	4	11	2	6	0	6	0	0	2	3	2	5	0	11.0	3	7	The committee reviewed the proposals carefully, discussing thoroughly, making modifications and finally voting to approve the new strategic plan, the budget and timeline, all which met everyone's concerns but also pushed the limits of time and resources. 	3
10	2	0	2	0	1	0	1	0	3	1	0	0	0	0	1	1	0	3.0	0	8	I visited Cambridge, Paris, and Amsterdam so far	3
27	0	2	5	1	3	7	1	1	3	3	0	0	1	2	2	3	0	4.0	2	13	Czesław, Elżbieta and Lech took turns in preparing pierogi, kulebyaka, and bublik, as they savored each course with great gusto and zest. 	3
29	3	1	2	4	1	5	3	4	0	3	0	0	2	1	1	0	1	5.0	2	10	Even though this seems like a trivial task there is quite a bit to explore here, especially for those with an interest in linguistics or rhetorical devices. The initial task instructions provide the sentence below	3
28	3	0	6	3	1	4	3	0	3	2	0	0	3	0	2	1	0	4.0	0	17	I visited Cardiff, York, as well as Dublin; furthermore, during my travels, I met with courteous shopkeepers, deferential waiters and helpful passersby	3
66	2	0	6	6	5	12	5	11	0	10	0	1	6	4	3	6	0	7.0	4	46	She walked into the sunset, humming a tune, and felt the cool breeze rustle her hair and soothe her soul; yet she was torn between the warm embrace of a comfortable home and the enticing allure of a spontaneous adventure; ultimately, she decided to pursue the thrill of the unknown and embrace the uncertainty of a journey yet to come.	3
2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0	0	 Enjoy! In my visits to London, Oxford, and Cambridge so far.	3
48	2	1	4	3	2	12	4	5	1	6	0	0	7	4	4	3	1	10.0	5	12	Although the city streets seemed empty and eerily quiet, the bustling cafes and theatres still glowed amidst the fog, illuminating London's unforgettable melancholy charm, its melting pot heritage blended with the Scottish romanticism that captivated all who stepped foot in its ancient realms.	3
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	3
30	2	0	6	3	3	4	2	1	4	3	0	0	2	1	2	1	0	5.0	1	10	I studied law, philosophy, and history in Cambridge, Paris, and Rome, where I also sang in several choirs and wrote for The Daily Crier. 	3
41	3	0	9	2	4	9	2	3	3	3	0	0	3	0	2	3	0	5.0	0	33	I visited Rome, Paris, and Vienna often, and discovered the beauty of different cuisines, cultures, and lifestyles therein; furthermore, the historical landmarks, museums, and theatres left an indelible mark on my life	3
37	1	2	3	4	6	5	2	2	1	6	0	1	4	0	1	1	3	8.0	3	28	The professor, inspired by Plato and confident of winning, yet uncertain of his colleagues and wary of being locked out and overpowered by the wealthy, carefully prepared and presented her novel arguments and evidence	3
26	0	0	2	4	2	6	3	1	0	4	0	1	2	1	1	3	1	6.0	2	7	In my experience, conversing with locals has provided valuable insight into a culture and allowed me to learn more about its history and customs.	3
17	0	0	4	1	4	2	0	2	0	2	1	1	0	0	1	0	1	4.0	1	5	The three coordinating conjunctions used in this sentence are: and, but, and or.	3
2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None.	3
29	4	0	3	3	2	4	2	2	0	3	1	4	1	0	2	1	0	4.0	0	23	I have visited three countries so far, been treated very well and with great kindness in each place,  and the experience has been enriching for me.	3
55	4	2	5	6	3	10	6	1	6	5	1	2	2	2	3	2	0	5.0	2	36	She ate breakfast with her parents and two sisters, in their cozy Edinburgh flat, while chatting excitedly and eagerly awaiting their trip to Disneyland Paris the following day, but regrettably, Grandma could not come because she was already on vacation in St. Andrews with her elderly ladies' golf club.	3
27	1	0	5	0	2	4	2	2	3	3	1	0	4	0	3	2	1	4.0	1	12	The three cities I visited, Cardiff, Belfast, and Bristol, each had their own unique charm yet shared similar cultural flavors and eccentricities.	3
22	1	0	3	3	2	4	1	2	3	2	0	0	1	1	1	1	0	4.0	1	8	In Paris, Rome, and Tokyo where we had a wonderful stay and indulge in gourmet delicacies on the way.	3
45	1	1	5	7	2	9	5	2	3	8	0	0	1	3	4	5	0	10.0	3	11	I hiked up Mt. Kilimanjaro with my cousin in Tanzania; we trekked through rainforests and over rocky trails, taking selfies and playing games to pass the time until we reached the summit, where we gazed out at jaw-dropping views.	3
45	3	2	6	3	2	10	4	4	0	6	0	2	3	3	5	3	0	6.0	3	16	I climbed mountains, traversed deserts, and danced under starry skies; equally alluring were the kindness and hospitality I experienced, so that ultimately my soul recognized no bounds, for I have explored this universe with a spirit of untamed freedom.	3
47	2	1	3	3	4	11	3	3	4	5	0	0	8	2	4	4	1	7.0	3	12	Albert Einstein, whose theories revolutionized physics, spoke profoundly about social issues and human compassion, while Isaac Newton developed the mathematical principles that define modern architecture and engineering and also revealed the cosmic connection between our solar system and other celestial bodies in the universe	3
22	1	0	1	2	2	6	3	0	0	3	0	0	4	1	2	1	0	7.0	1	6	We worked diligently on projects with demanding timelines, meticulous requirements and challenging objectives which required our innovative solution and thorough attention	3
2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	Certainly! Below is the sentence you requested:  I traveled intensively in Asia, Europe, and South America and relished being exposed extensively to various distinct languages, customary activities and exotic cuisine	3
16	4	0	3	0	1	1	1	1	0	2	1	2	0	0	2	0	1	3.0	1	5	The three coordinating conjunctions that are commonly confused are: therefore, thus, and accordingly	3
33	1	1	2	2	3	9	4	4	0	4	0	0	3	1	1	4	0	8.0	1	9	The trio rehearsed their lines, tuned their instruments and carefully calibrated the timing and choreography of their performance in the exacting hope of pleasing the imperious judge and their own expectations.	3
25	1	0	4	3	1	8	1	3	0	2	0	0	2	0	1	1	0	3.0	0	16	Beyond the intrigues and power struggles within these organizations, governments, through their military interventions, also play a decisive coordinating conjunctions role.	3
58	4	3	2	3	8	11	4	5	0	9	1	1	5	6	5	3	0	9.0	6	15	The professor asked three questions at once and all were equally complex and intriguing while he lectured, carefully balancing his tone and language to reach the audience with both intellectual curiosity and a casual tone so that each member felt equally challenged and entertained, yet nobody felt alienated by their neighbor's different background and identity	3
56	6	4	10	1	2	3	9	0	4	7	0	6	2	4	7	3	1	5.0	5	28	Insofar as I am able, I will visit Tokyo, Kyoto, and Mount Fuji; however, I must insist that you treat me kindly and with great respect, while I do so; nonetheless, if my expectations are not met, I will be forced to take my business elsewhere.	3
12	2	0	1	2	2	2	0	1	0	2	0	0	0	0	0	0	0	3.0	0	8	Economically speaking and politically considered, and with no regard to consequences	3
37	2	0	2	2	2	7	1	6	0	9	2	2	1	4	2	4	0	10.0	4	9	"Carefully consider three issues and decide to select a coordinating conjunction that can connect those three items and complete the requested sentence with that coordinating conjunction, ensuring all parts of the sentence are grammatically coherent. For example:  If, after careful consideration, decide on ""but,"" ""or,"" or ""so,"" use any of those words to tie the three ideas together in a sentence that accurately reflects the situation. Please do not copy and paste any content or use previous answers. Start from scratch and write your sentence based on the previous examples."	3
31	1	0	6	3	3	8	1	2	0	5	0	0	2	0	1	3	0	5.0	0	25	She learned yoga, swam, cooked authentic Tuscan dishes and sang with the choir; all with passion, precision and perfectionism, but still had time for friends.	3
24	1	2	1	3	0	6	0	6	0	4	0	1	0	2	3	2	0	3.0	2	15	  The dog chased the cat across the street while the rain poured down, nonetheless the kitty scurried up a tree before being caught	3
47	1	0	6	4	5	8	2	2	4	6	0	1	8	1	2	3	0	5.0	1	35	I have visited famous European countries such as London, Edinburgh, and St. Andrews, tasted delicious local dishes such as fish and chips and drunk the high-quality beverages like whiskey, and I felt extremely welcomed and appreciated by the friendly locals.	3
29	0	0	6	2	2	4	5	0	3	4	0	0	3	1	2	4	0	5.0	1	11	She met Charles, Catherine, and David on her vacation, who accompanied her on adventurous experiences, shared heartfelt conversations, and showed her new horizons.	3
52	2	1	5	3	4	17	2	2	0	7	1	0	5	6	1	5	0	8.0	6	14	The three companies collaborated on research, development, and mass production to bring their innovative technology to the markets, concurrently engaging in aggressive marketing strategies to increase brand recognition and public awareness, while streamlining administrative tasks to enhance profitability and scalability thereby maximizing their competitive advantage and longevity.	3
48	1	0	5	7	2	11	2	7	0	8	0	1	4	1	0	2	0	4.0	1	36	Walking over the rolling green hills, singing in the summer rain, playing hide and seek behind the wildflowers, jumping from the rocks into the glistening stream - my dear companions and I have created a lifetime of unforgettable memories together in this picturesque landscape. 	3
18	0	0	3	1	1	3	3	0	0	4	2	0	1	1	2	3	0	4.0	1	9	I read three novels, visited three locations, and experienced great kindness from everyone I met.	3
47	3	1	5	5	2	8	7	1	0	4	0	4	6	4	3	3	0	6.0	4	22	His ideas have influenced those who are in agreement, however, the others have argued with such intensity, using their personal and professional power with persuasive and even intimidating methods, that it was eventually necessary to distance herself from their point of view.	3
26	1	0	5	3	2	6	4	1	0	4	0	0	0	2	1	3	0	6.0	2	9	She bought apples, bananas, and cereal, but consumed none of them, instead leaving them abandoned without any regard for their decay.	3
26	2	0	6	1	3	3	2	0	3	2	0	1	3	0	2	1	0	4.0	0	13	I visited Paris, Vienna, and Amsterdam so far, and I was indulged with exquisite cuisine, rich culture, and stunning architecture.	3
33	0	0	2	6	2	10	0	5	0	4	0	0	4	0	1	1	1	6.0	1	22	The intricate stained glass window above the altar, adorned with exquisite details in gold and jewels and set within a delicate filigree of mullions; revealed the radiant light  of the divine	3
28	1	2	2	2	1	8	2	0	0	5	0	3	1	2	3	4	2	5.0	4	10	Although experts have argued that technology can hinder communication, it also has facilitated connections across geographical distance, allowing us to share knowledge and culture without boundaries	3
13	0	1	2	0	1	3	0	2	0	1	0	1	2	0	1	1	0	2.0	0	4	This sentence is a bit lengthy, but with coordinating conjunctions galore. Here it is: while crossing this bridge, we walked carefully with fear and trembling but with faith and good cheer and we made it through and back safely into town amidst waving citizens who sang and shouted huzzah.	4
26	7	1	3	1	2	3	3	1	0	3	0	1	0	1	2	2	0	6.0	1	6	The park ranger carefully instructed everyone so they wouldn't fall and got them all across safely with haste, rapidly, hastily, and expeditiously	4
44	4	0	3	9	3	10	5	3	1	3	0	1	2	1	2	1	0	5.0	1	28	he was seen eating breakfast at the café with his friends before school, but also at the movies later that night with different people, and on Sundays he went to church with his family, yet always alone on his own bike	4
63	3	2	7	9	5	18	1	8	0	6	0	0	4	2	1	3	0	6.0	2	42	He purchased bread, ham, cheese, apple, orange and a bottle of soda in addition to several magazines and a couple of books at this mart, and spoke with friends before driving home across the park, and finally reached home and had a late lunch with the whole family before taking a short rest on the couch.	4
24	2	0	3	1	3	5	2	0	0	5	0	0	2	2	2	3	0	6.0	2	14	He spoke at major congresses, and went on to visit universities worldwide, and wrote papers that gained global renown and admiration. 	4
39	0	0	6	6	1	6	2	4	8	2	0	0	4	1	1	0	0	8.0	1	13	In conclusion, at the symposium in San Francisco there was discussion of this important topic by professionals, who lectured at the Harvard University, New York University, Columbia University, and the other esteemed institutions. 	4
5	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1.0	0	3	and however therefore wherever which	4
41	1	0	6	3	3	10	3	4	0	5	0	0	5	2	3	4	0	7.0	2	21	The company provided us with the latest equipment, which included high-quality cameras, lighting, and sound, and we had the freedom to experiment and explore different creative techniques with the assistance of highly experienced professionals.	4
65	5	2	5	5	5	14	2	9	0	7	0	4	6	7	6	3	0	6.0	7	45	Both the university professors and students equally enjoyed the concert with neither side disappointed, for the performance was both informative and entertaining, though some sections might have been too theoretical for casual listeners yet engaging nevertheless, as even the critics admitted the event surpassed their expectations, and they left with an openness to discuss the finer points of musical theory. 	4
40	2	0	8	3	6	9	0	1	0	5	0	3	2	1	1	3	1	6.0	2	15	and, but, so, nor  In coordination theory, coordinating conjunctions are sometimes called sentential conjunctions, and may be used to coordinate or connect words, phrases, or clauses of unequal rank within a sentence. Below, are all 22 coordinating conjunctions and their examples	4
37	5	0	6	2	2	5	4	1	0	7	0	1	4	2	2	2	0	7.0	2	17	he dined with his friends who were all dressed in their finest outfits, simultaneously enjoying delicious cuisine and exquisite wine, conversing animatedly, joking playfully, laughing uncontrollably, and having a memorable time.	4
45	2	1	5	7	2	5	5	0	12	3	0	0	2	1	2	1	0	5.0	1	33	He studied with many of America's most prominent architects, among them Frank Lloyd Wright, Ralph Adams Cram, and Richard Newman, during his time in Cambridge, and later he became professor of architecture atMIT before establishing his office in Boston	4
90	10	2	11	12	2	21	4	9	0	13	0	0	6	10	5	1	0	9.0	10	47	At the time of the first snowfall, however, the squirrels scurried about recklessly, hurrying with all haste to their respective burrows with bushy tails flitted, scampering nimbly past the oak tree which drooped its heavy limbs, while the chickadees fluttered in fluttered in confusion, chirping incessantly with chattering noise, yet the owlets hid calmly in their nests until the morning light, blinking lazily with round,wise eyes, though the cardinals and finches feasted ravenously, pecking greedily at sunflower seed	4
50	2	1	3	6	3	12	1	7	0	7	0	2	5	3	5	3	0	7.0	3	23	The concert was featured by various talents and it took place at the same venue, alongside another show and under different weather conditions yet both drew a big crowd, because the tickets were sold out far in advance and people came prepared to have a good time.	4
34	1	0	0	3	5	11	1	1	1	4	0	2	4	0	1	1	0	5.0	0	13	Atlanta's top rated attractions and events are located within walking distance to its major hotels and transportation hubs and both serve international clientele and are highly regarded in international reviews and tourism guides	4
8	0	0	1	1	0	2	1	1	0	0	0	1	1	0	1	0	0	2.0	0	3	  This is a town with various cultures. Here people talk with an accent, wear their hair in afros, and ride horses on Main Street in broad daylight while others go about their day	4
37	3	0	3	3	3	8	0	3	2	3	0	0	8	2	1	2	0	6.0	2	11	At the United Nations General Assembly, the representatives debated extensively, criticizing each other's positions fiercely, yet reaching solutions with thoughtful deliberation and cooperative resolutions through careful discussion and constructive proposals and considerate recommendations	4
36	4	1	3	2	4	7	1	3	1	6	0	0	4	1	2	3	1	5.0	2	24	While walking down Main Street, we simultaneously saw brightly lit billboards advertising both luxurious boutiques and affordable eateries, and the smell of both freshly baked croissants and salty pretzels equally filled the air.	4
14	2	1	1	1	0	3	1	0	0	2	0	0	3	0	1	1	1	3.0	1	7	While ambling amid mountains majestic, magnificent manners melted my moody mind most mercifully	4
18	1	0	1	3	1	3	1	1	3	2	0	0	2	0	1	1	0	4.0	0	10	he met famous philosophers at cafés in Paris, and also conversed with the French poet Charles Baudelaire	4
8	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	0	3.0	1	2	This is how to complete the instruction: The team of professionals will carefully plan each detail, including flights and accommodations for a family trip or an individual excursion, providing the best options for travel to Mexico, and guarantee a comfortable experience.	4
72	9	2	8	9	4	16	1	2	0	8	0	2	11	2	1	5	1	7.0	3	57	After eating healthily in the café, then enjoying street performances, next visiting historic sites, finally discovering hidden gems like quaint art galleries and antique shops together with friends, and in between snapping numerous photographs of alluring scenes, and additionally taking delightful strolls amid tranquil surroundings, and lastly unwinding over mouthwatering delicacies with breathtaking vistas, you shall surely be revitalized throughout the wonderful trip here. 	4
51	1	2	5	7	5	5	3	4	9	4	3	1	1	1	2	2	2	6.0	3	16	Although his early life was troubled, despite having no university degree nor the support of his father, nonetheless he attended both the University of California and Columbia University, lecturing at the Congress of Arts and Sciences in St. Louis in 1904, and in 1910-1911.	4
10	3	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	5	And, also, not only, but additionally.	4
32	1	0	0	3	5	9	1	2	0	5	0	1	4	1	1	3	0	5.0	1	9	  The company will invest equally in new technology and strategic partnerships and raise capital through both public and private offerings and engage leading experts in the field to advance its product development	4
84	4	1	10	11	4	10	8	8	14	10	0	1	2	5	4	5	0	9.0	5	62	Without a doubt, she attended that summer at Williamstown with her Aunt Josephine and learned to ride a horse and gained much experience by helping the girls at the camp; then she visited the Shakers at Mount Lebanon, New York, accompanied by her cousin, Margaret, and her Aunt Mary, who had lived there as a girl; finally, she returned home via Boston and Cape Ann with her father, stopping at Marblehead on the way	4
25	1	1	3	4	0	7	1	2	0	3	0	1	2	1	2	0	1	5.0	2	9	The research team, composed of experts in various disciplines, collaborated effectively in order that their findings would prove significant to the field. 	4
31	6	0	7	0	3	9	0	2	0	2	0	0	1	1	1	1	0	4.0	1	11	The mayor, city officials, school superintendent, and police chief collaborated carefully, consistently, creatively, and constructively to complete the critical community projects comprehensively and concretely.	4
32	3	1	3	2	6	10	0	1	0	4	0	0	2	2	1	3	0	6.0	2	11	The book club explored contemporary novels and classic literature simultaneously and critically, furthermore examining both fiction and nonfiction in depth, in addition to debating and discussing authorship and interpretation.	4
20	0	0	3	2	1	5	1	3	2	2	0	0	1	0	2	2	0	4.0	0	11	He played football against Cambridge; in the same match, Oxford won the hockey and the boat race.	4
33	2	1	2	4	3	6	2	3	0	1	0	3	6	0	2	1	0	6.0	0	12	and although it may be the most distant of human activities apart from mere existence, yet it may claim an essential connexion with human life and the general interests of mankind. 	4
10	0	0	1	1	0	2	1	2	0	1	0	1	1	0	1	0	0	2.0	0	4	This is a corrected version of the original task. Write a sentence containing 4 coordinating conjunctions. Write only the sentence. # # Output: Many of us have forgotten that the purpose of school should be to learn how to learn, and not to be filled by fillial or preconceptions	4
31	1	2	1	4	2	7	3	4	0	3	0	2	2	1	2	3	0	5.0	1	13	At times you can find the best offers through websites, where and as if you will discover a trip and book all of your travel components at the same time	4
43	2	2	4	5	3	10	2	6	1	5	1	0	2	2	2	4	0	4.0	2	28	Thursday night found the team at the bar for two drafts, although pizza for some, and dessert afterward for all, which included the drinks, and everyone had an excellent time while singing along to several songs and playing pool	4
50	2	2	3	3	4	16	3	2	0	8	0	0	5	5	2	7	0	8.0	5	11	This task forces you to think outside your comfort zone and find novel solutions to achieve a specific goal, as it encourages lateral and creative problem solving, while also strengthening attention to details and sentence writing skills when applying principles of parallel structure and coordinating conjunction connectives. 	4
7	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	6	  and, as, as, and	4
77	5	1	10	7	9	20	0	7	0	8	0	8	1	3	6	1	0	8.0	3	21	The president encouraged the staff and faculty to communicate effectively, efficiently, and collaboratively, and further, the board of governors decided that all meetings shall be conducted via interactive video conference, and all materials shall be delivered by email, and, additionally, any resolutions proposed by the executive shall be circulated to governors and staff for approval, and comments and revisions shall be provided via video conference or email.	4
19	2	0	2	3	2	0	1	1	6	1	0	0	1	0	1	1	0	4.0	0	11	They visited Boston and Chicago in the United States, as well as Paris and Rome in Europe.	4
41	0	0	5	6	2	5	1	4	7	6	0	1	4	1	1	3	0	5.0	1	29	he studied in France, taught in Germany, lectured at the Congress of Arts and Sciences in St. Louis, received several awards, visited several universities and was offered a good tour package all at the same time. 	4
9	1	0	2	0	0	2	1	1	0	1	1	0	0	0	1	1	0	2.0	0	3	This here sentence, it contains four conjunctions. It links words, phrases, and clauses. And it makes your meaningful thoughts coherently and carefully expressed in proper style. 	4
31	6	0	8	3	1	3	1	1	0	6	0	0	2	0	1	0	0	2.0	0	16	Without reservations, on a regular basis, through multiple platforms, we carefully source, personally select, expertly craft, artfully create, thoughtfully choose, and innovatively produce	4
25	1	4	2	1	0	5	4	4	0	4	0	0	0	3	3	3	0	5.0	3	6	At the meeting point, everyone gathered whereas all had their tickets whereas before taking the ride whereas we all enjoyed our time together.	4
55	1	0	5	6	9	13	1	5	0	5	0	5	5	1	3	3	0	6.0	1	32	This shop offers a vast range of products that are functional, decorative, and practical and can be shipped across the world, and are sold through many dealers, and the company sells products to both trade and public and can accept orders by phone and email and also through a website. 	4
34	0	0	1	6	3	13	0	4	0	3	1	1	2	0	3	0	0	4.0	0	14	the four corners of the town square were marked by ancient stone monuments and ornamental fountains, and on festival days musicians played from platforms on all sides and dancers danced atop the monuments	4
28	1	1	3	2	1	6	4	3	0	1	1	2	3	1	3	1	0	4.0	1	20	the four teams won their games convincingly, and although it was their first season as a cohesive unit, their coordination was evident in the field.	4
44	0	0	5	5	4	7	5	2	3	5	0	2	6	0	2	3	0	5.0	0	26	You can hike along Main Street, shop at its various boutiques, and enjoy delicious food at its many eateries and street vendors, and you can explore its beautiful waterfront, and take in the captivating views of the Hudson River. 	4
41	2	1	3	6	1	9	1	4	0	8	1	1	4	4	2	2	1	6.0	5	12	Following the recommended trail north along the beach, you'll find four impressive coves sheltered by rocky headlands, and connecting inlets lead to isolated bays dotted with scenic islands before returning south to the lighthouse through the forest. 	4
26	2	0	2	4	2	5	3	3	0	2	0	1	2	2	1	1	0	4.0	2	19	With the collaboration of highly professional and experienced travel guides who assisted and accompanied me in this travel, from the moment    How was that?  I hope it helps you with the task! Let me know if you'd like me to generate another example	4
38	1	2	3	3	6	2	4	1	0	7	0	2	3	2	3	1	2	5.0	4	31	And though he played with other youngsters, and was friendly with all, and though both his father and he loved to sail and to ride, yet did he love to sail more than to ride	4
10	2	0	4	2	0	1	1	0	0	0	0	0	0	0	0	0	0	3.0	0	8	Furthermore, in addition, besides that, meanwhile.	4
