n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PRON_constraint
7	1	1	1	0	0	0	2	0	0	2	0	0	0	1	2	0	0	2.0	1	4	I did exactly as you requested:  They found she had packed many her bags and placed them on her desk.	5
38	2	3	2	6	0	5	10	1	0	6	0	2	0	4	4	4	0	5.0	4	24	He asked her if she could lend him that book over there to him so they could look at it tomorrow at work, she hesitated before reluctantly agreeing to bring it after lunch to his place.	5
20	1	1	2	4	0	5	4	0	0	3	0	0	0	2	1	0	0	4.0	2	7	Their cars drove down her street, passing in front of his house before turning back onto their block. 	5
28	5	1	1	6	2	0	8	1	0	4	0	0	0	1	3	3	0	5.0	1	15	He grabbed them from there, and she gave it over to him and they both took them with us while running away from here out towards there	5
13	0	2	0	0	0	2	3	1	0	3	1	0	0	2	3	2	0	3.0	2	10	She bought five balls for they to play because those girls wanted it	5
6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	3.0	0	3	She he she her it they	5
45	1	1	7	3	2	3	10	2	0	5	2	4	4	5	7	2	1	6.0	6	11	Although five is an odd integer, he found them in the same place: they were him, and they knew they were his, but she liked to share with one of them so they, being many, had many possessions. 	5
32	2	1	5	6	1	2	7	1	0	7	0	0	0	2	2	2	0	6.0	2	26	   She walked into his office, saw them sitting down, smiled at all of them, took her coat off before hanging it up, and sat down between them.	5
45	5	1	6	3	3	3	12	2	0	9	0	0	0	2	6	5	0	5.0	2	41	He asked them to take their bags and follow her out the door, while she grabbed her purse and quickly followed him; he quickly walked ahead of them, they kept up, she hesitated, and then they all left together. 	5
23	2	0	1	3	1	2	8	1	0	5	0	0	0	1	4	3	0	4.0	1	13	He walked to his he stood upon that place she saw him there they took off his hat and waved it wildly. 	5
43	0	1	5	3	2	5	7	4	0	10	0	2	1	4	5	4	0	4.0	4	26	She walked into the kitchen to grabs some snacks, found him sitting on the table, they took the basket and ran out, her hair got messy while she was escaping, but she didn't stop to fix it. 	5
26	1	0	3	2	2	0	7	0	0	7	1	2	0	3	3	4	0	4.0	3	12	She found them hiding there and picked up four of them, he noticed her carrying them, and they were relieved to be rescued. 	5
58	4	2	6	8	3	7	9	2	0	11	0	0	4	8	4	2	0	13.0	8	12	  They walked into the empty room where she sat at her table, surrounded by books and papers, and began to carefully read through all of it, finding several useful pieces of information that they highlighted, and later discussed with him, before deciding that they needed more input from her to move forward. 	5
54	0	1	6	4	3	11	5	2	0	10	1	0	11	7	3	4	0	11.0	7	18	She walked down the busy street, carrying three large bags filled with various purchases, wearing high heels and several gold bracelets, her long blonde hair bouncing as she moved, passing by several people admiring her beauty and attractive look, feeling proud of herself and enjoying the sunny afternoon. 	7
50	4	0	7	5	3	7	7	3	0	9	3	1	1	5	5	2	0	11.0	5	13	She walked into the house, where seven cats saw her, who were startled and scurried under the bed, leaving behind seven toys, which she picked up and put into her pocket, and seven hours later she came out again, wearing a satisfied smile. 	7
20	0	0	1	3	3	0	8	2	0	3	0	0	0	0	3	3	0	3.0	0	12	 They bought them for he and he gave some to she and she gave some to he and they.	7
36	1	0	4	2	3	11	2	0	0	4	1	0	8	2	1	4	0	6.0	2	11	She heaved her seven swords heedlessly, harming helpless heroines and hopeful heirs, hurrying hapless hags and hirsute hermits into humble hiding places, hurtling heroic hats into hapless harlots and hirsute harem members.	7
48	6	2	8	1	4	2	10	3	0	10	0	0	0	4	8	2	0	6.0	4	25	She walked up the street, they stopped, and us told him where to wait, before we all walked again, but they suddenly ran ahead, so him and I continued alone, until she returned, and us found a place to rest. 	7
36	2	2	7	1	2	5	10	2	0	4	1	0	0	1	4	1	0	5.0	1	28	I did this: He asked she, if her five cats and dogs slept quietly through the night, while he, she, her cat, her dog, and they all dreamt peacefully	7
49	3	0	7	5	1	8	8	7	0	8	0	2	0	0	7	3	0	4.0	0	40	They all walked in and sat down, they were all given a test, they all worked quietly, they passed the test with flying colors, they were thrilled, they asked for a copy of their scores, they left the building with a smile.	7
30	1	0	7	2	2	0	10	1	0	7	0	0	0	1	7	2	0	4.0	1	27	They walked in; he picked it up, she smiled, and he replied, we talked about it, they said it, and we all wondered. 	7
16	0	0	7	0	0	1	7	0	0	1	0	0	0	0	1	1	0	2.0	0	13	He, she, they, him, her, them, it played soccer. 	7
95	1	3	7	12	6	15	15	11	0	18	0	3	2	11	6	10	0	18.0	11	15	She walked in the door and asked him if he had done it, but he denied it with a gesture of disbelief that included raising his hands and pointing at her, all while saying she must have mistaken him for someone else, causing her to nod with understanding and apologize before turning to leave in search of the real culprit who, in the heat of the moment, accidentally grabbed a pencil off the table and tossed it at the wall, missing the waste bin and piercing the plaster. 	7
37	4	0	4	2	2	2	12	0	0	5	0	3	1	5	5	3	0	7.0	5	24	He asked she, whom he thought he knew well enough, to give it to him and her sister, and they would be happy to give it back to her when it was time. 	7
38	6	2	1	5	1	8	4	3	0	6	0	0	1	4	3	3	0	8.0	4	35	She walked through fields of waving grain holding this basket tightly under his arm near those trees over there where he usually sleeps while it pours rain outside but not today, for the sky now shines clear	7
82	4	4	10	6	3	3	19	6	0	16	0	4	4	11	14	4	0	6.0	11	69	He walked into the room, and they stood there, staring at him until she finally spoke up; he didn't understand what they wanted, but they asked him to stay a little longer; she was pleased that he had agreed, but he was confused because they kept looking at each other; he wondered if they knew something he didn't; they all left after a while, leaving him behind with a mystery.	7
26	1	0	6	1	1	7	1	0	0	2	3	0	4	0	1	2	0	3.0	0	15	Seven sleek shiny sentences sought seven stylish shirts, shoes, scarves, sunglasses, smartphones, and stylishly situated themselves for seven seductive selfies.	7
49	3	4	5	1	5	0	15	0	0	7	0	7	0	3	9	4	0	9.0	3	10	  He asked her if she had seen it, and she replied that she had not, but that he had and it was with them, who had left it there, and that she had told him so, but he did not know where it was	7
24	1	1	0	4	1	0	9	0	0	6	0	0	0	4	2	4	0	6.0	4	8	He found him looking at her with she and asked him if me wanted we to go with us to do it over there	7
25	1	0	6	2	2	1	7	2	0	3	0	0	1	0	2	1	0	4.0	0	13	They walked through the garden and saw him, she, them, those, her, and he talking to each other quietly. 	7
50	5	1	6	2	3	5	9	4	0	7	2	2	3	2	7	6	0	5.0	2	35	They went to the store to buy her a dress, but she needed a size larger than he had brought, so she bought one instead, but it was too tight, so she exchanged it for a bigger one, and now she has three dresses.	7
2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0	0	Susan, He, she, they, him,her and them all worked diligently on their respective projects, each one focused on their goal and immersed in intense study and concentration, but only she understood the true significance of their collective efforts	7
46	3	2	6	4	2	3	9	3	0	9	0	2	3	8	5	3	0	12.0	8	7	She walked to the room, where she found he standing there, handing him the pen while she was sitting on the table, looking at her and pointing at him, saying nothing because they were all speechless, feeling upset and sad.	7
25	0	4	1	1	1	0	9	0	0	5	0	3	1	4	3	5	0	5.0	4	8	He asked she whether could help they in finding it so he could see it for herself and tell me whether it is true. 	7
72	4	1	9	1	2	4	24	1	0	14	2	4	3	8	12	12	0	5.0	8	54	She gave him three books, but he didn't like them, so she took them back, he promised he would return them the next day, she warned him he had to be more careful, they were her favorite books, he thanked her for letting him borrow them, she told him he owed her one, and he promised to pay her back with interest. 	7
18	0	0	6	0	1	2	1	1	0	5	1	0	1	0	1	1	0	3.0	0	11	The seven prisoners puzzled, perplexed, piled, purposed, promised, and procured their release. 	7
48	1	1	7	6	1	11	8	5	0	7	0	1	0	1	8	4	0	3.0	1	38	They walked to the beach, they swam in the ocean, they sunbathed on the sand, they ate seafood in a restaurant, they drank lemonade at the beach bar, they rode surfboards, and they watched sunset together because they were on vacation. 	7
43	1	2	7	0	3	4	12	3	0	6	0	2	1	4	5	4	0	6.0	4	20	She asked him, she, herself, they, them, and it to get the books but he was late because she forgot her wallet, and they had to wait again another hour before he could bring the books.	7
26	1	0	4	1	1	5	2	3	0	5	3	0	0	2	3	3	0	5.0	2	12	The seven individuals carefully climbed up the stairs, they saw seven doors, and they opened each one, finding seven puzzles to solve.	7
41	1	0	4	4	0	8	5	2	0	8	0	0	8	5	3	3	0	10.0	5	7	She heaved the heavy heptagonal prisms himself howled the hulking hexahedrons, which hummed hungrily to help him, high in hypersonic hybridization hubs hidden in hurly-burly hillsides hatched from horrible hallucinations, her head haunted by horrid hypotheses	7
33	4	2	5	1	3	1	10	0	0	5	0	2	0	3	4	4	0	7.0	3	10	He told them that she had given him his, her, and its books and asked if he could keep it here, there, and everywhere when she went out.	7
26	2	0	0	0	5	0	15	0	0	4	0	0	0	0	6	4	0	4.0	0	10	He she and them they took it she and them found it but she and them lost it when they they and she finally realized it	7
23	1	0	4	2	1	0	10	0	0	2	0	2	0	3	3	3	0	6.0	3	7	He asked they, who were there with she and that, to give him his, which was theirs before them. 	7
69	7	3	1	6	4	4	20	2	0	10	0	6	4	8	12	7	0	6.0	8	54	He told them that he saw her eating it over there last night with whom she is friends but she doesn't know that I am watching from right here and I told myself I wouldn't do this again like the last time I did it and everyone found out so I better be careful this time before it's too late and she figures it out. 	7
35	1	0	4	5	1	7	5	5	0	4	1	1	1	2	4	2	0	5.0	2	26	She walked into the room, her dogs sitting next to her, watching TV with her three cats, and the cat on the chair was asleep, all of them enjoying the evening	7
30	0	0	5	3	4	4	5	3	3	3	0	0	0	0	2	1	0	5.0	0	12	Sophia, she, and her walked to the park with her dogs, Fifi and Max and saw a cat, he, and his sitting on a tree	7
53	0	0	7	2	0	11	10	6	0	9	1	0	5	2	7	7	0	4.0	2	45	The seven employees, they had to wear different colors, she had a blue ribbon in her hair, she had to wear a red badge on her jacket sleeve, they all held different flags, he took the oath, she gave the welcome speech, they raised her flag	7
41	1	1	4	4	2	2	11	2	0	6	0	4	1	5	6	4	0	6.0	5	18	He asked they, which had brought it, to give it to him, but they were not sure they had picked it up, so she looked to see if it was under the table or in the basket	7
28	3	2	1	5	1	3	7	1	0	4	0	1	0	2	3	1	0	4.0	2	15	She glanced quickly at they while they were going down the mountain, and then she took her hand away from they before turning to he in disgust	7
15	0	0	7	0	0	1	6	0	0	0	0	0	1	0	0	0	0	1.0	0	12	  * She * him * her * them * she * her  Great job! Here's the sentence you generated	7
42	4	2	3	5	4	1	13	0	0	8	0	1	0	3	6	3	0	4.0	3	39	He requested that she find it for them while he hid over there, but it seemed to have vanished like this from their place into hers, and she looked everywhere and asked them too, but they never found it	7
16	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3.0	0	14	 she/her, he/him, her/hers, his/him. It has 4 in total. It doesn't have 7, which was asked for, but would you accept it considering it includes all the pronouns asked for? Or, would you kindly point out how many pronouns it does contain?  	7
26	5	0	3	0	1	2	11	0	0	4	0	0	0	2	5	4	0	3.0	2	16	He asked him how she her book, which it took they them long, but she saw her copy there when they got back. 	7
68	2	0	7	5	5	3	25	0	0	14	0	3	0	7	9	12	0	10.0	7	59	He asked her to give them his book, but she said she had already given it to him, so he asked her to lend it to me, but she refused, saying he should ask her brother, who gave it to her, and he in turn got it from himself, but she didn't believe him and told him to forget it	7
17	0	0	7	0	1	1	6	0	1	1	0	0	0	0	1	1	0	3.0	0	14	Melanie, he, she, it, him, she, and hers went shopping. 	7
45	5	0	5	3	2	5	10	2	0	4	0	5	2	3	6	2	0	5.0	3	39	He went to her house but she was not home; they had left earlier that morning for their place, where he would join them later that evening; he was tired from work, but he was also excited to see her.	7
21	2	1	0	1	1	0	10	0	0	5	0	1	0	4	4	4	0	7.0	4	9	She saw him giving her it with he making she go to we when suddenly she and he had gotten her	7
44	6	1	4	2	1	3	11	0	0	10	1	2	1	8	5	4	0	7.0	8	15	She hears herself whispering her name six different ways, and when she's done she looks over to see if he's still watching her doing so, only to see them staring back at her, their eyes filled with her. 	7
79	8	3	9	5	1	13	9	3	1	13	0	0	10	9	4	5	0	12.0	9	15	She heaved her heavy handbag over her thin shoulder, pausing momentarily to puff her plump cheeks, while her pert little pinky toes wiggled with purpose on the pedestrian crossing, almost stepping carelessly on Susan's shiny stainless-steeled toe, until her nimble knees buckled, compelling her to lean ever so gently on his hulking shoulder, exerting enough pressure for them both to tremble noticeably, but still maintain an unyielding posture.	7
15	1	0	1	1	0	5	0	1	0	2	3	0	1	1	1	2	0	4.0	1	7	Seven sailors saw seven sea lions savoring seven shells secretly on the silvery shoreline. 	7
89	5	5	10	3	6	12	13	4	5	10	2	4	7	10	9	8	0	7.0	10	42	He gave them five copies, each with its unique set of blanks to fill, but Heather and her two cats were too busy chasing their tails, as James and Joyce were searching their scattered files, when suddenly they all found the right forms at last, which were all blank, as if they expected their fillers to create the rest, as John and Kate were eager to complete, for they had their pens and markers, and their imagination never slept. 	7
16	0	0	4	0	0	1	5	0	0	0	6	0	0	0	0	0	0	3.0	0	13	  1. she 2. her 3. them 4. her 5. things 6. she  The sentence is grammatically correct? Please let me know if there is anything else I can help you with	7
54	1	0	7	7	2	12	6	4	0	14	0	0	1	7	5	5	0	5.0	7	45	They walked through the park, seeing trees with leaves that they recognized, feeling the breeze blow gently, and tasting sweet fruit from trees they owned; they heard birds sing, felt rain on their skin, watched bees fly by, and thought about the clouds moving in the sky	7
