n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	AUX_constraint
18	0	1	4	1	0	4	4	1	0	2	0	0	1	1	4	0	0	4.0	1	8	She stood, her arms outstretched, as he spoke, the light shimmering in her eyes.	4
20	1	1	1	2	2	6	3	1	1	2	0	0	0	1	2	1	0	4.0	1	11	Sarah sat comfortably at the dining table while her family and friends entertained her with their games and laughter.	4
19	1	1	5	2	0	2	2	2	0	3	0	0	1	1	2	0	0	3.0	1	11	  **She strolled through the bustling streets**, **as she effortlessly navigated between the towering buildings**.	4
27	1	0	2	4	0	8	2	5	0	3	0	0	2	2	2	2	0	5.0	2	12	The rain fell throughout the day, making our stroll along the river so enjoyable despite the chilly afternoon air that provided solace from the cold.	4
22	0	0	2	3	0	5	2	4	0	2	0	0	4	1	1	2	0	4.0	1	9	My cat chased the playful butterflies throughout the lush meadow, leading me on an adventurous journey through the tranquil flowers.	4
19	0	0	2	2	0	6	1	4	0	2	0	0	2	1	2	1	0	4.0	1	10	 The birds sang a melody in the blue sky, their wings shimmering in the golden afternoon sun.	4
18	0	1	3	2	0	5	1	2	0	3	0	0	1	1	2	1	1	3.0	2	7	The dog, despite having no eyes, wagged with such intensity its tail wagged like thunder.	4
22	2	0	2	2	2	5	2	2	0	2	0	0	2	1	1	2	0	5.0	1	7	She carefully prepared her meal with great intention, utilizing not only salt but pepper and a generous dash of each.	4
10	1	0	1	1	0	2	1	1	0	1	1	1	0	0	1	1	0	2.0	0	5	I will happily generate a sentence with 4 auxiliaries.	4
24	0	0	4	2	2	7	2	0	0	4	0	0	2	2	0	2	0	6.0	2	7	There are myriad ways to spend time with family and friends, engaging them in conversation, shared activities, and genuine connection.	4
19	2	0	2	3	1	5	0	3	0	2	0	0	1	1	1	0	0	5.0	1	7	The dancers gracefully leaped around the majestic castle, effortlessly weaving through a symphony of shadows and light.	4
23	1	1	2	2	1	7	1	4	0	2	0	0	2	1	1	2	0	4.0	1	6	Despite their young age, the explorers successfully conquered the vast expanse while preserving the balance and biodiversity of the jungle ecosystem.	4
8	1	0	1	0	0	1	2	0	0	2	0	0	0	1	1	1	0	3.0	1	2	She diligently prepared to meet his needs.	4
19	0	0	2	2	0	4	1	3	0	3	0	2	2	2	2	1	0	5.0	2	5	The happy children ran around the lake, playing a merry tune that could be heard for miles.	6
22	1	1	1	3	0	8	1	3	0	2	0	0	2	1	2	1	0	4.0	1	10	The young girl sat elegantly on the garden bench while her pet cats chased butterflies in a vibrant flurry of activity.	6
26	0	0	3	2	0	8	0	5	0	3	1	0	3	2	2	3	0	10.0	2	4	The artist painted six magnificent landscapes, each showcasing an array of colorful hues, each one capturing a different moment of nature's beauty.	6
19	0	0	1	2	0	6	1	3	0	3	0	0	2	2	1	3	0	6.0	2	6	The diligent chefs prepared a feast of delightful dishes using an array of auxiliaries to complement their artistry.	6
13	1	0	1	0	1	3	2	1	0	2	0	0	2	1	1	2	0	4.0	1	3	She diligently completed the task using her exceptional skills and diligent approach.	6
23	1	0	2	3	1	7	1	4	0	2	0	1	1	1	2	0	0	5.0	1	6	The children were singing peacefully under the vast canopy of trees, their laughter mingling with the rustling leaves and the birdsong.	6
23	1	0	2	3	0	6	1	4	0	2	0	0	4	1	2	0	0	3.0	1	11	The birds sang beautifully on the vibrant summer sunlit lawn, their feathers shimmering in every direction under the clear blue sky.	6
17	0	0	2	1	0	5	1	3	0	3	0	0	2	2	2	2	0	5.0	2	6	The birds sang with melodies that accompanied the bustling street life, creating a harmonious atmosphere.	6
24	1	0	2	3	0	6	2	3	0	2	1	0	4	1	1	2	0	4.0	1	9	The young artist carefully assembled the vibrant mosaic with six delicate auxiliaries, expressing his heartfelt imagination in each stroke of his brush.	6
18	0	0	2	1	1	4	1	3	0	3	0	0	3	1	1	2	0	5.0	1	4	The diligent workers assembled their materials and orchestrated a seamless project, resulting in a successful outcome.	6
25	0	1	2	2	2	6	1	3	0	5	0	0	3	2	1	2	0	6.0	2	6	  The dog ran up the stairs while wearing a bright yellow coat and holding its toy stick, jumping and dancing with joyful agility.	6
19	2	0	2	2	0	5	1	3	0	2	0	1	1	2	2	1	0	5.0	2	7	  The birds flew gracefully through the morning sky, singing melodies that were as beautiful as the weather.	6
31	0	1	2	5	0	6	2	5	0	4	0	1	5	3	2	2	0	7.0	3	8	A group of curious teens was gathered by the river, watching each other weave intricate patterns in the water while they chanted in a language unknown to anyone present.	6
22	2	1	2	1	0	5	0	5	0	3	0	1	2	2	2	1	0	4.0	2	8	The rain had ceased auxiliarily just before the storm began, leaving the city a peaceful haven amidst a bustling metropolis.	6
19	2	1	1	1	1	4	2	1	0	1	0	3	1	1	2	1	0	3.0	1	14	  She could have completed her work with ease and certainty if only the deadlines were not so strict.	6
18	1	0	2	2	0	4	1	3	0	3	0	0	2	2	2	1	0	6.0	2	4	The sun shone brightly, illuminating the vast tapestry of stars that danced across the velvety sky.	6
23	0	0	2	4	0	6	0	6	0	3	0	0	2	2	1	1	0	5.0	2	9	The birds sang in the lush canopy of the tree, shimmering with the sunlight illuminating the path to the secluded clearing.	6
20	0	1	1	3	0	5	1	5	0	3	0	0	1	2	1	2	0	5.0	2	9	I have a feeling about taking a walk in the park with the birds singing on this beautiful day.	6
14	1	0	2	2	0	4	0	3	0	2	0	0	0	1	1	0	0	5.0	1	4	The children ran swiftly around the park, the birds singing in harmony.	6
18	0	0	3	2	2	7	0	2	0	2	0	0	0	1	1	2	0	4.0	1	6	The artist painted a masterpiece in colors, depicting love and loss, alongside dreams and reality.	6
23	0	1	2	1	0	7	1	3	0	3	0	1	3	2	2	3	0	4.0	2	6	  The artist’s meticulous daily practice earned him a standing ovation, proving that consistent dedication can pave the path to success.	6
18	0	0	2	3	0	5	1	2	0	2	0	0	3	1	1	1	0	4.0	1	9	The soldiers arrived with exceptional efficiency, employing a comprehensive array of auxiliaries in their tactical maneuvers.	6
18	0	0	3	2	0	4	0	3	0	2	0	0	4	1	1	1	0	4.0	1	8	 The colorful animals scurried across the lush, verdant jungle, captivating the attention of inquisitive onlookers.	6
37	1	0	4	3	1	7	8	3	0	6	0	1	2	3	5	3	0	7.0	3	14	She strolled leisurely through the forest, her silver hair shimmering in the sunlight, her smile reaching her eyes, and her eyes holding a secret to be unveiled by those who knew her best.	6
28	0	0	4	3	1	9	1	3	0	4	0	0	3	2	1	1	0	8.0	2	7	The vibrant city street hummed with activity, punctuated by the melodic sounds of diverse vendors, bustling pedestrians, and a choir practicing their harmonica tunes.	6
41	8	0	5	2	2	9	1	7	0	6	0	0	1	0	6	1	0	5.0	0	19	  The rain fell heavily, the dogs barked excitedly, the cat chased its tail enthusiastically and persistently, the birds sang sweetly in perfect harmony, the butterflies darted around effortlessly and the flowers bloomed brightly throughout the day.	6
20	1	1	1	1	0	4	1	4	0	3	1	1	1	3	2	2	0	5.0	3	8	The rain was so overwhelming that it required the use of all six auxiliaries to prevent flooding the city.	6
18	1	0	1	2	1	6	1	2	0	1	2	1	0	0	1	1	0	4.0	0	6	The students were diligently completing their school project with the support of six teachers and three mentors.	6
12	0	0	2	1	0	3	1	1	0	1	0	0	2	0	1	0	0	3.0	0	5	  Despite the storm's relentless onslaught, her confidence remained unshaken.	6
20	0	0	2	3	0	6	1	4	0	2	0	0	2	1	2	1	0	4.0	1	8	   The dancers danced through the streets, their graceful movements painting a canvas of light in the shimmering sky.	6
30	1	0	7	1	1	9	1	7	0	2	0	0	0	1	1	1	0	3.0	1	18	The sun, the clouds, the wind, the trees, the sea, and her friends, sat together to watch a rainbow arch over the horizon.	6
13	0	0	1	2	1	4	1	1	0	3	0	0	0	1	1	1	0	4.0	1	4	The students arrived on time and helped set up their classroom materials.	6
26	0	0	2	3	1	8	0	4	0	3	0	0	5	1	1	3	0	4.0	1	10	The vibrant sun cast countless rays of color on the sprawling landscape, painting the meadow in vibrant hues and igniting a dazzling aurora display.	6
19	2	1	1	1	0	2	4	1	0	3	0	1	2	3	3	0	0	4.0	3	9	My dog barked happily with all its available auxiliaries when I went to check if it was okay.	6
30	0	0	2	4	1	9	1	6	0	3	0	0	4	2	2	3	0	8.0	2	10	The chef assembled an intricate collection of accompaniments that complemented the exquisite artistry of the main course, contributing a symphony of flavors and textures to the celebratory meal.	6
23	2	0	2	3	1	5	4	1	0	2	0	0	3	1	1	1	0	6.0	1	10	They had several discussions about my recent job application, all stemming from my long commute back and forth to their office.	6
14	1	0	2	2	0	3	1	2	0	1	0	0	2	0	1	1	0	3.0	0	4	Despite the numerous distractions, she successfully completed the task with remarkable efficiency.	6
27	0	1	3	4	0	7	2	4	1	3	0	0	2	2	2	2	0	4.0	2	18	  Ava danced across the moonlit stage, wielding an ethereal wand in her hands, while the soft breeze whispered secrets to the flowers behind her.	6
16	0	0	2	2	1	3	2	1	0	3	0	1	1	1	1	1	0	4.0	1	5	She will sit on the bench, eating apples and talking to her best friends.	6
18	3	0	8	1	1	1	1	2	0	1	0	0	0	0	1	0	0	2.0	0	15	 He walked the **carefully**, **confidently** and **determinedly** to the bank.	6
22	0	0	2	2	1	7	0	3	0	2	0	0	5	1	1	2	0	4.0	1	11	The bustling city streets provided an enchanting tapestry of auxiliary activities and bustling conversations, creating an symphony of daily life.	6
19	0	1	1	1	0	3	2	2	0	3	1	2	1	2	2	2	0	4.0	2	7	I cannot generate the requested output as I am unable to generate a sentence with 6 auxiliaries.	6
27	2	1	3	4	0	5	4	3	0	4	0	0	1	3	3	1	0	5.0	3	15	She gazed out the window, her fingers laced tightly in her hands, as she listened intently to the music emanating from the nearby park.	6
21	1	0	2	3	1	6	1	3	0	2	0	0	2	1	2	0	0	4.0	1	8	  The children ran swiftly throughout the park, their laughter cascading down the grassy slope with unstoppable joy and energy.	6
16	1	0	1	1	0	3	1	3	0	2	0	1	2	2	1	2	0	4.0	2	6	The children were able to successfully complete the task despite the many obstacles surrounding them.	6
18	0	0	2	2	1	4	1	1	1	1	0	1	3	1	1	1	0	5.0	1	4	  Despite her young age, Olivia was able to write a novel with remarkable depth and complexity.	6
20	2	2	2	0	0	3	5	0	0	4	0	1	0	1	2	3	2	4.0	3	8	Even though they are known to change their minds, she never changed her mind about following her dreams.	6
5	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1.0	0	3	Sure, no problem.	6
21	0	0	10	1	0	5	1	2	0	1	0	0	1	0	1	0	0	3.0	0	14	  The dog barked, **whiskering**, a long **tail**, **dangling** between his paws.	6
27	0	0	2	4	1	7	2	4	0	3	0	0	4	1	2	1	0	7.0	1	6	The dancers danced in the shimmering light of the moonlit night, their beautiful costumes shimmering and casting beautiful reflections onto the ancient stones beneath them.	6
