n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	VERB_constraint
14	0	0	2	2	0	5	1	2	0	2	0	0	0	1	1	1	0	3.0	1	6	They danced across the moonlit lake, whispering secrets under the starlit sky.	5
18	0	0	2	2	1	6	0	2	0	3	0	0	2	1	1	1	0	5.0	1	4	The bustling city streets pulsed with energy, creating a symphony of moving people and vibrant colors.	5
30	1	1	4	3	0	10	2	4	0	3	0	0	2	2	1	1	0	4.0	2	18	The bustling city streets teem with people going about their daily lives, from the market vendors to the office workers, making it an ever-changing spectacle.	5
15	0	0	5	1	1	1	2	0	0	5	0	0	0	0	1	0	0	3.0	0	9	  She laughed, danced, sang, read, and wrote during her day.	5
22	2	0	2	3	1	5	2	3	0	3	0	0	1	1	1	1	0	5.0	1	6	She walked briskly and danced merrily in the moonlight, painting her courtyard in the vibrant colors of the dawn sky.	5
16	0	0	5	1	1	1	2	0	0	5	0	0	1	0	1	0	0	3.0	0	9	She danced, sang, laughed, ate, and played during her free time.	5
20	1	0	3	2	1	4	3	1	0	5	0	0	0	1	1	1	0	4.0	1	6	She danced across the moonlit surface, searching for her lost shadow, making her giggle and disappear momentarily.	5
25	0	1	3	2	0	6	2	3	0	3	0	0	3	2	2	1	0	6.0	2	6	With its swift paws, agile fox jumped across the grassy field, chasing a rainbow that danced in the sun's rays.	5
16	0	0	2	1	1	4	2	1	0	2	1	0	2	1	1	2	0	4.0	1	7	She played seven songs throughout the concert, showcasing her vibrant spirit and captivating performances.	7
14	0	0	1	2	0	4	0	2	0	0	0	1	4	0	1	0	0	3.0	0	4	  The bustling city streets were alive with the vibrant symphony of everyday life.	7
23	1	1	3	2	0	7	1	3	0	5	0	0	0	2	2	2	0	4.0	2	10	Her hands danced through the rain-soaked leaves, whispering secrets of the forgotten forest just before the shadows took hold.	7
39	5	1	5	4	2	8	1	5	0	6	0	0	2	1	2	2	0	5.0	1	22	The sun rose, rose butterflies through the vibrant sky, flew freely and gracefully across the fields, danced wildly, and then rested peacefully on the golden flower petals while it whispered secrets of the day.	7
22	1	0	2	2	0	6	2	3	0	2	0	0	3	1	2	1	0	4.0	1	6	The city's residents tirelessly pursued their dreams, their efforts weaving through the vibrant tapestry of the bustling urban landscape.	7
24	0	1	2	4	1	5	1	4	0	4	0	0	2	2	2	2	0	4.0	2	11	The children ran around the park with incredible energy, playing hide and seek with each other as they chased down the laughter.	7
20	0	0	3	3	1	5	0	3	0	4	0	0	1	1	1	0	0	5.0	1	6	The river surged, rushing, gurgling and churning in endless dance with the crashing waves against the shore.	7
16	0	0	2	2	1	4	1	2	0	2	0	0	2	0	1	2	0	3.0	0	5	With great fanfare, the band struck up their instruments and played a joyous melody.	7
17	0	0	2	2	0	6	1	2	0	2	1	0	1	1	2	2	0	4.0	1	6	The busy baker kneaded seven loaves of dough, her skills creating magic in every creation.	7
24	0	0	2	3	2	7	2	3	0	4	0	0	1	1	1	1	0	6.0	1	7	We danced and sang under the starry sky, a symphony of joy and freedom echoing our hearts throughout the bustling city streets.	7
21	0	0	2	2	0	6	2	3	0	3	0	0	3	2	2	2	0	4.0	2	10	  She painted the sky in vibrant hues, her brush strokes dancing in the warm sunlight illuminating the vibrant colors.	7
25	0	0	3	4	2	7	0	3	0	4	0	0	2	1	1	0	0	8.0	1	5	The bustling city streets danced to the rhythm of diverse vendors singing, laughing, and performing in a symphony of passion and energy.	7
22	0	1	2	2	1	7	2	3	0	3	0	0	1	2	3	2	0	4.0	2	10	The boy chased his friends with amazing speed and agility as they raced across the park, laughter filling the air.	7
25	1	0	2	3	0	8	0	5	0	3	0	0	3	1	1	2	0	3.0	1	12	The city dwellers chased away the stray puppies with an overflowing basket of bones, causing a lively spectacle across the bustling city streets.	7
31	4	0	5	3	2	5	2	3	0	6	0	0	1	2	2	1	0	7.0	2	10	She walked briskly, spoke boldly, laughed freely, and danced gracefully throughout the fair, displaying unwavering courage and a spirit of adventure in each step she took.	7
18	2	0	4	2	0	3	2	2	0	2	0	0	1	0	1	0	1	3.0	1	7	  **Raining gently outside, she walked down the street, a curious expression on her face.**	7
28	0	0	5	2	1	9	0	2	0	4	0	1	4	1	1	1	0	5.0	1	11	The bustling city streets were lively with the combined energy of diverse pedestrians, rushing taxis, flying horses, bustling street performers, and chattering commuters.	7
17	0	0	6	1	1	1	2	0	0	6	0	0	0	0	1	0	0	3.0	0	11	  She danced, sang, wrote, played, laughed, and cooked for her family.	7
25	0	0	2	4	0	7	0	4	0	2	1	0	5	1	1	2	0	4.0	1	11	The diligent artist poured seven strokes of vibrant red on the blank canvas, creating a symphony of vibrant hues upon the desolate landscape.	7
23	0	0	3	3	0	6	3	3	0	4	0	0	1	2	2	1	0	4.0	2	8	She ran through the towering forest, her laughter weaving through the rustling leaves, filling the air with her vibrant presence.	7
27	0	0	4	4	1	8	0	4	0	2	0	0	4	1	1	2	0	4.0	1	14	The vibrant sun painted the sky with dazzling hues of red, orange, and yellow, creating a symphony of color in the vast expanse.	7
19	1	0	2	2	0	6	1	4	0	2	0	0	1	1	2	1	0	4.0	1	6	The birds soared effortlessly through the azure sky, their wings painting the clouds with a vibrant symphony.	7
20	1	0	2	2	0	4	2	2	0	3	0	1	3	2	2	1	0	4.0	2	10	The happy villagers danced to the rhythmic beat of their own souls, creating memories they would treasure forever.	7
44	0	0	5	8	1	11	6	5	0	6	1	0	1	4	2	2	0	7.0	4	11	She hurried through the forest, searching for berries with her two hands, feeling the sun on her face, singing a melody that danced around her ears, and reaching for the ripening berries in her basket with a determined gaze.	7
13	0	0	2	1	1	3	0	3	0	3	0	0	0	1	1	1	0	3.0	1	7	The children chased the butterflies through the meadows, dancing and laughing.	7
19	2	0	2	1	1	5	0	3	0	4	0	0	0	1	1	2	0	4.0	1	7	The rain danced fiercely, washing away the city's despair and filling the streets with shimmering hope.	7
22	0	0	3	3	0	4	4	2	0	4	0	0	1	3	2	2	0	5.0	3	8	She danced through the bustling city, her laughter carrying through the streets, inspiring everyone around her to embrace life.	7
26	0	0	2	2	1	8	2	6	0	4	0	0	1	2	3	4	0	6.0	2	9	The storm tossed the waves into the shore and the birds sang their songs, creating a beautiful symphony that filled the air with joy.	7
30	1	1	2	2	0	7	2	5	0	6	0	0	2	4	2	3	0	6.0	4	8	The stormy winds whipped the city streets into a frenzy, causing a lively crowd to dance in the pouring rain before they had to make their way home.	7
14	0	0	2	2	1	4	2	1	0	2	0	0	0	1	2	0	0	3.0	1	8	She danced with grace and beauty, her laughter echoing throughout the park.	7
23	1	0	2	3	1	8	1	3	0	3	0	0	0	1	1	0	0	5.0	1	6	A group of dancers moved gracefully through the bustling city streets, their laughter and dance echoing across the city's skyline.	7
27	0	1	2	4	2	9	0	5	0	3	0	0	0	1	2	1	0	5.0	1	12	  The city's skyline transformed into a tapestry of light and shadow, as the clouds danced and painted the sky in an array of colors.	7
25	0	0	8	1	2	3	3	0	0	8	0	0	0	1	1	1	0	4.0	1	15	She danced, wrote, painted, explored, laughed, solved, and traveled, showcasing her brilliance and resilience throughout her day.	7
20	0	1	1	3	1	7	0	3	0	2	0	0	2	1	2	0	0	4.0	1	11	The bustling city streets danced with a symphony of sound and light as the sun shone upon various landscapes.	7
38	0	0	3	7	0	11	2	6	0	4	1	0	3	3	2	2	0	6.0	3	12	They danced beneath a fiery sky, wielding a hundred blades of grass to paint dreams across the canvas of the night sky, their laughter cascading like the waterfalls of a mighty river in full flood.	7
20	0	0	2	3	0	8	0	4	0	2	0	0	1	1	1	1	0	4.0	1	6	The vibrant river rushed through the rushing waterfall, painting the rock surface in a symphony of water colors.	7
50	2	0	7	6	2	10	2	8	0	7	0	0	6	0	1	4	0	5.0	0	37	She leaped to her feet, snatched a coin from the ground, performed a dazzling display of acrobatics, danced gracefully, told a tale with a captivating tone, ate some delicious food, and then headed to the next location in a swift and graceful manner.	7
15	0	0	4	2	0	3	2	2	0	1	0	0	1	0	1	1	0	3.0	0	4	Despite the treacherous journey, she ** braved** every challenge on her path.	7
21	0	0	2	4	1	6	0	4	0	3	0	0	1	1	1	1	0	5.0	1	8	The birds sang with melody and soared through the sky, painting a breathtaking symphony of colors on the horizon.	7
29	0	0	7	3	1	6	1	2	0	2	1	0	6	1	1	2	0	5.0	1	11	The artist painted seven colorful strokes on the canvas, expressing her emotions through hues of red, yellow, blue, green, purple, and orange.	7
27	0	0	5	2	1	6	1	7	0	4	0	0	1	0	1	4	0	5.0	0	13	She painted the garden, planted the seeds, harvested the flowers, and organized the flowers into a beautiful bouquet, all in a day.	7
16	2	0	2	2	0	3	2	2	0	2	0	0	1	0	2	0	0	3.0	0	7	  She laughed so hard, her whole body moved like a bird on a swing.	7
29	0	0	4	3	2	8	2	3	0	4	0	0	3	2	1	2	0	4.0	2	11	The city awoke to the symphony of sounds and sights surrounding it, painting a vibrant canvas with its vibrant streets, bustling crowds, and shimmering lights.	7
14	1	0	1	2	1	3	0	2	0	2	0	0	2	0	1	0	0	4.0	0	5	 The children laughed wildly and danced with abandon in the vast open field.	7
22	2	0	2	2	1	5	0	3	0	3	0	0	3	1	1	1	0	4.0	1	8	The storm raged with fierce fury, sweeping away all life's vibrant colours and leaving behind only a desolate wasteland.	7
21	0	0	2	3	0	6	0	4	0	2	0	0	4	1	1	0	0	5.0	1	5	  The vibrant red leaves swayed in the warm summer breeze, a symphony of colors dancing beneath the sunlit sky.	7
14	0	0	1	2	0	3	0	2	0	0	1	1	4	0	1	0	0	3.0	0	4	The vibrant city was alive with the vibrant energy of seven bustling musicians.	7
30	1	0	7	4	1	6	3	2	0	6	0	0	0	0	1	2	0	3.0	0	25	She went to the library, walked to school, sat in her classroom, wrote a report, did her homework, and finally, went to bed.	7
27	0	1	2	5	0	8	1	6	0	3	0	0	1	2	2	2	0	5.0	2	11	She danced across the meadow, singing a melody of laughter along the way as the sun painted the sky with a dazzling palette of colors.	7
14	0	0	2	2	0	4	2	2	0	2	0	0	0	1	2	0	0	3.0	1	7	She danced on the waves, her eyes sparkling like the morning dew.	7
