n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NOUN_constraint
23	0	0	2	3	1	6	1	4	0	3	0	1	2	1	2	1	0	4.0	1	11	The vibrant city was adorned with a kaleidoscope of buildings and towering statues, each telling a different story within its facade.	4
22	1	0	4	1	1	5	0	3	2	3	2	0	0	0	1	0	2	4.0	2	15	Four friends, a dog named Rusty, three bikes and a car named Mary, went on a ride together.	4
22	2	0	3	1	1	7	1	2	0	3	0	1	1	0	2	2	1	6.0	1	16	A bustling marketplace where vendors peddle an abundance of fruits, vegetables, and handcrafted goods will certainly entice your wanderlust.	4
25	0	0	3	4	0	6	0	5	0	3	0	0	3	1	1	1	1	4.0	2	8	The bustling city, bustling with the daily hustle, offered an intriguing set of sights to behold in the heart of the metropolis.	4
24	0	0	3	4	1	7	1	3	0	3	0	0	2	0	1	0	1	6.0	1	12	A vibrant tapestry woven from the threads of laughter, friendship, and adventure unfolded on the sprawling tapestry of our shared past.	4
11	0	0	1	1	1	3	0	1	0	2	1	0	1	0	1	1	0	3.0	0	5	Four friends walked into the bakery and bought different treats.	4
22	1	0	5	1	0	3	0	5	1	4	1	0	1	1	2	1	2	6.0	3	12	The four students, each holding a book titled “The Odyssey”, stood huddled together on the dusty ground.	4
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	  * The old oak trees, the bustling port, the ancient castle, and the sparkling stream were woven together, painting the tranquil scene in vibrant colors.	4
19	1	0	2	3	0	6	0	2	0	3	1	0	1	2	1	0	0	5.0	2	7	Seven stars hung gently in the night sky, twinkling like diamonds scattered across a dark velvet blanket.	7
14	0	0	1	2	0	4	0	3	0	1	0	0	3	0	1	0	0	2.0	0	9	The colorful flowers danced across the vast fields under a brilliant afternoon sun.	7
24	1	0	2	2	2	5	3	3	0	4	0	1	1	1	2	3	0	5.0	1	6	They all brought their essentials and made the pilgrimage to the ancient ruins, where they would journey for days and seek adventure.	7
17	0	0	1	3	1	6	0	3	0	2	0	0	1	1	1	1	0	5.0	1	6	The symphony of stars awoke the celestial beings to a night filled with wonder and illumination.	7
27	0	1	1	4	1	6	0	4	3	2	0	1	3	2	2	0	0	4.0	2	12	The bustling streets of London were alive with pedestrians and the sounds of city life as the sun began to crest over the majestic Buckingham Palace.	7
12	0	0	1	1	1	3	0	1	0	1	0	1	3	0	1	0	0	3.0	0	3	The bustling city was adorned with colorful buildings and shimmering lights.	7
19	0	0	1	2	1	6	2	2	0	3	0	0	1	1	1	2	0	5.0	1	4	A band of musicians assembled to play their instruments and share their musical journey in the town square.	7
29	1	0	2	6	0	7	1	2	0	3	0	1	6	2	1	1	0	5.0	2	10	The sprawling city was adorned with the most diverse collection of architecture, encompassing everything from charming houses to majestic towers to sprawling skyscrapers bathed in warm sunlight.	7
24	0	0	2	2	0	5	2	4	0	4	1	0	3	3	1	2	0	5.0	3	10	There was a harmonious melody composed of a symphony of seven instruments, each playing its unique melody to create a beautiful tapestry.	7
27	0	0	4	4	1	8	0	4	0	2	0	0	4	1	1	2	0	4.0	1	10	A vast array of creatures, with varying sizes and colors, roamed the enchanted forest at sunset, leaving a breathtaking sight in the sky.	7
28	0	0	2	4	1	7	2	2	0	2	1	0	7	1	1	1	0	4.0	1	8	A vast array of fascinating animals with seven unique features lived in a lush green forest, enriching their ecosystem with their vibrant colors and remarkable behaviors.	7
22	0	0	2	3	0	5	1	4	0	2	1	1	3	1	2	1	0	3.0	1	7	The seven magical creatures of creation were unleashed into the world, each bringing their peculiar talents to the nascent society.	7
22	1	0	2	3	1	7	1	2	0	2	1	0	2	1	2	0	0	5.0	1	9	Seven vibrant dancers moved across the moonlit stage, their bodies gracefully intertwining in a beautiful symphony of light and motion.	7
16	0	0	1	1	1	3	0	3	0	2	0	0	5	0	1	1	1	4.0	1	7	The vibrant tapestry woven between the towering ancient trees painted the landscape colorful and breathtaking.	7
11	0	0	1	2	0	3	0	2	0	1	1	0	1	0	1	0	0	3.0	0	5	A team of seven skilled doctors gathered at the hospital.	7
19	0	0	2	4	0	5	0	2	0	1	0	1	4	0	1	0	0	3.0	0	12	In the enchanting realm of endless possibilities, a vast symphony of interconnected worlds was nurtured to life.	7
26	0	0	3	3	2	7	0	3	0	4	0	0	4	0	1	0	1	5.0	1	12	The sprawling kingdom, adorned with towering castle towers and glistening crystal pools, thrived under the benevolent care of a wise and virtuous queen.	7
21	0	0	2	3	0	6	1	4	0	4	0	0	1	2	2	1	0	6.0	2	8	The wind swept across the rolling fields, its whispers carrying the melody of birds singing across the sunlit meadows.	7
33	0	1	2	5	2	12	0	6	0	1	0	1	2	1	2	0	0	5.0	1	14	The city was abuzz with a symphony of life and culture today, as the bustling streets echoed with the melody of life's laughter and the roar of the street performers.	7
20	1	0	2	3	0	5	0	3	0	2	0	1	3	1	1	1	0	3.0	1	6	A flock of birds was soaring through the vibrant sky, casting long shadows on the sprawling farmland below.	7
10	0	0	1	1	1	3	0	1	0	2	1	0	0	0	1	1	0	3.0	0	3	Seven birds took flight and soared towards the sky.	7
17	0	0	1	2	0	5	1	3	0	2	0	0	3	1	1	1	0	4.0	1	8	The dancers wore their colorful gowns to the vibrant dance party hosted in the majestic castle.	7
22	0	0	2	3	0	7	1	4	0	2	0	0	3	1	2	1	0	3.0	1	8	A flock of colorful birds soared above the serene lake, their feathers creating a mesmerizing mosaic against the azure sky.	7
23	0	0	1	3	0	7	2	4	0	3	0	0	2	1	2	3	1	4.0	2	8	A company that distributes solar panels across different cities earned the admiration of the community after their initiative to help the environment.	7
15	0	1	1	2	0	5	1	2	0	2	1	0	0	1	2	1	0	3.0	1	7	Seven stars danced through the sky as the moon bathed everything in silver moonlight.	7
19	0	1	1	4	0	5	1	3	0	2	0	0	2	1	2	0	0	3.0	1	6	The bustling streets of the city hummed with life as the city gears up for its grand opening.	7
28	2	0	2	3	0	7	2	4	0	4	0	0	3	3	2	4	0	6.0	3	11	A bustling market held an array of objects from all over the world, creating a magical display that brought people together to admire its wondrous beauty.	7
27	0	0	2	3	0	8	1	4	0	3	0	1	5	2	2	2	0	6.0	2	10	The city was adorned with a dazzling display of autumn foliage – lush leaves of diverse shades adorning the majestic trees that dominated the sprawling landscape.	7
15	0	0	1	3	1	5	0	2	0	1	0	0	2	0	1	0	0	4.0	0	4	A vibrant tapestry of colors arose from the harmonious blend of nature and man.	7
24	0	0	4	3	1	7	0	2	0	4	0	1	2	2	1	1	0	6.0	2	7	The bustling town square was teeming with activity throughout the day, filled with people strolling, shopping, and enjoying various entertainment.	7
25	0	0	2	6	0	7	0	6	0	2	0	0	2	1	1	0	0	5.0	1	9	  The bustling streets of the city echoed with the sounds of people passing by, each a unique character in this mosaic of humanity.	7
20	0	0	2	4	0	6	0	3	0	2	0	0	3	1	1	0	0	5.0	1	5	A vibrant tapestry of colors emerged from the folds of ancient silk, shimmering in the warm afternoon sun.	7
24	1	0	2	4	2	5	2	4	0	3	0	0	1	1	1	2	0	6.0	1	6	The children gathered together in the field, collecting flowers and sharing them among themselves and with the old lady in the village.	7
14	0	0	1	2	0	4	0	2	0	2	0	1	2	1	1	1	0	5.0	1	3	The intricate labyrinth was traversed by a collective of adventurers seeking ancient treasures.	7
15	0	0	2	2	0	3	0	4	0	1	1	0	2	0	1	1	0	4.0	0	6	The children built seven castles on the hill, each bigger than the last.	7
21	0	0	2	2	0	7	0	4	0	2	0	0	3	1	1	2	0	4.0	1	9	A flock of vibrant geese circled the lush pond, reflecting the golden sun's brilliance on the azure surface.	7
23	0	0	4	3	1	8	0	3	0	2	0	0	2	1	1	1	0	5.0	1	6	The harmonious symphony of colors danced across the vibrant city, encompassing a kaleidoscope of flora, fauna, and cityscape wonders.	7
21	0	0	3	3	0	6	0	2	1	3	1	0	2	2	1	3	0	5.0	2	6	Seven stars illuminated the sky, casting dazzling light upon Earth, painting the atmosphere in enchanting hues of wonder.	7
15	0	0	1	3	0	5	0	3	0	1	0	0	2	0	1	1	0	3.0	0	6	A field of wildflowers painted the barren landscape with a kaleidoscope of vivid colors.	7
15	1	0	2	1	0	3	1	2	0	3	1	0	1	2	0	1	0	5.0	2	6	There were seven stars shining brightly across the sky, making a celestial tapestry.	7
21	1	0	3	2	1	5	1	2	0	4	1	0	1	1	2	2	0	4.0	1	6	Seven friends gathered around the fireplace, each wearing their favorite sweaters, listening to stories and singing songs together.	7
14	0	0	1	3	0	4	0	3	0	1	1	0	1	0	1	0	0	3.0	0	4	The seven colorful members of the band combined into a symphony of sound.	7
29	0	0	1	5	0	8	2	6	0	3	1	1	2	2	3	1	1	8.0	3	5	The five rivers flowing across the plains carved a valley that is home to a unique collection of birds that migrate during the warmer months of the year.	7
28	0	0	4	3	1	10	0	5	0	3	0	0	2	1	1	2	0	5.0	1	9	The intricate dance of sunlight, water droplets, and shadows spun a web of stories on the ancient tapestry, each glyph representing a forgotten memory.	7
22	0	0	2	3	0	4	0	5	0	4	1	0	2	4	1	1	0	4.0	4	10	A team of seven artists assembled on the beach, each holding a colorful palette at the ready to start painting.	7
32	0	0	4	3	2	12	0	4	0	2	0	0	3	1	1	2	0	5.0	1	10	The dancers, musicians, and actors created a symphony of light, sound and emotions to celebrate the beauty of human life's fleeting spark in a vibrant city square.	7
23	1	0	2	3	0	6	0	4	0	3	0	0	4	2	1	0	0	5.0	2	8	The bustling city streets hummed with the sound of people flowing past, an eclectic tapestry woven into the bustling urban tapestry.	7
24	0	1	2	4	0	6	2	2	0	3	1	0	3	2	2	1	0	5.0	2	7	Four squirrels scampered across the leafy leaves, leaving colorful trails behind them as they searched for acorns beneath an enormous oak tree.	7
30	1	0	3	2	1	7	0	7	0	3	1	0	4	2	2	1	0	7.0	2	8	  The seven bridges of the city spanned the rushing river, each a shimmering silver thread weaving through the city's heart, each leading somewhere different and intriguing.	7
12	0	0	1	2	0	4	0	2	0	1	0	1	1	0	1	0	0	3.0	0	4	The city park was adorned with a colorful tapestry of wildflowers.	7
