n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PRON_constraint
21	0	1	2	1	1	3	5	1	0	4	0	1	1	1	2	3	1	3.0	2	9	Since they consider this an upgrade, they let their other rooms fill up and would not change our room.	5
21	0	1	2	1	1	3	5	1	0	4	0	1	1	1	2	3	1	3.0	2	9	Since they consider this an upgrade, they let their other rooms fill up and would not change our room.	5
21	0	1	2	1	1	3	5	1	0	4	0	1	1	1	2	3	1	3.0	2	9	Since they consider this an upgrade, they let their other rooms fill up and would not change our room.	5
35	4	3	2	2	1	5	5	2	0	3	0	3	3	2	4	1	0	6.0	2	25	If so, then then does that mean that if you watched a scary movie and your dog/cat/parrot was in the same room as you they will also get scared?	5
34	3	3	2	2	1	5	5	2	0	3	0	3	3	2	4	1	0	6.0	2	25	If so, then does that mean that if you watched a scary movie and your dog/cat/parrot was in the same room as you they will also get scared?	5
21	0	1	2	1	1	3	5	1	0	4	0	1	1	1	2	3	1	3.0	2	9	Since they consider this an upgrade, they let their other rooms fill up and would not change our room.	5
38	1	2	3	2	0	5	6	3	0	5	0	6	3	3	5	3	1	6.0	4	11	Since they are upgrading the room, they don't want their other rooms to get changed to a different layout, which would mean that they would leave things in the other rooms where they were.	5
21	0	1	2	1	1	3	5	1	0	4	0	1	1	1	2	3	1	3.0	2	9	Since they consider this an upgrade, they let their other rooms fill up and would not change our room.	5
60	1	2	5	4	3	7	11	5	1	11	0	7	2	7	7	5	1	8.0	8	13	Since they consider this an upgrade, they let their other rooms fill up and would not change our room, making the room seem like an open window, which could be a reason that we can see who we can scare up at the office, or you can have Laura sign and I'll initial later.	5
33	2	1	3	2	1	5	7	2	0	6	0	1	1	3	2	5	1	6.0	4	13	Since they consider this an upgrade, they let their other rooms fill up and would not change our room, making the decision to change our room ultimately up to us.	5
21	0	1	2	1	1	3	5	1	0	4	0	1	1	1	2	3	1	3.0	2	9	Since they consider this an upgrade, they let their other rooms fill up and would not change our room.	5
42	1	3	2	2	1	5	9	2	0	7	1	4	2	5	4	5	1	6.0	6	16	Since they consider this an upgrade, they let their other rooms fill up and would not change our room, which would otherwise mean that it's impossible to escape a scare if we were to watch one at our offic	5
34	3	3	2	2	1	5	5	2	0	3	0	3	3	2	4	1	0	6.0	2	25	If so, then does that mean that if you watched a scary movie and your dog/cat/parrot was in the same room as you they will also get scared?	5
21	0	1	2	1	1	3	5	1	0	4	0	1	1	1	2	3	1	3.0	2	9	Since they consider this an upgrade, they let their other rooms fill up and would not change our room.	5
15	0	1	1	1	0	4	0	3	0	2	1	1	0	1	1	2	0	5.0	1	3	The passage does not provide any context for creating a sentence with 5 pronouns.	5
21	0	1	2	1	1	3	5	1	0	4	0	1	1	1	2	3	1	3.0	2	9	Since they consider this an upgrade, they let their other rooms fill up and would not change our room.	5
21	0	1	2	1	1	3	5	1	0	4	0	1	1	1	2	3	1	3.0	2	9	Since they consider this an upgrade, they let their other rooms fill up and would not change our room.	5
20	1	1	2	2	0	4	1	3	0	2	1	2	0	1	2	1	0	4.0	1	10	Unfortunately, I cannot fulfill this task because no information about 5 pronouns was provided in the context.	5
31	1	0	4	4	0	6	3	1	1	3	1	3	3	2	3	1	0	5.0	2	15	Prominent Builders in New Jersey are one of the best building contractors, I, along with my husband, was recommended to hire when our house was undergoing renovations.	7
21	2	1	2	1	1	2	4	2	1	2	0	1	2	1	3	2	0	4.0	1	8	They are the best builders in New Jersey, and I highly recommend them if you ever need a renovation.	7
41	2	0	2	4	2	8	7	3	0	6	0	3	1	5	4	4	0	7.0	5	15	They hire people who are talented enough to do the Job, but they cannot compensate for the cost associated with their lack of respect and professionalism towards the employees which would ultimately lead them to terminate their contracts.	7
11	0	0	1	1	1	3	1	0	0	1	0	1	2	0	1	1	0	3.0	0	8	They have professional expertise in Home renovation and are reliable.	7
42	1	1	5	2	1	10	3	3	0	7	0	2	3	3	2	5	3	6.0	6	18	"Despite the sun's rays not providing the ""sun's rays"" needed to sustain life, their bearded companion would require various tools and models, suggesting that purchasing them independently might offer a potential workaround to their predicament."	7
13	0	0	1	2	0	3	0	1	1	0	1	1	3	0	1	0	0	3.0	0	5	Prominent Builders in New Jersey are one of the best building contractors.	7
21	0	0	2	3	0	4	2	2	1	1	1	2	3	0	2	1	0	3.0	0	9	Prominent Builders in New Jersey are one of the best building contractors, I would recommend them for any project.	7
41	1	0	5	5	1	7	9	1	1	3	1	3	4	3	5	1	0	7.0	3	19	Prominent Builders in New Jersey are one of the best building contractors, I was referred to them by my friend, whom I trust, I was so glad I used them for my Home renovation, and addition.	7
20	1	0	2	1	0	3	2	2	1	3	0	2	2	1	2	3	0	4.0	1	7	They are remodeling a house, they must hire prominent builders in New Jersey to do the job right.	7
28	0	1	2	3	0	8	3	4	0	4	0	0	2	3	3	2	0	6.0	3	12	They have an abundance of workers that contribute to the construction company, proving that their presence makes a substantial contribution to the company's remarkable workforce.	7
37	0	0	1	3	4	6	5	3	0	9	0	0	3	5	2	3	0	10.0	5	10	   They have to supply and bring in their own builders and make sure they hire the best ones to work on their home and pay for all the services and materials needed to complete their project.	7
33	0	0	2	5	2	6	6	2	1	4	0	2	2	2	2	2	0	6.0	2	8	They are among the best contractors in New Jersey and they were referred to me by a trusted source, leading me to use their services for my Home renovation and addition.	7
17	0	0	1	2	1	3	2	1	1	0	1	2	3	0	2	0	0	3.0	0	7	They are prominent Builders in New Jersey and they are one of the best building contractors.	7
57	0	4	2	4	4	15	4	6	0	8	0	2	6	7	3	4	0	12.0	7	11	They are key players in helping the community to rise and achieve its full potential by providing a diverse range of housing options and resources that support the needs and abilities of the community's residents, ensuring that each household and community can flourish in a vibrant atmosphere while remaining true to its cultural heritage.	7
25	0	0	2	2	1	6	3	3	0	2	0	2	4	2	2	2	0	7.0	2	5	They are competent and trustworthy builders, making them the best choice for a reliable renovation project that will stand the test of time.	7
17	3	0	2	1	1	3	2	2	0	2	0	1	0	1	2	2	0	3.0	1	12	They completed the project and finished the renovations, so everything is now back on track.	7
43	4	0	3	4	2	8	4	5	0	6	0	1	5	4	2	4	0	8.0	4	14	They installed an awning that provided shade over the porch for a long time, proving to be incredibly useful when spending time there and also adding to their overall aesthetics, and making it a welcome retreat in the hot sun.	7
25	2	0	2	4	0	5	4	2	1	1	1	1	2	0	2	1	0	5.0	0	13	They are one of the best building contractors in New Jersey, so I highly recommend them for any of your home renovation projects.	7
33	1	0	3	5	1	6	6	1	0	2	0	3	4	1	4	1	0	5.0	1	20	They are key people who build the town's infrastructure, I have met with many of them, and they are highly skilled with many years of experience in their craft.	7
22	1	0	1	3	1	5	2	2	0	3	0	1	3	3	2	1	0	6.0	3	6	Their skills and craftsmanship were undeniable making the project turn out beautifully unlike some other projects I encountered with incompetent builders.	7
24	0	2	1	2	1	4	7	1	0	4	0	2	0	3	5	2	0	5.0	3	15	They are kind of in rank order but as I stated if I find the piece that I like we will purchase it.	7
7	0	0	1	1	0	2	0	1	0	1	0	1	0	0	1	0	0	3.0	0	5	None of these sentences are generated.	7
30	1	0	2	3	2	7	3	2	1	2	1	2	4	1	2	1	0	5.0	1	10	Prominent Builders in New Jersey are one of the most trusted building contractors, with their expertise and quality that will make your renovation seamless and a successful story.	7
27	0	0	2	2	2	6	3	2	1	1	0	3	5	1	4	1	0	3.0	1	22	They are prominent builders in New Jersey who provide excellent construction services, and their prices are fair to the customers and the quality is great.	7
45	0	2	2	6	2	12	6	2	0	7	0	2	3	4	3	6	0	8.0	4	14	They need builders to remodel their homes and update their interiors, so they can enjoy a full range of light for the sun and grow their own plants without fear that it will cause damage from birds flying through windows in harsh weather.	7
17	3	0	1	1	1	2	2	1	0	2	0	1	3	1	2	1	0	4.0	1	11	They built the perfect deck that is more durable than wood but looks just as nice.	7
23	2	0	2	1	1	4	4	3	0	3	0	1	2	3	3	2	0	5.0	3	10	They are the ones who built the deck that my backyard now sits on, making the deck very functional and spacious.	7
24	0	1	1	1	1	2	3	2	0	7	0	1	2	5	3	3	0	7.0	5	9	They have to hire a professional to complete the job since they have multiple pieces that need to be brought in and used.	7
19	2	0	2	1	1	3	4	1	0	1	0	2	2	2	3	1	0	4.0	2	5	They are competent and skilled professionals, which is precisely why I called them for the house renovation.	7
19	0	0	2	2	1	4	4	0	1	1	0	2	2	0	2	1	0	4.0	0	7	They are diligent builders in New Jersey, I must hire them for my home renovation and additions.	7
25	3	1	1	0	1	2	5	1	0	3	0	3	4	3	4	2	0	7.0	3	5	  They were so professional and they did a phenomenal job restoring my antique home to look just like it did when it was new.	7
23	1	2	1	0	1	1	6	0	0	5	0	2	1	2	4	2	0	5.0	2	20	They need to bring their own models and pay for them to use them if they don't then they can graduate!	7
27	1	0	2	2	1	6	4	3	0	4	0	0	4	1	2	3	0	5.0	1	8	They found the missing pieces and their combined artistry brought the old room back to life making it a beautiful, unique place within their home.	7
14	0	0	1	2	0	5	0	2	0	1	0	1	2	0	1	1	0	3.0	0	6	 The architects in the new city have completed many home renovations for homeowners.	7
37	2	0	3	5	2	7	6	1	1	2	1	3	4	1	3	1	0	6.0	1	10	Prominent Builders in New Jersey are one of the most renowned building contractors, I was referred to them by my friend, and was so glad I used them for my home renovation, and addition	7
31	0	0	2	5	0	7	2	2	1	2	1	2	6	2	2	1	0	7.0	2	6	Prominent Builders in New Jersey are one of the many leading builders, who are sure to deliver an exceptional outcome with their commitment to quality building at competitive rates.	7
24	0	2	1	2	1	4	7	1	0	4	0	2	0	3	5	2	0	5.0	3	15	They are kind of in rank order but as I stated if I find the piece that I like we will purchase it.	7
32	1	1	4	2	1	5	2	2	0	6	0	0	4	4	2	5	0	6.0	4	17	"  ""They had to call in multiple professionals to clean the attic and to install a new thermostat, as they had extensive knowledge on how to approach various scenarios."""	7
39	2	1	4	3	2	6	4	2	2	4	0	3	5	4	3	3	0	7.0	4	16	Prominent Builders in New Jersey are among the best construction companies, so if you are looking to renovate your home or business there, be confident and hire those who know the field, like Prominent Builders.	7
37	2	0	3	5	2	6	4	3	1	3	1	3	4	1	3	1	0	4.0	1	18	Prominent Builders in New Jersey are one of the best building contractors, I recently needed some help with a project and was referred to them by my friend, and am so glad I did!	7
24	0	2	1	2	1	4	7	1	0	4	0	2	0	3	5	2	0	5.0	3	15	They are kind of in rank order but as I stated if I find the piece that I like we will purchase it.	7
29	1	0	2	5	1	5	4	1	1	1	1	3	4	1	2	0	0	5.0	1	9	Prominent Builders in New Jersey are one of the best building contractors, and was referred to me by my friend who was very happy with their service.	7
36	2	1	4	4	1	8	6	0	1	3	1	1	4	2	4	2	0	6.0	2	20	They are one of their most renowned builders in New Jersey, so their expertise, attention to detail, and dedication ensure that homeowners like me receive stunning results that meet our highest expectations.	7
24	0	2	3	0	1	1	5	1	0	5	0	2	0	3	5	1	0	5.0	3	20	   **They have to pay for her to use any models they brought and if she doesn't, they can't graduate.	7
19	1	0	2	2	0	4	2	1	1	1	1	1	3	0	2	1	0	3.0	0	9	Prominent Builders in New Jersey are one of the finest construction companies, I wholeheartedly endorse their services.	7
18	0	0	2	1	1	4	3	0	1	3	0	0	2	2	1	3	0	4.0	2	11	They hired prominent builders in New Jersey to repair their home, showing their dedication and professionalism.	7
26	1	0	3	4	0	6	3	2	2	2	0	1	2	2	2	0	0	5.0	2	13	They are a company of building professionals in New Jersey, known as prominent Builders, who I highly recommend for any Home renovation projects.	7
22	0	1	1	3	1	6	4	0	0	3	0	1	1	3	2	2	0	7.0	3	6	They are key figures in helping people who want to build their homes because of their experience and commitment to excellence.	7
26	1	0	1	1	1	2	6	3	0	5	0	1	3	4	4	2	0	7.0	4	11	They are careful about which model he likes the most but he never hesitates to make the right decision to purchase something that he wants.	7
23	1	0	3	2	0	4	4	3	0	2	0	2	0	1	3	2	0	3.0	1	12	They are not the one who provided me with information, therefore, they cannot complete the task at this time.	7
