n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	CCONJ_constraint
24	1	0	3	3	1	6	1	3	0	2	0	0	4	1	1	1	0	4.0	1	7	Despite the recent rain and gloomy weather, we still embarked on a hiking trip, enjoying breathtaking vistas amidst the lush greenery.	3
28	2	1	3	2	1	4	7	0	0	3	0	1	3	1	3	3	1	3.0	2	13	Despite her strong desire to be famous, she still pursued her art because she loved it, and her hard work eventually led her to success.	3
32	1	0	5	4	2	7	4	3	0	5	0	0	1	1	3	3	1	4.0	2	12	The girl, whom I befriended, visited me yesterday, and we went for a walk in the park along with other kids, sharing stories and playing games together.	3
39	3	0	1	3	2	4	8	2	0	8	0	5	0	6	5	2	0	9.0	6	15	She continued her journey with the determination and focus that one should expect from someone who knows exactly where she had to be and would never be tempted to stray from the course she was destined to take.	3
23	0	0	2	4	2	8	1	3	0	1	0	0	2	0	1	1	0	4.0	0	9	With its diverse range of characters and abilities, the vibrant city witnessed a multitude of interactions and relationships throughout the day.	3
21	1	1	3	3	1	6	0	3	0	3	0	0	0	0	1	2	1	4.0	1	14	The dog, despite jumping over a field of wildflowers and chasing butterflies, finally found a spot of safety.	3
23	1	1	2	3	0	5	2	4	0	2	0	1	1	1	2	0	0	3.0	1	7	Despite their differences, the children's games were coordinated in such a way that they harmonized seamlessly into an unstoppable spectacle.	3
29	1	0	3	6	0	8	1	5	0	3	1	0	1	2	1	1	0	7.0	2	8	The rain danced among the blooming roses, connecting them in a delicate melody of droplets, just like a thousand threads weaving through a tapestry of petals.	3
33	1	1	3	2	0	6	3	3	0	6	0	2	5	2	3	3	2	5.0	4	17	The diligent hiker, who had been struggling to carry her heavy burden on long uphill climbs, suddenly found comfort as she reached the breathtaking summit nestled amidst the rolling hills.	3
20	0	1	2	1	0	3	2	3	0	4	0	1	1	3	2	2	1	7.0	4	4	Although she persisted, they were unable to find any evidence to support the claims made by the CEO.	3
17	0	1	3	1	0	4	1	2	0	2	0	0	3	0	1	2	1	3.0	1	7	 **Despite battling persistent procrastination, his unwavering dedication ensured a successful outcome for the project.**	3
20	0	1	3	3	0	4	1	4	0	2	0	1	1	1	2	0	0	4.0	1	12	The rain is falling, despite the sunshine, as the bustling city below me disappears in the darkness.	3
16	0	1	1	2	0	3	1	3	0	2	0	0	3	1	2	0	0	3.0	1	7	The vibrant colors danced between the bustling crowds as they scurried through the vibrant streets.	3
31	2	1	3	2	2	7	3	3	0	4	0	0	4	3	3	2	0	7.0	3	10	The busy bee flew effortlessly through the bustling market, her wings gracefully fluttering as she made her way amongst the vendors, collecting sweet and ripe fruits and vegetables.	3
20	2	0	3	3	1	5	1	3	0	2	0	0	0	1	2	0	0	3.0	1	14	The cat sat between the tree and the stream, all alone, with its eyes shining with curiosity.	3
19	0	0	1	3	1	7	0	4	0	1	0	0	1	0	1	0	0	4.0	0	8	The dancing sun danced across the sky with the grace and splendor of a seasoned artist's brushstroke.	3
18	0	0	2	3	0	5	1	3	0	2	0	0	2	1	2	0	0	4.0	1	8	The happy bird soared through the clouds, its vibrant feathers dancing in a kaleidoscope of colors.	3
15	0	0	2	3	0	4	1	3	0	1	0	0	1	0	1	1	0	2.0	0	7	   Despite the rain, the hiker made it to the summit in record time.	3
16	1	1	2	1	0	2	3	1	0	4	0	1	0	2	3	0	0	4.0	2	8	The rain fell while she was reading, yet she continued working on her novel.	3
27	1	0	3	4	1	5	2	4	0	3	0	0	4	2	2	0	0	4.0	2	12	Despite their initial animosity, the bond grew stronger through the unwavering love and empathy they shared, ultimately resulting in a happy ending for both.	3
21	1	0	3	1	1	4	5	2	0	4	0	0	0	2	2	3	1	5.0	3	8	Despite her loneliness and the chaos surrounding her, she persevered, ultimately overcoming the obstacles that hindered her success.	3
27	0	0	3	2	1	8	0	7	1	2	0	0	0	1	1	2	0	5.0	1	18	The artist used the power of the wind, the sun's heat, and the Earth's gravity to paint a masterpiece on the clouds.	4
23	1	0	3	2	2	5	4	1	0	4	0	0	1	2	2	2	0	3.0	2	9	  Despite her lack of sleep and her hectic day, she persevered and overcame the obstacles she faced, ultimately achieving success.	4
21	0	0	2	3	2	7	1	2	0	2	0	0	2	1	1	2	0	4.0	1	9	They completed the task with utmost care and precision, achieving a perfect outcome through coordination and unity of effort.	4
20	0	0	2	3	0	6	0	2	0	3	0	0	4	1	1	1	0	4.0	1	9	The bustling city streets danced in an unpredictable harmony of coordinated movement, connecting different destinations with vibrant energy.	4
33	1	2	2	3	0	9	2	7	0	5	0	0	2	4	4	2	0	9.0	4	6	The birds chirped together as the wind whipped across the forest, a symphony of joy contrasting the eerie silence that descended as the sun began its slow descent below the horizon.	4
20	0	1	2	2	0	6	0	4	0	3	0	0	2	2	1	3	0	4.0	2	10	The dog chased the cat through the park with amazing coordination, using a powerful combination of coordinating conjunctions.	4
27	0	0	5	3	1	5	1	4	0	6	0	0	2	2	2	0	0	5.0	2	14	The dog sat, talked, laughed, and ran around the park, its ears dancing to the playful tunes played by a nearby musician.	4
23	0	0	3	3	2	6	3	2	0	2	0	0	2	1	1	2	0	4.0	1	7	Despite their differences, she and her children faced this tragedy with extraordinary resilience, finding solace and strength in each other.	4
19	0	0	5	1	1	3	1	2	0	5	0	0	1	1	1	1	0	3.0	1	9	The cat jumped, ran, stopped, and raced, demonstrating his agility across the green field.	4
26	1	0	3	4	2	8	1	3	0	2	0	0	2	0	1	1	0	3.0	0	13	Despite their contrasting personalities, the children formed a strong bond through shared experiences and laughter, even amidst the chaos and turmoil of adolescence.	4
29	1	0	4	4	1	7	1	4	0	4	0	0	2	3	1	2	0	7.0	3	8	The rain fell gently, yet with such determination, weaving itself through the branches, adding an enchanting echo to the symphony created by nature's whispers.	4
28	1	1	2	2	1	5	5	3	0	4	0	1	1	3	4	1	0	5.0	3	18	He was disappointed because he had a date this weekend that conflicted with his travel plans, and they ultimately decided not to go on the trip.	4
18	1	0	2	3	0	5	2	1	0	1	0	0	3	0	1	1	0	3.0	0	9	  Despite her unwavering desire for solitude, the bustling city life ultimately beckoned her to social connection.	4
20	1	1	3	1	2	0	2	1	2	2	0	2	2	2	2	0	0	4.0	2	11	"  ""She was able to travel to both Africa and the Middle East while she was studying abroad."""	4
16	0	0	2	2	0	3	3	1	0	2	0	0	2	1	1	1	0	3.0	1	6	Despite her strong determination, she struggled to achieve her goal within a limited timeframe.	4
26	1	0	3	3	1	7	3	3	0	3	0	0	1	2	1	3	0	5.0	2	7	Despite their differences, the artist and musician both found solace through collaboration, using the synergy of their talents to create something truly remarkable.	4
24	2	1	2	4	0	3	5	2	0	3	0	2	0	2	3	1	0	5.0	2	12	She sat down in her chair next to the fireplace, while she awaited the letter that she had been anxiously waiting for.	4
16	1	1	2	1	0	1	4	0	0	3	0	1	1	1	2	1	1	4.0	2	4	Although she had tried tirelessly, she remained unable to convince him of her worth.	4
20	0	0	3	3	1	5	4	0	0	3	0	0	1	1	1	2	0	5.0	1	6	Despite her struggles with anxiety, she remained resolute, standing her ground amidst adversity and conquering her fears.	4
30	0	0	2	5	1	10	2	5	0	2	0	1	2	0	1	2	1	4.0	1	18	Despite the turmoil and uncertainty surrounding the political landscape in our world today, the people of this land have found unity in the strength of their collective will.	4
17	1	1	2	2	0	4	0	3	0	3	0	0	1	0	2	0	2	3.0	2	5	Even though the rain kept falling, the children played with unyielding enthusiasm in the park.	4
28	3	2	4	0	1	3	2	3	0	5	0	2	2	3	4	1	0	4.0	3	17	The rain came after it had snowed heavily, and while it did not freeze over, the temperature remained quite cold, creating a unique microclimate.	4
18	1	0	2	2	1	5	2	1	0	2	0	0	2	1	1	1	0	4.0	1	8	The vibrant colors and intricate patterns of my paintings perfectly coordinated, captivating my attention for hours.	4
29	1	1	3	2	1	6	5	3	0	3	0	2	1	2	3	3	1	5.0	3	11	Even though she failed the interview, she was able to maintain her composure and grace in the situation, despite the adversity that was thrown her way.	4
23	1	0	3	1	0	4	5	1	0	4	0	0	3	3	2	3	0	5.0	3	5	Despite her initial reluctance, she mustered her courage, using her newfound knowledge to navigate the treacherous path that lay ahead.	4
16	2	1	2	0	0	3	2	1	0	3	0	0	1	1	2	1	1	3.0	2	6	Even though rain fell the entire day, we managed to finish our work early.	4
38	1	1	3	5	1	6	3	6	0	3	0	2	6	3	2	3	0	7.0	3	14	Despite the relentless pursuit of time, he still found the necessary elements to forge a future he could be passionate about, all while navigating the complex world around him in a seamless and harmonious way.	4
17	0	0	2	4	0	4	1	2	0	2	0	0	2	1	1	0	0	3.0	1	8	She ran through the tall trees, leaping from branch to branch in the warm sunshine.	4
20	1	0	2	1	2	5	4	1	0	3	0	0	0	2	2	2	0	5.0	2	5	Despite her fear and loneliness, she used her courage and determination to conquer the obstacles that lay ahead.	4
19	2	0	2	2	1	5	3	1	0	2	0	0	0	1	1	2	0	5.0	1	4	Even amidst her struggles, she consistently found a way to uplift her spirit with laughter and optimism.	4
30	0	0	4	4	3	7	3	3	0	4	0	1	1	1	2	1	1	5.0	2	11	The cat, which is known for its cleverness and unpredictability, hopped through the park, connecting and disconnecting its limbs with the utmost of care and precision.	4
14	1	0	2	1	1	1	3	0	0	3	0	0	1	1	1	1	0	3.0	1	3	Even amidst her sorrow, she remained resilient and resolved to overcome it.	4
21	0	1	2	1	1	5	2	1	0	3	0	0	4	2	1	3	0	4.0	2	5	Despite their different personalities and backgrounds, they found common ground by using creative solutions to address this challenging task.	4
18	0	0	2	4	0	5	2	3	0	2	0	0	0	1	2	0	0	5.0	1	5	  They hurried through the forest in search of the treasure, their laughter echoing through the trees.	4
21	1	0	3	1	1	4	1	4	0	4	0	0	2	2	2	2	0	5.0	2	5	Despite the chaotic circumstances, the team collaborated seamlessly and achieved a remarkable victory, overcoming any obstacles that arose.	4
27	1	0	3	2	1	4	5	2	0	5	0	1	3	2	3	3	1	8.0	3	6	Despite the challenges we face, we will remain resilient, always seeking solutions that empower our community and bring us closer to a better future.	4
32	1	1	3	4	1	5	6	3	0	5	0	1	2	3	4	0	1	7.0	4	11	Despite the chaotic journey and the turmoil that unfolded in his life , he stood determined, his resolve unyielding despite being deeply affected by the events that transpired around him.	4
23	0	0	3	3	2	5	2	2	0	4	0	0	2	1	1	2	1	4.0	2	7	Despite the chaos surrounding me, she remained unyielding and composed, navigating the tumultuous seas of life with grace and determination.	4
28	1	0	3	4	0	6	4	3	0	3	0	1	2	1	2	1	1	5.0	2	9	Despite the numerous obstacles we faced along the way, we were able to overcome them together, thanks to the coordinated efforts of our team members.	4
34	0	0	3	6	2	10	2	3	0	2	0	0	6	0	1	1	0	5.0	0	11	Despite the overwhelming presence of apathy and disinterest in our society, human connection transcends mere social interaction and delves into the very core of existence – the depths of our collective humanity.	4
25	0	0	3	2	0	7	3	3	1	3	0	0	3	1	3	2	1	4.0	2	13	The boy who danced through the city parks on Thursday, last week, performed a breathtaking juggling routine that left his audience breathless.	4
23	1	0	2	2	0	5	4	3	0	4	0	0	2	2	3	2	0	8.0	2	4	The vibrant blue butterfly danced gracefully through the fields, a spectacle of coordinated movement that captivated everyone who witnessed its flight.	4
34	2	0	3	5	1	9	0	7	0	2	0	0	4	1	1	1	0	5.0	1	21	Despite the ongoing conflict and the ever-present threat of a sudden change in the unpredictable weather patterns, a group of scientists worked tirelessly to understand the dynamics behind this phenomenon.	4
24	1	0	3	3	0	5	2	4	0	2	0	0	4	0	3	0	1	4.0	1	9	Despite a fierce storm that raged through the city, the bakery remained open, its doors wide open to the bustling crowd.	4
25	0	0	2	5	1	6	2	4	0	3	0	0	2	1	1	1	0	5.0	1	8	My dog chewed through the leash and jumped over the fence with great haste, leading us on a joyful chase throughout the park.	4
28	1	1	3	2	1	5	3	3	0	5	0	0	4	3	4	0	0	5.0	3	10	The happy animals gathered and ran, their laughter echoing through the bustling city streets, their playful spirits uniting even as they chased after each other.	4
18	0	0	2	2	1	5	2	2	0	3	0	0	1	1	1	2	0	4.0	1	6	The vibrant sunset danced across the azure canvas, captivating my senses and unifying me in serenity.	4
21	3	0	2	2	0	4	3	2	0	2	0	2	1	1	2	1	0	4.0	1	8	Despite her overwhelming happiness in the moment, her heart eventually recognized the sadness she had been suppressing deep down.	4
20	1	0	2	2	1	3	4	1	0	2	0	0	4	0	1	2	0	4.0	0	5	  Despite her busy schedule, she completed her tasks diligently and made the most of her limited free time.	4
31	1	1	4	3	0	7	4	4	0	4	0	0	3	3	4	1	0	6.0	3	8	They hurried together, their laughter ringing through the tranquil fields, as they raced across the meadow, their joyous dance mirroring the sparkling stars in the twilight sky.	4
