n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	AUX_constraint
16	2	0	2	0	0	3	0	2	0	3	0	1	1	1	1	1	0	5.0	1	5	The students will listen intently, yet fail to notice the prof's sarcastic tone.	4
19	0	0	5	4	0	3	0	1	0	2	1	2	0	1	1	1	0	3.0	1	10	"The computers ""can"" run at speeds of up to ""must not"" exceed 100 MHz."	4
14	1	0	1	0	1	1	2	0	2	2	0	2	1	0	2	2	0	3.0	0	6	Amy will visit Paris but she won't meet her former boss there.	4
46	1	1	11	1	2	4	4	4	0	7	0	6	1	5	4	3	0	6.0	5	19	"They decided not to buy the computer ""might"" break, but to rent it instead ""must"" work for a year, which would ""will"" cost a fortune but ""won't"" be a big loss if it breaks."	4
21	0	0	5	2	2	3	0	1	0	3	0	4	0	0	1	0	0	3.0	0	7	"The baby ""will"" be wrapped and rocked but won't be allowed to "" Flash"" in public."	4
15	1	0	4	0	1	1	0	1	0	0	0	4	2	0	1	0	0	2.0	0	7	"The children ""won't"" be quiet and ""will"" be curiously active"	4
17	1	0	2	1	1	3	2	2	0	2	0	2	0	0	2	2	0	3.0	0	9	The students will study the problem intensively, but they won't solve it before dinner.	4
7	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	2.0	0	3	Amy will go to the store. She won't buy the new iPhone. John will borrow a book. It will be returned tomorrow	4
24	1	0	3	2	1	3	4	0	1	4	0	3	0	1	3	1	0	5.0	1	11	Her parents wouldn't approve, she would cry hysterically, and her mother will make her sleep over at Gramma's house.	4
14	1	0	5	1	0	2	0	2	0	1	0	2	0	0	1	0	0	2.0	0	5	"The elephants ""must"" have left for the circus ""sooner""."	4
27	0	0	10	1	2	3	1	2	0	2	0	3	2	0	2	1	0	3.0	0	19	"The cake ""will"" taste ""flash"" and ""safe"" at the same time, but it won't be ""warranted""."	4
20	0	0	6	1	1	1	1	1	1	2	0	3	1	1	2	0	0	3.0	1	12	"John ""is"" coming to the meeting, but his ""will"" not be able to attend."	4
17	2	0	1	0	1	3	2	2	0	3	0	2	0	1	2	2	0	3.0	1	11	The elephants will trumpet loudly when approaching their herd, but they will not startle the zebras	4
13	1	0	4	0	1	1	0	1	0	1	0	2	1	0	1	0	0	2.0	0	8	"The students will study, but not ""be"" exceptionally bright."	4
20	2	1	3	0	1	2	2	2	0	3	0	3	0	1	2	2	0	3.0	1	12	The children were playing happily until the dog will chase them, but won't catch them, flashily.	4
22	0	0	9	0	1	2	0	2	0	3	0	2	2	0	1	1	0	3.0	0	7	"The pizza ""will"" arrive hot, ""won't"" have any mold, and taste ""great""."	4
30	1	0	8	2	1	4	2	2	0	2	0	5	2	0	2	0	0	3.0	0	16	"The new app ""will"" be launched next month, ""but"" its efficiency ""won't"" be fully assess until a year after that."	4
30	2	2	7	2	1	4	3	2	0	4	0	3	0	2	3	0	0	4.0	2	14	"The cat may have curled around itself, and purred ""satisfyingly"" as it rested, while its tail ""might"" waved in time to the hum."	4
33	1	0	9	1	2	4	2	4	0	3	0	3	2	0	3	1	0	4.0	0	12	"The elephants ""must"" migrate every year, but they ""won't"" eat the new shoes, and they surely ""won't"" ride on the new bike."	4
19	1	1	5	1	0	3	1	1	1	1	0	2	1	1	2	0	0	3.0	1	6	"The new employee's training ""will"" ensure that he is fully ""flash"" by Friday."	4
27	1	1	9	0	1	3	1	1	0	4	0	4	0	2	2	2	0	4.0	2	8	"The dog ""will"" play fetch, ""won't"" chase cats, and ""hasn't"" barked once since it was trained."	4
21	4	1	4	0	2	2	0	2	0	2	0	2	0	1	2	0	0	4.0	1	8	"The train would travel quickly and quietly, but not so quietly that the passengers couldn't ""hear""."	4
41	0	6	2	2	0	8	0	1	7	7	0	5	3	7	6	1	0	6.0	7	24	Princeton Islamist scholar Bernard Lewis has articulated that while islamists may debate about whether destroying innocent lives is sanctioned by the tenets of jihad, terrorists including Osama bin Laden concur that intimation before lethal agents are employed is obligatory.	6
41	2	2	1	8	1	7	3	4	1	5	0	5	1	4	4	1	0	7.0	4	10	Jane must decide immediately whether refusing to sign this form would be tantamount to dereliction of duty or whether she is entitled to an explanation from her boss about why she was passed over for the promotion without any notice.	6
25	1	1	1	5	0	8	0	0	1	2	0	1	5	1	1	1	0	6.0	1	10	NASA spacecraft are currently searching for signs of intelligent life in distant galaxy by analyzing chemical signatures for bioactive molecules consistent with living processes.	6
39	0	2	2	4	0	10	1	2	4	4	0	3	6	3	3	3	0	5.0	3	22	Princeton astronomer Neil deGrasse Tyson has revealed that while extraterrestrial microorganisms could survive the journey from planet to planet without any serious ill consequences, alien invaders would need more advanced technology to prevent their invasion of earth.	6
21	2	0	3	1	1	2	6	0	0	2	0	3	1	1	3	2	0	4.0	1	16	She'll never forget his letter, but when she saw him with her friend, she'll be angry.	6
31	0	2	1	2	0	7	1	2	1	6	0	3	5	4	3	2	0	6.0	4	8	Hard-line republicans were outraged that Moderate reformist were considering supporting an election that hardline reform were urging as a last chance to save their struggling economy from complete meltdown	6
16	1	1	1	0	0	3	2	2	0	2	0	2	1	1	2	2	0	3.0	1	8	The company will not consider any alternative bids as they have already made their decision.	6
27	2	1	2	1	1	8	2	2	0	4	0	2	1	2	3	2	0	3.0	2	22	The university president urged the recalcitrant faculty members to submit their tenure dossiers before time runs out, or else their applications will be summarily rejected.	6
39	0	3	3	4	1	7	1	3	1	6	0	2	6	5	2	1	0	7.0	5	12	It is crucial that before launching any missile attack on Syrian soil, congress gets to see and sign off on the intelligence first-hand to ensure that all possible diplomatic channels are explored prior to engagement.	6
33	2	1	2	4	2	5	3	4	0	4	0	2	3	2	2	1	0	7.0	2	12	He made his way cautiously through the dark forest, but could not help noticing that the wolves were closing in on them from all sides with a stealthy and unnerving quiet.	6
43	7	2	3	3	2	6	5	1	0	7	1	2	1	4	3	2	1	7.0	5	17	Although he had only $5 in his pocket and was hours away from his destination, he resolutely decided to hitchhike to get there, knowing full well that he would probably face a host of ungrateful hucksters and bedeviling vagrants. 	6
28	0	0	2	3	1	6	1	5	0	4	2	0	3	2	2	3	0	9.0	2	7	The new policy allows any employee who feels unheard or undervalued the opportunity to schedule an unlimited number of one-on-one consultations with the CEO	6
37	2	1	4	2	3	11	0	1	0	6	0	2	4	4	2	1	0	7.0	4	10	Academics have contended that increasing competition will necessitate a new regulatory architecture, including more effective monitoring and enforcement, stronger incentives to invest in R&D and capacity-building in countries and sectors most affected.	6
32	4	1	2	5	0	2	5	1	2	5	0	2	3	4	3	0	0	6.0	4	11	Melissa can always tell whenever David is working on something important, as he becomes intensely immersed for hours at a time completely unaware of everything else around him including her.	6
28	5	0	1	4	0	3	4	2	0	5	0	2	1	2	3	1	2	7.0	4	9	Judging from how she's acted thus far they seem to believe he will certainly get the top place on the list of those up for election. 	6
24	2	2	1	1	0	1	4	0	1	3	0	5	1	3	4	0	0	4.0	3	11	Bill's family has always maintained that although he is not guilty he will still be punished for something he did not do.	6
45	0	3	3	5	0	9	2	4	0	4	0	6	9	2	3	0	2	5.0	4	19	While it might be assumed that the use of nuclear weapons would be unauthorized by the current international legal framework, most scholars believe it would be considered a legitimate act of self-defense if taken in response to an imminent biological attack.	6
17	3	1	1	0	0	2	3	2	0	2	0	1	1	1	2	3	0	4.0	1	5	Henceforth I'll inevitably always remember this day because she gave me this utterly exquisite gift.	6
30	3	1	2	2	0	5	4	1	0	4	0	3	2	3	1	2	0	6.0	3	18	They shall have to consider their future carefully prior to any decision about marriage as once married, there shall be very little opportunity to change one's mind.	6
28	0	0	1	2	3	11	0	2	0	6	0	1	2	2	2	4	0	7.0	2	13	Moonwalking may look easy but practicing takes years mastering the craft of footwork and balance involves a series of disciplined movements requiring precise timing synchronization  and athleticism. 	6
22	2	0	1	2	1	5	0	3	0	4	0	1	2	2	1	1	0	6.0	2	7	The new employee was expected to adapt quickly to the office environment and begin making meaningful contributions to the team immediately.	6
21	2	0	1	2	1	2	5	2	0	5	0	1	0	3	5	1	0	5.0	3	8	He knew she had the key but yet he hesitated when he saw she was locked out in the downpour.	6
33	2	1	1	6	0	7	5	3	0	4	0	1	2	3	2	2	0	6.0	3	11	They were absolutely enraged by the decision made in haste by those in power, which resulted in the utter destruction of their entire world without even giving them a moment's warning	6
34	1	0	1	5	0	6	3	4	0	5	0	3	4	4	2	2	0	9.0	4	11	He couldnt have anticipated the dramatic turn of events that had him escaping through a trapdoor at the last minute with barely enough time to avoid being spotted by the angry mob.	6
23	0	1	1	2	0	6	1	2	0	5	0	2	2	4	2	3	0	8.0	4	4	Cows can give birth while flying in order to create a new breed that will help regulate the global population of whales.	6
27	0	1	1	3	0	5	1	1	4	4	0	3	3	3	2	2	0	8.0	3	4	Prime Minister Jacinda Ardens government has been accused of appeasement after refusing to sign a pact with separatists who have occupied key infrastructure in eastern Ukraine.	6
32	1	1	3	3	3	5	4	2	0	5	0	1	3	2	2	2	0	7.0	2	17	She was accused of having an unfair advantage, due to her extensive experience and knowledge, but she remained confident and assured in her ability to overcome the challenges ahead.	6
40	5	1	2	6	0	13	3	1	0	5	0	1	3	3	2	1	0	6.0	3	12	Birds must always fly northwest when migrating in spring, no matter how far south they stray from their original course while avoiding storm systems on their way to summer nesting sites in open grasslands with scattered mature trees.	6
37	3	0	2	2	3	8	1	3	0	5	0	3	6	3	4	2	0	6.0	3	19	The company intends to introduce several revolutionary measures which will drastically alter the current state of affairs, but most experts expect these changes will ultimately be highly beneficial and lead to greater efficiency and success.	6
33	3	0	3	3	1	5	4	3	0	5	0	3	3	3	3	3	0	8.0	3	14	He is eagerly awaiting the verdict, which in the event it goes against him, shall likely be appealed and potentially set the precedent for future criminal cases involving similar circumstances.	6
33	3	1	2	3	0	8	3	4	0	2	0	2	4	2	3	1	0	5.0	2	27	The new policy has made it impossible for the company to ignore the needs of its customers any longer, therefore a major change in their approach to customer service is inevitable.	6
19	1	1	2	0	1	3	4	0	1	2	0	1	1	1	3	3	0	4.0	1	6	Zach's mother warned him that he ______________________ eat too much candy or he would ______________________ his teeth.	6
31	0	3	1	1	0	10	0	3	0	5	0	4	3	4	3	2	0	6.0	4	8	The city council has approved a resolution declaring that next year's budget shall be balanced by raising property taxes unless alternatives are presented at the public hearing next week.	6
33	2	1	4	3	1	4	3	2	4	4	1	3	1	2	4	2	0	5.0	2	17	Prince William has revealed how his grandmother Queen Elizabeth II is coping with the loss of her beloved __________ and expressed hope that she will find __________ in a new __________ soon.	6
34	1	3	1	3	0	11	2	3	0	5	0	1	3	4	2	4	0	9.0	4	7	The university administration will soon reconsider its policy on allowing students to keep dangerous dogs on campus if it becomes clear that such animals pose menace to the rest of the student bodies.	6
33	0	2	2	4	0	7	2	3	4	2	0	2	4	2	3	0	0	4.0	2	12	Princeton historian Robert Tucker has contended that Stalin's brutal rule was an essential component of his successful leadership throughout the war, though many academics disagree with him on this point.	6
32	4	4	0	0	0	1	5	1	0	8	0	4	3	8	4	0	0	8.0	8	8	She asserted they would undoubtedly arrive early unless something unforeseen occurred while still emphasizing that there was little to be done because it was impossible to predict how the situation would develop	6
27	3	2	2	2	1	1	6	1	0	6	0	2	0	4	4	2	0	6.0	4	10	He was running away when they finally noticed him, but he managed to escape by jumping out of the window before they could catch him.	6
41	2	1	2	3	3	6	4	4	0	8	1	5	1	4	3	4	0	7.0	4	21	They've announced theyll launch the drone within three months and that will signal were entering the final phase of development, but were still deciding whether to issue a recall or just let it pass through the system.	6
29	3	1	1	6	0	8	1	2	2	4	0	0	0	3	2	2	0	7.0	3	10	Juries consistently reach verdicts within hours while some trials of war crimes drag interminably with experts like Professor Cockburn still struggling to make sense out of it all.	6
31	3	2	0	2	0	9	0	5	0	4	1	1	2	3	2	3	0	5.0	3	13	The researchers found that the most efficient way to assemble the nanotube was to carefully arrange twelve cylindrical templates along the growth axis before catalytically inducing the formation of carbon atoms	6
23	0	1	1	3	1	4	1	1	1	4	0	1	4	2	1	1	0	8.0	2	4	It appears certain that Putin will call for calm and ask citizens to remain patient amid this ongoing crisis of unparalleled proportions.	6
24	1	2	2	2	1	7	3	2	0	4	0	0	0	2	4	2	0	4.0	2	10	The research findings indicate that the majority of teachers believe homework helps learning, but that they themselves rarely spend time on it.	6
19	0	1	1	2	1	5	1	2	2	3	0	1	0	2	2	1	0	5.0	2	7	Princess Leia orbs through the galaxy, hoping that her cunning and resourcefulness will lead the rebellion to victor 	6
32	0	2	2	1	1	7	2	3	0	5	0	4	4	4	4	3	0	6.0	4	15	Terrorists have threatened to destroy the economy by targeting financial institutions, but the intelligence agencies are optimistic that they can prevent such attacks with the new strategies they have developed.	6
18	0	0	1	3	0	5	2	2	0	2	0	1	2	1	2	1	0	4.0	1	7	He promised the public would see greater efficiency in government as a result of her forthcoming reforms.	6
32	2	2	1	4	1	6	0	3	2	3	0	3	4	3	2	0	0	6.0	3	11	Juan is arguing strongly that Maria's claims of being haunted are completely baseless despite the numerous tales of apparitions and screams heard in the old mansion during the wee hours. 	6
29	1	1	2	1	1	9	2	0	2	5	0	3	1	4	2	2	0	5.0	4	11	Mexican narco cartel leader El Chapo has vowed to wreak vengeance on government officials and their families if captured, ensuring he shall forever be evading law enforcement.	6
43	1	5	4	5	0	7	0	0	6	5	0	4	6	5	4	2	0	6.0	5	20	Bernard Lewis, renowned Islamic scholar at Princeton University, has argued that despite debates among Islamists about whether killing innocent bystanders is permissible under jihad, extremists like Zawahiri generally agree that advance notice must be given before using biochemical weapons.	6
41	1	1	1	4	1	8	4	6	2	6	0	1	5	4	3	6	0	11.0	4	8	Princess Anne gave a speech in which she revealed how the British royal family are taking a proactive approach to address the challenges of the modern monarchy by modernizing their image and repositioning themselves at the heart of national life.	6
