n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	SCONJ_constraint
24	3	3	2	1	1	4	1	2	2	4	0	1	0	1	3	2	1	4.0	2	7	As quickly as she walked in, Maria took a seat without making eye contact and before Sarah could apologize for the mess. 	3
27	1	2	3	3	1	7	1	4	0	4	0	0	1	2	3	2	1	5.0	3	11	As the sun set over the horizon, I watched the sky transform into shades of orange and pink, until darkness finally enveloped the landscape.	3
38	1	2	3	3	1	6	7	0	0	9	1	1	2	7	4	2	0	9.0	7	10	Four days later I awoke feeling strange after eating something that tasted like pine needles, smelling like mold, and finding myself standing over my mother's dead body until I realized I was not dreaming.	3
18	0	2	1	1	1	3	3	2	0	4	0	0	1	2	3	1	0	5.0	2	6	The dog chased until he caught its red tail before he ran and hiding behind the shed.	3
20	0	1	3	1	1	4	0	3	1	3	0	1	2	1	3	1	0	4.0	1	6	Beneath the branches, birds were chirping, and a gentle breeze rustled until Nora heard a faint howl.	3
42	2	1	3	2	2	8	4	5	1	7	0	2	3	4	4	4	0	8.0	4	23	The ball rolled toward the basket and since Jack was the one who had practiced free throws the most during lunchtime last week, he knew exactly what to do and quickly shot it to score a game-winning goal.	3
25	1	2	0	2	0	7	2	3	0	4	0	2	2	3	3	1	0	6.0	3	10	The new project manager announced that we could begin implementing the changes until such time as they were thoroughly tested by the quality control team	3
19	0	1	1	3	0	5	3	2	0	2	0	1	1	1	2	1	0	4.0	1	7	My mother whispered a joke to me until such time as we were expected at the dinner party. 	3
24	1	2	3	2	0	5	1	3	0	6	0	0	0	2	1	2	2	5.0	4	12	Sprinting down the alleway, swerving past startled pedestrians, I narrowly missed the corner before turning until reaching the park's entrance.	3
35	1	1	1	8	1	6	4	4	0	6	0	1	1	2	3	1	2	5.0	4	14	Until you finally decide to throw in the towel and give up on her, she may keep teasing like a cat until the end of time with a wicked grin plastered on her face	3
22	4	1	1	1	1	3	4	1	0	5	0	1	0	3	3	1	0	4.0	3	7	The cat was sleeping soundly when it suddenly woke and walked to its food bowl, meowing loudly until I fed it	3
28	0	1	1	3	1	8	3	5	0	3	0	1	0	2	2	2	0	7.0	2	7	Beyond his eyes was a glow and with each movement the light shuddered as he raised an arm to shield his face from the sun's glare. 	3
34	2	2	2	5	2	6	4	4	0	7	0	0	0	4	3	2	0	7.0	4	9	I walked slowly to the end of the pier and looked out until I saw the seagull swooping around the sunbather, squawking until he sat up and shook water from his hair.	3
30	1	3	1	0	0	5	6	2	0	4	1	3	3	5	5	3	0	5.0	5	19	I am eager to see how it handles the challenge because once my daughter masters these skills she will be one confident young woman until she changes her mind. 	3
25	3	0	3	0	3	2	3	1	0	5	0	1	3	3	3	1	0	6.0	3	8	I realized they were not just any pears but ancient, rare, and possibly cursed when they began making demands and growing sentient.	3
26	2	2	1	3	0	5	4	3	0	4	0	1	0	4	4	0	0	5.0	4	10	She slowly walked to the edge of the cliff until the wind began to whisper in her ear, whereupon she knew that it was time	3
20	2	3	2	0	1	0	3	0	1	2	0	3	3	2	3	1	1	3.0	3	6	Until I met Jack, I never knew that someone could be so confident and charismatic without being pretentious.	3
16	0	1	1	2	0	5	3	2	0	2	0	0	0	1	2	1	0	3.0	1	7	My eyes followed his neck until it disappeared into the shadows beyond the flickering torches.	3
15	2	0	1	2	0	2	3	2	0	3	0	0	0	2	2	1	0	5.0	2	4	Majority voted for it thus passed into the law which now binds us all.	3
36	1	2	4	2	1	6	5	4	0	8	0	0	1	7	4	3	0	8.0	7	13	The storm raged outside my window, making it impossible for me to focus, until the rain subsided, giving me the peace and quiet I needed to continue working late into the night.	3
26	2	2	3	1	2	6	2	2	0	6	0	0	0	2	3	3	0	5.0	2	7	The dog chased until it lost breath and fell, until its owner pulled back and shouted stop, then picked up the limp creature.	3
24	1	1	2	3	0	4	5	2	0	5	0	0	0	4	3	1	0	7.0	4	7	Her eyes locked onto mine, pulling me deeper into a night that threatened to become a maze of uncertainty until he arrived.	3
28	2	2	2	0	1	4	2	4	1	6	0	2	0	3	3	4	1	6.0	4	8	Until she realized the implications, Mary couldn't stop watching the footage and trying to understand the significance until she could no longer ignore the questions. 	3
24	3	1	0	2	3	5	1	3	0	5	0	0	0	2	2	2	0	5.0	2	8	The dog began to wag its tail with excitement and jumped up and down until finally the mailman gave in and gave the treat	3
23	0	2	0	2	1	4	3	4	0	5	0	2	0	3	5	0	0	6.0	3	6	It is raining and the car is stolen although the GPS shows that it drove into a river at the moment I arrive	4
32	0	2	3	3	0	6	6	3	0	5	0	3	1	5	5	2	0	5.0	5	21	The man stomped towards the car, cursing as he realized he had left his parrot in the garage, as he was certain it would embarrass him at work tomorrow.	4
27	4	2	3	1	0	4	4	2	0	5	0	1	0	1	4	1	3	4.0	4	12	When the elevator begins to rise, as it does so gradually, I suddenly remembered that I had left my parrot in the downstairs lobby.	4
22	3	1	1	1	0	4	3	2	0	4	0	0	2	1	3	3	2	3.0	3	11	Whenever anyone enters the dark forest at midnight to pick mushrooms they always hear the strange sound before they disappear forever.	4
29	2	2	2	3	1	5	3	4	0	4	0	2	1	2	3	1	1	3.0	3	9	When the elevator is going from the bottom floor to the top, exclaim that you lost your tarantula but confirm that it is somewhere in the elevator. 	4
36	3	2	3	2	0	5	6	3	0	7	0	2	3	6	4	3	0	7.0	6	13	I wish I had my favorite book, where I can immerse myself in a thrilling mystery while hiding from the monsoon rain pouring outside, as the stormy weather has left me trapped inside.	4
52	2	4	3	9	2	10	4	6	0	5	0	4	2	4	4	0	0	7.0	4	24	The man was arrested for driving under the influence after driving recklessly down the highway, but as he was being taken away in handcuffs, he claimed that he was not in control of his vehicle due to the presence of a large and mischievous elf hiding in the backseat.	4
34	4	2	3	2	0	7	1	6	1	4	0	2	2	3	3	4	0	4.0	3	16	Maria will cook the fish only when the water reaches the appropriate temperature, after she has carefully seasoned the fish with a proprietary blend of herbs, while simultaneously playing the violin.	4
44	6	3	4	4	0	6	4	5	0	6	0	4	1	5	4	1	0	9.0	5	10	The elephant majestically strolled into the circus, as though it had been performing there forever, despite the fact that it had only just walked in the door, carrying a tiny acrobat who was excitedly attempting to climb onto its back.	4
32	0	1	2	2	0	8	3	3	0	5	0	0	2	2	3	2	2	7.0	4	12	As you continue to study, you begin to notice the subtle nuances that distinguish the different varieties of trees / plants / fungi in the forest / jungle / desert.	4
35	3	0	3	4	0	6	5	4	0	4	0	4	2	1	3	2	0	4.0	1	17	Upon the discovery of the lost city deep within the jungle, it suddenly dawned on the adventurer that his map must have been drawing incorrect conclusions, hence it was leading him astray.	4
22	2	2	0	1	1	5	0	4	0	2	0	1	3	1	2	1	0	3.0	1	16	The cat's whiskers glistened ominously under the dim light as if sensing an impending storm but the dog was unfazed nonetheless	4
31	3	2	2	2	0	10	1	5	0	3	0	0	0	2	3	1	0	4.0	2	17	The ice skater whizzed through the spin as soon as she grasped the toe loop, until the music finally ended with a crash / thud / tumble / splat.	4
34	2	1	3	4	1	7	2	5	0	5	0	2	1	3	2	2	1	5.0	4	11	Whenever you hear the bell ring in the distance, remember that a train is passing by, so it is important to keep an eye out for any fallen debris or wildlife.	4
26	0	2	2	1	0	6	3	4	0	4	0	1	2	3	3	2	1	5.0	4	8	While enjoying my favorite dessert this evening, I heard someone mention that tomorrow is the last day to enter the contest before the deadline. 	4
37	4	2	2	3	1	9	3	4	0	4	0	1	4	2	3	2	1	4.0	3	13	While walking to work yesterday I saw an unexpectedly enormous bird eating a tiny mouse, but I soon realized that its long tail was actually just a giant piece of spinach from the smoothie shop.	4
25	5	2	2	2	1	4	1	2	0	3	1	1	1	1	2	0	1	4.0	2	16	When you are driving down the road at 90 miles and hour, as quickly as possible, suddenly realize that the brakes went out	4
51	4	3	1	2	1	7	5	5	3	10	0	2	3	6	5	2	0	11.0	6	9	Ms. Johnson was amazed to find that her grandmother could solve the mystery of the missing cookie jar as soon as she entered the house with the confident smile and the fluent English that her grandma used to speak before she suddenly lost / disappeared / relocated / passed away.	4
32	0	4	3	1	1	4	4	3	1	5	0	4	0	3	5	1	1	6.0	4	7	Because he hadn't studied for the test, Mary was worried that he would not pass, until she realized that she had misplaced the study guide and the notes.	4
35	3	1	1	3	1	10	2	3	0	5	1	2	0	2	3	1	0	5.0	2	15	The bakery owner was surprised when the delivery truck arrived with exactly three boxes of freshly baked croissants but discovered that all of them were missing their tops / bottoms / sides / handles.	4
24	2	0	0	1	0	5	3	4	1	6	1	0	0	3	3	3	2	7.0	5	12	Every time I see a picture of a cat riding a skateboard I start to cry remembering when I lost Max two years ago	4
36	2	4	1	5	0	6	5	4	0	6	0	2	0	4	4	2	1	5.0	5	12	As soon as I found the forgotten parcel beneath the seat, I realized that the contents might be of interest to the passenger beside me before asking to hold it for safekeeping until we landed	4
24	3	3	3	0	0	4	1	4	0	5	0	1	0	4	4	1	0	5.0	4	8	When the penguin swam away, as the seagulls screeched, exclaiming that it would lead the pod astray, until the divers arrive	4
30	2	1	4	4	0	7	4	2	0	4	0	0	2	1	2	0	1	4.0	2	16	As I stare intently into my crystal ball, the vision of my long-lost teddy bear appears, hovering ominously above the depths of my childhood nightmares.	4
26	2	1	3	3	0	4	4	3	0	3	0	1	2	1	3	1	1	4.0	2	14	As soon as we get to the hotel, after the long flight, I realize I've forgotten my favorite umbrella in the suitcase.	4
40	4	3	4	3	0	5	7	2	0	5	0	3	4	4	4	3	0	5.0	4	16	The tiger was majestically pacing towards its next victim, as soon as it could reach it, until it found itself atop a tall tree, exclaiming with great joy that it had finally achieved its next meal.	4
31	4	0	1	3	0	6	3	4	0	6	0	0	3	2	4	0	3	4.0	5	13	When I go hiking on the tallest mountain, whenever the weather changes I always look for the trail that winds through the dense pine tree forest to get there faster	4
30	4	2	3	2	1	2	4	1	0	7	0	2	0	4	3	1	2	6.0	6	8	When it rains, unless you're already inside, exclaim to your friend that you forgot to take the trash out and dash inside to escape being soaked.	4
27	4	1	2	3	1	6	2	3	0	4	0	0	0	2	4	0	0	4.0	2	12	The baby's crying subsides as soon as the mobile comes into sight, but it picks back up when the bird lands on its head.	4
26	4	2	2	1	0	4	3	3	0	3	0	2	1	0	3	2	2	4.0	2	12	If the storm doesn't pass soon, as soon as it hits the ground it will wipe away any signs of our hidden base.	4
35	3	0	5	4	2	5	7	1	0	4	0	1	3	0	3	2	1	6.0	1	11	Whenever I am in class, my best friend naps under the table, but occasionally she suddenly wakes up, scribbles something illegible on her notebook, and declares it her latest masterpiece.	4
29	3	4	4	1	1	2	5	1	0	6	0	2	0	3	5	0	1	5.0	4	7	As he went upstairs, the firework exploded outside, but before he could shout that he was hit, exclaiming loudly that someone ran over his cat.	4
23	1	1	1	2	0	5	2	2	0	5	0	1	0	3	2	1	0	6.0	3	6	The company's profits have plummeted since they failed to adapt their business model to keep up with the rapidly changing market.	4
33	1	1	3	3	0	6	5	3	0	4	0	0	7	2	3	3	1	5.0	3	9	While wandering the woodsy trails, you suddenly discovered hidden in a hollow log a peculiar small winged creature, which upon your closest observation, it flapped its eyelids with exceptional excitement	4
39	1	3	3	4	1	6	7	3	1	7	0	1	0	4	5	2	1	6.0	5	14	As the plane soars over the ocean, I realize that I left my camera on the flight attendant's desk, and wonder if she will remember to return it to me when we land in Tokyo.	4
30	2	2	2	0	1	4	3	2	1	8	0	2	1	6	6	0	1	6.0	7	9	When Sarah walked outside, the clouds seemed to darken as though they knew her arrival signaled a storm was brewing and its raindrops were anxious to begin falling.	4
26	2	2	2	3	0	6	2	3	0	2	0	1	3	1	2	1	1	4.0	2	12	While enjoying a cold glass of white wine at the seaside, I exclaimed loudly that my pet tarantula was somewhere within the crumbling piers.	4
42	3	2	3	5	3	8	3	3	0	6	0	3	2	2	4	1	2	7.0	4	17	After the storm, just as we were about to go to work, we woke up and found that the river had flooded through our village causing incalculable damage to property and crops but luckily no human life was lost.	4
29	1	1	2	5	1	7	2	5	0	4	0	0	1	0	3	0	2	3.0	2	17	As I walk through the forest at night, when the moon hides behind the leaves, my shadow transforms into a mythical creature and disappears into the fog	4
32	3	1	4	3	1	4	3	3	0	3	0	3	2	2	2	0	1	5.0	3	9	When the cheetah is racing towards its prey, simultaneously, it is necessary to remember that it can run faster than a man, but not longer than a gazelle.	4
68	7	4	6	5	2	6	11	3	0	14	0	4	2	11	9	4	1	10.0	12	25	When I saw the cat, at first, I had to ask myself where did this fluffy bundle of joy come from, but once I was done pondering its strange reemergence, I knew I had to take care of it, even if it was just temporarily as I tried to determine whether it was lost or just looking for a place to rest.	4
29	1	4	2	2	0	6	0	5	0	4	0	2	3	3	3	1	0	5.0	3	9	The librarian assured the young scholar that a thorough search was conducted, although the volumes on the shelves were arranged in complete disarray as if thrown haphazardly.	4
24	5	1	4	1	0	2	2	0	1	3	2	1	0	0	3	1	2	6.0	2	17	"As soon as Sarah realized she had accidentally bought two concert tickets instead of one, she quickly exclaimed, ""Oh no! Where did I even put that extra ticket?!"""	4
42	7	1	3	3	1	7	5	5	0	6	0	3	0	2	5	1	3	5.0	5	18	When the cat is sleeping next to the radiator, as soon as the fire starts crackling in the hearth, suddenly realize you cannot find your winter coat but you know it was near you just a moment ago.	4
47	4	1	9	3	2	12	5	3	0	5	0	0	2	3	3	3	0	6.0	3	29	The baby's laughter fills the room, sub ordinately as she chases after her toy car, exclaiming 'car, car, fast as lightning', yet her little feet move sluggishly, revealing the discrepancy between her imagination and her actual capabilities.	4
21	2	0	3	1	0	3	3	2	1	3	0	1	0	0	2	2	2	4.0	2	13	When her boss called to remind her about the presentation this afternoon, Sally couldn't remember where she ______________. 	4
27	3	1	2	2	1	4	4	1	1	4	0	2	2	1	3	1	1	4.0	2	9	When her boss complimented Maria on her excellent work performance, she smiled quietly and wondered whether she would be eligible for that coveted promotion soon.	4
34	1	2	3	1	1	3	7	1	0	8	0	3	1	5	4	3	2	6.0	7	9	Upon realizing I was in the wrong meeting, I rushed to exit but discovered I couldn't locate my wallet, leading me to exclaim aloud that I had lost my passport.	4
31	3	2	2	5	0	6	2	5	0	3	0	2	1	2	3	1	1	3.0	3	12	When the elevator was moving at breakneck speeds towards the ground, suddenly it felt like being in the belly of an asteroid as the gravity pulled me down unrelentingly. 	4
37	5	2	4	3	1	4	5	3	0	6	0	2	0	5	5	1	0	5.0	5	31	The monkey looked at the pile of bananas, thinking that maybe he had left it somewhere in the zoo, but as soon as he realized it was not there, he began to cry.	4
