n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NUM_constraint
22	0	0	4	3	1	5	0	3	0	2	4	0	0	1	1	1	0	5.0	1	8	The cat sat on the tree for 3 hours, chasing squirrels at 2:00, 4:00, and 6:00 every day.	4
10	0	0	2	1	0	2	0	0	1	0	4	0	0	0	0	0	0	2.0	0	9	June 20, 2022, 1:50 pm to 1:50 am	4
14	0	0	3	2	0	3	0	1	1	0	4	0	0	0	0	0	0	3.0	0	8	THE MORNING OF JULY 17, 2019, 6:00 AM TOWARDS 6:00 PM.	4
13	0	0	1	2	1	4	0	1	0	2	2	0	0	0	1	0	0	3.0	0	5	The baseball game began at 8:05 PM and ended at 10:17 PM.	4
2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1.0	0	1	28.08.22 11:12:58	4
18	1	0	3	4	0	3	0	2	1	1	3	0	0	0	1	0	0	3.0	0	14	The train pulled out of the station on July 23, 2018, at precisely 11:11 a.m.	4
18	0	0	3	3	0	4	0	1	1	1	3	2	0	0	1	0	0	2.0	0	12	The party will be held on June 10th, 2023, from 6:00 PM to 10:00 PM.	4
12	0	0	1	1	0	3	0	2	0	2	1	1	0	1	1	1	0	4.0	1	3	The teacher assigned 125 questions to be completed by the students.	4
4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1.0	0	3	1524 783 925 372	4
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0	0	21324	4
12	0	0	1	2	1	3	0	1	0	2	2	0	0	0	1	0	0	3.0	0	5	The concert started at 8 pm and lasted until 12 am.	4
13	0	0	2	2	0	2	1	0	1	0	2	2	1	0	1	0	0	3.0	0	8	It will be ready on April 23rd, 2023 at 11:45 a.m.	4
15	0	0	3	3	0	2	1	0	1	0	4	1	0	0	1	0	0	2.0	0	10	It was on December 17, 2002, from 9:45 p.m. to 11:45 p.m.	4
10	0	0	2	1	0	0	1	0	1	1	3	1	0	0	1	1	0	2.0	0	4	He will turn 30 on December 13, 2023.	4
12	0	0	2	0	0	2	0	0	2	0	6	0	0	0	0	0	0	3.0	0	9	July 27, 2018 August 15, 2023 3:15 pm 12 degree	4
13	0	0	1	3	0	4	0	2	0	1	1	0	1	0	1	0	0	3.0	0	7	The cat curled up on the bed at 3:15 AM last night.	4
23	0	0	5	4	0	3	0	1	2	1	6	1	0	0	1	0	0	3.0	0	18	The concert will last from June 12, 2005, at 2:00 PM to June 12, 2005, at 2:00 AM.	4
14	1	0	1	2	1	4	0	1	0	1	2	1	0	0	1	0	0	4.0	0	4	The concert will start promptly at 8:00 PM and end at 10:00 PM.	4
19	2	0	1	2	2	4	0	1	0	2	4	1	0	0	1	0	0	4.0	0	8	The train was projected to departure at precisely 10:12:37 and arrive 8 hours later or 6:12:37 am.	4
14	0	0	1	2	1	4	0	1	0	2	2	1	0	0	1	0	0	3.0	0	6	The train will depart tomorrow at 10:45 AM and arrive at 2:17 PM.	4
14	0	0	4	0	1	2	0	0	1	0	5	0	0	0	0	0	0	3.0	0	11	22 March 2019, 10 am, 27 minutes, and $159.00.	4
21	0	0	2	2	0	0	0	2	9	1	4	0	0	0	1	1	0	4.0	0	13	The New York Knicks defeated the Toronto Raptors 123-118 at Madison Square Garden on January 20, 2006.	6
21	0	0	7	0	0	3	0	0	6	0	4	0	0	0	0	0	0	4.0	0	20	Riley Blackburn CB&T Holdings, Inc. - Accounting Dept. Riley.Blackburn@CBandT.com (555) 019-0199 Office, (555) 019-0198 Fax	6
13	0	0	3	0	0	0	0	0	8	0	0	0	2	0	0	0	0	4.0	0	11	Ms. Elizabeth Coulter-Williams Federal Express Corporation - International Shipping Services. Tel: 555-0191 ext. 327. Fax: 555-0191 ext. 337. email: ecoulter-williams@fedex.com.	6
13	0	0	3	0	0	2	0	1	2	1	1	1	1	0	1	0	0	3.0	0	6	The new employee, Alexis Rodriguez, was issued badge #1947.	6
7	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	3.0	0	6	John Wilson McConnell AF Base Scheduler McConnellAF Base Scheduler jwmcca1@us.af.mil (316) 759-3039 Office (316) 759-4439 Fax	6
28	0	0	9	0	0	2	0	0	8	0	6	0	2	0	1	0	0	3.0	0	22	Sarah Smith ABC Financial Solutions Ltd, 150-158 Main Street, Anytown USA, tel (123) 456-7890, fax (987) 654-3210.	6
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0	0	7344228902	6
34	0	0	11	0	1	2	0	0	13	0	6	0	1	0	0	0	0	3.0	0	28	Mandy Smith Johnson Johnson and Johnson Health Products, Inc., 3550 Third Avenue, 12th Floor, Seattle, WA 98121; P (206) 654-1774 F (206) 654-0357.	6
22	0	0	2	0	0	0	0	0	12	0	7	0	0	0	0	0	0	3.0	0	21	Abigail Smith Brown University Physics Department 301 Science Library 2715 Campus Center 300 Providence RI 02903–2715 (401) 863-3321  Are you ready to generate another sentence with 6 numerals? Just let me know. 	6
7	0	0	1	0	0	0	0	0	3	0	2	0	1	0	0	0	0	1.0	0	4	648 Main Street, Anytown USA 12345  Please provide a new instruction if you would like me to generate another sentence with 6 numerals. 	6
8	0	0	1	0	0	0	0	0	6	0	0	0	1	0	0	0	0	2.0	0	7	Sally J. Borders Mitsubishi Electronic Materials, Inc	6
18	0	0	1	2	1	3	0	2	2	2	2	0	1	0	1	2	0	4.0	0	10	The Smiths purchased a property on Main Street for  $249,000 and paid $15,000  closing costs.	6
13	0	0	2	0	0	1	0	0	8	0	2	0	0	0	0	0	0	2.0	0	11	Sarah Smith Johnson Clinic Tower Suite H-305 Tulsa, Oklahoma 74106-3037 918.631.5500.	6
23	0	0	5	0	0	4	0	0	8	0	4	0	1	0	0	0	0	3.0	0	19	Stacy Jackson Brown Sonya Media Works - Creative Arts Building - Suite 201 Stacy.Jackson@sonyamediaworks.com (310)555-0123 Cell (310)555-4567 Office (310)555-7890 Fax	6
21	0	0	5	0	0	0	0	0	11	0	5	0	0	0	0	0	0	3.0	0	20	Robert Smith Wells Fargo Bank, N.A. 5555 Westheimer Road, Suite 1000 Houston, TX 77005 (713) 861-9000	6
31	0	0	7	0	0	3	0	1	11	0	7	1	1	0	1	0	0	4.0	0	26	The answer is... Dr. Sophia Thompson Smithson University - Institutional Research Center Suite 2011 Mailstop 4107 Smithson, Ava 24505 (540) 568-4344 Phone (540) 568-4345 Fax	6
25	0	0	8	0	0	5	0	0	6	0	6	0	0	0	0	0	0	3.0	0	24	Samantha Thompson Hydrospace Solutions, Inc. - Research Projects Sam.Thompson@hydrospacesolutions.net (561) 338-9274 Office (561) 493-3743 Fax (561) 233-3032 Pager	6
3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1.0	0	2	Jenny Smith 8597098475	6
10	0	0	2	0	0	0	0	0	5	0	1	0	1	0	0	0	0	2.0	0	9	Jerry Johnson Spaceworks, LLC - Interplanetary Exploration Jerry.Johnson@spaceworks.net 913-454-0129	6
14	0	0	3	0	0	0	0	0	7	0	4	0	0	0	0	0	0	3.0	0	13	Nancy C. Johnson 3456 Maplewood Ct. Dallas, TX 75056 (214) 327-4536	6
27	0	0	8	0	0	3	0	0	7	0	8	0	1	0	0	0	0	3.0	0	26	Beverly R. Hicks, III 2000 Main Street, Anytown USA 12345 (555) 123-4567 Office (555) 789-0123 Fax (555) 345-6789 Pager	6
24	0	0	8	0	0	2	0	0	10	0	4	0	0	0	0	0	0	3.0	0	20	Stacy Wilson Johnson JohnsonNet Inc. 2323 Westwood Dr, Dallas, Texas, USA, 75074 Phone: 214-357-1057, Fax: 214-357-1062.	6
9	0	0	4	0	0	0	0	0	3	0	2	0	0	0	0	0	0	2.0	0	7	Jonathon J. Johnson, (713) 853-1209.	6
18	0	0	3	0	0	3	0	0	7	0	5	0	0	0	0	0	0	3.0	0	17	Jared Crawford HR Coordinator 121 West Street Suite 1000 New York, NY 10282 (212) 355-0344	6
8	0	0	2	0	0	0	0	0	5	0	1	0	0	0	0	0	0	1.0	0	6	Melanie L. Burroughs, R. Ac. 530-288-4206.	6
29	0	0	9	0	0	3	0	0	11	0	5	0	1	0	0	0	0	3.0	0	28	Lilia R. Martineau, (Phone: 703-878-9737) Director Corporate Development, AcME InC, TY 00542, 9255 Waverly Drive Suite 200, Rockville, MD 20850	6
13	0	0	3	0	0	0	0	0	6	0	4	0	0	0	0	0	0	2.0	0	12	John Smith 22 Oak Street Anytown, USA 12345 (123) 456-7890	6
18	1	0	1	2	2	4	0	2	0	0	4	1	1	0	1	0	0	4.0	0	10	The number of stars in the solar system is approximately one hundred and eleven billion, and growing	6
14	0	0	3	0	1	5	0	1	0	1	3	0	0	0	1	1	0	3.0	0	7	The delivery truck had four wheels, three doors, and two axles.	6
16	0	0	5	0	0	3	0	0	2	0	5	0	0	0	0	0	0	3.0	0	10	Jack Nelson 540-933-2317 x245 Cell (540) 803-0037                     jackn@virginiaeye.com Fax: (540) 933-2324	6
22	0	0	6	0	0	2	0	0	9	0	4	0	1	0	0	0	0	3.0	0	20	Joe Hennessy Wachovia Bank, NA 3101 East 9th Street Cleveland, OH 44106-2301 216-241-5680 (phone) 216-241-7777 (fax)	6
44	0	1	6	5	1	7	0	3	3	5	6	2	1	4	2	0	0	8.0	4	10	The salesman's commission will be calculated based on the formula 20% of the total amount sold between 28 and 35 thousand units, as agreed in (mailto:jason.smith@safelight.com) Jason Smith' safety contract signed on March 21, 2003. 	6
12	0	0	3	0	1	0	0	0	7	0	0	0	1	0	0	0	0	2.0	0	10	Kenneth Diller Smith & Company - Global Business Solutions, LLC. 1201 Orange Street Suite 1500, South, Wilmington, Delaware 19801-3243. Telephone: (302) 543-3530 Fax: (302) 543-3533 email: Kennet.Diller55@GlobalBizzSolutionsmail.com	6
15	0	0	4	0	1	1	0	0	6	0	3	0	0	0	0	0	0	2.0	0	12	Miranda Jackson Smith Brown & Associates, P.A. (800) 567-7390 ext. 104.	6
14	0	0	2	0	0	0	0	0	6	0	4	0	1	0	0	0	0	3.0	0	13	John Smith jsmith420@email.com 420 East Main St Anytown USA 56789 (555) 123-4567	6
26	0	0	8	0	0	3	0	0	7	0	6	0	1	0	0	0	0	3.0	0	25	Sarah Jameson Jaguar Car Works, Inc. - Global Inventions Saraj.Jameson@jaguar.com (703) 555-1234 Cellular (703) 676-0789 Office (703) 799-2345 Fax	6
9	0	0	0	0	0	1	0	0	5	0	3	0	0	0	0	0	0	2.0	0	6	17892 10th St Apt 3B San Francisco CA 94127 	6
20	0	0	6	0	0	1	0	0	7	0	5	0	1	0	0	0	0	4.0	0	19	Emma Jones Home address: 44 Main Street, Apt 202, Greenfield, MA 01301 (413) 475-7573	6
15	0	0	1	3	0	5	0	2	0	1	1	1	1	0	1	1	0	4.0	0	10	The company will accept returns within sixty days of delivery for a full refund.	6
30	0	0	8	0	0	4	0	0	10	0	6	0	1	0	0	0	0	3.0	0	27	Stacy LeFebvre Johnson Standard Process Corporation 200 Progress Parkway, Saint Francis, WI 53235-3798 Phone (414) 318-0400; Fax (414) 318-0411 E Mail: stacy.johnson@standardprocess.com	6
14	0	0	2	1	1	2	0	1	1	2	2	1	0	0	1	0	0	4.0	0	3	The order was processed and shipped in 20 minutes, UPS #754321414209.	6
23	0	0	8	0	1	2	0	0	8	0	4	0	0	0	0	0	0	4.0	0	17	Ashley Simmons Johnson Enterprises, LLC - Sales and Marketing Department P: (800) 347-7777 F: (800) 347-7778	6
27	0	0	8	0	0	3	0	0	9	0	6	0	0	0	0	0	0	3.0	0	26	John McKecknie Smith Johnson Cumberbatch Enterprises, LLC - Business Development John.McKecknieSmithJohnson@jce.com (703) 854-0642 Office (703) 636-2579 Fax (703) 730-0784 Pager	6
24	0	0	6	1	0	2	0	0	9	0	6	0	0	0	0	0	0	3.0	0	23	Riley Rios, PhD University of California 1450 Addison Avenue Berkeley, CA 94705-2315 (510) 643-7711 Office (510) 642-3069 Fax	6
11	0	0	1	1	0	4	0	1	0	1	2	0	1	0	1	1	0	3.0	0	7	The salesperson earned six hundred dollars in commission last quarter.	6
20	0	0	5	0	0	2	0	0	6	0	6	0	1	0	0	0	0	3.0	0	19	John Taylor 1128 West 12th Street Cleveland, OH 44113-4305 (216) 881-4567 Cell (216) 771-1234 Work	6
15	0	0	4	0	1	0	0	0	5	0	3	0	2	0	0	0	0	3.0	0	14	Sarah Taylor Johnson & Johnson Medical - New Jersey - 08830 (732) 544-0303	6
6	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	1.0	0	3	850 Main Street Anytown USA 12345-6789	6
30	0	0	9	0	0	3	0	0	9	0	7	0	1	0	0	0	0	3.0	0	27	Sandra Garcia Johnson Global Communications, Inc. 5800 Westview Drive, suite 150 Irving, Texas 75038 (972) 753-1155;Fax: (972) 753-1158 Email: sandra.johnson@global-comm.com	6
11	0	0	1	1	0	3	0	1	1	1	2	0	1	0	1	1	0	3.0	0	7	The Smiths invested four hundred dollars on software last week.	6
