n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	ADV_constraint
21	1	0	7	1	1	7	0	1	1	1	0	0	1	0	1	1	0	3.0	0	15	With enthusiasm, excitement, optimism, passion, energy, and focus, Maria confidently approached the new challenge.	6
8	1	0	1	1	0	2	0	2	0	1	0	0	0	0	1	0	0	2.0	0	4	The sun sets slowly over the horizon. (Note: Adverbs in this sentence are slowly, over, and horizon.)	6
10	2	0	5	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2.0	0	5	 swiftly, soaring, gracefully, and picturesque.)	6
18	6	0	6	1	1	1	0	1	1	1	0	0	0	0	1	0	0	2.0	0	15	Susie walked slowly, quietly, rapidly, gracefully, confidently, and beautifully into the room.	6
10	2	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	Adverbally, the cat gracefully purred through the soft grass	6
11	5	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	2.0	0	8	She walked rapidly quickly silently gracefully carefully through the woods.	6
13	2	0	2	2	0	2	0	1	1	3	0	0	0	1	1	0	0	3.0	1	7	Lisa raced quickly through the forest, gracefully leaping over fallen trees.	6
20	1	0	2	2	1	4	0	3	0	4	0	0	3	1	1	0	0	4.0	1	11	The exhausted hiker collapsed on the steep slope beneath the scorching desert sun, feeling exasperated and utterly defeated. 	6
7	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	2.0	0	4	Cathy sped dangerously along dark highways.	6
11	3	0	1	1	0	1	1	1	0	1	0	0	2	0	1	0	0	2.0	0	6	She gracefully quickly ran rapidly across the beautiful green field.	6
16	2	1	1	1	0	3	2	1	1	2	0	0	1	1	2	1	0	3.0	1	9	The cat purred contentedly on Steve's lap while he vigorously stroked its soft fur.	6
21	1	0	1	3	1	6	1	3	0	2	0	0	3	0	2	1	0	4.0	0	9	The clever dog rapidly chased the quick squirrel up the large tree with excitement and fear racing through its mind.	6
13	2	0	2	2	0	2	0	1	1	2	0	0	1	0	1	0	1	3.0	1	9	Running swiftly down the steep slope, Maria gracefully jumped with excitement.	6
16	3	0	1	2	0	4	0	2	0	1	0	0	3	0	1	0	0	2.0	0	10	The tired hiker slowly trudged wearily uphill through dense woods under the bright morning sun.	6
14	3	0	1	1	0	2	0	2	1	2	0	0	2	1	1	1	0	3.0	1	8	Susan walked briskly rapidly through the dense forest finally reaching the beautiful waterfall.	6
16	1	0	1	3	1	4	0	2	1	1	0	0	2	0	1	0	0	3.0	0	13	Adrian pedaled quickly down the steep hill with exuberance and excitement at an incredible speed.	6
8	2	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1.0	0	6	 angry, swiftly, dark, furiously)	6
10	2	0	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	3.0	0	7	She spoke loudly and clearly across the crowded room.	6
14	6	0	5	0	1	0	1	0	0	1	0	0	0	0	1	0	0	3.0	0	8	She walked home rapidly, silently, gracefully, swiftly, and quietly.	6
21	1	0	2	4	0	6	1	3	1	2	0	0	1	1	2	0	0	5.0	1	6	Braden drove recklessly down the winding mountain road, the sun setting behind him in a fiery explosion of color.	6
17	5	0	1	2	1	2	2	1	0	2	0	0	0	1	1	0	0	3.0	1	9	She quickly walked rapidly across the street loudly and confidently to arrive promptly at her destination.	6
10	2	0	1	1	1	2	0	2	0	1	0	0	0	0	1	0	0	3.0	0	6	The cat purred swiftly and silently around the house.	6
16	4	0	3	1	0	2	0	2	1	2	0	0	1	1	1	1	0	3.0	1	10	Liz ran quickly down the hill gracefully, fearlessly, quietly enjoying the warm sunset.	6
24	4	0	2	3	1	5	2	4	0	2	0	0	1	0	2	2	0	3.0	0	11	Luckily, the chef deftly choipped the onions skillfully with a gleam in his eye and presented them artistically on a golden platter.	6
10	1	0	1	1	0	3	0	2	0	1	0	0	1	0	1	0	0	2.0	0	5	The angry dragon swooped majestically across the moonlit plain.	6
17	2	0	1	3	0	4	0	4	0	2	0	0	1	1	2	0	0	3.0	1	9	The sun set majestically in the sky with a warm breeze blowing gently across the grass.	6
18	2	0	2	2	0	3	2	2	0	2	0	0	2	1	2	1	0	4.0	1	5	The delicious pizza arrived quickly at the hungry customers', who eagerly devoured it in seconds.	6
31	3	0	3	3	2	7	0	4	1	4	0	0	4	2	1	2	0	4.0	2	19	Lily raced quickly down the steep mountain path, carefully avoiding the loose rocks and muddy patches, and finally reached the beautiful waterfall at the bottom, panting with exhaustion	6
12	2	1	1	1	0	2	1	2	0	2	0	0	0	1	2	0	0	3.0	1	4	The cat purred contentedly as it napped soundly in the sun.	6
20	2	1	2	2	0	4	0	3	1	3	0	0	2	1	1	1	1	3.0	2	9	Running swiftly along the moonlit path, Lola quietly slipped into the dark cave without making a single sound.	6
11	3	0	1	1	0	2	0	2	0	1	0	0	1	0	1	0	0	2.0	0	7	The car drove quickly silently carefully down the steep mountain.	6
20	0	0	6	2	1	8	0	2	0	1	0	0	0	0	1	0	0	3.0	0	11	The storm raged through the forest with ferocity, violence, fury, speed, might, and power.	6
21	2	0	1	3	0	4	1	3	0	2	1	0	4	1	1	1	0	4.0	1	6	The clever cat quickly crossed the noisy room, accidentally knocking over the tiny table with one of its slender paws	6
16	1	0	2	3	0	4	1	1	1	1	0	0	2	0	1	0	0	5.0	0	7	Lena ran rapidly round the rubgy field with exuberance, excitement evident on her face.	6
10	1	0	1	1	0	3	0	2	0	1	0	0	1	0	1	0	0	2.0	0	4	The speeding car quickly careened around the sharp curve.	6
8	2	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1.0	0	6	 gracefully, quickly, winding, trail)	6
19	3	0	4	2	0	2	1	2	0	1	0	0	4	0	1	0	0	3.0	0	7	Amazingly speedily, she swam rapidly across the calm, cool lake in the soft, warm sunshine.	6
12	1	0	1	2	0	3	0	2	0	1	0	0	2	0	1	0	0	2.0	0	6	The clever cat quickly crept through the dark doorway with caution.	6
29	4	0	4	2	2	5	1	4	0	5	0	1	1	2	2	2	1	5.0	3	9	The teacher, rapidly writing notes on the blackboard, lectured loudly and enthusiastically to the rapt students, ensuring they were entirely focused and understood each lesson.	6
18	3	0	2	3	0	4	0	3	0	2	0	0	1	1	1	0	0	4.0	1	7	The adventurer boldly crept fearfully through the dark forest, listening intently for any signs of danger. (6 adverbs)	6
20	2	0	2	3	2	4	0	2	1	2	0	0	2	1	1	0	0	4.0	1	10	John walked rapidly down the street with excitement and anticipation, feeling confident and hopeful for the evening ahead.	6
18	6	0	6	1	1	1	0	1	1	1	0	0	0	0	1	0	0	2.0	0	15	Jenny danced elegantly, gracefully, swiftly, skillfully, quickly, and silently across the stage.	6
17	1	0	2	2	0	4	1	2	1	1	0	0	3	0	1	1	0	2.0	0	14	Jamie rode his bicycle rapidly up the steep mountain road amidst the bright, clear sunshine.	6
15	0	0	3	2	0	3	0	2	1	2	0	0	1	1	1	0	0	3.0	1	6	Adam, a bright student, hurried to school to participate in the competition.	6
16	4	0	1	1	0	2	2	1	0	3	0	0	1	2	1	1	0	4.0	2	7	She quickly walked slowly down the busy sidewalk rapidly bending to tie her shoe quietly.	6
14	4	1	2	0	0	1	0	1	1	2	0	0	2	1	1	1	0	5.0	1	6	Carefully creatively cried Claire, completely confident as the clear sky cloudlessly cleared. (Note: Each adverb is used only once in this sentence).	6
18	2	0	1	3	0	4	2	1	1	2	0	0	2	1	2	0	0	3.0	1	11	Adriana sprints rapidly toward the riverbank with surprising swiftness, her heart racing unevenly underneath her athletic shirt	6
14	1	0	7	0	1	2	0	0	0	1	0	0	2	0	0	0	0	2.0	0	11	 delicate, butterfly, fluttered, nervously, vibrant, and midst.)	6
9	6	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1.0	0	6	Melissa spoke loudly slowly gently nervously quickly anxiously. 	6
