n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NUM_constraint
17	0	0	1	3	1	4	0	2	2	3	1	0	0	1	1	0	0	4.0	1	10	The car drove along the highway with license plates numbered 7849234 and registered to John Doe.	6
12	0	0	1	2	0	4	0	2	0	1	2	0	0	0	1	1	0	2.0	0	8	The cat ate 3 mice in the garden at 5 PM.	6
23	1	1	1	2	1	6	1	3	0	4	2	0	1	2	2	2	0	6.0	2	7	The train conductor counted sixty passengers on the train and made sure only six paid their fares before continuing down the tracks.	6
26	0	0	3	0	1	4	1	2	1	1	10	1	2	1	2	1	0	3.0	1	17	Nine hundred seventy-three thousand five hundred twenty-seven dollars and fifty cents was the exact amount I owed the IRS last year.	6
20	0	0	2	1	1	5	0	0	5	2	1	0	2	1	1	1	0	5.0	1	4	2018's top selling albums featured six-digit earnings from various artists including Ed Sheeran and Taylor Swift.	6
13	0	0	1	2	0	4	0	3	0	1	1	0	1	0	1	2	0	3.0	0	6	Six cats chased the rabbit up the tallest tree in the forest. (1, 2, 3, 4, 5, 6)	6
9	0	0	1	1	0	3	0	2	0	1	1	0	0	0	1	1	0	2.0	0	5	The dog chased six rabbits through the forest.	6
14	1	0	1	1	1	4	0	2	0	2	2	0	0	0	1	2	0	3.0	0	5	The cat ate 3 mice and then counted 24 birds in the tree.	6
11	0	0	1	2	0	4	0	1	0	1	1	0	1	0	1	1	0	3.0	0	5	The monkey climbed six trees in sixth hour of day.	6
9	1	0	1	1	0	2	0	1	0	1	1	1	0	0	1	0	1	4.0	1	6	The number of birds flying overhead was 27,348.	6
13	0	0	1	2	0	4	0	2	0	1	2	0	1	0	1	1	0	2.0	0	9	The cat chased 3 mice across 2 fields under a hot sun.	6
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0	0	17599862773042859987604854175042704279847654207550357789427847899827478909478597435427498765977490487597678357877487748875978774788974877887897488787997897497549049875977735498777773578759777354987777	6
14	1	0	1	1	0	4	1	2	0	2	2	0	0	1	2	2	0	3.0	1	8	The cat chased 3 rabbits to the park where they ate 2 sandwiches.	6
9	0	0	1	1	0	3	0	0	0	1	2	0	1	0	1	1	0	2.0	0	4	Six delightful dinosaurs digged six dens during sundown. (15 words)	6
20	0	0	3	3	0	4	0	4	0	2	2	0	2	0	1	0	0	4.0	0	12	The cat purred at the three mice in the four-pawed position, ready for the fifth pounce.	6
9	0	0	1	1	0	2	0	1	0	2	1	0	1	0	1	0	0	2.0	0	4	Six trendy tourists trekked through the bustling city.	6
13	1	0	1	2	0	4	0	2	0	1	1	1	0	0	1	0	0	2.0	0	7	6 apples are currently sitting in the basket on the kitchen table.	6
8	0	0	0	1	0	2	0	1	1	1	0	0	2	0	1	1	0	2.0	0	5	A penguin polished its6 smooth feathers in Antarctica	6
11	0	0	1	1	0	3	0	2	0	2	1	0	1	1	1	1	0	4.0	1	3	Sixty flowers filled the small vase placed on the table. (10 words)	6
6	0	0	0	1	0	2	0	0	0	1	2	0	0	0	1	0	0	2.0	0	3	Six elephants stood upon three lions	6
9	0	0	1	1	0	3	0	1	0	1	2	0	0	0	1	1	0	2.0	0	5	Six dogs chased three cats across the park.	6
15	1	0	1	4	0	4	0	1	0	1	3	0	0	0	1	0	0	3.0	0	11	The car accelerated from 0 to 60 miles per hour in just 3 seconds.	6
10	0	0	1	1	0	2	1	1	0	2	1	0	0	1	1	1	0	3.0	1	5	63295710 came to the bank to deposit his check.	6
17	0	0	1	2	0	4	1	2	0	2	3	0	1	1	2	0	0	4.0	1	7	The cat sat on 3 dog's 2 red balls that rolled down the 5 stairs.	6
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0	0	123456	6
13	1	0	1	2	0	6	0	1	0	1	1	0	0	0	1	0	0	3.0	0	7	666 pounds of luggage weighed heavily on the baggage claim conveyor belt.	6
20	0	0	1	3	0	4	0	3	0	2	1	0	5	1	1	0	0	4.0	1	6	The quick brown fox jumps over six lazy dogs to get to the juicy bone on the sixth tree.	6
17	1	0	2	2	1	4	1	2	0	2	2	0	0	0	2	1	0	4.0	0	7	The cat fed 3 dogs, and together they counted to 27 rabbits in the yard.	6
9	0	0	1	1	0	3	0	2	0	1	1	0	0	0	1	1	0	2.0	0	5	The cat chased six mice across the yard. (1, 2, 3, 4, 5, 6)	6
21	0	0	2	3	0	5	1	2	0	3	3	1	0	2	2	1	0	7.0	2	4	The company has 10 orders, with a total of 25 products that need to be delivered to 5 customers.	6
7	0	0	1	1	0	2	0	1	0	1	1	0	0	0	1	0	0	2.0	0	3	Six cars drove down the street.	6
16	0	1	2	1	0	4	1	2	0	3	1	0	1	2	2	1	0	3.0	2	6	The car raced down the winding road, passing three other vehicles as it went. (6 words)	6
21	1	1	2	2	0	5	2	1	0	4	1	0	1	2	2	0	0	5.0	2	6	Six students sat in a classroom, eagerly waiting for their teacher to arrive with their weekly exam graded papers.	6
22	0	0	4	2	1	4	0	0	1	1	7	1	0	0	2	0	0	3.0	0	10	Two thousand six hundred and fifty-three (2653) dollars was taken from John's bank account by accident.	6
9	1	0	1	1	0	2	1	0	0	1	2	0	0	0	1	1	0	2.0	0	5	Six friends shared six pizzas equally among themselves.	6
15	0	0	1	2	0	4	0	3	0	0	2	1	0	0	1	0	0	3.0	0	7	The cost of the item was $14.53 with a $2.50 shipping fee.	6
12	0	0	3	1	0	3	0	1	1	1	2	0	0	0	1	1	0	2.0	0	8	The cat ate 6 mice on Monday. (1 sentence) 	6
10	0	0	1	1	0	3	0	1	0	1	2	0	1	0	1	1	0	2.0	0	6	The dog chased six squirrels up six big trees.	6
17	1	0	2	1	1	4	1	1	1	2	3	0	0	1	2	1	0	5.0	1	5	Sarah walked 3 miles to the park, where she fed 4 ducks and 5 squirrels.	6
11	0	0	1	2	0	3	0	1	0	1	2	1	0	0	1	0	0	2.0	0	6	The train will depart from platform 3 at 8:12 am.	6
19	0	0	6	1	1	2	0	1	0	2	6	0	0	1	1	1	0	4.0	1	11	The train cars sped by numbered 17, 23, 39, 45, 51, and 57.	6
10	1	0	1	1	0	3	1	1	0	1	1	0	0	0	1	1	0	3.0	0	3	137 citizens eagerly await the arrival of their leader. (Please note: It is not possible or practical to generate an accurate sentence with the required number of numerals without knowing the context in which the numerals are being used.)	6
9	0	0	1	0	0	2	0	0	2	1	1	0	1	0	1	1	0	3.0	0	5	Sixty people attended John's party last Saturday.	6
17	0	0	5	1	1	3	0	1	0	1	2	0	3	0	1	0	0	4.0	0	13	The sunset consisted of six orange, pink, and purple hues. (10 words)	6
11	0	0	1	0	1	3	0	1	0	1	2	0	2	0	1	1	0	3.0	0	4	The cat had 3 grey mittens and 3 green socks. (6 numerals included: 3, 3, 6)	6
9	0	0	1	0	1	3	0	1	0	1	1	0	1	0	1	1	0	3.0	0	3	The car had 6 new wheels and tires.	6
9	0	0	1	1	0	2	0	1	1	1	1	1	0	0	1	1	0	2.0	0	4	The company will ship 6 packages on Monday.	6
