n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PRON_constraint
13	0	0	1	1	0	1	7	1	1	1	0	0	0	0	2	3	0	2.0	0	10	I love him them her they their us with a grande latte.	7
23	0	0	7	1	1	3	7	2	0	2	0	0	0	1	1	1	0	4.0	1	13	The team gathered around the conference table comprising she, he, they, me, him, us, and them.	7
31	1	1	5	1	3	4	3	4	1	3	0	1	4	1	4	1	0	4.0	1	21	Jesus, the teacher, spoke to us after the students left the building, and their words were loud and clear, so we all felt relieved and happy. 	7
10	0	0	5	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1.0	0	8	 Melvin, Joanie, him, her, she)	7
50	1	0	8	6	0	9	13	4	0	7	0	1	1	2	7	3	0	6.0	2	25	She walked him into the building, they exchanged a few words, him laughing at her remark, her turning to her friends, them eagerly awaiting the concert, them being seated in the back, him whispering in her ear, her shivering at his touch.	7
9	1	0	2	0	1	0	3	0	0	1	0	1	0	0	1	0	0	3.0	0	3	They are standing there, him and her. She smiled at him, he at her, and they all walked together, we, me, and him to catch the bus. 	7
58	0	0	7	10	1	14	12	5	1	7	0	0	1	0	7	3	0	3.0	0	50	Jason spoke with his friends about their plans, she ate a sandwich for lunch, he walked to the beach with his parents, they played football with his cousins, she studied at the library, they rode their bikes to the park with their friends, and we laughed at the movie last night.	7
39	2	0	7	2	3	4	11	3	0	7	0	0	0	0	7	2	0	5.0	0	29	They walked towards him, she laughed about it, he opened the door, we all clapped, me and my sister went inside, him and his friend came too, and them got a beer.	7
6	0	0	1	0	0	1	2	0	0	2	0	0	0	1	2	1	0	2.0	1	2	He saw them play baseball. (The 7 pronouns in this sentence are: he, them, saw, them, baseball.)	7
30	0	1	7	3	1	4	8	3	0	3	0	0	0	1	3	1	0	4.0	1	26	The cat purred as she petted the ball of fluff in front of it, he, him, she, her, her, and they all smiled.	7
24	0	1	7	1	1	2	1	2	7	2	0	0	0	1	2	1	0	3.0	1	18	The teacher smiled at Maria, Mark, Sarah, John, Emily, Tom, and Ben as they entered the classroom.	7
30	0	1	7	1	2	4	1	3	7	3	0	1	0	2	3	2	0	4.0	2	24	The teacher asked the students if they had studied the lesson yet Sarah, Michael, Alex, Emily, Ben, David, and Tim nodded in unison.	7
31	1	2	4	4	1	7	2	5	2	3	0	0	0	2	3	1	0	4.0	2	17	The dog chased the cat across the street, while Mary played with her ball in the park, alongside Tom and their dog, as the sun shone brightly.	7
45	1	1	11	2	3	8	1	4	7	4	0	0	2	1	1	3	0	5.0	1	19	The manager, Maria, introduced the team's newest member, Alex, to his coworkers, Emily and David, while also recognizing the contributions of long-time employee, Samantha, and welcoming the visiting professionals, Sarah and Tom.	7
22	0	0	1	0	0	4	3	3	0	5	2	1	1	4	2	4	0	8.0	4	5	The teacher showed us the seven slides containing seven steps that we would need to follow to solve the complex problem.	7
16	2	1	1	1	0	2	1	2	0	2	1	0	3	1	2	0	0	3.0	1	6	The big brown elephant happily trumpeted as the seven tiny tigers played joyfully around him.	7
8	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1.0	0	6	 they, him, her, their)	7
22	0	0	7	0	1	4	6	3	0	1	0	0	0	0	1	1	0	3.0	0	17	The student, she, her, her brother, he, they, and their teacher all enjoyed the party.	7
23	0	1	5	1	1	3	7	1	0	2	0	0	0	1	2	1	0	4.0	1	11	She walked down the street as they (he/she) grabbed their book bag and he (not him).	7
30	1	0	7	2	1	5	2	4	6	2	0	0	0	1	2	2	0	5.0	1	16	The students in the classroom included Sarah, Alex, James, Emily, Daniel, and Tim, who all eagerly awaited the arrival of their guest speaker.	7
35	1	2	2	2	0	8	4	3	3	6	0	1	2	5	2	5	0	7.0	5	9	Maria laughed at the cat chasing the red dot while playing video games with her friend Sarah, whose sister Emily had just given her a beautiful present before going to visit her grandmother.	7
6	0	0	1	0	0	1	0	1	2	1	0	0	0	0	1	2	0	2.0	0	3	John gave Mary the book. She read it carefully, then gave it to Sarah. Sarah read it too and gave it to her brother Tom. Tom read it aloud to their father. Their mother thanked him and asked for the book back.	7
24	0	0	7	1	1	2	0	2	7	1	0	1	1	1	1	0	0	3.0	1	15	Alice, Bob, Carol, David, Emily, Fred, and Greg are excited to go to the beach this weekend.	7
43	3	1	13	1	0	6	5	5	1	4	0	1	1	3	2	2	0	5.0	3	19	They (usually visit) him (friend) in the park, (it/he) is very happy to see them (all friends), because they have all (traveled/play) a lot together this summer.	7
17	1	1	1	1	1	2	5	0	0	4	0	1	0	1	3	2	0	5.0	1	4	I will always love you she said as he nodded his head and smiled with pride.	7
26	0	0	4	3	2	2	4	0	5	4	0	2	0	2	4	2	0	6.0	2	11	Sarah saw Tom, who was talking to John, and she winked at Peter, who was playing basketball with Rachel and their dog.	7
40	0	0	7	4	1	7	10	3	0	7	0	0	1	1	7	3	0	4.0	1	34	She walked him to his car, them laughing at a joke, us wanting ice cream, they having a disagreement, him talking on his phone, me feeling annoyed, and you smiling at the puppy.	7
25	1	1	6	1	1	5	5	3	0	2	0	0	0	1	2	1	0	3.0	1	19	The dog ran quickly behind the cat, he, his ball, and she, her tail, as they chased the birds.	7
15	0	0	1	1	0	3	0	3	0	1	0	0	6	0	1	1	0	2.0	0	9	The quick brown dog chased the small faster cat past the big red tree.	7
15	0	0	3	1	2	1	1	0	6	1	0	0	0	0	1	1	0	4.0	0	8	Nina and Tim visited John, Emily, Kate, and their dog in Florida	7
11	0	0	1	1	0	2	2	1	0	1	0	1	1	1	1	1	0	3.0	1	5	I'm excited to go the beach with my friends. They will enjoy running in the ocean, playing beach volleyball, and swimming together. We will have a great time. I can't wait. She will bring her sunscreen and towel. He will bring his beach ball and sunglasses.	7
12	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1.0	0	10	 students, teacher, refreshments, questions, activities, weekend)	7
24	0	1	7	1	1	3	2	1	6	2	0	0	0	1	2	0	0	3.0	1	15	Allie, Billy, Chris, Dave, Eve, Frank, and her mother smiled as they walked into the concert venue.	7
14	0	0	1	1	0	3	2	4	0	2	0	1	0	1	2	1	0	4.0	1	6	The cat chased the mouse across the table, which they all had shared	7
27	1	2	4	2	1	2	4	1	5	4	0	0	0	3	3	3	0	5.0	3	17	John gave Mary a book, which she read to herself and John's sister, while John watched, before passing it back to John.	7
26	1	0	4	4	0	4	6	0	3	2	0	2	0	3	4	2	0	6.0	3	7	John met Mary, she was with her friend, who invited her sister, along with their brother, who was also friends with John	7
24	0	2	1	4	1	4	3	4	0	5	0	0	0	3	2	1	0	5.0	3	9	The cat petted her while she sat on the couch and listened to him talk to the dogs about going for a walk.	7
29	1	0	7	2	0	5	6	2	0	3	0	0	3	0	3	0	1	4.0	1	26	The manager, she thanked, her employees, themselves, their hard work, for a successful campaign that resulted in new clients, they proudly introduced.	7
30	0	0	7	1	1	11	0	8	0	1	0	0	0	0	1	0	0	3.0	0	21	The detective spoke to the victim's family, the witnesses, the suspect, the police officers, the defense attorney, the judge, and the jury.	7
21	0	1	7	0	0	1	7	1	1	2	0	0	1	1	2	1	0	3.0	1	13	John, she, he, it, they, him, her smiled as she ate the delicious sandwich.	7
11	0	0	1	1	0	0	8	0	0	1	0	0	0	0	1	2	0	2.0	0	8	He gave them she Her him them with her they.	7
31	1	0	7	3	2	3	2	3	6	3	0	0	0	1	2	0	0	3.0	1	21	Erik walked into the library with Maria, Alex, Jake, Sarah, Emily, and I, and we all headed to the back room to study together.	7
26	0	0	9	0	1	3	7	1	0	1	0	1	2	1	1	1	0	5.0	1	13	The team members were excited to meet new colleagues (he, she, they, him, her, them, and us).	7
22	0	0	7	0	1	0	7	0	0	5	0	2	0	0	7	0	0	4.0	0	9	She laughed, he said, they kissed, I felt, you looked, it was, and they were.	7
31	1	2	2	3	0	8	3	5	0	6	0	0	1	5	3	3	0	6.0	5	15	The teacher saw the students reading the books they wrote during the summer, while their friends sat silently listening to the speech about using proper grammar in their compositions.	7
12	0	0	2	2	1	1	4	1	0	1	0	0	0	0	1	0	0	3.0	0	5	She went to the store with he, him, and they	7
22	2	0	7	1	1	1	0	1	7	1	0	1	0	0	1	0	0	3.0	0	16	Mike, Sally, David, Sarah, Tom, Jack, and Rachel are all going to the beach together.	7
12	0	0	1	0	0	1	1	1	3	3	0	2	0	2	3	1	0	4.0	2	6	Liz ate the sandwich that Jack made John would have liked.	7
20	4	0	3	1	1	2	3	1	0	4	0	0	0	2	2	2	0	4.0	2	9	The princess danced gracefully with her prince, but he suddenly pulled away, leaving her to wonder why.	7
14	0	0	7	0	0	3	2	0	0	2	0	0	0	0	1	0	0	2.0	0	6	 she, book, him, took, ran, sun, fun)	7
