n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	PRON_constraint
22	2	0	2	5	1	2	7	1	0	2	0	0	0	0	3	1	0	4.0	0	11	She went to him for answers about why him, but he had no answers for her about why she him.	5
33	2	1	3	5	1	6	6	3	0	4	0	1	1	2	3	3	0	7.0	2	16	She gave the package back to him, along with a gift for his sister; they had a good time chatting and taking selfies while she was there in his apartment.	5
21	0	1	2	2	0	2	6	0	0	3	0	2	2	3	2	3	0	5.0	3	11	She has given her full attention to his words, while he is delighted to see them bonding like this.	5
23	1	1	2	3	0	4	3	2	0	3	0	2	0	2	2	2	0	8.0	2	6	She has taken the decision not to go with her family, in favor of staying where she is for a time.	5
41	1	1	5	5	0	9	6	5	0	6	0	1	1	5	4	3	0	7.0	5	11	The man walked into the library, carrying the book his daughter had borrowed for school, to return it to the librarian, who greeted him with a friendly smile, while her cat purred contentedly on her desk.	5
37	1	3	2	3	1	3	9	2	0	5	0	4	3	3	5	3	0	5.0	3	22	She had told him that she had a new phone and was excited for he to see it for himself; little did he realize that she was speaking to her imaginary friends at the time. 	5
19	2	0	2	1	2	2	3	0	0	4	0	1	1	2	2	0	0	4.0	2	11	Her sisters' dogs like playing fetch and running too, but they are generally calmer than hers.	5
30	0	0	3	4	1	2	9	2	0	5	0	2	1	4	4	4	0	6.0	4	10	Take the cookies for what they are: he has no objection in us sharing them, but she wants to be careful about who she gives them to.	5
29	1	1	1	3	1	8	6	2	0	4	0	0	1	2	2	5	0	4.0	2	13	She gave me the book to read over summer break and promised us tickets to the museum for our birthday next month if we passed our exams well.	5
20	0	0	2	2	0	3	5	2	0	3	0	2	0	2	2	2	0	5.0	2	11	Take the presents for what they are: he will not forget the surprise you brought for his birthday.	5
26	0	2	1	4	1	4	4	2	0	5	0	1	0	3	3	2	0	7.0	3	6	She gave him the papers to read through and for him to sign for approval, before leaving for home with the agreement she has made	5
18	0	0	2	3	0	3	4	1	0	3	0	1	1	2	2	2	0	4.0	2	8	She gave the package to him without hesitation, knowing he would take good care of it. 	5
18	0	2	1	1	0	4	4	1	0	3	0	1	0	2	1	4	0	4.0	2	7	She has given him permission in writing to sell his artwork at the gallery without consulting her.	5
33	3	2	3	0	2	4	7	3	0	5	0	3	0	3	5	4	0	5.0	3	12	She has not received the letter yet, but you can bet your boots that as soon as she does, she will give it all the attention and time it deserves.	5
21	0	0	1	1	2	4	4	1	0	3	0	2	0	1	2	2	0	4.0	1	7	The baby's mama and I have had our differences but I do not want to see her in trouble. 	5
27	2	0	5	2	1	1	5	1	0	3	0	4	1	3	3	1	0	4.0	3	23	You'd have to be crazy, like him, to believe they can pull this off - but then again, I am a skeptic.	5
39	1	0	5	5	0	5	9	5	0	4	0	2	3	3	5	3	0	5.0	3	34	Take it from what they did: they took all the pictures from her gallery; he sold the ones with the highest price; she was very sad about it; it is illegal in some countries. Let me know if you need anything else!	5
38	0	1	5	3	3	8	3	3	0	5	0	0	7	2	3	3	1	5.0	3	15	As her grandchildren watched, she lit  several red and silver candles and they sparkled, casting light and warmth into the cold night in  the  damp garden, filling each with soft, yellow flickering rays.	7
45	2	0	4	3	4	8	10	2	0	6	0	3	2	4	5	2	0	5.0	4	26	My mom, my sister and my aunt all think I should give up on my plan to start my own business but my teacher and mentor, who both know me really well, think I 'm ready and could succeed in entrepreneurship.	7
24	1	0	1	1	2	2	7	0	0	5	0	4	0	2	4	3	0	4.0	2	13	They are selling my house without me and i cant stop it and they think i must be having fun moving away.	7
31	2	0	7	0	3	3	9	1	0	3	0	3	0	1	3	1	0	3.0	1	12	Her daughter, she, herself, they and their mother had never seen the man, but he, him, and they knew he would be arriving soon. 	7
21	2	1	2	1	0	2	4	0	2	4	0	2	1	1	4	2	2	4.0	3	9	As she watched her friends walk down to breakfast, she realized Samantha was right - Mary was completely ignoring her	7
34	5	1	4	0	1	3	9	1	0	6	0	2	0	2	5	6	0	5.0	2	27	I have watched that movie, but my sister loves it, therefore she borrowed it before i had chance to see it again, therefore i have not seen it again yet.	7
15	0	1	0	1	0	2	3	1	1	3	0	2	0	2	2	2	0	4.0	2	5	I have been following that advice while they try to find my brother in Mexico	7
35	1	2	2	1	2	2	10	1	0	7	0	2	3	4	5	4	0	6.0	4	12	She said that they took her to see a doctor and he touched her in so many inappropriate ways, but they didn't do anything illegal so there's nothing anyone can do.	7
45	2	1	1	5	3	7	9	2	0	7	0	4	2	4	6	3	0	9.0	4	21	I have spoken to a lawyer about this and it turns out my brother has taken legal action and my father does not know how to resolve this issue which leaves me unsure of how things will work out between him and my stepmother.	7
30	1	0	2	2	2	7	4	3	0	5	0	1	0	2	3	2	0	6.0	2	14	She went to visit her friend but her friend was not home, so She stayed and watch the dogs play in the neighbor's yard for a while.	7
19	1	0	0	1	1	3	3	2	1	4	0	1	1	3	2	2	0	6.0	3	7	I've seen that movie many times and every time it makes me want to get away for Thanksgiving	7
42	4	3	0	0	2	5	7	4	0	8	0	3	3	6	5	6	0	11.0	6	8	They always told her she was not alone in how the fire had burned away everything she did and did not have until her mother took them both to get new faces and start the process of building an altogether different identity	7
22	0	0	1	2	1	3	2	3	0	4	0	2	2	2	2	2	0	7.0	2	6	i have not seen the film but it does appear to use many of the themes found in the original book.	7
44	3	5	3	1	0	2	12	2	0	9	0	4	3	8	8	5	0	9.0	8	20	She knew that he was watching her as she put on the new red hat she had received, which made her feel like she was becoming something entirely different, though the fact that he was watching her only made her more _______ 	7
27	2	0	2	3	1	2	10	0	0	5	0	1	1	3	4	1	0	6.0	3	16	She walked into her house that she shared with his ex-husband, he whom she loved but hated how he had taken so much from her.	7
37	2	2	2	3	1	3	6	3	0	4	0	4	3	5	4	1	0	8.0	5	8	She had not seen him before although he did not speak with her, which was unusual because typically he was the first to arrive at work and the last one to leave in the evening. 	7
34	4	0	3	2	0	5	8	0	0	5	0	4	0	3	5	3	0	5.0	3	17	I want my mom to know I'll come home eventually, her lack of communication doesn't concern me, she'll understand when I'm safely in my dad's hands.	7
31	6	1	1	3	1	0	7	1	0	5	0	2	2	5	4	1	0	8.0	5	7	i want to be able to do something meaningful to those i love, who now suffer needlessly because she was taken away from all of us so brutally and unnecessarily	7
27	3	0	3	0	2	2	6	2	0	5	0	3	1	2	5	2	1	4.0	3	8	Every time she entered the kitchen, he would snarl and bark, and she was always afraid he would attack her when she least expected.	7
13	1	0	3	1	1	3	0	3	0	1	0	0	0	0	1	1	0	3.0	0	6	The dog ran _________ the tree and then _________ under the porch.	7
34	3	2	0	1	3	2	8	2	0	7	0	3	2	5	6	3	0	5.0	5	25	i've tried everything but nothing seems to work it's really frustrating because the teacher keeps telling me that i'm really close but then i get to the test & realize that 	7
25	2	1	3	3	2	0	6	1	0	5	0	0	2	1	4	0	0	4.0	1	9	I saw that she laughed at him, then I felt guilty and left, and they never talked to each other after that.	7
54	3	3	2	4	3	9	9	4	0	10	0	5	2	8	7	4	0	9.0	8	18	Her husband had been telling her that she'd never fly solo but when she booked herself on the trial lesson she realized her husband had  been wrong since she felt at ease operating the plane and took control with a smile as she soared into the sky, feeling exhilarated and free.	7
164	20	9	12	12	11	20	22	13	0	23	0	8	13	19	18	7	0	22.0	19	151	I will always treasure the time we spent together, even though she now sits in the hospital, dying from a disease that you could never prevent and that the doctor said you had brought upon yourself by making the wrong choices, and the thought of which causes me such mental pain and suffering that I often think to myself that I would gladly trade all of the happiness I once had for even the simplest of respites from the constant agony and anguish that I now endure, knowing as I do that this will only continue until I am inevitably brought to the cold, dark earth, where my poor, beaten and battered body will lie in silence and oblivion forever, never again to feel or experience the simple joys and pleasures that made life on this once-wonderful planet even worth enduring; but I digress, as that is neither here nor there. 	7
21	0	1	0	4	0	3	6	1	0	3	1	1	1	2	3	2	0	5.0	2	6	She took that book with seven mysterious secrets that were unveiled to me as I read it from underneath my tree	7
10	0	0	1	1	1	2	2	0	0	3	0	0	0	1	1	1	0	5.0	1	2	They kept calling and texting me day after day. I felt very upset and frustrated. I knew he didn't mean anything bad to do. But I still felt really bad for her and wanted to make things better. They said something about her mom being really ill and so she could not talk. They told her she was welcome to come back and hang out.	7
36	2	3	7	2	0	4	5	2	0	9	0	1	0	7	3	3	1	5.0	8	14	Every time I look in  the mirror, ______ remembers when he had to get his hair cut, because, because ____ knew he could make it go straight up without using ______ comb.	7
46	5	1	2	5	3	4	12	0	0	6	0	3	3	4	5	4	0	7.0	4	31	They were all so excited about their new teacher they hadn't had in years and they kept coming up to me to tell me and show me things about it, but I already knew most of them because i'm their teacher  too.	7
31	1	0	5	3	1	5	6	2	0	4	0	2	2	1	5	1	0	4.0	1	18	"The man walked towards his children, they stared at him in disbelief, the nurse checked his pulse then said ""I am sorry but he is gone."""	7
32	1	1	2	1	3	5	2	3	2	9	0	1	1	4	4	4	0	6.0	4	16	The teacher noticed that Sarah was struggling and offered to help her study for the exam, Sarah accepted and they spent several hours together reviewing the notes and practicing problems.	7
34	1	2	2	4	1	3	9	3	0	7	0	1	0	5	5	3	0	6.0	5	14	She asked him how his work went because he worked at a restaurant and he told  her that  the owner yelled at them, causing them to both get stressed out about it.	7
53	4	5	3	2	1	6	8	4	0	7	0	4	5	8	8	3	0	7.0	8	30	i'm so glad that you understand, mom, because dad says that you need to get a new car before you run over someone with this clunker and i'm not sure that you 're ready to handle a new baby when you can't even drive a car safely	7
22	2	0	6	1	1	1	6	1	0	2	0	1	1	0	2	0	0	3.0	0	13	She was walking away and the other girl called after, them, her, she, they, their, there	7
40	6	2	4	3	0	5	10	2	0	5	0	2	0	5	5	3	0	5.0	5	17	I don't see the point of that, because when I think of my brother, his laugh always makes me smile, even if my parents took him away from me when i was just a child. 	7
47	1	2	5	5	2	9	3	3	5	6	0	1	0	3	5	2	0	8.0	3	12	The cat purred in its owner ' s lap, and the baby giggled as it was bounced on John 's knee, while Michael smiled knowingly at Sarah, who patted Emily 's head with satisfaction and pulled James 's feet off the table ________________.	7
29	2	0	2	2	1	6	2	4	0	3	2	3	2	4	3	1	0	5.0	4	16	I'm sorry but the answer provided in the instruction is a sentence generated from 7 pronouns, here is a different sentence that also uses 7 pronouns. 	7
15	2	0	0	2	1	0	3	0	2	1	0	4	0	0	3	0	0	3.0	0	5	I'd been to Paris before but he never mentioned he'd been at Normandy	7
31	1	0	4	4	0	6	5	4	2	2	0	1	2	2	4	1	1	5.0	3	12	When I met Sarah at the library yesterday, she ____________ me the latest book about AI, saying it was an excellent source for my research on the topic.	7
3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	2.0	0	2	Mrs. Smith gave Jon the books and he took them to the library to return before dinner, however, they had left the house without their tickets so Mr. Jones had to buy new ones.	7
33	0	1	3	3	1	3	7	2	0	7	0	2	3	3	4	3	0	5.0	3	13	This cat seems friendly, I'm going to play with it, she may chase it around the tree and pounce on its little belly if it lets her get close. 	7
27	3	0	0	0	2	2	10	1	0	4	0	3	2	4	6	3	0	4.0	4	21	i think i love him he's my boyfriend he always supports me and is there whenever i need him he's amazing and the best partner 	7
23	3	1	1	0	3	2	5	2	0	5	0	1	0	1	4	3	0	4.0	1	7	The dog chased them but they got away and the fox quickly caught and killed it before it could attack them again. 	7
9	0	0	1	1	0	2	2	1	0	1	0	0	1	0	1	1	0	2.0	0	6	I had a dream about her last night. 	7
26	0	0	2	1	1	3	6	4	0	5	0	2	0	2	4	5	0	7.0	2	13	I've seen that movie and it does not help me at all, it says what the monster influenced not what influenced the monster.	7
36	2	0	1	4	3	9	2	5	0	4	0	1	5	3	3	2	0	11.0	3	6	The artist carefully crafted the sculpture using intricate details and a wide range of vibrant colors and textures that are reflected in the unique and captivating work of art that now stands in the museum.	7
19	1	1	1	1	1	1	6	0	0	4	0	2	1	2	4	1	0	4.0	2	6	Her boyfriend was acting differently toward her and she suspected he had met someone else because she had.	7
63	4	5	3	6	1	7	12	2	0	9	0	7	4	9	7	1	0	8.0	9	19	I am excited to go to that conference that my coworker, she has been raving about, because afterward she said we would be traveling together to visit our mutual friend, whose house we always try and rent because they said that it would be best for us as a family to stay away from our neighborhood due to recent circumstances	7
5	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1.0	0	3	They are the parents. The children were at the pool. They took her to the hospital. She loves them so much. They are both amazing. They gave us this opportunity. They are going to be so proud.	7
28	1	0	5	0	0	1	11	0	0	4	0	4	0	1	6	2	0	4.0	1	24	She told them ... him he is now ... they did not listen they argued they would do it ... their parents ... him they did not. 	7
14	1	0	4	1	0	1	4	0	0	2	0	0	1	0	2	1	1	3.0	1	6	When i saw that, ..., i got scared of my life.	7
