n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	NUM_constraint
12	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1.0	0	10	17, 23, 9, 56, 88, 42.	6
12	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	3.0	0	6	Four hundred thirty-seven thousand nine hundred twenty-six.	6
21	1	0	7	1	1	1	0	1	0	1	8	0	0	0	1	1	0	4.0	0	13	The numbers 3, 7, 2, 9, 4, and 1 add up to twenty-two.	6
19	0	0	6	2	1	1	0	1	0	1	7	0	0	0	1	0	0	4.0	0	13	The numbers 1, 2, 3, 4, 5, and 7 add up to eighteen.	6
25	0	0	7	1	1	2	0	2	0	1	11	0	0	0	0	1	0	3.0	0	19	The numbers five thousand seventy-two, three hundred forty-five, ten, nine, and twelve make up this list.	6
19	0	0	6	1	1	2	0	2	0	1	6	0	0	0	1	0	0	3.0	0	13	The numbers seven, five, twelve, zero, nine, and four arrange in this order.	6
33	0	0	10	1	1	1	0	1	0	0	18	1	0	0	1	0	0	5.0	0	24	The sum of fifteen thousand, three hundred eighty-two and eleven, twenty-four, seventy-six is twenty-one thousand, five hundred sixty-three.	6
28	0	0	9	1	1	2	0	1	0	0	13	1	0	1	1	0	0	4.0	1	19	Number seven, forty-five, one-hundred twenty-six, thirteen, twenty is a total of five hundred and sixty-two.	6
16	0	0	6	0	1	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	11	The numbers are 3, 5, 7, 9, 2, and 1.	6
12	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2.0	0	5	Fifty-seven thousand nine hundred eighty-six, seventeen.	6
11	0	0	2	0	0	4	0	0	0	1	4	0	0	0	1	1	0	5.0	0	5	Three apples cost twelve dollars, five bananas expense seventeen.	6
11	0	0	2	0	0	1	0	0	0	0	8	0	0	0	0	0	0	3.0	0	4	Four thousand seven hundred thirty-two point six five.	6
16	0	0	2	2	0	4	0	3	0	1	2	1	1	1	1	0	0	3.0	1	5	321,569,874 is the first serial number in a sequence, followed by another six digits.	6
17	0	0	7	0	1	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	11	The numbers are: 3, 17, 25, 8, 42, and 101.	6
29	0	0	11	1	1	2	0	1	0	0	12	1	0	0	1	0	0	5.0	0	16	The numbers 1, 2, 3, 4, 7, and 9 in order are 1, 2, 3, 4, 7, 9.	6
15	0	0	4	0	2	0	0	0	0	0	9	0	0	0	0	0	0	3.0	0	8	Seven hundred and twenty-six thousand, eight hundred and forty-seven.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers are: 3, 7, 11, 15, 22, 31.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers are: 3, 14, 27, 42, 58, 89.	6
13	0	0	2	1	1	1	0	0	0	0	6	1	1	0	1	0	0	3.0	0	4	Three is seventeen times smaller than eight hundred and fifty-two.	6
10	0	0	2	0	0	1	0	0	0	0	7	0	0	0	0	0	0	4.0	0	3	Four thousand seven hundred thirty-twopoint five sixteen.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers are: 2, 7, 11, 15, 23, 31.	6
15	0	0	4	0	0	4	0	0	0	1	6	0	0	0	1	1	0	4.0	0	7	Six apples cost twenty-four dollars, twelve oranges fifty-two cents.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers are: 3, 7, 11, 15, 22, 27.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers are: 3, 7, 11, 15, 22, 29.	6
23	0	0	7	1	2	1	0	1	0	1	9	1	0	0	0	0	0	3.0	0	17	Four hundred and seventeen, thirty-two, fifteen, sixty-seven, and nine are arranged in this list.	6
12	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1.0	0	10	Seven, three, five, twelve, eight, one.	6
16	0	0	4	0	2	0	0	0	0	0	10	0	0	0	0	0	0	3.0	0	5	Four hundred twenty-six thousand and eleven, seven hundred and twenty-three.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The digits are: 3, 5, 7, 9, 1, 2.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers are: 3, 5, 7, 9, 11, 13.	6
13	0	0	3	0	2	0	0	0	0	0	8	0	0	0	0	0	0	3.0	0	8	Four hundred and seventy-three thousand, nine hundred and six.	6
29	0	0	9	1	2	2	0	2	0	0	11	1	1	0	1	0	0	4.0	0	22	The product of the first five numbers, 3, 5, 7, 9, and 11, is thirty-five hundred and ninety-two.	6
24	0	0	6	0	1	0	0	0	0	1	16	0	0	0	1	0	0	5.0	0	9	Fourteen thousand three hundred twenty-two, thirty-seven, sixteen and five equals nineteen thousand four hundred forty-nine.	6
24	0	0	8	0	1	2	0	1	0	0	12	0	0	0	0	0	0	3.0	0	14	Fourteen thousand three hundred twenty-two, twenty-seven, eleven, six, nine, and seventeen form this sequence.	6
6	0	0	1	0	0	1	0	0	0	1	2	0	0	0	1	1	0	2.0	0	1	Four apples cost $2.	6
20	0	0	6	1	1	2	0	1	0	1	7	0	1	1	0	0	0	5.0	1	11	The numbers 3, 5, 7, 9, 11, and 13 read in order total 48.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers are: 3, 17, 92, 5, 143, 76.	6
12	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1.0	0	10	27, 11, 45, 19, 83, 32.	6
16	0	0	7	0	0	1	0	1	0	0	6	1	0	0	1	0	0	2.0	0	10	The numbers are: 2, 5, 9, 13, 17, 21.	6
17	0	0	3	2	0	1	0	0	0	2	7	1	1	1	2	0	0	5.0	1	8	Three is twenty-five times larger than four, seven subtracted from sixteen equals nine.	6
20	0	0	4	1	0	0	0	0	0	0	13	1	1	0	1	0	0	4.0	0	10	Fourteen thousand two hundred fifty-seven is greater than thirty-six thousand eight hundred forty-two.	6
