n_tokens	ADV	SCONJ	PUNCT	ADP	CCONJ	NOUN	PRON	DET	PROPN	VERB	NUM	AUX	ADJ	subord_post	subj_pre	obj_post	subord_pre	max_depth	subord_prop	max_link	sentence	DET_constraint
15	0	0	1	2	0	3	2	5	0	1	0	0	1	0	1	1	0	3.0	0	8	Each of every all these our its mornings has a different shade of sunrise.	6
20	2	0	4	0	1	2	3	3	0	1	1	0	3	0	0	1	0	4.0	0	15	Both these, those three over there, each his, her those many red ones possess unique characteristics.	6
12	0	0	1	1	0	1	3	4	0	2	0	0	0	1	1	0	0	3.0	1	6	All these their our every those possessions lie scattered around us.	6
20	0	0	1	3	0	5	2	2	0	1	2	0	4	0	1	1	0	4.0	0	12	Each of those two large grey round granite balls in my backyard has three smaller ones at its base.	6
19	0	0	1	1	1	4	3	4	0	0	1	1	2	0	2	0	0	3.0	0	15	All these three our red apples his friend's and my some blue ones are on the table.	6
14	1	0	1	1	0	1	1	3	0	2	1	1	2	0	1	0	0	4.0	0	11	Every one of my all these several underestimated few gifts is carefully wrapped.	6
18	1	0	1	1	0	4	2	4	0	1	0	1	3	0	2	0	0	3.0	0	6	All those our every single several their numerous toys were scattered haphazardly across the living room floor.	6
16	1	0	2	1	0	3	1	2	0	1	1	1	2	0	1	0	0	4.0	0	12	Every one of my several alls' each single friend's possesseds was admired publicly.	6
41	2	0	6	5	0	6	1	6	0	5	0	2	8	3	2	1	0	5.0	3	14	Each of those little, black seeds in the brown, ceramic dish will sprout into a lovely, red rose come spring, provided they're properly watered with this clear, bottled water at just the right temperature.	6
33	0	0	6	3	1	9	0	5	0	1	2	0	6	0	1	1	0	4.0	0	18	Each of every one of these six cars had a unique set of tires, an individual engine, distinct seats, specific steering wheels, particular speedometers, and separate odometers.	6
28	2	0	3	6	0	5	1	5	0	1	1	0	4	0	1	1	0	4.0	0	11	Each of those three in our midst has a different pair of such shoes on, those very old, antique ones from the shop over there.	6
19	0	0	1	2	0	4	0	4	0	1	1	0	6	0	1	1	0	4.0	0	12	Each one of these few large red apples on those several silver dishes contains a single tiny pit.	6
15	1	0	1	1	0	2	2	4	0	1	0	0	3	0	2	0	0	2.0	0	6	All his every several those our various many books lie scatteringly on the floor.	6
13	0	0	1	1	0	2	0	3	0	1	2	0	3	0	1	1	0	3.0	0	7	Each of every those six red apples has three distinct brown spots.	6
10	0	0	1	0	0	1	5	2	0	1	0	0	0	1	1	0	0	3.0	1	4	All its our their those every my books lie.	6
18	1	0	6	0	1	1	5	2	0	1	0	1	0	0	1	0	0	3.0	0	14	Both theirs, your, my, our, this, and that car are parked outside.	6
11	0	0	1	0	0	1	2	6	0	0	0	0	1	0	1	0	0	2.0	0	9	Each all these some those their our many a ball.	6
14	0	1	1	1	0	2	3	4	0	1	0	0	1	1	1	0	0	3.0	1	5	All these my our each that their few books lie on the table.	6
29	1	1	3	5	0	4	3	4	0	2	2	0	4	1	2	1	0	5.0	1	13	Each of every three of those large, red apples on your table has its unique spot, while two of them rest directly upon the textured coaster.	6
14	0	0	1	0	0	2	2	4	0	1	0	2	1	0	1	0	0	3.0	0	5	Both all his every friend's each their several books have been stolen.	6
12	0	0	1	0	0	0	6	3	0	0	0	1	1	0	1	0	0	4.0	0	10	Every all his our their those your her theirs were unhappy.	6
24	0	0	1	3	1	5	1	5	0	1	1	0	6	0	1	1	0	5.0	0	13	Each of those two big red balls beneath his feet on the grass holds a tiny silver star and a small green apple.	6
15	0	0	1	0	0	2	3	3	0	1	0	0	5	0	2	1	0	3.0	0	6	All these my every several his few their own unique boxes contain distinct treasures.	6
15	0	0	6	0	0	1	3	3	0	0	0	1	1	0	1	0	0	3.0	0	13	These, those, every, some, my, all fruits are delicious.	6
18	1	0	1	3	0	2	1	4	0	1	1	0	4	0	1	0	0	4.0	0	10	Each of every one of those several all red balls rests quietly on its respective blue base.	6
37	1	0	2	6	1	9	0	8	0	2	2	0	6	0	2	2	0	6.0	0	17	Each of these six apples on the third table in the corner of the fifth room has a red dot, but none of these other eight pencils on the second table nearby have such markings.	6
22	1	0	10	1	1	1	1	4	0	1	0	0	2	0	0	0	0	3.0	0	17	 every, each, all, these, few, most, many, of, these flowers, and have.	6
12	0	0	1	0	0	2	2	4	0	1	0	0	2	0	1	1	0	3.0	0	5	Every all his some our several these boxes contain numerous items.	6
13	0	0	1	1	0	2	1	4	0	1	0	0	3	0	1	1	0	3.0	0	9	Each of every those my all several red apples possess unique sizes.	6
14	0	0	1	0	1	1	4	3	0	1	0	1	1	0	1	0	0	4.0	0	7	Every all those his and their her several its's belongings were misplaced.	6
16	1	0	1	1	0	2	0	5	0	1	1	0	4	0	1	1	0	3.0	0	9	Every one of all those several few some red apples has an exceptionally shiny surface.	6
48	3	1	6	4	0	11	3	9	0	3	0	0	7	2	2	3	0	5.0	2	27	Every single day, each individual in their own car, all those many people, most of us, sometimes even some animals with their pet owners, use this specific bridge to cross this certain river before reaching this very last village in the county.	6
23	0	0	2	2	3	2	0	5	0	0	2	2	5	0	4	0	0	4.0	0	10	Each of every one those three some apples are red and ripe, but two of these few are brown and overripe.	6
11	1	0	1	0	0	1	3	3	0	1	0	0	1	0	1	0	0	2.0	0	5	All these our each several her its belongings lie here.	6
